season,season_id,school_id,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2023,16340,2,1.0,133.0,108,25,0,0,0,4,2,3,0,1.0,0.5
2023,16340,5,1.0,133.0,96,31,6,0,1,6,1,5,0,0.9548872180451128,0.16666666666666666
2023,16340,6,1.0,181.0,127,47,7,0,0,16,2,10,0,0.9613259668508287,0.125
2023,16340,8,1.0,166.0,123,38,5,0,0,6,1,8,0,0.9698795180722891,0.16666666666666666
2023,16340,9,1.0,134.0,101,32,1,0,0,6,4,10,0,0.9925373134328358,0.6666666666666666
2023,16340,17,1.0,97.0,72,17,8,0,3,40,0,0,0,0.9175257731958762,0.0
2023,16340,28,1.0,188.0,135,47,6,0,1,8,2,15,0,0.9680851063829787,0.25
2023,16340,29,1.0,159.0,108,49,2,0,0,8,4,8,0,0.9874213836477987,0.5
2023,16340,30,1.0,153.0,105,45,3,0,0,12,9,6,0,0.9803921568627451,0.75
2023,16340,31,1.0,141.0,102,36,3,0,1,20,3,8,0,0.9787234042553191,0.15
2023,16340,32,1.0,138.0,104,31,3,0,0,8,1,2,0,0.9782608695652174,0.125
2023,16340,37,1.0,139.0,102,35,2,0,0,2,0,5,0,0.9856115107913669,0.0
2023,16340,43,1.0,144.0,100,38,6,0,6,11,2,7,0,0.9583333333333334,0.18181818181818182
2023,16340,47,1.0,101.0,81,17,3,0,1,4,0,2,0,0.9702970297029703,0.0
2023,16340,48,1.0,115.0,88,22,5,0,1,8,2,2,0,0.9565217391304348,0.25
2023,16340,51,1.0,153.0,111,38,4,0,0,4,1,3,0,0.9738562091503268,0.25
2023,16340,52,1.0,118.0,87,28,3,0,1,16,4,6,0,0.9745762711864406,0.25
2023,16340,61,1.0,138.0,104,29,5,0,1,4,0,3,0,0.9637681159420289,0.0
2023,16340,62,1.0,106.0,72,24,10,0,0,33,3,9,0,0.9056603773584906,0.09090909090909091
2023,16340,67,1.0,96.0,78,18,0,0,0,4,5,9,0,1.0,1.25
2023,16340,71,1.0,96.0,75,19,2,0,0,0,0,8,0,0.9791666666666666,
2023,16340,72,1.0,111.0,75,31,5,0,2,18,3,8,0,0.954954954954955,0.16666666666666666
2023,16340,77,1.0,102.0,78,20,4,0,0,2,0,4,0,0.9607843137254902,0.0
2023,16340,81,1.0,115.0,76,33,6,0,2,0,8,9,0,0.9478260869565217,
2023,16340,83,1.0,105.0,72,33,0,0,1,8,3,5,0,1.0,0.375
2023,16340,87,1.0,150.0,108,36,6,0,0,16,8,3,0,0.96,0.5
2023,16340,90,1.0,104.0,81,21,2,0,0,0,0,3,0,0.9807692307692307,
2023,16340,94,1.0,206.0,135,59,12,0,2,14,0,16,0,0.941747572815534,0.0
2023,16340,96,1.0,110.0,81,27,2,0,0,6,4,12,0,0.9818181818181818,0.6666666666666666
2023,16340,97,1.0,130.0,100,26,4,0,1,5,0,14,0,0.9692307692307692,0.0
2023,16340,99,1.0,150.0,107,39,4,0,1,2,1,4,0,0.9733333333333334,0.5
2023,16340,101,1.0,163.0,107,54,2,0,1,2,3,17,0,0.9877300613496932,1.5
2023,16340,102,1.0,147.0,108,37,2,0,0,16,8,8,0,0.9863945578231292,0.5
2023,16340,104,1.0,138.0,103,31,4,0,1,9,3,5,0,0.9710144927536232,0.3333333333333333
2023,16340,107,1.0,149.0,104,39,6,0,0,6,0,18,0,0.959731543624161,0.0
2023,16340,108,1.0,132.0,108,24,0,0,1,4,3,8,0,1.0,0.75
2023,16340,109,1.0,105.0,81,21,3,0,0,10,0,3,0,0.9714285714285714,0.0
2023,16340,110,1.0,129.0,108,20,1,0,0,6,0,6,0,0.9922480620155039,0.0
2023,16340,111,1.0,106.0,75,30,1,0,1,12,0,6,0,0.9905660377358491,0.0
2023,16340,112,1.0,149.0,105,40,4,0,0,20,3,11,0,0.9731543624161074,0.15
2023,16340,115,1.0,145.0,111,30,4,0,0,16,2,0,0,0.9724137931034482,0.125
2023,16340,128,1.0,145.0,102,37,6,0,5,0,0,8,0,0.9586206896551724,
2023,16340,129,1.0,141.0,110,30,1,0,2,6,1,0,0,0.9929078014184397,0.16666666666666666
2023,16340,140,1.0,128.0,93,31,4,0,0,8,2,5,0,0.96875,0.25
2023,16340,141,1.0,106.0,81,23,2,0,0,2,0,2,0,0.9811320754716981,0.0
2023,16340,147,1.0,114.0,81,31,2,0,0,0,0,15,0,0.9824561403508771,
2023,16340,149,1.0,144.0,107,30,7,0,0,8,4,7,0,0.9513888888888888,0.5
2023,16340,164,1.0,133.0,102,29,2,0,0,16,3,3,0,0.9849624060150376,0.1875
2023,16340,165,1.0,150.0,108,39,3,0,4,16,6,4,0,0.98,0.375
2023,16340,169,1.0,105.0,78,26,1,0,0,4,0,3,0,0.9904761904761905,0.0
2023,16340,173,1.0,163.0,108,45,10,0,1,10,6,11,0,0.9386503067484663,0.6
2023,16340,175,1.0,109.0,72,32,5,0,1,6,1,0,0,0.9541284403669725,0.16666666666666666
2023,16340,178,1.0,119.0,74,40,5,0,2,10,0,14,0,0.957983193277311,0.0
2023,16340,193,1.0,114.0,84,29,1,0,0,0,0,6,0,0.9912280701754386,
2023,16340,196,1.0,111.0,81,27,3,0,1,0,2,6,0,0.972972972972973,
2023,16340,198,1.0,136.0,105,28,3,0,0,12,0,4,0,0.9779411764705882,0.0
2023,16340,201,1.0,124.0,84,37,3,0,1,2,0,11,0,0.9758064516129032,0.0
2023,16340,202,1.0,185.0,135,42,8,0,0,12,3,11,0,0.9567567567567568,0.25
2023,16340,204,1.0,120.0,78,38,4,0,4,6,1,3,0,0.9666666666666667,0.16666666666666666
2023,16340,208,2.0,224.0,164,55,5,0,0,19,5,4,0,0.9776785714285714,0.2631578947368421
2023,16340,219,1.0,96.0,76,18,2,0,0,32,0,0,0,0.9791666666666666,0.0
2023,16340,220,1.0,143.0,105,33,5,0,2,16,2,7,0,0.965034965034965,0.125
2023,16340,222,1.0,148.0,102,39,7,0,2,16,2,6,0,0.9527027027027027,0.125
2023,16340,228,1.0,207.0,150,44,13,0,7,12,1,5,0,0.9371980676328503,0.08333333333333333
2023,16340,229,1.0,149.0,108,34,7,0,0,2,0,11,0,0.9530201342281879,0.0
2023,16340,231,1.0,112.0,81,29,2,0,2,16,1,3,0,0.9821428571428571,0.0625
2023,16340,234,1.0,169.0,108,53,8,0,0,2,7,11,0,0.9526627218934911,3.5
2023,16340,235,1.0,96.0,69,27,0,0,1,4,1,2,0,1.0,0.25
2023,16340,236,1.0,90.0,66,21,3,0,3,16,0,0,0,0.9666666666666667,0.0
2023,16340,248,1.0,131.0,97,31,3,0,0,5,1,15,0,0.9770992366412213,0.2
2023,16340,249,1.0,100.0,72,22,6,0,1,8,2,0,0,0.94,0.25
2023,16340,251,1.0,113.0,81,27,5,0,1,12,0,3,0,0.9557522123893806,0.0
