season,season_id,school_id,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2022,15860,2,1.0,2079.0,1534,496,49,0,15,110,31,93,0,0.9764309764309764,0.2818181818181818
2022,15860,3,2.0,1645.0,1187,403,55,0,10,117,30,81,0,0.9665653495440729,0.2564102564102564
2022,15860,4,3.0,1476.0,1020,389,67,0,12,112,24,72,0,0.9546070460704607,0.21428571428571427
2022,15860,5,1.0,1894.0,1331,478,85,0,15,216,23,64,0,0.9551214361140443,0.10648148148148148
2022,15860,6,1.0,1753.0,1228,435,90,0,26,226,46,69,0,0.9486594409583571,0.20353982300884957
2022,15860,7,1.0,2075.0,1538,473,64,1,12,130,23,123,0,0.9691566265060241,0.17692307692307693
2022,15860,8,1.0,2079.0,1534,505,40,1,8,90,22,127,0,0.9807599807599807,0.24444444444444444
2022,15860,9,1.0,2018.0,1454,484,80,0,14,152,50,91,0,0.9603567888999008,0.32894736842105265
2022,15860,10,2.0,1771.0,1284,410,77,0,16,128,44,62,0,0.9565217391304348,0.34375
2022,15860,13,2.0,1528.0,1080,388,60,1,28,139,36,90,0,0.9607329842931938,0.2589928057553957
2022,15860,14,1.0,1657.0,1198,418,41,0,9,108,36,66,0,0.9752564876282438,0.3333333333333333
2022,15860,15,3.0,1386.0,964,345,77,1,7,76,42,88,0,0.9444444444444444,0.5526315789473685
2022,15860,16,3.0,1204.0,854,276,74,0,31,230,21,34,0,0.9385382059800664,0.09130434782608696
2022,15860,17,1.0,1196.0,843,238,115,2,21,332,33,51,0,0.9038461538461539,0.09939759036144578
2022,15860,19,3.0,1264.0,931,273,60,1,11,102,28,87,0,0.9525316455696202,0.27450980392156865
2022,15860,20,3.0,1388.0,972,351,65,4,9,144,19,43,0,0.9531700288184438,0.13194444444444445
2022,15860,21,3.0,1353.0,941,343,69,0,5,170,33,53,0,0.9490022172949002,0.19411764705882353
2022,15860,22,2.0,1587.0,1071,422,94,0,25,156,26,89,0,0.9407687460617518,0.16666666666666666
2022,15860,24,3.0,1224.0,859,308,57,0,18,126,21,54,0,0.9534313725490197,0.16666666666666666
2022,15860,25,2.0,2277.0,1584,650,43,0,10,44,32,152,0,0.9811155028546333,0.7272727272727273
2022,15860,26,3.0,1283.0,911,304,68,0,16,148,25,39,0,0.9469992205767732,0.16891891891891891
2022,15860,27,1.0,1929.0,1395,460,74,0,5,116,44,118,0,0.9616381544841887,0.3793103448275862
2022,15860,28,1.0,2147.0,1533,552,62,0,9,118,31,134,0,0.9711224965067536,0.2627118644067797
2022,15860,29,1.0,2367.0,1709,592,66,0,14,64,27,156,0,0.9721166032953105,0.421875
2022,15860,30,1.0,1735.0,1262,389,84,1,12,244,50,32,0,0.9515850144092219,0.20491803278688525
2022,15860,31,1.0,2445.0,1773,629,43,1,13,98,36,161,0,0.9824130879345603,0.3673469387755102
2022,15860,32,1.0,1913.0,1326,517,70,0,10,102,42,99,0,0.96340825927862,0.4117647058823529
2022,15860,35,2.0,1959.0,1373,499,87,1,21,132,34,134,0,0.9555895865237366,0.25757575757575757
2022,15860,36,2.0,1654.0,1197,378,79,1,23,138,19,90,0,0.9522370012091899,0.13768115942028986
2022,15860,37,1.0,2364.0,1737,582,45,2,9,60,35,139,0,0.9809644670050761,0.5833333333333334
2022,15860,39,2.0,1597.0,1165,357,75,0,21,125,28,51,0,0.9530369442705072,0.224
2022,15860,40,3.0,1704.0,1207,420,77,0,13,88,20,75,0,0.95481220657277,0.22727272727272727
2022,15860,41,2.0,2033.0,1477,486,70,0,23,86,29,95,0,0.9655681259222824,0.3372093023255814
2022,15860,42,3.0,1636.0,1190,393,53,0,7,88,40,65,0,0.96760391198044,0.45454545454545453
2022,15860,43,1.0,1955.0,1441,464,50,0,6,176,59,109,0,0.9744245524296675,0.3352272727272727
2022,15860,44,3.0,1373.0,1008,309,56,0,6,190,20,52,0,0.9592134013109979,0.10526315789473684
2022,15860,45,3.0,1418.0,1024,351,43,0,7,71,23,59,0,0.9696755994358252,0.323943661971831
2022,15860,46,3.0,1484.0,1043,390,51,0,9,78,29,63,0,0.965633423180593,0.3717948717948718
2022,15860,47,1.0,1908.0,1434,425,49,0,8,130,28,74,0,0.9743186582809225,0.2153846153846154
2022,15860,48,1.0,1911.0,1372,451,88,2,7,142,24,68,0,0.9539508110936682,0.16901408450704225
2022,15860,49,2.0,1855.0,1301,467,87,1,11,139,32,102,0,0.953099730458221,0.2302158273381295
2022,15860,50,3.0,1129.0,770,313,46,0,22,130,21,77,0,0.9592559787422498,0.16153846153846155
2022,15860,51,1.0,1967.0,1409,503,55,1,13,86,34,176,0,0.9720386375190646,0.3953488372093023
2022,15860,52,1.0,1950.0,1382,494,74,0,18,134,26,114,0,0.9620512820512821,0.19402985074626866
2022,15860,53,3.0,1440.0,994,379,67,1,15,120,38,58,0,0.9534722222222223,0.31666666666666665
2022,15860,55,2.0,1501.0,997,350,154,0,30,298,44,51,0,0.8974017321785477,0.1476510067114094
2022,15860,56,2.0,1444.0,1036,342,66,0,8,162,23,64,0,0.9542936288088643,0.1419753086419753
2022,15860,58,3.0,812.0,564,195,53,0,5,68,25,51,0,0.9347290640394089,0.36764705882352944
2022,15860,59,3.0,1315.0,913,336,66,0,26,78,37,28,0,0.9498098859315589,0.47435897435897434
2022,15860,60,3.0,1533.0,1095,395,43,1,6,52,21,83,0,0.9719504240052185,0.40384615384615385
2022,15860,61,1.0,2172.0,1539,555,78,0,16,112,54,117,0,0.9640883977900553,0.48214285714285715
2022,15860,62,1.0,1882.0,1350,472,60,0,9,202,31,82,0,0.9681190223166843,0.15346534653465346
2022,15860,65,2.0,1499.0,1100,339,60,1,13,144,26,48,0,0.9599733155436958,0.18055555555555555
2022,15860,67,1.0,1918.0,1390,457,71,0,14,122,30,120,0,0.9629822732012513,0.2459016393442623
2022,15860,69,3.0,1243.0,855,317,71,1,15,98,22,49,0,0.9428801287208367,0.22448979591836735
2022,15860,71,1.0,1658.0,1223,394,41,1,11,78,36,97,0,0.9752714113389626,0.46153846153846156
2022,15860,72,1.0,1632.0,1248,325,59,0,5,104,36,46,0,0.9638480392156863,0.34615384615384615
2022,15860,73,3.0,1205.0,862,279,64,0,7,116,14,68,0,0.9468879668049792,0.1206896551724138
2022,15860,74,2.0,1639.0,1140,433,66,0,14,146,54,72,0,0.959731543624161,0.3698630136986301
2022,15860,75,3.0,1512.0,1050,382,80,1,14,92,38,62,0,0.9470899470899471,0.41304347826086957
2022,15860,76,3.0,1520.0,1072,386,62,0,8,120,26,76,0,0.9592105263157895,0.21666666666666667
2022,15860,77,1.0,2058.0,1436,561,61,0,19,84,24,150,0,0.9703595724003887,0.2857142857142857
2022,15860,78,3.0,1470.0,1086,336,48,0,10,86,14,50,0,0.9673469387755103,0.16279069767441862
2022,15860,80,1.0,1324.0,931,346,47,0,11,72,29,43,0,0.9645015105740181,0.4027777777777778
2022,15860,81,1.0,2084.0,1500,516,68,0,10,100,37,126,0,0.9673704414587332,0.37
2022,15860,83,1.0,1664.0,1199,423,42,0,3,82,40,78,0,0.9747596153846154,0.4878048780487805
2022,15860,84,3.0,1474.0,1069,347,58,0,17,74,43,65,0,0.9606512890094979,0.581081081081081
2022,15860,87,1.0,2014.0,1446,500,68,0,21,154,35,64,0,0.9662363455809335,0.22727272727272727
2022,15860,88,3.0,1447.0,1027,384,36,0,19,99,38,120,0,0.9751209398756047,0.3838383838383838
2022,15860,89,3.0,1352.0,867,382,103,1,19,168,38,53,0,0.9238165680473372,0.2261904761904762
2022,15860,90,1.0,2160.0,1552,551,57,0,4,66,26,98,0,0.9736111111111111,0.3939393939393939
2022,15860,91,2.0,1873.0,1370,460,43,1,6,50,25,111,0,0.9770421783235451,0.5
2022,15860,92,2.0,1928.0,1366,502,60,0,26,86,26,156,0,0.9688796680497925,0.3023255813953488
2022,15860,93,2.0,1876.0,1338,487,51,0,34,72,21,122,0,0.9728144989339019,0.2916666666666667
2022,15860,94,1.0,1938.0,1387,470,81,3,11,74,51,115,0,0.958204334365325,0.6891891891891891
2022,15860,95,2.0,1784.0,1239,483,62,0,6,80,22,148,0,0.9652466367713004,0.275
2022,15860,96,1.0,2076.0,1481,524,71,0,5,55,41,103,0,0.9657996146435452,0.7454545454545455
2022,15860,97,1.0,2037.0,1460,521,56,0,7,68,47,87,0,0.9725085910652921,0.6911764705882353
2022,15860,98,2.0,1732.0,1237,442,53,0,9,58,17,99,0,0.9693995381062356,0.29310344827586204
2022,15860,99,1.0,2032.0,1488,494,50,1,2,58,45,95,0,0.9753937007874016,0.7758620689655172
2022,15860,100,2.0,1798.0,1257,452,89,0,20,88,34,104,0,0.9505005561735261,0.38636363636363635
2022,15860,101,1.0,2092.0,1439,595,58,0,5,82,27,140,0,0.9722753346080306,0.32926829268292684
2022,15860,102,1.0,2112.0,1500,565,47,1,7,128,44,120,0,0.9777462121212122,0.34375
2022,15860,103,2.0,1623.0,1152,391,80,0,14,96,32,67,0,0.9507085643869377,0.3333333333333333
2022,15860,104,1.0,2148.0,1557,531,60,0,5,78,53,114,0,0.9720670391061452,0.6794871794871795
2022,15860,105,3.0,1671.0,1194,414,63,0,17,60,44,95,0,0.9622980251346499,0.7333333333333333
2022,15860,106,2.0,1488.0,1080,362,46,1,7,60,31,63,0,0.9690860215053764,0.5166666666666667
2022,15860,107,1.0,2095.0,1492,544,59,0,11,66,28,118,0,0.9718377088305489,0.42424242424242425
2022,15860,108,1.0,1489.0,1066,366,57,1,25,78,47,84,0,0.9617192746809939,0.6025641025641025
2022,15860,109,1.0,2135.0,1519,558,58,0,4,99,30,101,0,0.9728337236533958,0.30303030303030304
2022,15860,110,1.0,2346.0,1731,553,62,0,9,46,33,74,0,0.9735720375106565,0.717391304347826
2022,15860,111,1.0,1859.0,1353,455,51,0,4,156,38,105,0,0.9725658956428187,0.24358974358974358
2022,15860,112,1.0,2096.0,1481,548,67,0,12,106,37,96,0,0.9680343511450382,0.3490566037735849
2022,15860,114,3.0,1355.0,918,380,57,1,19,58,27,67,0,0.9579335793357934,0.46551724137931033
2022,15860,115,1.0,2226.0,1602,553,71,0,7,228,38,85,0,0.968104222821204,0.16666666666666666
