season,season_id,school_id,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2016,12360,31,1.0,0.0,1451,616,62,1,6,118,75,135,0,0.9708783466416158,0.635593220338983
2016,12360,32,1.0,0.0,1432,562,51,1,8,108,25,143,0,0.9750611246943766,0.23148148148148148
2016,12360,35,2.0,0.0,1343,487,68,0,13,80,32,61,0,0.964172813487882,0.4
2016,12360,36,2.0,0.0,1114,429,76,0,11,136,33,70,0,0.9530574428659666,0.2426470588235294
2016,12360,37,1.0,0.0,1489,581,85,0,14,136,34,120,0,0.9605568445475638,0.25
2016,12360,38,3.0,0.0,853,385,40,0,8,82,21,79,0,0.9687010954616588,0.25609756097560976
2016,12360,39,2.0,0.0,1341,513,86,2,12,70,54,107,0,0.9556701030927836,0.7714285714285715
2016,12360,40,3.0,0.0,1147,393,65,0,14,90,24,102,0,0.9595015576323987,0.26666666666666666
2016,12360,41,2.0,0.0,1258,476,55,1,19,80,25,82,0,0.9692565679150363,0.3125
2016,12360,42,3.0,0.0,1099,474,49,0,7,100,36,91,0,0.969790382244143,0.36
2016,12360,43,1.0,0.0,1520,554,73,1,13,130,34,167,0,0.9659990684676293,0.26153846153846155
2016,12360,44,3.0,0.0,1086,441,68,2,7,104,36,79,0,0.9573667711598746,0.34615384615384615
2016,12360,45,3.0,0.0,1055,448,66,0,5,98,24,126,0,0.9579349904397706,0.24489795918367346
2016,12360,46,3.0,0.0,1102,472,81,0,27,88,51,87,0,0.9510574018126888,0.5795454545454546
2016,12360,47,1.0,0.0,1521,584,62,2,8,90,56,121,0,0.9713890170742963,0.6222222222222222
2016,12360,48,1.0,0.0,1387,471,72,3,7,144,37,120,0,0.9626943005181348,0.2569444444444444
2016,12360,49,2.0,0.0,1251,454,76,0,18,150,45,89,0,0.9573273441886581,0.3
2016,12360,50,3.0,0.0,836,352,80,0,13,140,18,74,0,0.9369085173501577,0.12857142857142856
2016,12360,51,1.0,0.0,1409,584,65,3,15,92,47,130,0,0.968415937803693,0.5108695652173914
2016,12360,52,2.0,0.0,1243,470,67,1,15,54,23,93,0,0.9623595505617978,0.42592592592592593
2016,12360,53,3.0,0.0,1052,412,66,1,4,48,24,73,0,0.9568627450980393,0.5
2016,12360,54,2.0,0.0,1173,454,73,1,17,116,39,87,3,0.9570588235294117,0.33620689655172414
2016,12360,55,2.0,0.0,961,373,78,0,19,154,38,63,0,0.9447592067988668,0.24675324675324675
2016,12360,56,2.0,0.0,1057,423,53,0,9,142,30,78,0,0.9654272667971298,0.2112676056338028
2016,12360,58,3.0,0.0,751,311,63,0,16,128,14,75,0,0.944,0.109375
2016,12360,59,3.0,0.0,856,386,49,0,13,46,22,101,0,0.9620449264136328,0.4782608695652174
2016,12360,60,3.0,0.0,885,379,64,0,9,50,26,89,0,0.9518072289156626,0.52
2016,12360,61,1.0,0.0,1425,590,67,0,11,102,52,144,0,0.9678194044188281,0.5098039215686274
2016,12360,62,1.0,0.0,1373,527,41,0,5,86,50,120,0,0.9788768675940237,0.5813953488372093
2016,12360,64,3.0,0.0,921,388,89,0,27,134,26,52,0,0.9363376251788269,0.19402985074626866
2016,12360,67,1.0,0.0,1523,564,60,1,8,90,44,114,0,0.9720540288775035,0.4888888888888889
2016,12360,69,3.0,0.0,846,342,54,0,9,90,27,69,0,0.9565217391304348,0.3
2016,12360,71,1.0,0.0,1392,511,81,0,23,112,46,110,0,0.9591733870967742,0.4107142857142857
2016,12360,72,1.0,0.0,1313,435,54,1,10,50,21,77,0,0.9700332963374029,0.42
2016,12360,73,3.0,0.0,922,416,69,1,8,102,40,74,0,0.9509594882729211,0.39215686274509803
2016,12360,74,2.0,0.0,1362,579,86,3,21,200,66,93,0,0.9575727676369018,0.33
2016,12360,75,3.0,0.0,1072,461,85,0,7,96,37,93,0,0.9474660074165636,0.3854166666666667
2016,12360,77,1.0,0.0,1447,587,70,0,10,106,40,136,0,0.9667300380228137,0.37735849056603776
2016,12360,78,3.0,0.0,1066,509,64,0,8,70,27,130,0,0.9609517998779744,0.38571428571428573
2016,12360,80,1.0,0.0,943,337,55,3,9,96,21,83,0,0.9588014981273408,0.21875
2016,12360,81,1.0,0.0,1503,578,60,1,6,72,24,126,0,0.9719757122839795,0.3333333333333333
2016,12360,83,1.0,0.0,1325,549,69,1,9,136,31,93,0,0.9644879053010808,0.22794117647058823
2016,12360,84,3.0,0.0,1070,497,65,0,6,60,40,69,0,0.960171568627451,0.6666666666666666
2016,12360,87,1.0,0.0,1432,552,89,0,8,106,32,104,0,0.9570670525808008,0.3018867924528302
2016,12360,89,3.0,0.0,737,329,80,1,17,168,27,62,0,0.9301919720767888,0.16071428571428573
2016,12360,90,1.0,0.0,1498,603,82,1,7,72,55,119,0,0.962437013284471,0.7638888888888888
2016,12360,91,2.0,0.0,1496,513,73,0,12,108,25,133,0,0.9649375600384246,0.23148148148148148
2016,12360,94,1.0,0.0,1454,631,72,4,15,88,49,124,0,0.9666203059805285,0.5568181818181818
2016,12360,95,2.0,0.0,1509,580,86,1,9,114,23,120,0,0.9604597701149425,0.20175438596491227
2016,12360,96,1.0,0.0,1566,559,72,4,11,66,34,94,0,0.9672280382339554,0.5151515151515151
2016,12360,97,1.0,0.0,1604,576,53,1,7,46,28,139,0,0.9762651141961487,0.6086956521739131
2016,12360,98,2.0,0.0,1330,557,66,0,2,50,40,105,0,0.9662058371735791,0.8
2016,12360,99,1.0,0.0,1650,648,53,0,9,61,59,109,0,0.9774564015312633,0.9672131147540983
2016,12360,101,1.0,0.0,1475,605,47,0,9,100,50,97,0,0.9779031499764927,0.5
2016,12360,102,1.0,0.0,1551,655,65,0,9,108,67,142,0,0.9713782474680758,0.6203703703703703
2016,12360,103,2.0,0.0,1142,402,55,0,12,100,31,92,0,0.965603502188868,0.31
2016,12360,104,1.0,0.0,1723,710,66,1,10,82,40,123,0,0.9735894357743097,0.4878048780487805
2016,12360,105,3.0,0.0,1142,508,48,1,4,56,19,130,0,0.9717314487632509,0.3392857142857143
2016,12360,106,2.0,0.0,990,416,62,0,11,80,24,57,0,0.9577656675749319,0.3
2016,12360,107,1.0,0.0,1428,575,46,0,18,80,49,155,4,0.9775500244021474,0.6125
2016,12360,108,1.0,0.0,1415,539,83,2,17,126,47,74,0,0.9592538046146294,0.373015873015873
2016,12360,109,1.0,0.0,1486,563,68,3,8,95,34,122,0,0.9678790741615494,0.35789473684210527
2016,12360,110,1.0,0.0,1342,548,56,1,21,112,37,86,0,0.9712230215827338,0.33035714285714285
2016,12360,111,1.0,0.0,1317,475,58,1,9,162,57,114,0,0.9686486486486486,0.35185185185185186
2016,12360,112,2.0,0.0,1347,621,61,0,8,64,52,137,0,0.9699359290290783,0.8125
2016,12360,114,3.0,0.0,932,372,70,0,19,123,21,83,0,0.9490538573508006,0.17073170731707318
2016,12360,115,1.0,0.0,1387,507,89,2,7,124,39,84,0,0.9551185073121533,0.31451612903225806
2016,12360,116,1.0,0.0,1473,520,67,0,18,171,34,100,0,0.9674757281553398,0.19883040935672514
2016,12360,117,3.0,0.0,938,395,77,0,13,142,29,78,0,0.9453900709219858,0.20422535211267606
2016,12360,120,3.0,0.0,914,382,79,0,4,46,36,84,2,0.9425454545454546,0.782608695652174
2016,12360,121,3.0,0.0,1012,450,66,2,10,76,25,108,0,0.9568062827225131,0.32894736842105265
2016,12360,122,3.0,0.0,1074,444,63,2,10,70,51,89,0,0.9601518026565465,0.7285714285714285
2016,12360,123,3.0,0.0,1056,474,82,2,19,96,33,91,0,0.9491315136476427,0.34375
2016,12360,124,3.0,0.0,916,423,77,0,9,64,36,79,0,0.9456214689265536,0.5625
2016,12360,125,3.0,0.0,1028,444,55,0,8,96,62,77,4,0.9639816633922724,0.6458333333333334
2016,12360,126,3.0,0.0,734,374,68,0,9,65,23,59,0,0.9421768707482994,0.35384615384615387
2016,12360,127,1.0,0.0,1387,627,66,0,10,84,52,130,0,0.9682692307692308,0.6190476190476191
2016,12360,128,1.0,0.0,1447,602,64,1,7,129,38,143,0,0.9697113109323237,0.29457364341085274
2016,12360,129,1.0,0.0,1620,593,89,2,20,184,60,104,0,0.9613379669852302,0.32608695652173914
2016,12360,130,2.0,0.0,1536,599,64,1,11,64,16,105,0,0.9708958617553434,0.25
2016,12360,132,3.0,0.0,1015,406,98,1,24,112,42,61,0,0.9354838709677419,0.375
2016,12360,134,3.0,0.0,1088,526,62,0,21,99,34,100,0,0.9630071599045346,0.3434343434343434
2016,12360,137,3.0,0.0,922,370,56,3,9,124,40,58,0,0.9584569732937686,0.3225806451612903
2016,12360,139,3.0,0.0,1029,436,67,1,16,104,24,90,0,0.956266318537859,0.23076923076923078
2016,12360,140,1.0,0.0,1529,621,60,4,9,92,56,143,0,0.9728506787330317,0.6086956521739131
2016,12360,142,3.0,0.0,927,411,76,0,10,81,29,84,0,0.9462517680339463,0.35802469135802467
2016,12360,143,2.0,0.0,868,348,50,0,15,118,27,64,0,0.9605055292259084,0.2288135593220339
2016,12360,144,2.0,0.0,934,374,100,0,32,164,52,58,0,0.9289772727272727,0.3170731707317073
2016,12360,145,3.0,0.0,834,401,40,0,12,83,30,87,0,0.9686274509803922,0.3614457831325301
2016,12360,146,3.0,0.0,891,383,44,1,19,58,28,61,0,0.9666160849772383,0.4827586206896552
2016,12360,147,1.0,0.0,1725,646,99,1,10,110,38,131,0,0.959919028340081,0.34545454545454546
2016,12360,149,1.0,0.0,1939,734,78,2,14,66,38,185,0,0.9716466739367503,0.5757575757575758
2016,12360,150,3.0,0.0,956,394,73,1,11,76,29,59,0,0.9486999297259311,0.3815789473684211
2016,12360,151,3.0,0.0,778,320,65,1,6,90,29,47,0,0.944110060189166,0.32222222222222224
2016,12360,155,2.0,0.0,1069,467,59,2,9,70,38,114,0,0.9630094043887147,0.5428571428571428
2016,12360,158,1.0,0.0,1005,406,46,3,4,73,31,59,0,0.9684282772820865,0.4246575342465753
2016,12360,159,2.0,0.0,1456,643,59,2,6,72,21,183,0,0.9726598702502317,0.2916666666666667
2016,12360,160,3.0,0.0,1231,550,40,1,7,102,20,126,0,0.9780340472267984,0.19607843137254902
2016,12360,161,3.0,0.0,945,372,63,0,9,68,45,64,0,0.9543478260869566,0.6617647058823529
2016,12360,164,1.0,0.0,1668,606,66,0,5,126,32,124,0,0.9717948717948718,0.25396825396825395
2016,12360,165,1.0,0.0,1262,455,83,1,37,242,41,72,0,0.9538888888888889,0.16942148760330578
2016,12360,166,3.0,0.0,959,401,61,0,14,44,20,75,0,0.9570724841660803,0.45454545454545453
2016,12360,167,1.0,0.0,916,379,46,3,6,42,36,74,0,0.9656972408650261,0.8571428571428571
2016,12360,168,3.0,0.0,1355,571,60,0,7,56,26,130,0,0.9697885196374623,0.4642857142857143
2016,12360,169,1.0,0.0,1448,605,40,0,12,78,59,127,0,0.9808886765408504,0.7564102564102564
2016,12360,170,3.0,0.0,320,245,44,0,1,14,4,31,0,0.9277504105090312,0.2857142857142857
2016,12360,172,1.0,0.0,1021,342,40,3,9,69,27,63,0,0.9714896650035638,0.391304347826087
2016,12360,173,1.0,0.0,1423,536,87,0,7,93,25,101,0,0.9574780058651027,0.26881720430107525
2016,12360,174,2.0,0.0,1083,482,66,0,11,116,44,98,0,0.9595340282035562,0.3793103448275862
2016,12360,175,1.0,0.0,1433,536,81,1,12,116,56,129,0,0.9604878048780487,0.4827586206896552
2016,12360,177,3.0,0.0,1089,500,69,0,11,54,33,102,0,0.9583835946924005,0.6111111111111112
2016,12360,178,1.0,0.0,1236,473,107,0,29,203,39,55,0,0.941079295154185,0.1921182266009852
2016,12360,179,3.0,0.0,787,328,60,1,1,112,18,75,0,0.948936170212766,0.16071428571428573
2016,12360,180,1.0,0.0,1435,522,77,0,15,90,43,111,0,0.9621435594886922,0.4777777777777778
2016,12360,182,3.0,0.0,1050,461,53,1,7,110,40,83,0,0.9661125319693095,0.36363636363636365
2016,12360,185,3.0,0.0,950,415,66,0,10,72,26,81,0,0.9538784067085954,0.3611111111111111
2016,12360,190,3.0,0.0,977,411,59,0,13,66,16,78,0,0.95922598479613,0.24242424242424243
2016,12360,192,3.0,0.0,991,389,67,1,10,80,32,66,0,0.9536973047684866,0.4
2016,12360,193,1.0,0.0,1396,613,48,0,11,56,24,121,0,0.9766650461837627,0.42857142857142855
2016,12360,195,3.0,0.0,1035,437,64,0,7,60,24,78,0,0.9583333333333334,0.4
2016,12360,196,1.0,0.0,1669,666,69,1,4,66,45,128,0,0.971297836938436,0.6818181818181818
2016,12360,197,2.0,0.0,1255,511,58,0,17,54,34,98,0,0.9682017543859649,0.6296296296296297
2016,12360,198,1.0,0.0,1513,581,74,0,22,111,37,88,0,0.9658671586715867,0.3333333333333333
2016,12360,200,3.0,0.0,1118,465,57,0,3,106,43,82,0,0.9652439024390244,0.4056603773584906
2016,12360,201,1.0,0.0,1398,565,85,1,10,107,53,128,0,0.95849609375,0.4953271028037383
2016,12360,202,1.0,0.0,1447,538,73,0,16,77,37,122,0,0.9645286686103013,0.4805194805194805
2016,12360,203,3.0,0.0,942,357,74,0,5,71,29,79,0,0.9461034231609614,0.4084507042253521
2016,12360,204,1.0,0.0,1529,594,89,1,17,134,54,96,0,0.9597649186256781,0.40298507462686567
2016,12360,205,2.0,0.0,1203,441,54,4,9,104,50,81,0,0.9681978798586572,0.4807692307692308
2016,12360,208,2.0,0.0,1139,365,98,0,14,104,36,73,0,0.9388264669163545,0.34615384615384615
2016,12360,211,3.0,0.0,1077,472,64,0,5,132,33,72,0,0.9603223806571606,0.25
2016,12360,212,3.0,0.0,1003,452,63,0,7,98,23,58,0,0.958498023715415,0.23469387755102042
2016,12360,213,3.0,0.0,967,387,76,3,12,148,11,59,0,0.9468531468531468,0.07432432432432433
2016,12360,214,3.0,0.0,770,297,83,0,16,121,30,41,0,0.9278260869565217,0.24793388429752067
2016,12360,216,3.0,0.0,967,394,87,1,16,100,26,73,0,0.9399171270718232,0.26
2016,12360,217,3.0,0.0,1216,559,71,2,8,126,33,90,0,0.9615384615384616,0.2619047619047619
2016,12360,219,1.0,0.0,1468,651,57,3,10,68,42,126,0,0.9738051470588235,0.6176470588235294
2016,12360,220,1.0,0.0,1518,647,62,0,9,84,50,119,0,0.9721598563089358,0.5952380952380952
2016,12360,221,3.0,0.0,817,386,75,0,13,90,26,73,0,0.9413145539906104,0.28888888888888886
2016,12360,222,1.0,0.0,1239,493,58,0,10,119,40,97,0,0.9675977653631285,0.33613445378151263
2016,12360,225,3.0,0.0,1131,418,67,1,18,124,23,69,0,0.9585396039603961,0.18548387096774194
2016,12360,227,3.0,0.0,684,319,71,0,2,60,28,35,0,0.9338919925512105,0.4666666666666667
2016,12360,228,1.0,0.0,1230,586,85,2,10,100,21,137,2,0.95528669121515,0.21
2016,12360,229,1.0,0.0,1584,645,52,1,23,96,32,163,0,0.977202981148619,0.3333333333333333
2016,12360,230,2.0,0.0,1302,432,49,3,5,86,26,77,0,0.9725182277061133,0.3023255813953488
2016,12360,231,1.0,0.0,1556,629,83,0,9,149,48,133,0,0.9634038800705468,0.3221476510067114
2016,12360,233,2.0,0.0,1280,475,65,0,15,84,15,76,0,0.9642857142857143,0.17857142857142858
2016,12360,234,1.0,0.0,1704,678,78,3,19,104,36,170,0,0.9682926829268292,0.34615384615384615
2016,12360,235,1.0,0.0,1840,724,46,0,6,82,55,125,0,0.9823754789272031,0.6707317073170732
2016,12360,236,1.0,0.0,1486,598,67,0,12,118,52,108,0,0.9688516968851697,0.4406779661016949
2016,12360,238,3.0,0.0,941,315,88,2,14,214,29,71,0,0.9345238095238095,0.13551401869158877
2016,12360,239,3.0,0.0,966,421,69,0,8,86,28,108,0,0.9526098901098901,0.32558139534883723
2016,12360,241,2.0,0.0,1511,611,76,2,14,78,28,98,0,0.9654231119199272,0.358974358974359
2016,12360,242,3.0,0.0,1002,445,52,1,11,106,47,64,0,0.9653102068045364,0.44339622641509435
2016,12360,245,3.0,0.0,927,425,108,3,31,202,29,77,0,0.9260273972602739,0.14356435643564355
2016,12360,248,1.0,0.0,1409,528,65,1,13,123,24,98,0,0.9675324675324676,0.1951219512195122
2016,12360,249,1.0,0.0,1517,623,58,1,4,132,42,143,3,0.9736123748862603,0.3181818181818182
2016,12360,251,1.0,0.0,1433,576,86,1,14,115,51,110,0,0.9589498806682577,0.4434782608695652
2016,12360,253,1.0,0.0,1622,549,68,1,8,90,42,90,0,0.9696292987941045,0.4666666666666667
2016,12360,254,1.0,0.0,1461,578,62,0,7,82,36,140,0,0.9704902427415516,0.43902439024390244
2016,12360,255,1.0,0.0,1699,724,75,1,6,45,42,215,0,0.9699759807846277,0.9333333333333333
2016,12360,257,1.0,0.0,1534,534,61,0,12,137,32,92,0,0.9713480507280413,0.23357664233576642
2016,12360,258,3.0,0.0,1070,448,69,0,3,66,19,85,0,0.9565217391304348,0.2878787878787879
2016,12360,259,3.0,0.0,1089,449,75,0,7,98,39,69,0,0.95350278983261,0.3979591836734694
2016,12360,260,1.0,0.0,1539,558,54,5,13,46,41,125,0,0.9748953974895398,0.8913043478260869
2016,12360,261,1.0,0.0,1245,484,64,0,15,122,38,83,0,0.9643056330172894,0.3114754098360656
2016,12360,262,2.0,0.0,1390,555,90,0,21,62,32,106,0,0.9557739557739557,0.5161290322580645
2016,12360,263,3.0,0.0,915,353,79,0,18,178,21,34,0,0.941351150705271,0.11797752808988764
2016,12360,265,3.0,0.0,1012,445,66,0,11,72,20,96,0,0.9566644780039396,0.2777777777777778
2016,12360,266,3.0,0.0,839,367,53,0,7,44,16,51,0,0.9579030976965845,0.36363636363636365
2016,12360,267,3.0,0.0,684,293,82,1,12,68,26,63,0,0.9225684608120869,0.38235294117647056
2016,12360,268,3.0,0.0,979,395,80,2,3,92,24,101,0,0.9449793672627235,0.2608695652173913
2016,12360,269,3.0,0.0,1166,554,53,0,21,83,46,88,0,0.970107163000564,0.5542168674698795
2016,12360,271,3.0,0.0,1171,488,66,0,13,121,37,104,0,0.9617391304347827,0.30578512396694213
2016,12360,272,1.0,0.0,1414,595,53,0,6,95,36,126,0,0.9742967992240543,0.37894736842105264
2016,12360,275,1.0,0.0,997,410,44,1,2,52,23,65,0,0.9696760854583046,0.4423076923076923
2016,12360,276,3.0,0.0,1092,428,60,1,5,118,29,104,0,0.9620253164556962,0.2457627118644068
2016,12360,277,1.0,0.0,1419,573,60,1,4,103,46,87,3,0.9707602339181286,0.44660194174757284
2016,12360,278,3.0,0.0,1059,463,63,0,12,92,33,84,0,0.9602523659305994,0.358695652173913
2016,12360,279,3.0,0.0,873,369,88,0,18,158,54,48,0,0.9338345864661655,0.34177215189873417
2016,12360,280,2.0,0.0,1320,546,90,0,19,104,25,71,2,0.9539877300613497,0.2403846153846154
2016,12360,283,1.0,0.0,1362,509,60,0,13,162,44,92,0,0.9689280165717244,0.2716049382716049
2016,12360,285,1.0,0.0,1478,539,68,1,5,102,39,81,0,0.9673860911270983,0.38235294117647056
2016,12360,286,3.0,0.0,988,398,66,0,10,76,38,85,0,0.9545454545454546,0.5
2016,12360,287,1.0,0.0,1380,588,59,4,14,102,45,138,0,0.9708929452392698,0.4411764705882353
2016,12360,288,1.0,0.0,1431,619,66,0,17,102,41,130,0,0.9688090737240076,0.4019607843137255
2016,12360,296,3.0,0.0,1070,453,69,1,5,58,38,95,0,0.9566582914572864,0.6551724137931034
2016,12360,297,3.0,0.0,878,332,72,0,5,108,39,44,0,0.9438377535101404,0.3611111111111111
2016,12360,299,1.0,0.0,1458,543,58,0,14,142,26,88,0,0.971830985915493,0.18309859154929578
2016,12360,300,3.0,0.0,1122,473,62,1,5,98,32,108,0,0.9625829812914907,0.32653061224489793
2016,12360,301,1.0,0.0,1270,414,51,1,5,56,33,82,0,0.9706051873198848,0.5892857142857143
2016,12360,302,1.0,0.0,1446,633,49,0,16,100,38,154,0,0.9769736842105263,0.38
2016,12360,303,3.0,0.0,988,299,41,2,9,90,20,60,0,0.9691265060240963,0.2222222222222222
2016,12360,305,1.0,0.0,1504,567,42,0,17,74,31,124,2,0.9801230477993375,0.4189189189189189
2016,12360,306,1.0,0.0,1519,626,55,0,7,62,36,148,0,0.975,0.5806451612903226
2016,12360,308,1.0,0.0,1403,584,68,0,7,122,28,119,0,0.9669099756690998,0.22950819672131148
2016,12360,309,2.0,0.0,1462,622,85,2,4,80,54,128,0,0.9608114338404795,0.675
2016,12360,310,1.0,0.0,1290,534,75,0,20,158,64,126,0,0.9605055292259084,0.4050632911392405
2016,12360,313,3.0,0.0,1075,471,68,2,17,107,23,118,0,0.9578686493184635,0.21495327102803738
2016,12360,314,1.0,0.0,1462,519,117,0,18,121,31,115,0,0.944232602478551,0.256198347107438
2016,12360,315,1.0,0.0,1518,563,89,0,13,90,30,90,0,0.9589861751152073,0.3333333333333333
2016,12360,316,1.0,0.0,1467,542,59,2,7,76,41,129,0,0.9714700193423598,0.5394736842105263
2016,12360,317,1.0,0.0,1414,466,81,0,10,124,35,115,0,0.958694543600204,0.28225806451612906
2016,12360,319,3.0,0.0,981,450,99,0,10,128,41,88,0,0.9352941176470588,0.3203125
2016,12360,320,3.0,0.0,1032,452,73,0,6,86,25,91,0,0.9531149646756584,0.29069767441860467
2016,12360,321,3.0,0.0,893,355,103,1,11,204,47,34,0,0.923760177646188,0.23039215686274508
2016,12360,322,3.0,0.0,1105,528,73,0,4,86,38,69,0,0.9572098475967175,0.4418604651162791
2016,12360,325,3.0,0.0,845,363,115,1,24,136,39,65,3,0.9130763416477702,0.2867647058823529
2016,12360,326,3.0,0.0,1100,467,63,1,12,88,37,101,0,0.9613496932515337,0.42045454545454547
2016,12360,327,1.0,0.0,1506,597,66,1,8,76,38,134,0,0.9695712309820194,0.5
2016,12360,328,1.0,0.0,1445,583,72,1,7,92,28,119,0,0.9657142857142857,0.30434782608695654
2016,12360,329,3.0,0.0,1285,566,49,1,7,178,44,121,0,0.9742105263157895,0.24719101123595505
2016,12360,330,3.0,0.0,964,368,84,0,15,204,32,66,0,0.940677966101695,0.1568627450980392
2016,12360,331,1.0,0.0,1526,569,75,1,15,122,45,93,0,0.9654377880184332,0.36885245901639346
2016,12360,333,2.0,0.0,1217,479,68,0,8,106,21,114,0,0.9614512471655329,0.19811320754716982
2016,12360,334,1.0,0.0,1496,622,71,1,13,52,26,100,0,0.9675650982183646,0.5
2016,12360,335,3.0,0.0,878,367,66,3,20,116,28,64,0,0.9496567505720824,0.2413793103448276
2016,12360,336,3.0,0.0,853,318,63,0,5,87,33,78,0,0.9489465153970826,0.3793103448275862
2016,12360,341,3.0,0.0,995,434,62,3,16,78,27,79,0,0.9584171696847753,0.34615384615384615
2016,12360,342,1.0,0.0,1032,399,68,0,7,114,20,67,0,0.9546364242828552,0.17543859649122806
2016,12360,346,1.0,0.0,1336,532,47,3,7,106,37,121,0,0.9754569190600523,0.3490566037735849
2016,12360,347,2.0,0.0,639,254,91,0,24,195,32,38,0,0.907520325203252,0.1641025641025641
2016,12360,348,3.0,0.0,835,307,87,5,12,154,26,52,0,0.9292107404393816,0.16883116883116883
2016,12360,349,2.0,0.0,1103,405,55,0,3,112,15,87,0,0.9648112603966731,0.13392857142857142
2016,12360,350,2.0,0.0,767,248,93,0,23,222,29,16,0,0.9160649819494585,0.13063063063063063
2016,12360,351,3.0,0.0,900,371,63,0,4,102,21,59,0,0.9527736131934033,0.20588235294117646
2016,12360,352,1.0,0.0,1317,566,54,1,17,150,35,117,0,0.9721218378936499,0.23333333333333334
2016,12360,354,2.0,0.0,1106,445,80,2,8,78,23,60,0,0.9509503372164316,0.2948717948717949
2016,12360,355,1.0,0.0,1311,547,68,0,20,66,35,84,0,0.9646936656282451,0.5303030303030303
2016,12360,357,2.0,0.0,755,293,93,0,25,140,53,53,0,0.9184925503943909,0.37857142857142856
2016,12360,358,2.0,0.0,1203,413,54,0,4,66,28,106,0,0.9676646706586827,0.42424242424242425
2016,12360,360,2.0,0.0,1064,410,81,3,9,90,42,68,0,0.9479099678456592,0.4666666666666667
2016,12360,361,1.0,0.0,1322,501,68,0,7,142,42,101,0,0.9640401903754627,0.29577464788732394
2016,12360,363,1.0,0.0,1560,602,76,0,14,171,22,83,0,0.966041108132261,0.1286549707602339
2016,12360,365,1.0,0.0,1773,631,59,1,6,151,67,108,0,0.976045473000406,0.44370860927152317
2016,12360,366,1.0,0.0,1646,654,66,0,6,82,38,128,0,0.9721048182586645,0.4634146341463415
2016,12360,367,1.0,0.0,1704,661,53,0,4,43,41,130,0,0.97808105872622,0.9534883720930233
2016,12360,368,1.0,0.0,1263,486,62,0,13,106,44,107,0,0.9657647708448371,0.41509433962264153
2016,12360,370,1.0,0.0,1404,561,55,1,4,74,36,113,0,0.9727722772277227,0.4864864864864865
2016,12360,372,3.0,0.0,1166,517,75,0,10,58,22,107,0,0.9573378839590444,0.3793103448275862
2016,12360,376,3.0,0.0,798,334,60,0,10,46,20,99,0,0.9496644295302014,0.43478260869565216
2016,12360,379,3.0,0.0,826,367,62,3,17,84,29,71,0,0.950597609561753,0.34523809523809523
2016,12360,380,1.0,0.0,1370,465,68,1,13,168,30,76,0,0.9642669469259064,0.17857142857142858
2016,12360,381,1.0,0.0,1414,610,105,1,10,87,69,106,0,0.9506810709253171,0.7931034482758621
2016,12360,382,3.0,0.0,971,381,71,0,11,132,25,91,0,0.9501054111033029,0.1893939393939394
2016,12360,383,2.0,0.0,1301,497,72,1,13,78,30,115,0,0.9614973262032086,0.38461538461538464
