season,season_id,school_id,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2021,15580,2,2052.0,1447,533,72,0,15,162,40,97,0,0.9649122807017544,0.24691358024691357
2021,15580,3,1111.0,810,255,46,0,13,143,24,43,0,0.9585958595859586,0.16783216783216784
2021,15580,4,1581.0,1115,423,43,1,6,84,28,64,0,0.9728020240354206,0.3333333333333333
2021,15580,5,1696.0,1188,445,63,0,18,90,42,55,0,0.9628537735849056,0.4666666666666667
2021,15580,6,859.0,634,173,52,0,11,160,29,19,0,0.9394644935972061,0.18125
2021,15580,7,1434.0,1069,296,69,0,19,120,30,37,0,0.9518828451882845,0.25
2021,15580,8,2157.0,1542,566,49,1,2,74,29,125,0,0.9772832637923041,0.3918918918918919
2021,15580,9,1813.0,1307,435,71,0,15,126,27,75,0,0.960838389409818,0.21428571428571427
2021,15580,10,1549.0,1121,373,55,1,15,122,22,63,0,0.9644932214331827,0.18032786885245902
2021,15580,13,617.0,457,140,20,0,2,44,11,28,0,0.9675850891410048,0.25
2021,15580,14,1607.0,1130,434,43,1,20,170,30,69,0,0.9732420659614188,0.17647058823529413
2021,15580,15,1240.0,830,331,79,0,9,94,35,30,0,0.9362903225806452,0.3723404255319149
2021,15580,16,626.0,432,163,31,0,6,92,23,25,0,0.950479233226837,0.25
2021,15580,17,951.0,646,259,46,0,14,160,35,34,0,0.9516298633017876,0.21875
2021,15580,19,775.0,562,183,30,0,5,54,17,58,0,0.9612903225806452,0.3148148148148148
2021,15580,20,1076.0,780,245,51,0,11,82,25,52,0,0.9526022304832714,0.3048780487804878
2021,15580,21,1035.0,723,247,65,4,8,106,24,27,0,0.9371980676328503,0.22641509433962265
2021,15580,22,1037.0,735,257,45,1,18,87,29,27,0,0.9566055930568949,0.3333333333333333
2021,15580,24,378.0,287,77,14,0,5,14,4,13,0,0.9629629629629629,0.2857142857142857
2021,15580,25,1855.0,1342,472,41,3,22,66,13,117,0,0.9778975741239893,0.19696969696969696
2021,15580,27,1847.0,1320,482,45,0,6,86,28,82,0,0.9756361667569031,0.32558139534883723
2021,15580,28,2106.0,1483,573,50,1,11,76,20,164,0,0.976258309591643,0.2631578947368421
2021,15580,29,2384.0,1702,604,78,1,13,50,25,113,0,0.9672818791946308,0.5
2021,15580,30,1681.0,1242,364,75,0,11,104,24,83,0,0.9553837001784652,0.23076923076923078
2021,15580,31,2266.0,1674,547,45,1,2,66,33,132,0,0.9801412180052956,0.5
2021,15580,32,1811.0,1318,433,60,0,9,120,30,116,0,0.9668691330756488,0.25
2021,15580,35,1551.0,1095,386,70,0,14,90,37,70,0,0.9548678272082527,0.4111111111111111
2021,15580,36,758.0,542,181,35,0,7,72,2,47,0,0.9538258575197889,0.027777777777777776
2021,15580,37,1914.0,1390,479,45,0,9,78,22,143,0,0.9764890282131662,0.28205128205128205
2021,15580,38,1126.0,785,284,57,0,6,136,33,64,0,0.9493783303730018,0.2426470588235294
2021,15580,39,1270.0,909,305,56,0,10,108,19,44,0,0.9559055118110236,0.17592592592592593
2021,15580,40,1652.0,1152,436,64,1,13,62,26,89,0,0.9612590799031477,0.41935483870967744
2021,15580,41,1627.0,1200,381,46,1,14,78,29,59,0,0.9717271051014137,0.3717948717948718
2021,15580,42,1648.0,1170,434,44,0,6,90,30,95,0,0.9733009708737864,0.3333333333333333
2021,15580,43,1985.0,1462,454,69,0,13,125,28,134,0,0.9652392947103274,0.224
2021,15580,44,1080.0,788,249,43,0,10,150,19,21,0,0.9601851851851851,0.12666666666666668
2021,15580,45,638.0,453,166,19,0,3,16,12,40,0,0.9702194357366771,0.75
2021,15580,46,1462.0,1018,389,55,1,16,92,27,54,0,0.9623803009575923,0.29347826086956524
2021,15580,47,1857.0,1359,447,51,0,7,68,42,83,0,0.9725363489499192,0.6176470588235294
2021,15580,48,1587.0,1131,392,64,1,9,126,28,90,0,0.9596723377441714,0.2222222222222222
2021,15580,49,812.0,607,173,32,0,9,65,9,40,0,0.9605911330049262,0.13846153846153847
2021,15580,50,252.0,177,57,18,0,4,26,0,9,0,0.9285714285714286,0.0
2021,15580,51,1842.0,1331,462,49,2,5,42,37,90,0,0.9733984799131379,0.8809523809523809
2021,15580,52,1729.0,1247,416,66,0,9,130,32,66,0,0.9618276460381724,0.24615384615384617
2021,15580,53,1061.0,757,259,45,5,9,56,30,52,0,0.9575871819038643,0.5357142857142857
2021,15580,54,1261.0,895,286,80,0,12,184,29,33,0,0.936558287073751,0.15760869565217392
2021,15580,55,257.0,165,62,30,0,14,44,12,2,0,0.8832684824902723,0.2727272727272727
2021,15580,56,914.0,682,200,32,0,13,116,16,43,0,0.9649890590809628,0.13793103448275862
2021,15580,59,1266.0,872,339,55,0,14,138,14,42,0,0.9565560821484992,0.10144927536231885
2021,15580,60,1368.0,984,353,31,2,5,70,18,69,0,0.9773391812865497,0.2571428571428571
2021,15580,62,1179.0,847,297,35,0,5,152,26,79,0,0.9703138252756573,0.17105263157894737
2021,15580,64,1087.0,750,277,60,0,17,130,20,30,0,0.9448022079116836,0.15384615384615385
2021,15580,65,1227.0,904,278,45,0,9,96,31,55,0,0.9633251833740831,0.3229166666666667
2021,15580,67,1710.0,1292,384,34,0,8,112,44,81,0,0.9801169590643275,0.39285714285714285
2021,15580,71,1577.0,1153,383,41,0,15,130,37,83,0,0.974001268230818,0.2846153846153846
2021,15580,72,1436.0,1056,337,43,0,11,54,21,74,0,0.9700557103064067,0.3888888888888889
2021,15580,73,451.0,315,115,21,0,2,21,10,19,0,0.9534368070953437,0.47619047619047616
2021,15580,74,730.0,512,194,24,0,5,46,21,31,0,0.9671232876712329,0.45652173913043476
2021,15580,75,1086.0,764,260,62,2,11,98,37,38,0,0.9429097605893186,0.37755102040816324
2021,15580,76,882.0,597,246,39,0,10,72,23,46,0,0.95578231292517,0.3194444444444444
2021,15580,77,1730.0,1173,491,66,0,10,72,18,90,0,0.9618497109826589,0.25
2021,15580,78,822.0,583,204,35,0,5,62,6,39,0,0.9574209245742092,0.0967741935483871
2021,15580,81,1567.0,1113,389,65,1,9,120,18,59,0,0.9585194639438417,0.15
2021,15580,83,1115.0,798,279,38,0,5,66,12,71,0,0.9659192825112107,0.18181818181818182
2021,15580,84,1475.0,1045,373,57,0,9,68,32,67,0,0.9613559322033899,0.47058823529411764
2021,15580,87,1269.0,906,309,54,0,16,108,20,50,0,0.9574468085106383,0.18518518518518517
2021,15580,88,959.0,651,273,35,0,8,74,16,50,0,0.9635036496350365,0.21621621621621623
2021,15580,90,2063.0,1453,567,43,0,4,62,25,118,0,0.9791565681047019,0.4032258064516129
2021,15580,94,1607.0,1126,430,51,0,6,80,45,103,0,0.9682638456751711,0.5625
2021,15580,96,1658.0,1146,444,68,1,9,67,27,140,0,0.9589867310012062,0.40298507462686567
2021,15580,97,2050.0,1455,533,62,1,5,61,28,105,0,0.9697560975609756,0.45901639344262296
2021,15580,99,1531.0,1145,351,35,0,11,36,34,69,0,0.977139124755062,0.9444444444444444
2021,15580,101,1351.0,931,380,40,0,7,34,14,87,0,0.9703923019985197,0.4117647058823529
2021,15580,102,1937.0,1421,482,34,0,8,84,30,113,0,0.982447083118224,0.35714285714285715
2021,15580,104,2209.0,1624,534,51,0,3,42,42,126,0,0.9769126301493889,1.0
2021,15580,105,818.0,562,214,42,1,14,40,12,31,0,0.9486552567237164,0.3
2021,15580,106,1296.0,911,344,41,0,6,44,26,68,0,0.9683641975308642,0.5909090909090909
