season,season_id,school_id,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2023,16340,2,1.0,2015.0,1480,496,39,1,16,134,22,100,0,0.9806451612903225,0.16417910447761194
2023,16340,3,2.0,1403.0,1078,278,47,0,9,109,44,54,0,0.9665003563791874,0.4036697247706422
2023,16340,4,3.0,932.0,657,240,35,1,14,104,16,24,0,0.9624463519313304,0.15384615384615385
2023,16340,5,1.0,1960.0,1406,469,85,0,11,214,24,54,0,0.9566326530612245,0.11214953271028037
2023,16340,6,1.0,1631.0,1123,420,88,0,32,151,12,73,0,0.9460453709380748,0.07947019867549669
2023,16340,7,1.0,2089.0,1544,473,72,0,13,139,23,91,0,0.9655337482048827,0.16546762589928057
2023,16340,8,1.0,2229.0,1667,514,48,0,7,112,21,141,0,0.9784656796769852,0.1875
2023,16340,9,1.0,1381.0,943,404,34,0,0,43,14,51,0,0.9753801593048516,0.32558139534883723
2023,16340,10,2.0,1697.0,1187,444,66,0,7,140,23,76,0,0.9611078373600471,0.16428571428571428
2023,16340,15,3.0,1279.0,893,315,71,2,8,61,19,72,0,0.944487881157154,0.3114754098360656
2023,16340,16,3.0,625.0,333,234,58,0,0,31,2,22,0,0.9072,0.06451612903225806
2023,16340,17,1.0,1596.0,1111,382,103,4,39,301,42,61,0,0.9354636591478697,0.13953488372093023
2023,16340,19,3.0,1232.0,891,296,45,0,11,120,17,79,0,0.963474025974026,0.14166666666666666
2023,16340,20,3.0,886.0,565,269,52,1,5,110,21,42,0,0.9413092550790068,0.19090909090909092
2023,16340,21,3.0,1521.0,1043,410,68,0,27,76,30,83,0,0.9552925706771861,0.39473684210526316
2023,16340,22,2.0,960.0,723,193,44,0,0,66,6,53,0,0.9541666666666667,0.09090909090909091
2023,16340,24,3.0,1145.0,803,295,47,0,13,80,10,53,0,0.9589519650655022,0.125
2023,16340,25,2.0,2135.0,1568,534,33,0,8,50,31,99,0,0.9845433255269321,0.62
2023,16340,26,3.0,547.0,478,55,14,0,11,60,9,15,0,0.9744058500914077,0.15
2023,16340,28,1.0,1878.0,1332,490,56,0,11,120,24,106,0,0.9701810436634718,0.2
2023,16340,29,1.0,2188.0,1549,587,52,1,10,128,21,115,0,0.9762340036563071,0.1640625
2023,16340,30,1.0,1796.0,1307,433,56,0,18,174,24,99,0,0.9688195991091314,0.13793103448275862
2023,16340,31,1.0,2143.0,1591,511,41,0,6,93,22,141,0,0.9808679421371909,0.23655913978494625
2023,16340,32,1.0,1893.0,1344,487,62,0,8,91,23,100,0,0.9672477548864237,0.25274725274725274
2023,16340,35,2.0,793.0,500,258,35,0,3,27,18,39,0,0.9558638083228247,0.6666666666666666
2023,16340,36,2.0,1529.0,1098,362,69,0,23,134,16,57,0,0.9548724656638325,0.11940298507462686
2023,16340,37,1.0,2046.0,1526,474,46,0,13,76,16,104,0,0.9775171065493646,0.21052631578947367
2023,16340,38,3.0,803.0,547,208,48,0,1,24,4,41,0,0.9402241594022416,0.16666666666666666
2023,16340,39,2.0,1751.0,1270,416,65,0,21,136,37,62,0,0.9628783552255854,0.27205882352941174
2023,16340,42,3.0,1552.0,1140,380,32,0,1,54,22,80,0,0.979381443298969,0.4074074074074074
2023,16340,43,1.0,2026.0,1448,500,78,0,23,170,28,91,0,0.9615004935834156,0.16470588235294117
2023,16340,44,3.0,1349.0,964,308,77,0,6,205,26,31,0,0.9429206819866568,0.12682926829268293
2023,16340,45,3.0,888.0,606,251,31,0,3,75,21,31,0,0.9650900900900901,0.28
2023,16340,46,3.0,1887.0,1338,488,61,1,7,138,33,98,0,0.9676735559088501,0.2391304347826087
