season,season_id,school_id,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2019,14781,2,1.0,1961.0,1389,512,60,0,14,144,49,118,0,0.9694033656297807,0.3402777777777778
2019,14781,3,2.0,1680.0,1161,458,61,0,7,98,38,103,0,0.9636904761904762,0.3877551020408163
2019,14781,4,3.0,1592.0,1146,403,43,0,14,120,21,54,0,0.9729899497487438,0.175
2019,14781,6,1.0,1422.0,905,418,99,0,33,210,17,44,0,0.930379746835443,0.08095238095238096
2019,14781,7,1.0,1959.0,1392,478,89,1,18,183,43,59,0,0.9545686574783052,0.23497267759562843
2019,14781,8,1.0,2026.0,1497,485,44,1,5,82,26,92,0,0.9782823297137216,0.3170731707317073
2019,14781,9,1.0,2128.0,1473,584,71,0,9,98,48,137,0,0.9666353383458647,0.4897959183673469
2019,14781,10,2.0,1634.0,1164,403,67,0,4,90,18,61,0,0.9589963280293757,0.2
2019,14781,13,2.0,1661.0,1218,380,63,0,17,154,35,74,0,0.9620710415412402,0.22727272727272727
2019,14781,14,1.0,1789.0,1277,463,49,0,22,176,31,58,0,0.9726103968697597,0.17613636363636365
2019,14781,16,3.0,1222.0,831,329,62,0,8,108,24,44,0,0.9492635024549918,0.2222222222222222
2019,14781,17,1.0,1610.0,1120,410,80,0,15,248,57,60,0,0.9503105590062112,0.22983870967741934
2019,14781,19,3.0,1402.0,980,372,50,0,8,107,28,82,0,0.9643366619115549,0.2616822429906542
2019,14781,20,3.0,1487.0,1030,370,87,0,10,88,26,75,0,0.9414929388029589,0.29545454545454547
2019,14781,21,3.0,1482.0,1033,388,61,0,14,188,39,53,0,0.9588394062078273,0.2074468085106383
2019,14781,22,2.0,1463.0,971,421,71,0,11,133,33,71,0,0.9514695830485305,0.24812030075187969
2019,14781,24,3.0,1056.0,758,231,67,0,12,104,11,38,0,0.9365530303030303,0.10576923076923077
2019,14781,25,2.0,2022.0,1377,573,72,1,13,68,36,114,0,0.9643916913946587,0.5294117647058824
2019,14781,26,3.0,1370.0,933,368,69,0,5,132,38,62,0,0.9496350364963504,0.2878787878787879
2019,14781,27,1.0,1911.0,1378,463,70,0,8,89,33,101,0,0.9633699633699634,0.3707865168539326
2019,14781,28,1.0,2179.0,1551,575,53,0,10,100,19,163,0,0.9756769160165213,0.19
2019,14781,29,1.0,2073.0,1469,525,79,1,14,64,21,114,0,0.9618909792571153,0.328125
2019,14781,30,1.0,2065.0,1454,522,89,0,8,82,28,130,0,0.9569007263922518,0.34146341463414637
2019,14781,31,1.0,2410.0,1745,598,67,0,3,62,53,90,0,0.9721991701244813,0.8548387096774194
2019,14781,32,1.0,2192.0,1547,555,90,1,16,146,47,75,0,0.958941605839416,0.3219178082191781
2019,14781,35,2.0,2204.0,1577,540,87,1,13,54,41,123,0,0.9605263157894737,0.7592592592592593
