R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,OPP DP,GDP,division,score
1,3,2,0,0,2,0,0,0,1,0,0,1,,1,0,0,0,02/16/2024,home,16580,711,Towson,9,True,12,11,1,win,4525476,2915,2970192.0,2024,0.0,0.0,1.0,
2,4,2,0,0,2,0,2,1,0,0,0,0,,0,0,1,0,02/17/2024,home,16580,83,Bucknell,9,True,17,9,8,win,4525714,2915,2970192.0,2024,0.0,0.0,1.0,
1,2,1,0,0,1,0,3,1,0,0,1,0,,0,0,2,0,02/18/2024,home,16580,711,Towson,9,True,14,1,13,win,4526033,2915,2970192.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,02/21/2024,home,16580,1157,Kennesaw St.,9,True,2,4,-2,loss,4526402,2915,2970192.0,2024,0.0,0.0,1.0,
3,1,0,0,0,0,0,0,2,1,0,0,1,,0,0,0,0,02/23/2024,home,16580,222,FDU,9,True,14,1,13,win,4526476,2915,2970192.0,2024,0.0,0.0,1.0,
1,3,0,0,0,0,0,0,1,0,0,0,2,,0,0,0,0,02/25/2024,home,16580,222,FDU,9,True,12,10,2,win,4527182,2915,2970192.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/17/2024,away,16580,363,Longwood,9,True,2,12,-10,loss,4542654,639,2945129.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,away,16580,363,Longwood,9,True,1,14,-13,loss,4526230,639,2945129.0,2024,0.0,0.0,1.0,
1,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,108,UC Davis,9,True,4,13,-9,loss,5245758,1356,2962596.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/18/2024,away,16580,108,UC Davis,9,True,4,8,-4,loss,4526219,1356,2962596.0,2024,1.0,1.0,1.0,
1,4,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/19/2024,away,16580,534,Pacific,9,True,9,5,4,win,4526275,1356,2962596.0,2024,0.0,0.0,1.0,
1,3,1,1,0,2,0,1,0,0,0,1,0,,0,0,0,0,02/16/2024,home,16580,1356,Seattle U,9,True,13,4,9,win,5245758,108,2960395.0,2024,0.0,0.0,1.0,
1,2,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,02/22/2024,home,16580,77,BYU,9,True,4,20,-16,loss,4526452,108,2960395.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/20/2024,home,16580,2678,Ark.-Pine Bluff,9,True,10,0,10,win,4526324,30,2966082.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,1,0,0,0,0,3,,0,0,0,0,02/17/2024,away,16580,96,Fresno St.,9,True,3,9,-6,loss,4526008,797,2938698.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,away,16580,96,Fresno St.,9,True,0,2,-2,loss,4526248,797,2938698.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/23/2024,away,16580,536,UTRGV,9,True,0,2,-2,loss,4526758,797,2938698.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,1104,Grand Canyon,9,True,2,5,-3,loss,4525683,251,2825805.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/17/2024,neutral,16580,107,California,9,True,3,12,-9,loss,4525846,251,2825805.0,2024,0.0,0.0,1.0,
0,4,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,463,Nebraska,9,True,1,4,-3,loss,4493158,51,2334102.0,2024,0.0,0.0,1.0,
1,4,1,0,0,4,1,1,0,1,0,0,1,,0,0,0,0,02/17/2024,neutral,16580,529,Oregon,9,True,4,7,-3,loss,4525854,51,2334102.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,02/18/2024,neutral,16580,694,Tennessee,9,True,5,11,-6,loss,4526129,51,2334102.0,2024,1.0,0.0,1.0,
0,4,0,0,0,0,0,1,1,0,0,0,1,,0,0,0,0,02/20/2024,home,16580,346,Lamar University,9,True,11,5,6,win,4526373,51,2334102.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/23/2024,home,16580,306,Indiana,9,True,4,8,-4,loss,4492098,51,2334102.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,02/18/2024,home,16580,587,Rutgers,11,True,6,7,-1,loss,4780617,792,2934049.0,2024,0.0,0.0,1.0,
0,1,1,1,0,2,0,0,1,0,0,0,0,,0,0,0,0,02/23/2024,away,16580,700,Texas Tech,9,True,5,32,-27,loss,4526496,699,2678114.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,02/16/2024,away,16580,574,Rice,9,True,3,1,2,win,4525515,513,2486500.0,2024,0.0,0.0,1.0,
2,5,2,0,0,5,1,2,1,0,0,0,0,,0,0,0,0,02/18/2024,away,16580,574,Rice,9,True,13,10,3,win,4526069,513,2486500.0,2024,0.0,0.0,1.0,
2,3,1,0,0,4,1,3,2,0,0,0,1,,0,0,0,0,02/23/2024,away,16580,231,FIU,9,True,13,4,9,win,4526759,513,2486500.0,2024,0.0,0.0,1.0,
1,5,2,0,0,2,0,0,0,0,0,0,2,,0,0,0,0,02/24/2024,away,16580,231,FIU,9,True,8,10,-2,loss,4526881,513,2486500.0,2024,0.0,0.0,1.0,
0,3,1,1,0,2,0,2,1,0,0,1,2,,0,0,0,0,02/24/2024,away,16580,231,FIU,9,True,5,10,-5,loss,4543495,513,2486500.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/25/2024,away,16580,231,FIU,9,True,3,1,2,win,4527357,513,2486500.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,99,Long Beach St.,9,True,5,10,-5,loss,4525690,756,2969428.0,2024,0.0,0.0,1.0,
1,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,02/16/2024,away,16580,255,Georgia Tech,9,True,8,21,-13,loss,4525541,563,2116496.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,02/17/2024,away,16580,255,Georgia Tech,9,True,3,7,-4,loss,4525767,563,2116496.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,away,16580,255,Georgia Tech,9,True,3,6,-3,loss,4526094,563,2116496.0,2024,0.0,0.0,1.0,
2,4,2,0,1,4,0,1,0,0,0,0,1,,0,0,0,0,02/23/2024,home,16580,349,Le Moyne,9,True,19,2,17,win,4527112,563,2116496.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,1,0,1,0,0,0,,0,0,1,0,02/23/2024,home,16580,349,Le Moyne,10,True,6,8,-2,loss,4526680,563,2116496.0,2024,0.0,0.0,1.0,
0,2,2,0,0,2,0,2,0,1,0,0,0,,1,0,0,0,02/16/2024,neutral,16580,327,Kansas St.,9,True,6,3,3,win,4525581,107,2968050.0,2024,0.0,0.0,1.0,
2,4,2,0,0,2,0,3,1,0,0,0,1,,0,0,0,0,02/17/2024,neutral,16580,251,Georgetown,9,True,12,3,9,win,4525846,107,2968050.0,2024,0.0,0.0,1.0,
0,3,2,0,0,2,0,2,2,0,0,0,1,,0,0,0,0,02/18/2024,neutral,16580,67,Boston College,9,True,10,12,-2,loss,4526146,107,2968050.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,1,0,0,1,0,,0,0,1,0,02/21/2024,home,16580,77,BYU,9,True,8,0,8,win,4526406,107,2968050.0,2024,0.0,0.0,1.0,
0,3,1,1,0,2,0,1,1,0,0,0,1,,0,0,0,0,02/23/2024,home,16580,164,UConn,9,True,8,4,4,win,4526495,107,2968050.0,2024,0.0,0.0,1.0,
3,3,3,1,0,7,1,2,2,0,0,0,0,,0,0,1,0,02/24/2024,home,16580,164,UConn,9,True,15,12,3,win,4526803,107,2968050.0,2024,0.0,0.0,1.0,
1,3,2,0,0,2,0,1,0,0,0,1,0,,0,0,0,0,02/25/2024,home,16580,164,UConn,9,True,5,4,1,win,4527201,107,2968050.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,529,Oregon,9,True,2,4,-2,loss,4525603,522,2679236.0,2024,0.0,0.0,1.0,
1,5,2,1,0,3,0,1,0,0,0,0,0,,1,0,1,0,02/17/2024,neutral,16580,694,Tennessee,10,True,5,1,4,win,4525829,522,2679236.0,2024,0.0,0.0,1.0,
3,5,3,0,0,3,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,neutral,16580,463,Nebraska,9,True,7,6,1,win,4493160,522,2679236.0,2024,0.0,0.0,1.0,
1,4,2,0,0,2,0,0,1,0,0,0,1,,1,0,0,0,02/20/2024,away,16580,1045,DBU,9,True,7,11,-4,loss,4526326,522,2679236.0,2024,0.0,0.0,1.0,
3,3,3,1,0,4,0,2,1,0,0,0,0,,0,0,1,0,02/23/2024,home,16580,810,Wright St.,9,True,20,0,20,win,4526703,522,2679236.0,2024,0.0,0.0,1.0,
2,4,3,1,0,7,1,4,0,0,2,0,0,,0,0,0,0,02/24/2024,home,16580,810,Wright St.,9,True,14,9,5,win,4527068,522,2679236.0,2024,0.0,0.0,1.0,
2,3,2,0,0,2,0,0,2,0,0,0,0,,0,0,0,0,02/16/2024,home,16580,562,Quinnipiac,9,True,10,0,10,win,4525534,355,2456279.0,2024,0.0,0.0,1.0,
2,3,3,1,0,4,0,4,0,0,1,1,0,,0,0,0,0,02/17/2024,home,16580,562,Quinnipiac,9,True,16,7,9,win,4525760,355,2456279.0,2024,0.0,0.0,1.0,
1,5,2,1,0,3,0,1,1,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,562,Quinnipiac,9,True,10,5,5,win,4526087,355,2456279.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/21/2024,away,16580,193,Duke,9,True,2,4,-2,loss,4526411,355,2456279.0,2024,0.0,0.0,1.0,
0,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/23/2024,home,16580,283,Hofstra,9,True,7,9,-2,loss,4526707,355,2456279.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/17/2024,home,16580,756,Washington,9,True,3,2,1,win,4526015,99,2929030.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,695,UT Martin,9,True,15,4,11,win,4525518,505,2972752.0,2024,0.0,0.0,1.0,
2,3,1,1,0,2,0,0,0,1,0,0,1,,0,0,0,0,02/18/2024,away,16580,695,UT Martin,9,True,8,13,-5,loss,4526072,505,2972752.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/20/2024,away,16580,140,Cincinnati,9,True,2,10,-8,loss,4526320,505,2972752.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,02/24/2024,away,16580,257,Georgia,9,True,6,7,-1,loss,4526800,505,2972752.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/25/2024,away,16580,257,Georgia,9,True,11,12,-1,loss,4527198,505,2972752.0,2024,0.0,0.0,1.0,
2,4,2,0,0,2,0,1,1,0,0,0,2,,0,0,0,0,02/16/2024,away,16580,655,Southeastern La.,9,True,9,4,5,win,4525685,1395,2662164.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/17/2024,away,16580,655,Southeastern La.,9,True,0,2,-2,loss,4525980,1395,2662164.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/18/2024,away,16580,655,Southeastern La.,9,True,2,5,-3,loss,4526215,1395,2662164.0,2024,0.0,0.0,1.0,
1,4,2,0,0,2,0,1,1,0,0,0,1,,0,0,1,0,02/23/2024,home,16580,502,Northern Colo.,9,True,14,4,10,win,4526533,1395,2662164.0,2024,0.0,0.0,1.0,
0,2,1,0,0,1,0,2,0,0,0,0,1,,0,0,0,0,02/21/2024,home,16580,769,Western Caro.,9,True,16,9,7,win,4526424,10411,2826471.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/23/2024,home,16580,562,Quinnipiac,9,True,10,0,10,win,4526555,10411,2826471.0,2024,0.0,0.0,1.0,
1,4,1,1,0,2,0,0,1,0,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,700,Texas Tech,9,True,6,2,4,win,4525566,694,2826317.0,2024,0.0,0.0,1.0,
1,4,2,1,0,6,1,1,1,0,0,0,1,,0,1,0,0,02/17/2024,neutral,16580,522,Oklahoma,10,True,1,5,-4,loss,4525829,694,2826317.0,2024,0.0,0.0,1.0,
0,5,1,0,0,1,0,1,1,0,0,0,1,,0,0,0,0,02/18/2024,neutral,16580,51,Baylor,9,True,11,5,6,win,4526129,694,2826317.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,0,0,0,0,0,3,,0,0,0,0,02/20/2024,home,16580,456,UNC Asheville,9,True,3,2,1,win,4526309,694,2826317.0,2024,0.0,0.0,1.0,
1,2,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,02/21/2024,home,16580,198,ETSU,9,True,16,0,16,win,4526407,694,2826317.0,2024,0.0,0.0,1.0,
1,3,1,0,0,1,0,1,1,1,0,0,1,,1,0,0,0,02/23/2024,home,16580,14,UAlbany,9,True,8,5,3,win,4526497,694,2826317.0,2024,0.0,0.0,1.0,
2,2,1,0,0,1,0,1,2,0,0,0,0,,0,0,0,0,02/24/2024,home,16580,14,UAlbany,9,True,21,6,15,win,4526805,694,2826317.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/25/2024,away,16580,229,Fla. Atlantic,9,True,1,16,-15,loss,4527223,711,2820766.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/16/2024,away,16580,165,Coppin St.,9,True,24,0,24,win,4525610,169,2119941.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,1045,DBU,9,True,5,9,-4,loss,4525523,654,2678882.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/17/2024,away,16580,1045,DBU,9,True,6,8,-2,loss,4525752,654,2678882.0,2024,0.0,0.0,1.0,
1,4,1,0,0,4,1,2,0,0,0,1,0,,0,0,0,0,02/18/2024,away,16580,1045,DBU,11,True,5,6,-1,loss,4526078,654,2678882.0,2024,0.0,0.0,1.0,
1,4,1,0,0,4,1,1,0,0,0,0,0,,0,0,0,0,02/21/2024,home,16580,454,Murray St.,9,True,8,7,1,win,4526335,654,2678882.0,2024,0.0,0.0,1.0,
1,4,1,0,0,4,1,1,0,0,0,0,1,,0,0,0,0,02/23/2024,home,16580,620,St. Thomas (MN),9,True,3,5,-2,loss,4526546,654,2678882.0,2024,0.0,0.0,1.0,
2,3,1,1,0,2,0,0,1,0,0,0,1,,0,0,1,0,02/16/2024,home,16580,334,Kentucky,9,True,7,11,-4,loss,4525547,10411,2826470.0,2024,1.0,0.0,1.0,
0,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/17/2024,home,16580,334,Kentucky,9,True,0,3,-3,loss,4525772,10411,2826470.0,2024,0.0,0.0,1.0,
0,5,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,334,Kentucky,9,True,3,9,-6,loss,4526105,10411,2826470.0,2024,2.0,2.0,1.0,
2,3,3,0,1,5,0,2,2,1,0,0,0,,0,0,1,0,02/21/2024,home,16580,769,Western Caro.,9,True,16,9,7,win,4526424,10411,2826470.0,2024,0.0,0.0,1.0,
2,3,0,0,0,0,0,0,1,0,0,0,0,,0,1,2,0,02/23/2024,home,16580,562,Quinnipiac,9,True,10,0,10,win,4526555,10411,2826470.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,32,Little Rock,9,True,18,5,13,win,4525636,782,2970622.0,2024,0.0,0.0,1.0,
2,3,3,1,0,4,0,2,0,0,0,0,0,,0,0,0,0,02/17/2024,away,16580,32,Little Rock,9,True,14,0,14,win,4525987,782,2970622.0,2024,0.0,0.0,1.0,
1,5,1,0,0,4,1,1,0,0,0,0,1,,0,0,0,0,02/23/2024,neutral,16580,746,Virginia,10,True,4,5,-1,loss,4526633,782,2970622.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,2,0,0,0,0,0,,1,0,0,0,02/17/2024,home,16580,810,Wright St.,9,True,6,7,-1,loss,4525972,671,2796796.0,2024,0.0,0.0,1.0,
1,3,1,0,0,4,1,1,0,1,0,0,1,,0,0,1,0,02/18/2024,home,16580,810,Wright St.,9,True,5,3,2,win,4526203,671,2796796.0,2024,0.0,0.0,1.0,
1,4,1,1,0,2,0,0,0,0,0,0,3,,0,0,0,0,02/20/2024,away,16580,402,McNeese,9,True,11,3,8,win,4526392,671,2796796.0,2024,0.0,0.0,1.0,
0,3,2,0,0,2,0,1,0,0,1,0,0,,0,0,0,0,02/23/2024,home,16580,574,Rice,9,True,1,2,-1,loss,4526730,671,2796796.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/24/2024,home,16580,574,Rice,9,True,1,6,-5,loss,4527086,671,2796796.0,2024,1.0,1.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/25/2024,home,16580,574,Rice,9,True,3,0,3,win,4527395,671,2796796.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/18/2024,home,16580,87,Butler,9,True,15,5,10,win,4526059,234,2797488.0,2024,0.0,0.0,1.0,
0,5,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,home,16580,739,Villanova,9,True,12,7,5,win,5245918,2743,2821479.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,1,1,0,0,0,1,,0,0,0,0,02/17/2024,home,16580,739,Villanova,9,True,7,6,1,win,5245927,2743,2821479.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,739,Villanova,9,True,9,6,3,win,5245928,2743,2821479.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,02/20/2024,away,16580,697,Texas A&M,9,True,3,9,-6,loss,4526295,2743,2821479.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/17/2024,away,16580,786,William & Mary,9,True,4,8,-4,loss,4525937,285,2970636.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/16/2024,home,16580,6,Alabama A&M,9,True,6,10,-4,loss,4525492,2678,2131000.0,2024,0.0,0.0,1.0,
1,5,2,1,0,3,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,6,Alabama A&M,9,True,10,6,4,win,4525728,2678,2131000.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/20/2024,away,16580,30,Arkansas St.,9,True,0,10,-10,loss,4526324,2678,2131000.0,2024,0.0,0.0,1.0,
2,1,1,0,0,1,0,0,3,1,0,0,0,,0,0,0,0,02/23/2024,home,16580,0,Ark. Baptist,9,True,20,6,14,win,4526490,2678,2131000.0,2024,0.0,0.0,1.0,
1,2,1,0,0,1,0,1,0,1,0,0,1,,0,0,0,0,02/23/2024,home,16580,0,Ark. Baptist,9,True,32,3,29,win,4543480,2678,2131000.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/20/2024,home,16580,772,Western Ky.,9,True,5,8,-3,loss,4526318,28600,2456278.0,2024,0.0,0.0,1.0,
0,4,2,1,0,3,0,1,0,0,0,0,2,,0,0,0,0,02/16/2024,neutral,16580,17,Alcorn,9,True,10,4,6,win,4524891,665,2486529.0,2024,0.0,0.0,1.0,
0,3,1,0,1,3,0,0,2,0,0,0,0,,0,0,2,0,02/18/2024,neutral,16580,699,Texas Southern,9,True,3,5,-2,loss,4526137,665,2486529.0,2024,0.0,0.0,1.0,
1,3,2,0,0,2,0,1,1,0,0,0,1,,0,0,1,0,02/23/2024,neutral,16580,7,Alabama St.,9,True,7,1,6,win,4526603,665,2486529.0,2024,0.0,0.0,1.0,
0,4,1,1,0,2,0,1,0,0,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,545,Pittsburgh,9,True,7,10,-3,loss,4525580,380,2508310.0,2024,1.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,545,Pittsburgh,9,True,4,7,-3,loss,4525845,380,2508310.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/17/2024,neutral,16580,545,Pittsburgh,9,True,3,13,-10,loss,4526144,380,2508310.0,2024,0.0,0.0,1.0,
1,1,1,0,0,4,1,2,0,0,0,0,0,,0,0,0,0,02/16/2024,home,16580,456,UNC Asheville,9,True,11,2,9,win,4525491,257,2674713.0,2024,0.0,0.0,1.0,
2,4,3,1,0,7,1,5,1,0,0,0,0,,0,0,0,0,02/17/2024,home,16580,456,UNC Asheville,9,True,17,5,12,win,4525727,257,2674713.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,02/18/2024,home,16580,456,UNC Asheville,9,True,10,0,10,win,4526049,257,2674713.0,2024,0.0,0.0,1.0,
3,4,2,1,1,5,0,0,1,0,0,0,0,,0,0,0,0,02/20/2024,away,16580,254,Georgia St.,9,True,15,0,15,win,4526297,257,2674713.0,2024,1.0,1.0,1.0,
3,2,1,0,0,4,1,4,0,2,1,0,1,,0,0,0,0,02/23/2024,home,16580,505,Northern Ky.,9,True,15,5,10,win,4526489,257,2674713.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,1,0,0,1,,0,0,0,0,02/16/2024,away,16580,610,Saint Mary's (CA),9,True,2,13,-11,loss,4525938,514,2677232.0,2024,0.0,0.0,1.0,
1,5,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,610,Saint Mary's (CA),9,True,5,0,5,win,4525618,514,2677232.0,2024,1.0,0.0,1.0,
0,5,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,away,16580,610,Saint Mary's (CA),9,True,8,11,-3,loss,4526236,514,2677232.0,2024,0.0,0.0,1.0,
0,5,1,1,0,2,0,1,0,0,0,0,1,,0,0,0,0,02/23/2024,away,16580,202,Eastern Ky.,9,True,5,10,-5,loss,4526699,514,2677232.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,02/24/2024,away,16580,202,Eastern Ky.,9,True,5,4,1,win,4527149,514,2677232.0,2024,0.0,0.0,1.0,
2,3,1,0,0,1,0,0,0,2,0,0,0,,0,0,0,0,02/25/2024,away,16580,202,Eastern Ky.,9,True,19,5,14,win,4527410,514,2677232.0,2024,0.0,0.0,1.0,
2,2,0,0,0,0,0,0,2,1,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,328,Kansas,9,True,11,9,2,win,4525572,302,2810840.0,2024,0.0,0.0,1.0,
1,3,0,0,0,0,0,0,3,0,0,0,1,,0,0,0,0,02/17/2024,neutral,16580,328,Kansas,9,True,13,6,7,win,4525836,302,2810840.0,2024,0.0,0.0,1.0,
0,2,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/18/2024,neutral,16580,328,Kansas,9,True,2,8,-6,loss,4526136,302,2810840.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/21/2024,away,16580,2743,UIW,9,True,7,22,-15,loss,4526417,302,2810840.0,2024,0.0,0.0,1.0,
1,4,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/23/2024,neutral,16580,346,Lamar University,10,True,7,8,-1,loss,4526601,302,2810840.0,2024,1.0,1.0,1.0,
1,2,1,0,0,4,1,2,1,0,0,1,0,,0,0,0,0,02/24/2024,neutral,16580,287,Houston Christian,9,True,10,7,3,win,4526945,302,2810840.0,2024,1.0,1.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/25/2024,neutral,16580,169,Creighton,9,True,7,12,-5,loss,4527307,302,2810840.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/16/2024,home,16580,630,San Jose St.,9,True,3,1,2,win,4525552,112,2679579.0,2024,0.0,0.0,1.0,
2,1,0,0,0,0,0,0,0,2,0,1,0,,0,0,1,0,02/17/2024,home,16580,630,San Jose St.,9,True,15,0,15,win,4525777,112,2679579.0,2024,1.0,1.0,1.0,
1,1,0,0,0,0,0,0,2,2,0,1,0,,0,0,0,0,02/18/2024,home,16580,630,San Jose St.,9,True,12,11,1,win,4526113,112,2679579.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/21/2024,away,16580,627,San Diego,10,True,7,8,-1,loss,5247298,112,2679579.0,2024,0.0,0.0,1.0,
1,4,0,0,0,0,0,0,1,1,0,0,3,,0,0,1,0,02/23/2024,home,16580,732,Utah,11,True,3,4,-1,loss,4526763,112,2679579.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,2,0,0,0,0,1,,0,0,1,0,02/24/2024,home,16580,434,Missouri,9,True,8,4,4,win,4526911,112,2679579.0,2024,0.0,0.0,1.0,
0,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/24/2024,home,16580,434,Missouri,11,True,4,5,-1,loss,4543613,112,2679579.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,2,1,0,0,0,,1,0,0,0,02/25/2024,home,16580,370,LMU (CA),9,True,7,5,2,win,4527460,112,2679579.0,2024,0.0,0.0,1.0,
1,2,1,0,0,1,0,0,1,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,165,Coppin St.,9,True,24,0,24,win,4525610,169,2810298.0,2024,0.0,0.0,1.0,
2,4,2,0,0,2,0,0,1,0,0,0,0,,1,0,0,0,02/18/2024,away,16580,534,Pacific,9,True,8,0,8,win,4526108,465,2959515.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/23/2024,home,16580,72,Bradley,9,True,9,3,6,win,4526558,465,2959515.0,2024,0.0,0.0,1.0,
