R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,OPP DP,GDP,division,score
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/16/2024,home,16580,331,Kent St.,9,True,7,2,5,win,4525650,460,2797641.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,331,Kent St.,9,True,8,3,5,win,4526208,460,2797641.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,0,1,0,0,0,2,,0,0,0,0,02/23/2024,home,16580,554,Princeton,9,True,14,1,13,win,4526696,460,2797641.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,02/24/2024,home,16580,554,Princeton,9,True,1,2,-1,loss,4527148,460,2797641.0,2024,0.0,0.0,1.0,
0,4,1,1,0,2,0,1,0,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,43,Austin Peay,9,True,6,5,1,win,4525648,771,2948606.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,away,16580,43,Austin Peay,9,True,9,18,-9,loss,4525976,771,2948606.0,2024,0.0,0.0,1.0,
1,3,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,02/18/2024,away,16580,43,Austin Peay,9,True,6,7,-1,loss,4526207,771,2948606.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/23/2024,home,16580,609,Saint Louis,9,True,6,20,-14,loss,4526657,771,2948606.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/24/2024,home,16580,609,Saint Louis,9,True,4,17,-13,loss,4527080,771,2948606.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/25/2024,home,16580,609,Saint Louis,9,True,5,8,-3,loss,4527385,771,2948606.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/20/2024,away,16580,219,Evansville,9,True,6,16,-10,loss,4526364,52,2818743.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/23/2024,away,16580,456,UNC Asheville,9,True,3,20,-17,loss,4526682,52,2818743.0,2024,0.0,0.0,1.0,
1,3,2,0,0,5,1,1,1,0,0,0,1,,0,0,0,0,02/18/2024,away,16580,655,Southeastern La.,9,True,2,5,-3,loss,4526215,1395,2807663.0,2024,0.0,0.0,1.0,
2,5,2,0,0,8,2,6,0,0,0,0,2,,0,0,0,0,02/20/2024,home,16580,706,UTSA,9,True,14,10,4,win,4526310,1395,2807663.0,2024,0.0,0.0,1.0,
3,2,2,0,1,4,0,1,1,2,0,0,0,,0,0,0,0,02/23/2024,home,16580,502,Northern Colo.,9,True,14,4,10,win,4526533,1395,2807663.0,2024,0.0,0.0,1.0,
1,3,1,1,0,2,0,1,0,0,0,0,1,,0,0,0,0,02/24/2024,home,16580,502,Northern Colo.,9,True,8,4,4,win,4526893,1395,2807663.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/24/2024,home,16580,502,Northern Colo.,12,True,10,8,2,win,4543507,1395,2807663.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,201,Eastern Ill.,10,True,8,9,-1,loss,4526224,228,2826685.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/20/2024,home,16580,716,Troy,9,True,2,13,-11,loss,4526377,228,2826685.0,2024,0.0,0.0,1.0,
1,2,1,0,0,1,0,0,3,0,0,0,0,,0,0,0,0,02/23/2024,neutral,16580,261,Grambling,9,True,7,6,1,win,4526767,228,2826685.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/24/2024,neutral,16580,553,Prairie View,9,True,4,5,-1,loss,5249541,228,2826685.0,2024,0.0,0.0,1.0,
1,5,1,0,0,1,0,1,0,0,0,0,1,,0,0,0,0,02/25/2024,neutral,16580,665,Southern U.,9,True,16,1,15,win,4527309,228,2826685.0,2024,0.0,0.0,1.0,
0,5,2,0,0,2,0,1,0,0,0,0,0,,0,0,0,0,02/16/2024,home,16580,702,UT Arlington,9,True,9,10,-1,loss,4525499,706,2664939.0,2024,0.0,0.0,1.0,
0,2,1,0,0,1,0,2,0,1,0,0,0,,0,0,0,0,02/17/2024,home,16580,702,UT Arlington,9,True,7,2,5,win,4525796,706,2664939.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/17/2024,home,16580,702,UT Arlington,9,True,2,1,1,win,4544933,706,2664939.0,2024,1.0,0.0,1.0,
0,4,1,1,0,2,0,1,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,702,UT Arlington,9,True,4,5,-1,loss,4526056,706,2664939.0,2024,0.0,0.0,1.0,
1,5,2,0,0,2,0,3,0,0,0,0,0,,0,0,0,0,02/20/2024,away,16580,1395,Tarleton St.,9,True,10,14,-4,loss,4526310,706,2664939.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,1,0,0,0,0,2,,0,0,0,0,02/23/2024,neutral,16580,676,SFA,9,True,7,6,1,win,4526686,706,2664939.0,2024,0.0,0.0,1.0,
0,2,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/24/2024,neutral,16580,169,Creighton,9,True,1,4,-3,loss,4526943,706,2664939.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/25/2024,neutral,16580,346,Lamar University,9,True,3,5,-2,loss,4527306,706,2664939.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/17/2024,neutral,16580,711,Towson,9,True,3,14,-11,loss,4525847,83,2812246.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/23/2024,neutral,16580,400,Massachusetts,9,True,9,7,2,win,4526655,83,2812246.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/25/2024,neutral,16580,400,Massachusetts,9,True,6,8,-2,loss,4527382,83,2812246.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/16/2024,home,16580,812,Xavier,9,True,14,3,11,win,4525532,147,2796563.0,2024,1.0,1.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/23/2024,home,16580,1157,Kennesaw St.,9,True,1,18,-17,loss,4526537,147,2796563.0,2024,1.0,1.0,1.0,
0,3,1,1,0,2,0,0,0,0,0,0,2,,0,0,0,0,02/16/2024,away,16580,234,Florida St.,9,True,0,11,-11,loss,4525503,87,2946171.0,2024,0.0,0.0,1.0,
0,5,1,0,0,1,0,1,0,0,0,0,2,,0,0,0,0,02/18/2024,away,16580,234,Florida St.,9,True,5,15,-10,loss,4526059,87,2946171.0,2024,0.0,0.0,1.0,
1,4,1,0,0,4,1,2,0,1,0,0,1,,0,0,0,0,02/23/2024,away,16580,6,Alabama A&M,9,True,11,9,2,win,4526478,87,2946171.0,2024,0.0,0.0,1.0,
3,3,2,0,1,7,1,3,0,0,0,0,0,,0,0,0,0,02/24/2024,away,16580,6,Alabama A&M,9,True,19,6,13,win,4526784,87,2946171.0,2024,0.0,0.0,1.0,
1,3,2,0,0,2,0,1,2,0,0,0,0,,0,0,0,0,02/25/2024,away,16580,6,Alabama A&M,9,True,7,2,5,win,4527185,87,2946171.0,2024,1.0,1.0,1.0,
0,1,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,02/16/2024,home,16580,6,Alabama A&M,9,True,6,10,-4,loss,4525492,2678,2971905.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,home,16580,6,Alabama A&M,9,True,10,6,4,win,4525728,2678,2971905.0,2024,0.0,0.0,1.0,
5,3,2,0,0,2,0,0,3,0,0,0,0,,0,0,1,0,02/23/2024,home,16580,0,Ark. Baptist,9,True,32,3,29,win,4543480,2678,2971905.0,2024,0.0,0.0,1.0,
1,3,1,0,0,1,0,2,0,1,0,0,0,,0,0,0,0,02/24/2024,home,16580,0,Ark. Baptist,9,True,15,1,14,win,4526866,2678,2971905.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,1,0,0,1,0,1,,0,0,0,0,02/17/2024,away,16580,1045,DBU,9,True,6,8,-2,loss,4525752,654,2950075.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/18/2024,away,16580,1045,DBU,11,True,5,6,-1,loss,4526078,654,2950075.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/23/2024,home,16580,620,St. Thomas (MN),9,True,3,5,-2,loss,4526546,654,2950075.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,1104,Grand Canyon,9,True,2,5,-3,loss,4525683,251,2678337.0,2024,0.0,0.0,1.0,
0,5,3,0,0,3,0,1,0,0,0,0,1,,0,0,0,0,02/17/2024,neutral,16580,107,California,9,True,3,12,-9,loss,4525846,251,2678337.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/18/2024,neutral,16580,327,Kansas St.,9,True,6,7,-1,loss,4526198,251,2678337.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,02/21/2024,away,16580,726,Navy,9,True,5,3,2,win,4526437,251,2678337.0,2024,0.0,0.0,1.0,
0,3,2,1,0,3,0,0,0,0,0,0,0,,0,0,0,0,02/23/2024,away,16580,741,VMI,9,True,1,12,-11,loss,4526622,251,2678337.0,2024,0.0,0.0,1.0,
1,5,1,0,0,4,1,2,0,0,0,0,3,,0,0,0,0,02/24/2024,away,16580,741,VMI,9,True,8,1,7,win,4527007,251,2678337.0,2024,0.0,0.0,1.0,
1,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,1,0,02/17/2024,away,16580,115,Campbell,9,True,4,5,-1,loss,4526002,104,2945493.0,2024,1.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,away,16580,115,Campbell,9,True,3,7,-4,loss,4526237,104,2945493.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/25/2024,away,16580,102,Sacramento St.,9,True,12,0,12,win,4527216,104,2945493.0,2024,0.0,0.0,1.0,
2,3,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,111,UC Riverside,9,True,12,3,9,win,4525551,466,2679997.0,2024,0.0,0.0,1.0,
1,5,3,0,0,6,1,2,0,0,0,0,0,,0,0,0,0,02/17/2024,away,16580,111,UC Riverside,9,True,7,11,-4,loss,4525776,466,2679997.0,2024,0.0,0.0,1.0,
2,3,1,0,0,1,0,1,2,0,0,0,0,,0,0,0,0,02/18/2024,away,16580,111,UC Riverside,9,True,13,3,10,win,4526112,466,2679997.0,2024,0.0,0.0,1.0,
0,4,2,1,0,3,0,1,0,0,1,0,0,,0,0,0,0,02/23/2024,away,16580,629,San Francisco,9,True,5,1,4,win,4526540,466,2679997.0,2024,0.0,0.0,1.0,
1,4,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/24/2024,away,16580,629,San Francisco,9,True,9,2,7,win,4526832,466,2679997.0,2024,0.0,0.0,1.0,
2,5,3,1,0,7,1,1,0,0,0,0,0,,0,0,0,0,02/25/2024,away,16580,629,San Francisco,9,True,2,7,-5,loss,4527242,466,2679997.0,2024,0.0,0.0,1.0,
0,2,1,1,0,2,0,1,0,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,175,Dayton,9,True,2,4,-2,loss,4525538,30136,2799877.0,2024,0.0,0.0,2.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,away,16580,175,Dayton,9,True,3,6,-3,loss,4525814,30136,2799877.0,2024,0.0,0.0,2.0,
0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/18/2024,away,16580,175,Dayton,9,True,6,5,1,win,4545053,30136,2799877.0,2024,1.0,1.0,2.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/21/2024,home,16580,609,Saint Louis,9,True,2,10,-8,loss,5246900,30136,2799877.0,2024,0.0,0.0,2.0,
0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/25/2024,away,16580,30,Arkansas St.,11,True,5,6,-1,loss,4527231,30136,2799877.0,2024,0.0,0.0,2.0,
1,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/16/2024,home,16580,30024,Utah Valley,9,True,10,6,4,win,4525630,101,2516442.0,2024,2.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,30024,Utah Valley,9,True,6,10,-4,loss,4526253,101,2516442.0,2024,0.0,0.0,1.0,
2,5,4,0,0,4,0,2,0,0,0,0,0,,0,0,1,0,02/23/2024,away,16580,30095,Utah Tech,9,True,14,5,9,win,4526754,101,2516442.0,2024,0.0,0.0,1.0,
3,5,3,1,0,4,0,1,0,0,0,0,1,,0,0,0,0,02/24/2024,away,16580,30095,Utah Tech,9,True,7,1,6,win,4527129,101,2516442.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,1,0,0,2,,0,0,0,0,02/25/2024,away,16580,30095,Utah Tech,9,True,6,5,1,win,4527393,101,2516442.0,2024,0.0,0.0,1.0,
0,2,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,02/17/2024,away,16580,231,FIU,9,True,4,19,-15,loss,4544943,361,2795917.0,2024,1.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/17/2024,away,16580,231,FIU,9,True,7,20,-13,loss,4525806,361,2795917.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/25/2024,away,16580,415,Miami (FL),9,True,5,22,-17,loss,4527251,361,2795917.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,31,Arkansas,9,True,4,6,-2,loss,4525460,317,2669560.0,2024,0.0,0.0,1.0,
2,4,3,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,02/17/2024,away,16580,31,Arkansas,9,True,5,15,-10,loss,4525703,317,2669560.0,2024,0.0,0.0,1.0,
0,4,2,0,0,2,0,1,0,0,1,0,1,,0,0,1,0,02/18/2024,away,16580,31,Arkansas,9,True,7,3,4,win,4526019,317,2669560.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,0,1,0,0,0,1,,0,0,1,0,02/19/2024,away,16580,31,Arkansas,9,True,0,4,-4,loss,4526267,317,2669560.0,2024,0.0,0.0,1.0,
0,4,2,0,0,2,0,1,0,0,1,0,0,,1,0,0,0,02/21/2024,home,16580,742,Virginia Tech,9,True,8,7,1,win,4526435,317,2669560.0,2024,0.0,0.0,1.0,
0,5,1,0,0,1,0,1,0,0,0,0,1,,0,0,1,0,02/23/2024,home,16580,220,Fairfield,9,True,10,9,1,win,4526666,317,2669560.0,2024,0.0,0.0,1.0,
1,3,2,0,0,2,0,1,1,0,0,0,1,,0,0,2,0,02/24/2024,home,16580,220,Fairfield,9,True,4,2,2,win,5249629,317,2669560.0,2024,0.0,0.0,1.0,
2,3,1,0,0,1,0,0,1,0,0,0,1,,0,0,0,0,02/25/2024,home,16580,220,Fairfield,9,True,16,4,12,win,4527088,317,2669560.0,2024,0.0,0.0,1.0,
2,3,2,0,0,5,1,2,1,0,0,0,1,,0,0,0,0,02/16/2024,home,16580,450,Mount St. Mary's,9,True,8,3,5,win,4525556,485,2811954.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/17/2024,home,16580,450,Mount St. Mary's,9,True,4,14,-10,loss,4525780,485,2811954.0,2024,0.0,0.0,1.0,
1,6,2,0,0,2,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,home,16580,450,Mount St. Mary's,12,True,7,6,1,win,4526118,485,2811954.0,2024,0.0,0.0,1.0,
2,4,3,0,0,3,0,1,1,0,0,0,1,,0,0,0,0,02/20/2024,home,16580,741,VMI,9,True,9,11,-2,loss,4526343,485,2811954.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,0,1,0,0,0,1,,0,0,0,0,02/24/2024,home,16580,381,Manhattan,9,True,2,5,-3,loss,4526566,485,2811954.0,2024,0.0,0.0,1.0,
1,5,1,0,0,4,1,2,0,0,0,0,3,,0,0,0,0,02/16/2024,away,16580,316,Jacksonville,9,True,6,8,-2,loss,5245944,140,2802082.0,2024,0.0,0.0,1.0,
1,2,0,0,0,0,0,0,2,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,316,Jacksonville,9,True,3,11,-8,loss,5245945,140,2802082.0,2024,0.0,0.0,1.0,
3,5,3,0,0,9,2,4,0,0,0,0,1,,0,0,0,0,02/20/2024,home,16580,505,Northern Ky.,9,True,10,2,8,win,4526320,140,2802082.0,2024,0.0,0.0,1.0,
2,4,1,0,0,1,0,0,1,0,0,0,2,,0,0,0,0,02/24/2024,neutral,16580,301,Illinois,9,True,10,3,7,win,4492212,140,2802082.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,1,0,1,1,0,1,,0,0,0,0,02/24/2024,neutral,16580,47,Ball St.,9,True,6,5,1,win,4526582,140,2802082.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/25/2024,away,16580,149,Coastal Carolina,9,True,2,25,-23,loss,4527192,140,2802082.0,2024,0.0,0.0,1.0,
1,4,1,1,0,2,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,home,16580,254,Georgia St.,9,True,8,4,4,win,4526065,474,2952879.0,2024,0.0,0.0,1.0,
0,4,1,1,0,2,0,0,0,0,0,0,2,,0,0,0,0,02/21/2024,home,16580,664,Southern Miss.,9,True,10,15,-5,loss,4526409,474,2952879.0,2024,0.0,0.0,1.0,
4,4,3,0,0,6,1,4,2,0,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,620,St. Thomas (MN),9,True,18,12,6,win,4525578,299,2795903.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,2,1,0,0,0,2,,0,0,0,0,02/16/2024,neutral,16580,609,Saint Louis,9,True,8,13,-5,loss,4525843,299,2795903.0,2024,0.0,0.0,1.0,
1,5,1,0,0,4,1,2,0,0,0,0,1,,0,0,0,0,02/17/2024,neutral,16580,620,St. Thomas (MN),9,True,8,20,-12,loss,4526142,299,2795903.0,2024,0.0,0.0,1.0,
0,6,2,1,0,3,0,2,0,0,0,0,1,,0,0,0,0,02/23/2024,away,16580,32,Little Rock,12,True,4,5,-1,loss,4526536,299,2795903.0,2024,0.0,0.0,1.0,
2,1,1,0,0,1,0,1,4,0,0,0,0,,0,0,0,1,02/24/2024,away,16580,32,Little Rock,9,True,14,5,9,win,4526830,299,2795903.0,2024,0.0,0.0,1.0,
