R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,OPP DP,GDP,score,player_id,division
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/17/2023,away,16340,361,LIU,9,True,3,9,-6,loss,2395941,393,2133213.0,2023,0.0,0.0,,2133213.0,1.0
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/18/2023,away,16340,361,LIU,9,True,5,4,1,win,2396355,393,2133213.0,2023,0.0,0.0,,2133213.0,1.0
1,2,0,0,0,0,0,0,2,0,0,0,1,,0,0,0,0,03/06/2023,neutral,16340,376,Macalester,9,True,9,1,8,win,2423666,1226,2664662.0,2023,1.0,1.0,,2664662.0,3.0
0,3,1,0,0,1,0,0,0,0,0,1,1,,0,0,1,0,03/06/2023,neutral,16340,376,Macalester,9,True,4,7,-3,loss,2423505,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
1,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,03/07/2023,neutral,16340,38,Augsburg,9,True,5,6,-1,loss,2393820,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
1,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,03/07/2023,neutral,16340,38,Augsburg,9,True,2,5,-3,loss,2407793,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,3,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,03/09/2023,neutral,16340,1332,Dominican (IL),9,True,1,11,-10,loss,2394155,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,3,1,0,0,1,0,2,0,0,0,0,1,,0,0,0,0,03/09/2023,neutral,16340,1332,Dominican (IL),9,True,2,7,-5,loss,2408905,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/10/2023,neutral,16340,320,John Carroll,9,True,1,3,-2,loss,2394288,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,3,0,0,0,0,0,0,1,0,0,0,1,,1,0,0,0,03/10/2023,neutral,16340,320,John Carroll,9,True,3,6,-3,loss,2408188,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,3,0,0,0,0,0,1,0,1,0,0,1,,0,0,0,0,03/11/2023,neutral,16340,160,Concordia Chicago,9,True,5,8,-3,loss,2394606,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/13/2023,neutral,16340,27892,Farmingdale St.,9,True,8,3,5,win,2395261,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
2,3,1,0,0,1,0,0,0,1,0,0,1,,0,0,0,0,03/13/2023,neutral,16340,27892,Farmingdale St.,9,True,11,6,5,win,2408253,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
1,4,1,0,0,1,0,1,2,0,0,0,1,,0,0,0,0,03/14/2023,away,16340,221,FDU-Florham,9,True,21,7,14,win,2395361,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,3,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,03/15/2023,neutral,16340,30042,Mitchell,9,True,2,1,1,win,2424820,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/15/2023,neutral,16340,30042,Mitchell,9,True,0,8,-8,loss,2408825,1226,2664662.0,2023,0.0,0.0,,2664662.0,3.0
2,3,1,0,0,1,0,0,2,0,0,0,1,,0,0,0,0,03/16/2023,home,16340,775,Western New Eng.,9,True,8,14,-6,loss,2395725,1226,2664662.0,2023,1.0,1.0,,2664662.0,3.0
1,4,3,1,0,7,1,1,0,1,0,0,0,,0,0,0,0,02/04/2023,away,16340,0,Eastern Ore.,9,True,8,2,6,win,2389759,780,2672014.0,2023,1.0,1.0,,2672014.0,3.0
3,5,5,0,1,13,2,7,0,0,1,0,0,,0,0,0,0,02/10/2023,away,16340,781,Whittier,9,True,20,5,15,win,2389970,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
1,5,2,0,0,5,1,2,0,0,0,0,0,,0,1,0,0,02/11/2023,away,16340,516,Occidental,9,True,9,7,2,win,2390039,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
1,6,3,1,0,4,0,3,0,0,0,0,1,,0,0,1,0,02/11/2023,away,16340,516,Occidental,9,True,12,5,7,win,2408920,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
1,4,1,0,0,4,1,1,1,0,0,0,1,,0,0,0,0,02/12/2023,away,16340,516,Occidental,9,True,4,5,-1,loss,2390137,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,5,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,02/18/2023,away,16340,557,Puget Sound,9,True,6,2,4,win,2390573,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
1,5,2,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,02/18/2023,away,16340,557,Puget Sound,9,True,4,7,-3,loss,2408892,780,2672014.0,2023,1.0,1.0,,2672014.0,3.0
2,4,2,1,0,3,0,1,1,0,0,0,0,,0,0,1,0,02/19/2023,away,16340,557,Puget Sound,9,True,9,4,5,win,2390865,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,5,2,0,0,2,0,0,0,0,0,0,0,,1,0,1,0,03/03/2023,away,16340,134,Chapman,9,True,6,3,3,win,2392722,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,03/04/2023,away,16340,134,Chapman,9,True,3,4,-1,loss,2393078,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,4,1,1,0,2,0,0,0,1,0,0,0,,0,0,1,0,03/04/2023,away,16340,134,Chapman,9,True,4,2,2,win,2408400,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/05/2023,away,16340,549,Pomona-Pitzer,9,True,4,16,-12,loss,2393364,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,5,2,1,0,3,0,2,0,0,0,0,1,,0,0,0,0,03/11/2023,away,16340,22235,Lewis & Clark,9,True,8,4,4,win,2394565,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
2,5,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,03/12/2023,away,16340,22235,Lewis & Clark,9,True,7,12,-5,loss,2394920,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
1,4,1,0,0,1,0,1,0,1,0,0,0,,0,0,0,0,03/12/2023,away,16340,22235,Lewis & Clark,9,True,9,10,-1,loss,2408695,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,03/18/2023,home,16340,1179,Linfield,11,True,2,1,1,win,2396345,780,2672014.0,2023,2.0,0.0,,2672014.0,3.0
1,3,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,03/18/2023,home,16340,1179,Linfield,9,True,3,6,-3,loss,2409464,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,4,0,0,0,0,0,1,0,0,1,0,1,,0,0,0,0,03/19/2023,home,16340,1179,Linfield,9,True,9,6,3,win,2396686,780,2672014.0,2023,0.0,0.0,,2672014.0,3.0
0,3,2,0,0,2,0,1,1,0,0,0,0,,0,0,0,0,02/24/2023,away,16340,8746,Southwestern (TX),9,True,4,2,2,win,2391293,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
0,3,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,02/25/2023,away,16340,8746,Southwestern (TX),9,True,2,3,-1,loss,2421568,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
1,3,1,1,0,2,0,0,1,0,0,0,1,,0,0,0,0,02/25/2023,away,16340,8746,Southwestern (TX),9,True,5,7,-2,loss,2392016,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
0,5,2,0,0,2,0,0,0,0,0,0,2,,0,0,0,0,03/04/2023,neutral,16340,4,Adrian,9,True,4,10,-6,loss,2393064,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
1,5,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,03/04/2023,neutral,16340,46,Baldwin Wallace,9,True,6,7,-1,loss,2393275,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
1,5,3,1,0,4,0,4,0,0,0,0,0,,0,0,0,0,03/05/2023,neutral,16340,582,Rockford,9,True,10,4,6,win,2393538,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
2,4,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,03/07/2023,neutral,16340,30039,North Central (MN),9,True,17,7,10,win,2393826,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
2,3,1,0,0,1,0,1,1,0,0,0,0,,0,0,0,0,03/08/2023,home,16340,938,Alvernia,9,True,7,5,2,win,2394023,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
1,5,4,1,0,5,0,3,0,0,0,0,0,,0,0,0,0,03/09/2023,neutral,16340,30219,Dean,9,True,7,6,1,win,2394143,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
0,5,1,0,0,1,0,1,0,0,0,0,1,,0,0,0,0,03/09/2023,neutral,16340,351,Lebanon Valley,9,True,4,5,-1,loss,2394162,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
2,3,1,0,0,1,0,1,2,0,0,0,0,,0,0,0,0,03/16/2023,away,16340,145,Clark (MA),9,True,9,3,6,win,2395721,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
2,4,0,0,0,0,0,0,1,0,0,0,0,,0,0,2,0,03/17/2023,home,16340,1099,Gordon,9,True,12,0,12,win,2425106,571,2516258.0,2023,0.0,0.0,,2516258.0,3.0
0,3,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/17/2023,neutral,16340,518,Ohio St.,9,True,0,3,-3,loss,2390491,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
2,4,1,0,1,3,0,0,0,0,0,0,1,,0,0,0,0,02/18/2023,neutral,16340,518,Ohio St.,9,True,9,6,3,win,2390797,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
1,3,2,0,0,2,0,0,2,0,0,0,0,,0,0,1,0,02/19/2023,neutral,16340,518,Ohio St.,9,True,8,6,2,win,2391058,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
1,3,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,02/20/2023,neutral,16340,518,Ohio St.,9,True,5,10,-5,loss,2391073,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
2,4,0,0,0,0,0,0,0,2,0,0,2,,0,0,0,0,02/24/2023,neutral,16340,90,Cal Poly,10,True,11,10,1,win,2391574,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/25/2023,away,16340,107,California,9,True,2,4,-2,loss,2391597,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
0,3,1,0,0,1,0,1,0,1,0,0,0,,0,0,0,0,03/03/2023,away,16340,229,Fla. Atlantic,9,True,6,4,2,win,2392662,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
1,3,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/04/2023,away,16340,229,Fla. Atlantic,9,True,5,1,4,win,2392943,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
0,3,1,0,0,1,0,1,2,0,0,0,0,,0,0,0,0,03/05/2023,away,16340,229,Fla. Atlantic,9,True,8,2,6,win,2393378,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
0,5,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,03/10/2023,away,16340,277,Hawaii,9,True,4,8,-4,loss,2394502,164,2152835.0,2023,1.0,1.0,,2152835.0,1.0
1,6,3,0,1,5,0,2,0,0,0,0,0,,0,0,0,0,03/11/2023,away,16340,277,Hawaii,9,True,13,8,5,win,2394908,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
2,5,2,1,0,3,0,3,0,0,1,1,0,,0,0,0,0,03/12/2023,away,16340,277,Hawaii,9,True,18,10,8,win,2395202,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
1,3,0,0,0,0,0,0,1,1,0,0,1,,0,0,0,0,03/13/2023,away,16340,277,Hawaii,9,True,9,2,7,win,2395298,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
2,4,2,1,0,3,0,4,1,0,0,0,0,,0,0,0,0,03/16/2023,away,16340,626,San Diego St.,9,True,10,2,8,win,2395718,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
0,4,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,03/17/2023,away,16340,626,San Diego St.,9,True,2,4,-2,loss,2395820,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
1,3,3,1,0,4,0,2,2,0,0,0,0,,1,1,0,0,03/18/2023,away,16340,626,San Diego St.,9,True,12,6,6,win,2396136,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
2,5,2,0,0,5,1,1,0,0,0,0,0,,1,0,0,0,03/19/2023,away,16340,626,San Diego St.,9,True,10,3,7,win,2396565,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
0,4,1,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,03/22/2023,home,16340,400,Massachusetts,9,True,7,3,4,win,2397169,164,2152835.0,2023,0.0,0.0,,2152835.0,1.0
2,4,2,1,0,3,0,0,1,1,0,0,0,,0,0,0,0,03/24/2023,home,16340,587,Rutgers,11,True,9,8,1,win,2425997,164,2152835.0,2023,1.0,1.0,,2152835.0,1.0
1,3,0,0,0,0,0,1,0,0,1,0,1,,0,0,0,0,03/24/2023,home,16340,587,Rutgers,9,True,6,5,1,win,2425998,164,2152835.0,2023,1.0,1.0,,2152835.0,1.0
1,4,1,0,0,1,0,2,0,2,0,0,0,,0,0,0,0,03/13/2023,neutral,16340,239,Franklin & Marshall,9,True,7,15,-8,loss,2395275,8911,2688806.0,2023,0.0,0.0,,2688806.0,3.0
0,4,0,0,0,0,0,0,1,0,0,0,3,,0,0,0,0,03/14/2023,neutral,16340,9684,Saint Elizabeth,9,True,2,7,-5,loss,2395384,8911,2688806.0,2023,0.0,0.0,,2688806.0,3.0
0,3,0,0,0,0,0,1,2,0,0,0,3,,0,0,0,0,03/14/2023,neutral,16340,239,Franklin & Marshall,9,True,3,9,-6,loss,2395391,8911,2688806.0,2023,0.0,0.0,,2688806.0,3.0
2,3,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,03/16/2023,home,16340,1050,Defiance,9,True,5,1,4,win,2395767,8911,2688806.0,2023,0.0,0.0,,2688806.0,3.0
0,3,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/18/2023,home,16340,327,Kansas St.,9,True,4,8,-4,loss,2390754,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/20/2023,home,16340,327,Kansas St.,9,True,5,16,-11,loss,2391081,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
1,4,1,0,0,1,0,1,0,0,0,0,1,,0,0,0,0,02/24/2023,neutral,16340,287,Houston Christian,15,True,21,14,7,win,2391298,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
4,4,3,0,0,6,1,2,1,0,0,0,0,,0,0,0,0,03/03/2023,away,16340,527,Oral Roberts,9,True,16,9,7,win,2392789,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
0,2,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,03/04/2023,away,16340,527,Oral Roberts,12,True,4,2,2,win,2393240,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
1,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/08/2023,away,16340,553,Prairie View,10,True,11,7,4,win,2394049,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,03/10/2023,away,16340,2,Abilene Christian,9,True,4,7,-3,loss,2394226,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
0,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/11/2023,away,16340,2,Abilene Christian,9,True,6,11,-5,loss,2394538,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
1,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/12/2023,away,16340,2,Abilene Christian,9,True,6,9,-3,loss,2394948,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/17/2023,home,16340,30135,California Baptist,9,True,1,10,-9,loss,2396005,676,2809929.0,2023,1.0,1.0,,2809929.0,1.0
0,4,1,1,0,2,0,0,0,0,0,0,3,,0,0,0,0,03/18/2023,home,16340,30135,California Baptist,9,True,13,6,7,win,2396276,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
1,4,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/24/2023,away,16340,30095,Utah Tech,10,True,13,10,3,win,2397554,676,2809929.0,2023,0.0,0.0,,2809929.0,1.0
0,4,2,0,0,2,0,1,0,1,0,0,1,,0,0,0,0,02/03/2023,home,16340,1199,Mars Hill,9,True,7,0,7,win,2389725,30052,2128141.0,2023,0.0,0.0,,2128141.0,2.0
2,2,0,0,0,0,0,1,3,0,0,0,0,,0,0,0,1,02/04/2023,home,16340,1199,Mars Hill,9,True,10,2,8,win,2389789,30052,2128141.0,2023,1.0,0.0,,2128141.0,2.0
2,3,1,0,0,1,0,2,3,0,0,0,0,,0,0,0,0,02/05/2023,home,16340,1199,Mars Hill,9,True,20,0,20,win,2389866,30052,2128141.0,2023,0.0,0.0,,2128141.0,2.0
0,4,1,1,0,2,0,3,1,0,0,0,1,,0,0,0,0,02/10/2023,home,16340,233,Fla. Southern,9,True,10,2,8,win,2390072,30052,2128141.0,2023,0.0,0.0,,2128141.0,2.0
1,5,2,1,0,6,1,4,0,0,0,0,2,,0,0,0,0,02/10/2023,home,16340,233,Fla. Southern,9,True,6,9,-3,loss,2389979,30052,2128141.0,2023,0.0,0.0,,2128141.0,2.0
1,3,0,0,0,0,0,1,2,0,0,0,1,,0,0,0,0,02/11/2023,home,16340,233,Fla. Southern,9,True,6,7,-1,loss,2390158,30052,2128141.0,2023,0.0,0.0,,2128141.0,2.0
1,3,1,1,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/18/2023,away,16340,19117,Salem (WV),9,True,4,3,1,win,2390646,1076,2131410.0,2023,0.0,0.0,,2131410.0,2.0
0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/18/2023,away,16340,19117,Salem (WV),9,True,0,1,-1,loss,2407895,1076,2131410.0,2023,0.0,0.0,,2131410.0,2.0
0,3,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/19/2023,away,16340,19117,Salem (WV),9,True,0,7,-7,loss,2390953,1076,2131410.0,2023,0.0,0.0,,2131410.0,2.0
0,2,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/19/2023,away,16340,19117,Salem (WV),12,True,4,5,-1,loss,2408723,1076,2131410.0,2023,0.0,0.0,,2131410.0,2.0
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/25/2023,away,16340,333,Ky. Wesleyan,9,True,3,7,-4,loss,2391474,1076,2131410.0,2023,0.0,0.0,,2131410.0,2.0
0,3,1,1,0,2,0,1,0,0,0,0,0,,0,0,1,0,02/25/2023,away,16340,333,Ky. Wesleyan,9,True,2,4,-2,loss,2421651,1076,2131410.0,2023,1.0,1.0,,2131410.0,2.0
0,2,1,0,0,1,0,0,0,1,0,0,1,,0,0,0,0,02/26/2023,neutral,16340,333,Ky. Wesleyan,9,True,2,12,-10,loss,2392179,1076,2131410.0,2023,0.0,0.0,,2131410.0,2.0
1,2,1,1,0,2,0,0,1,1,0,0,1,,0,0,0,0,02/17/2023,home,16340,669,Missouri St.,9,True,15,5,10,win,2390444,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,2,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/18/2023,home,16340,669,Missouri St.,9,True,4,15,-11,loss,2390791,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
1,4,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,02/19/2023,home,16340,669,Missouri St.,9,True,12,5,7,win,2390972,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/24/2023,away,16340,107,California,9,True,1,2,-1,loss,2391475,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
2,3,1,0,0,4,1,1,2,0,0,0,2,,0,0,0,0,02/24/2023,neutral,16340,164,UConn,10,True,10,11,-1,loss,2391574,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
1,3,1,1,0,2,0,0,1,1,0,0,1,,0,0,0,0,03/02/2023,home,16340,528,Oregon St.,9,True,4,5,-1,loss,2392602,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,2,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,03/03/2023,home,16340,528,Oregon St.,9,True,2,7,-5,loss,2392853,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,03/04/2023,home,16340,528,Oregon St.,9,True,1,3,-2,loss,2393470,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
2,1,0,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,03/04/2023,home,16340,528,Oregon St.,9,True,4,2,2,win,2393295,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,03/07/2023,home,16340,812,Xavier,9,True,1,7,-6,loss,2393927,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,03/12/2023,home,16340,104,UC Santa Barbara,9,True,4,12,-8,loss,2424190,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
1,3,2,0,0,2,0,0,1,0,0,0,1,,1,0,0,0,03/12/2023,home,16340,104,UC Santa Barbara,9,True,4,8,-4,loss,2424280,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,03/15/2023,home,16340,657,Southern California,9,True,3,16,-13,loss,2395554,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/17/2023,home,16340,277,Hawaii,10,True,0,1,-1,loss,2396037,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,03/18/2023,home,16340,277,Hawaii,9,True,2,7,-5,loss,2396716,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
1,4,2,1,0,3,0,2,0,1,0,0,1,,0,0,0,0,03/18/2023,home,16340,277,Hawaii,9,True,10,3,7,win,2396511,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
1,3,1,0,0,1,0,1,1,0,0,0,1,,0,0,0,0,03/24/2023,home,16340,109,UC Irvine,9,True,5,4,1,win,2397503,90,2797932.0,2023,0.0,0.0,,2797932.0,1.0
0,4,1,0,0,1,0,1,1,0,0,0,2,,0,0,0,0,02/17/2023,neutral,16340,1104,Grand Canyon,9,True,4,12,-8,loss,2390322,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,4,1,0,1,3,0,0,1,0,0,0,0,,0,0,0,0,02/18/2023,neutral,16340,418,Michigan,9,True,11,2,9,win,2390594,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
0,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,02/19/2023,neutral,16340,694,Tennessee,9,True,0,7,-7,loss,2391057,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,5,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/20/2023,neutral,16340,29,Arizona,9,True,8,9,-1,loss,2391071,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,4,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/24/2023,home,16340,465,UNLV,9,True,15,1,14,win,2391300,112,2679627.0,2023,1.0,1.0,,2679627.0,1.0
1,5,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/26/2023,home,16340,754,Washington St.,9,True,2,3,-1,loss,2392027,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
0,5,3,1,0,4,0,0,0,0,0,0,1,,0,0,1,0,02/27/2023,home,16340,493,North Dakota St.,9,True,7,1,6,win,2391598,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
2,5,2,0,1,4,0,3,0,0,0,0,0,,0,0,0,0,02/27/2023,home,16340,493,North Dakota St.,9,True,14,6,8,win,2392308,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/03/2023,home,16340,631,Santa Clara,9,True,1,6,-5,loss,2392641,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,4,2,2,0,4,0,1,0,0,0,0,1,,0,0,0,0,03/04/2023,home,16340,631,Santa Clara,9,True,7,4,3,win,2392932,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
3,5,3,0,1,5,0,0,0,0,0,0,1,,0,0,1,0,03/05/2023,home,16340,631,Santa Clara,9,True,6,7,-1,loss,2393360,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,3,1,0,0,1,0,0,2,1,0,0,0,,0,0,0,0,03/10/2023,home,16340,502,Northern Colo.,9,True,17,10,7,win,2394214,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
0,3,1,0,0,1,0,1,0,1,0,0,1,,1,0,1,0,03/12/2023,home,16340,502,Northern Colo.,9,True,6,2,4,win,2394530,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
0,5,2,1,1,5,0,2,0,0,0,0,1,,0,0,0,0,03/12/2023,home,16340,502,Northern Colo.,9,True,8,0,8,win,2394939,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
2,3,1,1,0,2,0,2,1,1,0,0,0,,0,0,0,0,03/14/2023,home,16340,111,UC Riverside,9,True,14,8,6,win,2395530,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,5,1,0,0,1,0,1,0,0,0,0,1,,0,0,0,0,03/17/2023,home,16340,99,Long Beach St.,9,True,6,5,1,win,2396071,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,4,2,0,1,4,0,2,0,0,0,0,1,,0,0,0,0,03/18/2023,home,16340,99,Long Beach St.,9,True,14,2,12,win,2396471,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
1,4,1,0,0,4,1,2,0,0,0,0,0,,0,0,0,0,03/19/2023,home,16340,99,Long Beach St.,9,True,10,1,9,win,2396770,112,2679627.0,2023,0.0,0.0,,2679627.0,1.0
0,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,02/11/2023,home,16340,27854,Minn.-Crookston,9,True,8,6,2,win,2418019,2696,2814978.0,2023,0.0,0.0,,2814978.0,2.0
1,4,1,1,0,2,0,0,1,0,0,0,2,,0,0,0,0,02/11/2023,home,16340,27854,Minn.-Crookston,9,True,9,8,1,win,2418018,2696,2814978.0,2023,0.0,0.0,,2814978.0,2.0
