R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,OPP DP,GDP,division,score
1,3,1,1,0,2,0,0,1,0,0,0,0,,0,0,0,0,02/15/2024,away,16580,11416,Colorado Mesa,9,True,5,18,-13,loss,4525456,205,2658304.0,2024,0.0,0.0,2.0,
1,5,2,0,0,5,1,5,1,0,0,0,2,,0,0,0,0,02/16/2024,away,16580,11416,Colorado Mesa,9,True,13,9,4,win,4525591,205,2658304.0,2024,0.0,0.0,2.0,
1,3,1,0,1,3,0,0,0,0,0,0,1,,0,0,0,0,02/16/2024,away,16580,11416,Colorado Mesa,9,True,3,4,-1,loss,4544262,205,2658304.0,2024,0.0,0.0,2.0,
3,5,4,1,0,8,1,4,0,0,0,0,0,,0,0,0,0,02/16/2024,home,16580,202,Eastern Ky.,9,True,17,6,11,win,4525493,37,2798134.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/17/2024,home,16580,202,Eastern Ky.,9,True,6,1,5,win,4525730,37,2798134.0,2024,0.0,0.0,1.0,
0,4,1,0,1,3,0,2,1,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,202,Eastern Ky.,9,True,9,1,8,win,4526051,37,2798134.0,2024,0.0,0.0,1.0,
1,5,1,0,0,4,1,1,0,0,0,0,2,,0,0,0,0,02/20/2024,home,16580,9,UAB,9,True,7,2,5,win,4526304,37,2798134.0,2024,0.0,0.0,1.0,
2,4,1,0,0,1,0,1,1,0,0,0,1,,0,0,0,0,02/23/2024,neutral,16580,312,Iowa,9,True,7,5,2,win,4492949,37,2798134.0,2024,0.0,0.0,1.0,
4,4,1,0,0,1,0,1,2,0,0,0,1,,0,0,0,0,02/24/2024,neutral,16580,782,Wichita St.,9,True,19,8,11,win,4526932,37,2798134.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,1,1,0,0,0,1,,0,0,0,0,02/25/2024,neutral,16580,746,Virginia,9,True,4,6,-2,loss,4527290,37,2798134.0,2024,0.0,0.0,1.0,
2,4,2,1,0,3,0,1,0,0,0,1,0,,0,0,0,0,02/27/2024,home,16580,625,Samford,9,True,12,3,9,win,4527516,37,2798134.0,2024,0.0,0.0,1.0,
1,4,2,0,0,2,0,0,1,0,0,0,0,,0,0,0,0,03/02/2024,home,16580,164,UConn,9,True,8,1,7,win,4528043,37,2798134.0,2024,0.0,0.0,1.0,
1,3,1,0,0,4,1,1,2,0,0,0,1,,0,0,0,0,03/02/2024,home,16580,164,UConn,9,True,4,8,-4,loss,4527767,37,2798134.0,2024,0.0,0.0,1.0,
2,5,3,0,0,9,2,4,0,0,0,0,0,,0,0,0,0,03/03/2024,home,16580,164,UConn,9,True,8,2,6,win,4528445,37,2798134.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/02/2024,home,16580,30146,Azusa Pacific,9,True,13,7,6,win,4544569,30055,2680021.0,2024,0.0,0.0,2.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/09/2024,home,16580,30149,Point Loma,9,True,13,8,5,win,4525181,30055,2680021.0,2024,0.0,0.0,2.0,
0,2,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/09/2024,home,16580,30149,Point Loma,9,True,1,6,-5,loss,4542773,30055,2680021.0,2024,0.0,0.0,2.0,
0,4,1,1,0,2,0,0,0,0,0,0,1,,0,1,0,0,02/03/2024,home,16580,332,Kentucky St.,9,True,2,18,-16,loss,4525049,445,2963947.0,2024,0.0,0.0,2.0,
1,3,1,0,0,1,0,1,1,0,0,0,2,,0,0,0,0,02/03/2024,home,16580,332,Kentucky St.,9,True,6,12,-6,loss,4544920,445,2963947.0,2024,0.0,0.0,2.0,
0,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/04/2024,home,16580,332,Kentucky St.,9,True,0,17,-17,loss,4525085,445,2963947.0,2024,0.0,0.0,2.0,
2,4,2,0,0,2,0,1,0,0,0,0,1,,0,0,1,0,02/06/2024,away,16580,0,Morris,9,True,8,4,4,win,5020575,445,2963947.0,2024,0.0,0.0,2.0,
1,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,1,0,02/06/2024,away,16580,0,Morris,9,True,8,9,-1,loss,5020576,445,2963947.0,2024,0.0,0.0,2.0,
3,3,2,2,0,4,0,2,2,0,0,0,0,,0,0,0,0,02/17/2024,home,16580,720,Tuskegee,9,True,16,4,12,win,5246385,445,2963947.0,2024,0.0,0.0,2.0,
1,4,1,0,0,4,1,2,1,0,0,0,2,,0,0,0,0,02/18/2024,home,16580,720,Tuskegee,9,True,6,2,4,win,5246386,445,2963947.0,2024,0.0,0.0,2.0,
0,2,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,02/18/2024,home,16580,720,Tuskegee,9,True,6,7,-1,loss,5246387,445,2963947.0,2024,0.0,0.0,2.0,
1,3,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,02/24/2024,home,16580,30191,Spring Hill,9,True,3,7,-4,loss,4527115,445,2963947.0,2024,0.0,0.0,2.0,
1,4,1,0,0,4,1,1,0,0,0,0,0,,0,0,0,0,02/25/2024,home,16580,30191,Spring Hill,9,True,3,4,-1,loss,4527321,445,2963947.0,2024,0.0,0.0,2.0,
2,4,3,0,0,6,1,1,0,0,0,0,0,,0,0,0,0,02/25/2024,home,16580,30191,Spring Hill,9,True,6,13,-7,loss,4544950,445,2963947.0,2024,0.0,0.0,2.0,
1,1,1,1,0,2,0,0,0,0,0,0,0,,0,0,0,0,02/17/2024,home,16580,630,San Jose St.,9,True,15,0,15,win,4525777,112,2827877.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/01/2024,home,16580,676,SFA,9,True,10,4,6,win,4528002,112,2827877.0,2024,0.0,0.0,1.0,
1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/02/2024,home,16580,676,SFA,9,True,16,1,15,win,4543645,112,2827877.0,2024,0.0,0.0,1.0,
1,1,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,03/03/2024,home,16580,676,SFA,9,True,17,2,15,win,4528621,112,2827877.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/14/2024,away,16580,8875,Chowan,9,True,11,3,8,win,4525446,1023,2819741.0,2024,0.0,0.0,2.0,
0,4,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,03/02/2024,away,16580,69,Bowdoin,9,True,0,13,-13,loss,4528153,379,2692425.0,2024,0.0,0.0,3.0,
0,3,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,03/02/2024,away,16580,69,Bowdoin,9,True,1,5,-4,loss,4543176,379,2692425.0,2024,0.0,0.0,3.0,
1,5,1,1,0,2,0,1,0,0,0,0,2,,0,0,0,0,03/03/2024,away,16580,151,Colby,9,True,6,24,-18,loss,4543180,379,2692425.0,2024,0.0,0.0,3.0,
1,3,2,1,0,3,0,0,0,0,0,0,0,,0,0,0,0,02/16/2024,away,16580,88,Cabrini,9,True,3,13,-10,loss,5245897,1305,2805368.0,2024,0.0,0.0,3.0,
0,5,2,0,0,2,0,1,0,0,0,0,3,,0,0,1,0,02/27/2024,away,16580,686,Swarthmore,9,True,7,4,3,win,4527594,1305,2805368.0,2024,0.0,0.0,3.0,
2,4,3,1,0,4,0,3,1,0,0,0,0,,0,0,0,0,02/24/2024,home,16580,11036,Russell Sage,9,True,18,2,16,win,4526961,479,2804076.0,2024,0.0,0.0,3.0,
0,3,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,02/24/2024,home,16580,11036,Russell Sage,9,True,10,3,7,win,4543802,479,2804076.0,2024,0.0,0.0,3.0,
0,3,1,1,0,2,0,1,0,1,0,0,1,,0,0,0,0,02/25/2024,away,16580,724,Merchant Marine,9,True,8,6,2,win,4527279,479,2804076.0,2024,0.0,0.0,3.0,
2,3,1,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,02/25/2024,away,16580,724,Merchant Marine,9,True,24,2,22,win,4544763,479,2804076.0,2024,0.0,0.0,3.0,
1,3,1,1,0,2,0,2,0,0,1,0,0,,0,0,0,0,03/01/2024,home,16580,737,Vassar,9,True,9,1,8,win,4527814,479,2804076.0,2024,0.0,0.0,3.0,
1,4,2,1,0,3,0,4,0,0,0,0,0,,0,0,0,0,03/03/2024,home,16580,276,Haverford,9,True,9,4,5,win,4528268,479,2804076.0,2024,0.0,0.0,3.0,
0,5,1,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,03/03/2024,home,16580,276,Haverford,9,True,8,14,-6,loss,4543544,479,2804076.0,2024,0.0,0.0,3.0,
1,1,1,0,0,4,1,1,0,0,0,0,0,,0,0,0,0,02/18/2024,away,16580,10411,USC Upstate,9,True,9,3,6,win,4526105,334,2946537.0,2024,0.0,0.0,1.0,
1,2,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/20/2024,home,16580,444,Morehead St.,9,True,9,5,4,win,4526287,334,2946537.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/23/2024,neutral,16580,754,Washington St.,9,True,4,6,-2,loss,4526599,334,2946537.0,2024,0.0,0.0,1.0,
0,2,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/10/2024,home,16580,30181,UVA Wise,9,True,15,7,8,win,5245117,1238,2479428.0,2024,0.0,0.0,2.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/24/2024,away,16580,329,Kean,9,True,2,25,-23,loss,5246940,524,2679484.0,2024,0.0,0.0,3.0,
0,1,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,03/03/2024,home,16580,727,Union (NY),9,True,2,9,-7,loss,4528519,524,2679484.0,2024,0.0,0.0,3.0,
1,4,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/16/2024,neutral,16580,545,Pittsburgh,9,True,7,10,-3,loss,4525580,380,2801668.0,2024,1.0,1.0,1.0,
1,4,2,1,0,3,0,0,0,0,0,0,1,,1,0,0,0,02/17/2024,neutral,16580,545,Pittsburgh,9,True,3,13,-10,loss,4526144,380,2801668.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/23/2024,away,16580,678,Stetson,9,True,2,12,-10,loss,4526525,380,2801668.0,2024,0.0,0.0,1.0,
3,4,2,0,0,5,1,2,1,0,0,0,1,,0,0,0,0,02/24/2024,neutral,16580,236,Fordham,9,True,16,2,14,win,4527039,380,2801668.0,2024,0.0,0.0,1.0,
1,5,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,02/25/2024,neutral,16580,725,Army West Point,9,True,2,8,-6,loss,4527286,380,2801668.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,03/02/2024,away,16580,792,Winthrop,9,True,0,8,-8,loss,4528020,380,2801668.0,2024,0.0,0.0,1.0,
0,5,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,03/02/2024,away,16580,792,Winthrop,9,True,3,10,-7,loss,5250482,380,2801668.0,2024,0.0,0.0,1.0,
1,4,1,0,0,1,0,1,1,0,0,0,0,,0,0,0,0,03/03/2024,away,16580,792,Winthrop,9,True,4,15,-11,loss,4528422,380,2801668.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,02/16/2024,away,16580,648,South Carolina,9,True,1,5,-4,loss,4525487,414,2809220.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,02/17/2024,away,16580,648,South Carolina,9,True,4,11,-7,loss,4525723,414,2809220.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/18/2024,away,16580,648,South Carolina,9,True,0,14,-14,loss,4526045,414,2809220.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,02/20/2024,away,16580,306,Indiana,9,True,6,12,-6,loss,4492097,414,2809220.0,2024,1.0,1.0,1.0,
1,5,2,1,0,3,0,3,0,0,0,0,1,,0,0,0,0,02/23/2024,away,16580,419,Middle Tenn.,10,True,10,6,4,win,4526488,414,2809220.0,2024,0.0,0.0,1.0,
1,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,02/24/2024,away,16580,419,Middle Tenn.,9,True,3,8,-5,loss,4526796,414,2809220.0,2024,0.0,0.0,1.0,
1,3,1,1,0,2,0,2,0,1,1,0,0,,0,0,0,0,02/25/2024,away,16580,419,Middle Tenn.,9,True,17,13,4,win,4527197,414,2809220.0,2024,0.0,0.0,1.0,
3,6,2,1,1,5,0,3,0,0,0,0,3,,0,0,0,0,03/01/2024,home,16580,514,Oakland,9,True,21,7,14,win,4527934,414,2809220.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,03/02/2024,home,16580,514,Oakland,9,True,8,6,2,win,4528306,414,2809220.0,2024,0.0,0.0,1.0,
3,3,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,03/03/2024,home,16580,514,Oakland,9,True,17,9,8,win,4528689,414,2809220.0,2024,0.0,0.0,1.0,
1,1,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,02/18/2024,home,16580,229,Fla. Atlantic,9,True,11,1,10,win,4526044,736,2673803.0,2024,0.0,0.0,1.0,
0,5,1,1,0,2,0,0,0,0,0,0,2,,0,0,2,0,02/20/2024,home,16580,175,Dayton,9,True,5,8,-3,loss,4526299,736,2673803.0,2024,0.0,0.0,1.0,
0,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/25/2024,home,16580,260,Gonzaga,9,True,8,9,-1,loss,4527194,736,2673803.0,2024,0.0,0.0,1.0,
3,2,2,0,1,7,1,4,2,0,0,1,0,,0,0,0,0,02/27/2024,home,16580,305,Indiana St.,9,True,20,4,16,win,4527507,736,2673803.0,2024,0.0,0.0,1.0,
2,5,3,1,0,4,0,1,0,0,0,0,2,,0,0,1,0,02/28/2024,home,16580,219,Evansville,9,True,7,3,4,win,4527645,736,2673803.0,2024,0.0,0.0,1.0,
0,5,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,03/01/2024,neutral,16580,671,Louisiana,9,True,7,4,3,win,4527952,736,2673803.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/02/2024,neutral,16580,288,Houston,9,True,3,1,2,win,4528222,736,2673803.0,2024,0.0,0.0,1.0,
0,2,1,0,0,1,0,2,0,0,0,0,0,,0,0,1,0,02/21/2024,home,16580,699,Texas Southern,9,True,8,4,4,win,4526416,26172,2654264.0,2024,0.0,0.0,1.0,
0,3,3,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,02/26/2024,home,16580,545,Pittsburgh,10,True,6,9,-3,loss,4527475,26172,2654264.0,2024,0.0,0.0,1.0,
0,3,1,1,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/28/2024,away,16580,536,UTRGV,9,True,2,1,1,win,4527706,26172,2654264.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/01/2024,home,16580,2,Abilene Christian,9,True,2,7,-5,loss,4527809,26172,2654264.0,2024,0.0,0.0,1.0,
1,3,2,0,1,4,0,0,0,1,0,0,1,,0,0,1,0,03/02/2024,home,16580,2,Abilene Christian,9,True,6,1,5,win,4528076,26172,2654264.0,2024,0.0,0.0,1.0,
0,3,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,03/03/2024,home,16580,2,Abilene Christian,9,True,5,2,3,win,4528482,26172,2654264.0,2024,0.0,0.0,1.0,
1,2,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,02/19/2024,away,16580,1028,Concord,9,True,4,15,-11,loss,4526057,546,2815609.0,2024,0.0,0.0,2.0,
0,3,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,02/25/2024,away,16580,638,Shippensburg,9,True,4,8,-4,loss,4543963,546,2815609.0,2024,0.0,0.0,2.0,
0,3,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,02/17/2024,away,16580,30111,Covenant,9,True,1,12,-11,loss,4525793,496,2513197.0,2024,0.0,0.0,3.0,
3,3,2,1,0,3,0,0,1,1,0,0,0,,0,0,2,0,02/17/2024,away,16580,30111,Covenant,9,True,9,1,8,win,4544930,496,2513197.0,2024,1.0,0.0,3.0,
0,4,1,0,0,1,0,0,1,0,0,0,1,,0,0,0,0,02/23/2024,neutral,16580,348,Lawrence,9,True,4,7,-3,loss,4526729,496,2513197.0,2024,0.0,0.0,3.0,
1,5,1,0,0,1,0,0,0,0,0,0,0,,0,1,1,0,02/24/2024,neutral,16580,160,Concordia Chicago,9,True,6,4,2,win,4526942,496,2513197.0,2024,1.0,1.0,3.0,
0,3,1,0,0,1,0,1,0,1,0,0,1,,0,0,0,0,02/24/2024,neutral,16580,278,Heidelberg,9,True,2,6,-4,loss,4527084,496,2513197.0,2024,0.0,0.0,3.0,
2,4,1,0,0,1,0,0,0,1,0,0,2,,0,0,0,0,02/27/2024,away,16580,302,UIC,9,True,5,8,-3,loss,4527495,496,2513197.0,2024,0.0,0.0,3.0,
0,3,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,02/25/2024,neutral,16580,8736,Southwest Minn. St.,9,True,8,7,1,win,4542666,427,2810017.0,2024,0.0,0.0,2.0,
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/26/2024,neutral,16580,8736,Southwest Minn. St.,8,True,2,8,-6,loss,4527474,427,2810017.0,2024,0.0,0.0,2.0,
0,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/04/2024,home,16580,332,Kentucky St.,9,True,0,17,-17,loss,4525085,445,2963953.0,2024,0.0,0.0,2.0,
0,5,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/18/2024,home,16580,572,Rhode Island,11,True,3,4,-1,loss,5246077,536,2827863.0,2024,1.0,0.0,1.0,
0,4,1,1,0,2,0,3,0,0,0,0,1,,0,0,0,0,02/18/2024,home,16580,572,Rhode Island,9,True,13,3,10,win,4526176,536,2827863.0,2024,0.0,0.0,1.0,
3,3,2,0,0,2,0,2,0,2,0,0,0,,0,0,0,0,02/19/2024,home,16580,572,Rhode Island,9,True,15,1,14,win,4526286,536,2827863.0,2024,0.0,0.0,1.0,
0,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,02/23/2024,home,16580,797,Milwaukee,9,True,2,0,2,win,4526758,536,2827863.0,2024,0.0,0.0,1.0,
0,3,1,0,0,1,0,1,1,0,0,0,2,,0,0,0,0,02/24/2024,home,16580,797,Milwaukee,9,True,3,1,2,win,4527166,536,2827863.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,02/28/2024,home,16580,26172,A&M-Corpus Christi,9,True,1,2,-1,loss,4527706,536,2827863.0,2024,0.0,0.0,1.0,
0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/03/2024,home,16580,43,Austin Peay,9,True,3,8,-5,loss,4528600,536,2827863.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/24/2024,home,16580,2741,Howard Payne,15,True,18,19,-1,loss,4544132,8530,2665734.0,2024,0.0,0.0,3.0,
2,2,1,0,0,1,0,0,2,0,0,1,0,,0,0,1,0,02/27/2024,away,16580,1044,Dallas,9,True,6,13,-7,loss,4527566,8530,2665734.0,2024,0.0,0.0,3.0,
1,3,1,0,0,1,0,2,2,0,0,0,0,,0,1,0,0,02/16/2024,home,16580,219,Evansville,9,True,12,10,2,win,4525634,527,2673156.0,2024,0.0,0.0,1.0,
0,3,2,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,02/17/2024,home,16580,219,Evansville,9,True,3,14,-11,loss,4525984,527,2673156.0,2024,0.0,0.0,1.0,
2,5,2,1,0,6,1,1,0,0,0,0,0,,0,0,0,0,02/18/2024,home,16580,219,Evansville,9,True,6,7,-1,loss,4526227,527,2673156.0,2024,0.0,0.0,1.0,
1,5,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/20/2024,home,16580,669,Missouri St.,9,True,6,10,-4,loss,4526365,527,2673156.0,2024,0.0,0.0,1.0,
0,5,1,1,0,2,0,2,0,0,0,0,0,,0,0,0,0,02/23/2024,home,16580,660,SIUE,9,True,10,6,4,win,4526529,527,2673156.0,2024,1.0,1.0,1.0,
1,4,0,0,0,0,0,1,0,1,0,0,1,,0,0,0,0,02/24/2024,home,16580,660,SIUE,9,True,11,3,8,win,4526825,527,2673156.0,2024,0.0,0.0,1.0,
2,5,3,0,0,3,0,2,0,0,0,0,0,,0,0,1,0,02/25/2024,home,16580,660,SIUE,9,True,8,3,5,win,4527234,527,2673156.0,2024,0.0,0.0,1.0,
0,4,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/28/2024,home,16580,782,Wichita St.,9,True,1,3,-2,loss,4527683,527,2673156.0,2024,0.0,0.0,1.0,
0,5,1,1,0,2,0,0,0,0,0,0,0,,0,0,0,0,03/01/2024,away,16580,51,Baylor,9,True,2,11,-9,loss,4528006,527,2673156.0,2024,0.0,0.0,1.0,
1,4,2,0,0,5,1,3,0,0,0,0,0,,0,0,0,0,03/02/2024,away,16580,51,Baylor,9,True,3,9,-6,loss,4528344,527,2673156.0,2024,0.0,0.0,1.0,
2,4,1,0,0,1,0,0,1,0,0,0,1,,0,0,0,0,03/03/2024,away,16580,51,Baylor,9,True,7,11,-4,loss,4528659,527,2673156.0,2024,0.0,0.0,1.0,
1,1,1,0,0,4,1,1,0,0,0,0,0,,0,0,0,0,02/24/2024,home,16580,129,Central Mich.,9,True,16,7,9,win,4527138,1045,2807580.0,2024,0.0,0.0,1.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/25/2024,home,16580,129,Central Mich.,9,True,16,3,13,win,4527452,1045,2807580.0,2024,0.0,0.0,1.0,
3,2,1,1,0,2,0,0,1,1,0,0,0,,0,0,0,0,02/09/2024,home,16580,1390,Sul Ross St.,9,True,9,1,8,win,5067776,1044,2966618.0,2024,0.0,0.0,3.0,
1,3,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,02/16/2024,away,16580,2741,Howard Payne,9,True,4,5,-1,loss,4525599,1044,2966618.0,2024,0.0,0.0,3.0,
