R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,OPP DP,GDP,score,player_id,division
3,5,3,2,0,5,0,1,1,0,0,0,0,,0,0,0,0,02/17/2023,neutral,16340,740,VCU,9,True,14,8,6,win,2390330,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
1,3,0,0,0,0,0,0,0,1,0,0,1,,0,0,2,0,02/18/2023,away,16340,149,Coastal Carolina,9,True,3,11,-8,loss,2390498,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
1,6,1,1,0,2,0,1,0,0,0,0,3,,0,0,0,0,02/19/2023,neutral,16340,220,Fairfield,9,True,9,14,-5,loss,2390897,419,2655205.0,2023,1.0,0.0,,2655205.0,1.0
0,5,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,02/21/2023,home,16340,654,Southeast Mo. St.,9,True,8,3,5,win,2391094,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
1,4,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,02/24/2023,home,16340,596,St. Bonaventure,9,True,6,2,4,win,2391789,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
3,4,1,0,0,4,1,1,2,0,0,0,0,,0,0,0,0,02/24/2023,home,16340,596,St. Bonaventure,9,True,16,3,13,win,2391461,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
2,4,0,0,0,0,0,0,0,2,0,0,1,,0,0,0,0,02/25/2023,home,16340,596,St. Bonaventure,9,True,17,1,16,win,2408526,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
2,4,3,0,0,6,1,3,0,0,0,0,1,,0,0,2,0,02/26/2023,home,16340,596,St. Bonaventure,9,True,6,3,3,win,2392152,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,5,1,0,0,1,0,2,0,0,1,0,0,,0,0,0,0,02/28/2023,home,16340,14927,Belmont,9,True,7,10,-3,loss,2392344,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,3,0,0,0,0,0,0,1,0,0,0,2,,0,0,0,0,03/04/2023,home,16340,709,Toledo,9,True,0,8,-8,loss,2392632,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,4,1,0,0,1,0,0,0,1,0,0,2,,0,0,0,0,03/04/2023,home,16340,709,Toledo,9,True,3,13,-10,loss,2392925,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
1,4,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,03/05/2023,home,16340,709,Toledo,9,True,7,11,-4,loss,2393353,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/10/2023,home,16340,219,Evansville,9,True,2,0,2,win,2394208,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
1,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/11/2023,home,16340,219,Evansville,9,True,3,5,-2,loss,2394525,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,3,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,03/12/2023,home,16340,219,Evansville,9,True,3,5,-2,loss,2394932,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,4,1,1,0,2,0,0,0,1,0,0,0,,0,0,0,0,03/15/2023,home,16340,692,Tennessee Tech,9,True,11,3,8,win,2395566,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
1,4,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,03/17/2023,home,16340,772,Western Ky.,9,True,12,8,4,win,2395804,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
1,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,1,0,03/18/2023,home,16340,772,Western Ky.,9,True,4,8,-4,loss,2396122,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,2,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,03/19/2023,home,16340,772,Western Ky.,9,True,8,6,2,win,2396551,419,2655205.0,2023,0.0,0.0,,2655205.0,1.0
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,02/17/2023,away,16340,678,Stetson,9,True,0,18,-18,loss,2390285,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,2,0,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,02/18/2023,away,16340,678,Stetson,9,True,1,9,-8,loss,2390523,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
1,3,1,0,0,1,0,1,0,0,1,1,1,,0,0,0,0,02/19/2023,away,16340,678,Stetson,9,True,6,8,-2,loss,2390842,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/25/2023,away,16340,94,CSU Bakersfield,9,True,4,15,-11,loss,2391627,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,2,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,02/25/2023,away,16340,94,CSU Bakersfield,9,True,0,3,-3,loss,2407923,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
1,4,2,1,0,3,0,1,0,1,0,0,0,,0,0,0,0,02/26/2023,away,16340,94,CSU Bakersfield,9,True,5,4,1,win,2391281,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,2,0,0,0,0,0,0,1,1,0,0,1,,0,1,0,0,02/26/2023,away,16340,94,CSU Bakersfield,9,True,2,4,-2,loss,2392002,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/04/2023,away,16340,393,UMES,9,True,5,4,1,win,2392956,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,5,1,0,0,1,0,1,0,0,0,0,1,,0,0,0,0,03/04/2023,neutral,16340,352,Lehigh,9,True,6,18,-12,loss,2393043,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
1,4,2,0,0,2,0,0,1,0,0,0,0,,0,0,3,0,03/05/2023,away,16340,393,UMES,9,True,15,6,9,win,2393396,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,3,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,03/05/2023,neutral,16340,352,Lehigh,9,True,4,5,-1,loss,2392702,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/10/2023,away,16340,703,Texas,9,True,1,8,-7,loss,2394225,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,3,2,0,0,2,0,1,1,0,0,0,0,,0,0,1,0,03/12/2023,away,16340,703,Texas,9,True,6,16,-10,loss,2394947,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,5,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/16/2023,away,16340,283,Hofstra,9,True,4,11,-7,loss,2395664,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,03/17/2023,away,16340,272,Hartford,9,True,7,5,2,win,2395818,381,2474267.0,2023,0.0,0.0,,2474267.0,1.0
1,3,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,02/17/2023,home,16340,659,Southern Ill.,9,True,4,9,-5,loss,2390443,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
1,4,4,0,0,4,0,2,0,1,0,0,0,,1,0,0,0,02/18/2023,home,16340,659,Southern Ill.,9,True,8,7,1,win,2390724,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,3,1,1,0,2,0,1,1,0,0,0,1,,0,0,1,0,02/19/2023,home,16340,659,Southern Ill.,9,True,5,4,1,win,2390971,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,2,1,0,0,1,0,0,1,0,0,1,0,,0,0,1,0,02/21/2023,home,16340,456,UNC Asheville,9,True,4,0,4,win,2391183,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
1,5,2,0,1,4,0,3,0,0,0,0,0,,0,0,1,0,02/24/2023,home,16340,331,Kent St.,9,True,9,6,3,win,2391534,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
1,1,0,0,0,0,0,0,1,1,0,1,0,,0,0,0,0,02/25/2023,home,16340,331,Kent St.,9,True,7,3,4,win,2391895,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
1,3,1,0,0,1,0,0,1,0,0,0,1,,0,0,1,0,02/26/2023,home,16340,331,Kent St.,9,True,11,3,8,win,2392201,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
1,5,2,0,0,2,0,2,1,0,0,0,1,,1,0,0,0,02/28/2023,home,16340,792,Winthrop,9,True,18,10,8,win,2392453,2915,2653674.0,2023,1.0,1.0,,2653674.0,1.0
1,4,1,1,0,2,0,1,0,0,1,0,0,,0,0,0,0,03/04/2023,home,16340,590,Sacred Heart,9,True,9,3,6,win,2393263,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,5,2,0,0,2,0,0,1,0,0,0,1,,0,0,0,0,03/04/2023,home,16340,590,Sacred Heart,9,True,15,8,7,win,2408753,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,2,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,03/05/2023,home,16340,590,Sacred Heart,9,True,5,1,4,win,2393554,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,4,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,03/07/2023,away,16340,792,Winthrop,9,True,8,0,8,win,2393939,2915,2653674.0,2023,1.0,1.0,,2653674.0,1.0
0,5,1,0,0,1,0,2,0,0,0,1,3,,0,0,1,0,03/08/2023,neutral,16340,416,Michigan St.,9,True,12,9,3,win,2394107,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
1,4,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,03/10/2023,home,16340,140,Cincinnati,9,True,12,3,9,win,2394442,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,3,1,0,0,1,0,0,0,1,0,0,2,,0,0,0,0,03/11/2023,home,16340,140,Cincinnati,9,True,5,2,3,win,2394806,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,03/18/2023,home,16340,812,Xavier,9,True,1,9,-8,loss,2395825,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,6,2,0,0,2,0,0,0,1,0,0,1,,0,0,0,0,03/18/2023,home,16340,812,Xavier,14,True,2,5,-3,loss,2396140,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
2,3,1,0,0,1,0,0,2,0,0,0,0,,0,0,0,0,03/19/2023,home,16340,812,Xavier,9,True,10,14,-4,loss,2396569,2915,2653674.0,2023,0.0,0.0,,2653674.0,1.0
0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,02/26/2023,away,16340,466,Nevada,9,True,10,13,-3,loss,2421135,30135,2472616.0,2023,0.0,0.0,,2472616.0,1.0
1,2,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,02/07/2023,away,16340,100,Cal State LA,9,True,11,3,8,win,2389874,205,2814668.0,2023,0.0,0.0,,2814668.0,2.0
1,3,1,1,0,2,0,1,2,0,0,0,1,,0,0,1,0,02/08/2023,away,16340,100,Cal State LA,9,True,12,11,1,win,2389901,205,2814668.0,2023,0.0,0.0,,2814668.0,2.0
1,4,1,0,0,1,0,1,0,0,0,0,3,,0,0,0,0,02/09/2023,away,16340,30198,Cal St. San Marcos,9,True,6,9,-3,loss,2389914,205,2814668.0,2023,0.0,0.0,,2814668.0,2.0
0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/10/2023,away,16340,30198,Cal St. San Marcos,9,True,3,10,-7,loss,2389957,205,2814668.0,2023,0.0,0.0,,2814668.0,2.0
1,5,1,1,0,2,0,1,0,0,0,0,1,,0,0,0,0,02/11/2023,away,16340,30198,Cal St. San Marcos,9,True,9,15,-6,loss,2390040,205,2814668.0,2023,0.0,0.0,,2814668.0,2.0
