season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2016,12360,2,1.0,02/19/2016,292500,home,536,UTRGV,5,2,0.0,27,10,1,0,0,2,0,0,0,0.9736842105263158,0.0
2016,12360,2,1.0,02/20/2016,292818,home,536,UTRGV,7,2,0.0,27,15,3,0,0,0,0,6,0,0.9333333333333333,
2016,12360,2,1.0,02/20/2016,292926,home,536,UTRGV,3,1,0.0,27,19,2,0,0,2,1,8,0,0.9583333333333334,0.5
2016,12360,2,1.0,02/21/2016,293197,home,536,UTRGV,6,5,0.0,27,14,1,0,0,0,0,0,0,0.9761904761904762,
2016,12360,2,1.0,02/24/2016,293470,away,522,Oklahoma,1,7,0.0,24,7,2,0,0,4,4,2,0,0.9393939393939394,1.0
2016,12360,2,1.0,02/26/2016,293594,home,500,Northeastern,2,3,0.0,27,7,2,0,0,0,0,0,0,0.9444444444444444,
2016,12360,2,1.0,02/27/2016,293935,home,500,Northeastern,1,0,0.0,27,8,1,0,0,0,0,2,0,0.9722222222222222,
2016,12360,2,1.0,02/27/2016,294190,home,500,Northeastern,4,3,0.0,27,11,0,0,0,0,0,0,0,1.0,
2016,12360,2,1.0,02/28/2016,294365,home,500,Northeastern,3,4,0.0,27,15,2,0,0,2,0,0,0,0.9545454545454546,0.0
2016,12360,2,1.0,03/04/2016,295059,away,483,Nicholls,5,4,0.0,27,10,3,0,0,2,0,0,0,0.925,0.0
2016,12360,2,1.0,03/05/2016,295290,away,483,Nicholls,2,4,0.0,24,7,2,0,0,10,2,0,0,0.9393939393939394,0.2
2016,12360,2,1.0,03/06/2016,295852,away,483,Nicholls,5,3,0.0,27,8,2,0,0,2,0,0,0,0.9459459459459459,0.0
2016,12360,2,1.0,03/11/2016,297172,away,521,Oklahoma St.,2,8,0.0,24,12,1,0,1,2,2,0,0,0.972972972972973,1.0
2016,12360,2,1.0,03/12/2016,297726,away,521,Oklahoma St.,0,16,0.0,24,4,3,0,0,4,0,0,0,0.9032258064516129,0.0
2016,12360,2,1.0,03/14/2016,298036,away,521,Oklahoma St.,4,8,0.0,24,13,3,0,0,8,2,0,0,0.925,0.25
2016,12360,2,1.0,03/15/2016,298180,home,30088,Tex. Permian Basin,10,0,0.0,27,7,0,0,1,2,0,0,0,1.0,0.0
2016,12360,2,1.0,03/18/2016,298722,home,655,Southeastern La.,3,4,0.0,27,12,1,0,0,2,0,2,0,0.975,0.0
2016,12360,2,1.0,03/19/2016,299060,home,655,Southeastern La.,2,10,0.0,27,11,0,0,0,6,4,0,0,1.0,0.6666666666666666
2016,12360,2,1.0,03/20/2016,299627,home,655,Southeastern La.,7,9,0.0,27,10,0,0,1,2,2,0,0,1.0,1.0
2016,12360,2,1.0,03/22/2016,300190,away,698,TCU,4,6,0.0,24,5,1,0,0,12,0,2,0,0.9666666666666667,0.0
2016,12360,2,1.0,03/24/2016,300424,away,402,McNeese,6,10,0.0,24,15,2,0,0,14,4,0,0,0.9512195121951219,0.2857142857142857
2016,12360,2,1.0,03/25/2016,300649,away,402,McNeese,0,3,0.0,24,9,3,0,0,0,2,0,0,0.9166666666666666,inf
2016,12360,2,1.0,03/26/2016,301070,away,402,McNeese,3,4,0.0,26,9,0,0,0,2,0,0,0,1.0,0.0
2016,12360,2,1.0,03/29/2016,301794,home,1045,DBU,3,2,0.0,27,11,1,0,0,4,0,8,0,0.9743589743589743,0.0
2016,12360,2,1.0,04/02/2016,303046,home,346,Lamar University,5,8,0.0,27,9,0,0,0,4,0,0,0,1.0,0.0
2016,12360,2,1.0,04/02/2016,303072,home,346,Lamar University,6,16,0.0,27,9,0,0,0,2,0,5,0,1.0,0.0
2016,12360,2,1.0,04/03/2016,303187,home,346,Lamar University,5,7,0.0,27,7,3,0,1,6,0,3,0,0.918918918918919,0.0
2016,12360,2,1.0,04/08/2016,304040,home,287,Houston Baptist,2,3,0.0,27,8,2,0,0,2,0,0,0,0.9459459459459459,0.0
2016,12360,2,1.0,04/08/2016,304266,home,287,Houston Baptist,9,0,0.0,27,11,2,0,0,4,0,0,0,0.95,0.0
2016,12360,2,1.0,04/10/2016,304848,home,287,Houston Baptist,1,4,0.0,27,12,1,0,0,12,0,3,0,0.975,0.0
2016,12360,2,1.0,04/12/2016,305370,away,697,Texas A&M,4,10,0.0,24,9,2,0,0,2,0,5,0,0.9428571428571428,0.0
2016,12360,2,1.0,04/15/2016,306214,home,26172,A&M-Corpus Christi,4,11,0.0,27,18,4,0,0,0,0,8,0,0.9183673469387755,
2016,12360,2,1.0,04/15/2016,306230,home,26172,A&M-Corpus Christi,4,0,0.0,27,13,1,0,0,0,0,0,0,0.975609756097561,
2016,12360,2,1.0,04/16/2016,306315,home,26172,A&M-Corpus Christi,4,0,0.0,27,9,0,0,0,0,0,0,0,1.0,
2016,12360,2,1.0,04/22/2016,308060,away,624,Sam Houston,3,6,0.0,24,9,3,0,1,0,2,0,0,0.9166666666666666,inf
2016,12360,2,1.0,04/23/2016,308348,away,624,Sam Houston,1,3,0.0,24,8,0,0,0,0,0,0,0,1.0,
2016,12360,2,1.0,04/24/2016,309107,away,624,Sam Houston,1,2,0.0,38,15,0,0,0,2,2,0,0,1.0,1.0
2016,12360,2,1.0,04/27/2016,309868,neutral,700,Texas Tech,4,5,0.0,24,3,3,0,0,4,0,3,0,0.9,0.0
2016,12360,2,1.0,04/29/2016,310044,home,676,SFA,2,11,0.0,27,10,2,0,1,2,0,3,0,0.9487179487179487,0.0
2016,12360,2,1.0,04/30/2016,310396,home,676,SFA,4,13,0.0,27,12,2,1,0,8,0,0,0,0.9512195121951219,0.0
2016,12360,2,1.0,05/01/2016,310990,home,676,SFA,2,7,0.0,27,12,2,0,0,10,0,3,0,0.9512195121951219,0.0
2016,12360,2,1.0,05/06/2016,311638,home,474,New Orleans,6,1,0.0,27,8,0,0,0,4,0,3,0,1.0,0.0
2016,12360,2,1.0,05/07/2016,311928,home,474,New Orleans,0,1,0.0,27,16,2,0,0,2,0,8,0,0.9555555555555556,0.0
2016,12360,2,1.0,05/08/2016,312382,home,474,New Orleans,4,6,0.0,27,14,0,0,1,2,2,0,0,1.0,1.0
2016,12360,2,1.0,05/10/2016,312650,home,700,Texas Tech,2,7,0.0,27,7,3,0,1,4,0,0,0,0.918918918918919,0.0
2016,12360,2,1.0,05/13/2016,312952,away,2743,UIW,2,1,0.0,27,7,0,0,0,0,0,0,0,1.0,
2016,12360,2,1.0,05/14/2016,313172,away,2743,UIW,1,0,0.0,27,12,0,0,0,0,0,2,0,1.0,
2016,12360,2,1.0,05/17/2016,313490,away,1045,DBU,2,3,0.0,25,11,0,0,0,2,0,3,0,1.0,0.0
2016,12360,2,1.0,05/19/2016,313645,away,508,Northwestern St.,0,2,0.0,24,5,0,0,0,0,0,0,0,1.0,
2016,12360,2,1.0,05/20/2016,313830,away,508,Northwestern St.,9,10,0.0,25,7,1,0,0,0,0,0,0,0.9696969696969697,
2016,12360,2,1.0,05/21/2016,314026,away,508,Northwestern St.,3,4,0.0,24,7,0,0,0,4,0,2,0,1.0,0.0
2016,12360,2,1.0,05/24/2016,314171,away,29,Arizona,1,12,0.0,24,9,4,0,3,4,0,2,0,0.8918918918918919,0.0
2016,12360,2,1.0,05/25/2016,314186,away,29,Arizona,3,8,0.0,24,10,1,0,0,14,0,0,0,0.9714285714285714,0.0
2016,12360,4,3.0,03/02/2016,294889,away,426,Millsaps,2,5,0.0,24,11,2,0,0,4,2,3,0,0.9459459459459459,0.5
