season,season_id,school_id,division,date,game_id,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2017,12560,3,2.0,04/07/2017,217095,1348,St. Thomas Aquinas,1,3,-2,27.0,37,10,0,0,0,0,2,2,0,1.0,inf
2017,12560,3,2.0,04/09/2017,218227,36,Assumption,6,2,4,27.0,35,6,2,0,0,0,0,3,0,0.9534883720930233,
2017,12560,3,2.0,04/09/2017,218318,36,Assumption,15,1,14,27.0,39,10,2,0,0,0,0,8,0,0.9607843137254902,
2017,12560,3,2.0,04/11/2017,218805,74,Bridgeport,2,5,-3,27.0,40,12,1,0,0,6,2,6,0,0.9811320754716981,0.3333333333333333
2017,12560,3,2.0,04/12/2017,219015,658,Southern Conn. St.,4,5,-1,24.0,34,9,1,0,0,0,0,3,0,0.9772727272727273,
2017,12560,3,2.0,04/14/2017,219725,1347,Saint Rose,16,2,14,27.0,38,10,1,0,0,4,0,0,0,0.9795918367346939,0.0
2017,12560,3,2.0,04/15/2017,220001,1347,Saint Rose,9,0,9,27.0,42,15,0,0,0,0,0,3,0,1.0,
2017,12560,3,2.0,04/15/2017,220170,1347,Saint Rose,4,3,1,27.0,38,9,2,0,0,0,0,0,0,0.9591836734693877,
2017,12560,3,2.0,04/17/2017,220546,1348,St. Thomas Aquinas,4,6,-2,24.0,38,12,2,0,0,6,0,3,0,0.9615384615384616,0.0
2017,12560,3,2.0,04/18/2017,220619,533,Pace,5,1,4,27.0,35,8,0,0,0,0,0,3,0,1.0,
2017,12560,3,2.0,04/22/2017,221558,22,American Int'l,8,2,6,27.0,41,14,0,0,0,0,0,5,0,1.0,
2017,12560,3,2.0,04/22/2017,221736,22,American Int'l,2,4,-2,24.0,34,9,1,0,0,4,0,0,0,0.9772727272727273,0.0
2017,12560,3,2.0,04/23/2017,222429,22,American Int'l,5,6,-1,25.0,38,11,2,0,0,2,4,0,0,0.9607843137254902,2.0
2017,12560,3,2.0,04/23/2017,222466,22,American Int'l,2,5,-3,18.0,25,6,1,0,0,2,0,5,0,0.96875,0.0
2017,12560,3,2.0,04/27/2017,223032,658,Southern Conn. St.,2,5,-3,24.0,38,13,1,0,0,0,0,3,0,0.9807692307692307,
2017,12560,3,2.0,04/29/2017,223713,560,Queens (NY),3,4,-1,19.0,28,9,0,0,0,0,0,0,0,1.0,
2017,12560,3,2.0,04/29/2017,223886,560,Queens (NY),9,0,9,21.0,34,12,1,0,0,0,0,3,0,0.9787234042553191,
2017,12560,3,2.0,04/30/2017,224070,560,Queens (NY),2,7,-5,27.0,42,14,1,0,0,2,0,3,0,0.9824561403508771,0.0
2017,12560,3,2.0,05/02/2017,224429,533,Pace,7,0,7,27.0,41,13,1,0,0,0,0,3,0,0.9818181818181818,
2017,12560,3,2.0,05/03/2017,224589,1277,Alliance,14,4,10,27.0,42,14,1,0,0,0,0,0,0,0.9824561403508771,
2017,12560,3,2.0,05/06/2017,225335,349,Le Moyne,3,10,-7,24.0,34,8,2,0,0,2,0,0,0,0.9545454545454546,0.0
2017,12560,3,2.0,05/06/2017,225346,349,Le Moyne,5,6,-1,32.0,37,4,1,0,0,0,2,0,0,0.9761904761904762,inf
2017,12560,3,2.0,05/07/2017,225620,349,Le Moyne,0,1,-1,24.0,40,16,0,0,0,0,1,3,0,1.0,inf
2017,12560,4,3.0,02/26/2017,207781,973,Berry,2,4,-2,24.0,37,12,1,0,0,2,0,0,0,0.98,0.0
2017,12560,4,3.0,02/28/2017,208009,21830,Piedmont,3,4,-1,26.0,41,14,1,0,1,0,2,0,0,0.9821428571428571,inf
2017,12560,4,3.0,03/02/2017,208232,28593,Birmingham-So.,3,2,1,27.0,39,11,1,0,0,6,4,0,0,0.9803921568627451,0.6666666666666666
2017,12560,4,3.0,03/03/2017,208422,798,Wis.-Oshkosh,4,8,-4,27.0,41,12,2,0,0,12,0,2,0,0.9636363636363636,0.0
2017,12560,4,3.0,03/04/2017,208805,28749,Transylvania,3,0,3,27.0,34,7,0,0,0,0,0,0,0,1.0,
2017,12560,4,3.0,03/17/2017,211921,385,Marietta,9,2,7,27.0,40,12,1,0,0,0,0,0,0,0.9811320754716981,
2017,12560,4,3.0,03/18/2017,212353,807,Wooster,8,5,3,27.0,42,11,4,0,2,0,0,10,0,0.9298245614035088,
2017,12560,4,3.0,03/19/2017,212832,492,North Central (IL),6,10,-4,27.0,45,16,2,0,0,4,0,3,0,0.9682539682539683,0.0
2017,12560,4,3.0,03/19/2017,212842,492,North Central (IL),21,4,17,27.0,31,3,1,0,0,0,0,0,0,0.9714285714285714,
2017,12560,4,3.0,03/24/2017,213659,525,Olivet,4,1,3,21.0,34,10,3,0,0,4,0,3,0,0.9361702127659575,0.0
2017,12560,4,3.0,03/24/2017,213733,525,Olivet,20,4,16,27.0,37,9,1,0,0,2,0,0,0,0.9787234042553191,0.0
2017,12560,4,3.0,03/27/2017,214735,525,Olivet,15,3,12,21.0,31,7,3,0,0,2,0,6,0,0.926829268292683,0.0
2017,12560,4,3.0,03/27/2017,214737,525,Olivet,2,4,-2,18.0,24,5,1,0,0,0,0,0,0,0.9666666666666667,
2017,12560,4,3.0,03/28/2017,214835,278,Heidelberg,0,3,-3,24.0,33,8,1,0,0,2,0,0,0,0.9761904761904762,0.0
2017,12560,4,3.0,04/01/2017,215943,326,Kalamazoo,5,0,5,21.0,27,6,0,0,0,4,0,0,0,1.0,0.0
2017,12560,4,3.0,04/01/2017,215981,326,Kalamazoo,17,4,13,27.0,43,15,1,0,0,2,0,2,0,0.9830508474576272,0.0
2017,12560,4,3.0,04/02/2017,216328,326,Kalamazoo,4,1,3,27.0,36,8,1,0,0,0,1,8,0,0.9777777777777777,inf
2017,12560,4,3.0,04/02/2017,216347,326,Kalamazoo,3,1,2,21.0,34,12,1,0,0,0,2,3,0,0.9787234042553191,inf
2017,12560,4,3.0,04/05/2017,217009,46,Baldwin Wallace,7,2,5,27.0,40,12,1,0,0,0,0,8,0,0.9811320754716981,
2017,12560,4,3.0,04/07/2017,217220,114,Calvin,7,0,7,21.0,32,11,0,0,0,0,0,6,0,1.0,
2017,12560,4,3.0,04/07/2017,217230,114,Calvin,8,3,5,27.0,38,9,2,0,0,0,0,3,0,0.9591836734693877,
2017,12560,4,3.0,04/08/2017,217593,114,Calvin,10,2,8,21.0,30,7,2,0,0,0,0,3,0,0.9487179487179487,
2017,12560,4,3.0,04/08/2017,217795,114,Calvin,11,5,6,27.0,38,11,0,0,0,0,0,9,0,1.0,
2017,12560,4,3.0,04/12/2017,218935,0,Siena Heights,5,4,1,27.0,46,19,0,0,0,4,0,5,0,1.0,0.0
2017,12560,4,3.0,04/14/2017,219568,21,Alma,6,5,1,21.0,27,6,0,0,0,2,0,2,0,1.0,0.0
2017,12560,4,3.0,04/14/2017,219678,21,Alma,6,3,3,27.0,35,7,1,0,0,0,0,3,0,0.9767441860465116,
2017,12560,4,3.0,04/15/2017,220371,21,Alma,14,15,-1,25.0,36,8,3,0,1,2,2,2,0,0.9361702127659575,1.0
2017,12560,4,3.0,04/15/2017,220388,21,Alma,9,14,-5,18.0,23,4,1,0,0,6,0,0,0,0.9642857142857143,0.0
2017,12560,4,3.0,04/22/2017,221681,15,Albion,14,4,10,21.0,29,7,1,0,0,0,0,0,0,0.972972972972973,
2017,12560,4,3.0,04/22/2017,221862,15,Albion,13,0,13,27.0,39,12,0,0,0,0,0,0,0,1.0,
2017,12560,4,3.0,04/23/2017,222520,15,Albion,8,0,8,21.0,30,9,0,0,0,2,0,3,0,1.0,0.0
2017,12560,4,3.0,04/23/2017,222527,15,Albion,7,2,5,27.0,46,16,3,0,0,4,0,6,0,0.9538461538461539,0.0
2017,12560,4,3.0,04/28/2017,223225,30037,Trine,8,2,6,21.0,27,6,0,0,0,4,0,3,0,1.0,0.0
2017,12560,4,3.0,04/28/2017,223275,30037,Trine,10,4,6,27.0,37,10,0,0,0,0,0,3,0,1.0,
2017,12560,4,3.0,04/29/2017,223726,30037,Trine,14,3,11,21.0,32,10,1,0,0,2,2,0,0,0.9767441860465116,1.0
2017,12560,4,3.0,04/29/2017,223897,30037,Trine,10,3,7,27.0,33,6,0,0,0,4,0,0,0,1.0,0.0
2017,12560,4,3.0,05/05/2017,224947,286,Hope,11,4,7,21.0,32,11,0,0,0,2,4,3,0,1.0,2.0
2017,12560,4,3.0,05/05/2017,224949,286,Hope,11,12,-1,28.0,42,12,2,0,0,0,0,3,0,0.9642857142857143,
2017,12560,4,3.0,05/06/2017,225160,286,Hope,6,5,1,24.0,38,12,2,0,0,0,0,3,0,0.9615384615384616,
2017,12560,4,3.0,05/06/2017,225263,286,Hope,2,3,-1,21.0,31,10,0,0,0,0,0,0,0,1.0,
2017,12560,4,3.0,05/10/2017,225881,114,Calvin,8,2,6,27.0,37,9,1,0,1,0,0,2,0,0.9787234042553191,
2017,12560,4,3.0,05/11/2017,225939,326,Kalamazoo,11,0,11,27.0,40,13,0,0,0,0,0,5,0,1.0,
2017,12560,4,3.0,05/12/2017,226125,326,Kalamazoo,8,3,5,27.0,38,10,1,0,0,0,0,7,0,0.9795918367346939,
2017,12560,4,3.0,05/12/2017,226234,326,Kalamazoo,2,4,-2,27.0,46,17,2,0,0,0,0,8,0,0.9692307692307692,
2017,12560,4,3.0,05/18/2017,226880,620,St. Thomas (MN),5,2,3,27.0,40,12,1,0,0,2,0,0,0,0.9811320754716981,0.0
2017,12560,4,3.0,05/19/2017,227046,160,Concordia Chicago,2,7,-5,24.0,38,13,1,0,0,6,0,5,0,0.9807692307692307,0.0
2017,12560,4,3.0,05/20/2017,227220,618,St. Scholastica,8,11,-3,27.0,39,11,1,0,0,0,0,0,0,0.9803921568627451,
2017,12560,6,1.0,02/17/2017,205859,308,Purdue Fort Wayne,8,6,2,26.0,27,10,1,0,0,6,2,2,0,0.9736842105263158,0.3333333333333333
2017,12560,6,1.0,02/18/2017,206308,308,Purdue Fort Wayne,5,3,2,22.0,18,16,0,0,0,2,0,2,0,1.0,0.0
2017,12560,6,1.0,02/19/2017,206475,308,Purdue Fort Wayne,1,15,-14,16.0,18,10,2,0,2,2,0,0,0,0.9333333333333333,0.0
2017,12560,6,1.0,02/19/2017,206628,308,Purdue Fort Wayne,6,10,-4,23.0,24,13,0,0,1,0,0,0,0,1.0,
2017,12560,6,1.0,02/22/2017,206831,646,South Alabama,1,11,-10,22.0,19,15,0,0,0,9,0,0,0,1.0,0.0
2017,12560,6,1.0,02/24/2017,207053,632,Savannah St.,4,6,-2,23.0,24,11,0,0,0,2,4,0,0,1.0,2.0
2017,12560,6,1.0,02/25/2017,207409,632,Savannah St.,4,3,1,25.0,23,24,2,1,0,6,2,0,0,0.9591836734693877,0.3333333333333333
2017,12560,6,1.0,02/25/2017,207501,632,Savannah St.,0,10,-10,14.0,14,14,0,0,0,0,0,0,0,1.0,
2017,12560,6,1.0,02/26/2017,207802,632,Savannah St.,1,17,-16,24.0,22,17,1,0,1,2,0,0,0,0.975,0.0
2017,12560,6,1.0,02/28/2017,208102,487,North Ala.,1,12,-11,20.0,24,19,3,1,0,14,1,2,0,0.9347826086956522,0.07142857142857142
2017,12560,6,1.0,03/03/2017,208303,7,Alabama St.,2,14,-12,12.0,14,11,3,0,2,2,0,4,0,0.8928571428571429,0.0
2017,12560,6,1.0,03/04/2017,208556,7,Alabama St.,5,2,3,25.0,29,23,3,0,0,0,2,0,0,0.9454545454545454,inf
2017,12560,6,1.0,03/05/2017,209064,7,Alabama St.,4,5,-1,23.0,21,16,0,0,0,0,2,0,0,1.0,inf
2017,12560,6,1.0,03/08/2017,209911,9,UAB,2,8,-6,17.0,24,21,4,0,0,4,0,6,0,0.9183673469387755,0.0
2017,12560,6,1.0,03/08/2017,209916,9,UAB,1,7,-6,18.0,20,26,0,0,0,2,2,6,0,1.0,1.0
2017,12560,6,1.0,03/10/2017,210145,670,Texas St.,2,7,-5,16.0,18,14,2,0,0,4,0,0,0,0.9411764705882353,0.0
2017,12560,6,1.0,03/12/2017,210983,670,Texas St.,0,10,-10,19.0,18,19,4,0,2,10,0,0,0,0.9024390243902439,0.0
2017,12560,6,1.0,03/12/2017,211101,670,Texas St.,3,8,-5,20.0,23,13,0,0,0,4,0,3,0,1.0,0.0
2017,12560,6,1.0,03/14/2017,211293,202,Eastern Ky.,6,16,-10,23.0,25,16,6,0,1,4,0,0,0,0.8723404255319149,0.0
2017,12560,6,1.0,03/15/2017,211460,202,Eastern Ky.,0,19,-19,21.0,23,11,3,0,0,0,0,2,0,0.918918918918919,
2017,12560,6,1.0,03/17/2017,211791,432,Mississippi Val.,9,6,3,24.0,25,22,3,0,0,4,6,2,0,0.94,1.5
2017,12560,6,1.0,03/18/2017,212100,432,Mississippi Val.,4,6,-2,25.0,25,15,1,0,0,0,0,2,0,0.975609756097561,
2017,12560,6,1.0,03/19/2017,212588,432,Mississippi Val.,3,4,-1,25.0,25,23,1,0,0,4,1,0,0,0.9795918367346939,0.25
2017,12560,6,1.0,03/22/2017,213233,692,Tennessee Tech,3,17,-14,22.0,25,15,4,0,1,0,2,4,0,0.9090909090909091,inf
2017,12560,6,1.0,03/24/2017,213487,17,Alcorn,4,0,4,24.0,18,16,0,0,0,0,0,0,0,1.0,
2017,12560,6,1.0,03/25/2017,213829,17,Alcorn,7,0,7,22.0,21,11,0,0,1,0,2,0,0,1.0,inf
2017,12560,6,1.0,03/26/2017,214465,17,Alcorn,13,10,3,21.0,25,16,2,0,1,0,2,6,0,0.9534883720930233,inf
2017,12560,6,1.0,03/28/2017,214775,444,Morehead St.,6,13,-7,20.0,14,14,0,0,1,0,0,2,0,1.0,
2017,12560,6,1.0,03/29/2017,214956,444,Morehead St.,2,12,-10,18.0,19,10,1,0,0,2,0,0,0,0.9666666666666667,0.0
2017,12560,6,1.0,03/31/2017,215317,314,Jackson St.,3,6,-3,23.0,12,21,0,0,0,8,0,0,0,1.0,0.0
2017,12560,6,1.0,04/01/2017,215529,314,Jackson St.,2,14,-12,23.0,25,17,5,0,2,8,0,0,0,0.8936170212765957,0.0
2017,12560,6,1.0,04/02/2017,216102,314,Jackson St.,3,9,-6,22.0,21,18,1,0,2,8,5,0,0,0.975,0.625
2017,12560,6,1.0,04/04/2017,216695,625,Samford,3,11,-8,21.0,21,12,0,0,0,4,0,0,0,1.0,0.0
2017,12560,6,1.0,04/07/2017,217275,7,Alabama St.,2,9,-7,27.0,23,17,3,0,1,2,0,0,0,0.9302325581395349,0.0
2017,12560,6,1.0,04/08/2017,217364,7,Alabama St.,3,5,-2,23.0,22,15,0,0,0,0,0,2,0,1.0,
2017,12560,6,1.0,04/09/2017,218091,7,Alabama St.,2,11,-9,26.0,15,18,1,0,1,0,0,2,0,0.9705882352941176,
2017,12560,6,1.0,04/15/2017,219887,2678,Ark.-Pine Bluff,1,4,-3,12.0,19,6,3,0,1,2,2,0,0,0.8928571428571429,1.0
2017,12560,6,1.0,04/15/2017,220302,2678,Ark.-Pine Bluff,4,5,-1,26.0,28,24,2,0,0,4,0,0,0,0.9629629629629629,0.0
2017,12560,6,1.0,04/16/2017,220416,2678,Ark.-Pine Bluff,5,9,-4,21.0,24,3,0,0,1,1,1,0,0,1.0,1.0
2017,12560,6,1.0,04/18/2017,220654,692,Tennessee Tech,4,10,-6,23.0,23,7,1,0,1,0,0,2,0,0.967741935483871,
2017,12560,6,1.0,04/19/2017,221024,487,North Ala.,6,10,-4,25.0,24,17,2,0,2,14,4,0,0,0.9534883720930233,0.2857142857142857
2017,12560,6,1.0,04/21/2017,221220,432,Mississippi Val.,3,5,-2,23.0,27,15,3,0,0,2,0,2,0,0.9333333333333333,0.0
2017,12560,6,1.0,04/22/2017,221492,432,Mississippi Val.,1,0,1,25.0,31,16,0,0,0,2,4,0,0,1.0,2.0
2017,12560,6,1.0,04/23/2017,222120,432,Mississippi Val.,3,1,2,24.0,26,18,2,0,0,0,2,0,0,0.9565217391304348,inf
2017,12560,6,1.0,04/25/2017,222660,625,Samford,1,31,-30,22.0,23,10,3,1,5,8,2,1,0,0.9166666666666666,0.25
2017,12560,6,1.0,04/26/2017,222923,695,UT Martin,2,12,-10,18.0,13,8,3,0,1,6,0,0,0,0.875,0.0
2017,12560,6,1.0,04/28/2017,223137,17,Alcorn,8,6,2,21.0,21,9,1,0,0,0,0,4,0,0.967741935483871,
2017,12560,6,1.0,04/29/2017,223525,17,Alcorn,12,1,11,17.0,17,10,0,0,1,2,0,3,0,1.0,0.0
2017,12560,6,1.0,04/30/2017,224100,17,Alcorn,1,12,-11,17.0,14,9,0,0,0,0,2,0,0,1.0,inf
2017,12560,6,1.0,05/03/2017,224552,695,UT Martin,0,6,-6,23.0,20,11,0,0,0,2,2,0,0,1.0,1.0
2017,12560,6,1.0,05/05/2017,224840,314,Jackson St.,2,6,-4,23.0,17,10,2,0,0,10,0,0,0,0.9310344827586207,0.0
2017,12560,6,1.0,05/06/2017,225057,314,Jackson St.,5,7,-2,22.0,23,15,0,0,0,6,0,0,0,1.0,0.0
2017,12560,6,1.0,05/07/2017,225499,314,Jackson St.,3,10,-7,19.0,17,15,3,0,0,8,2,0,0,0.9142857142857143,0.25
2017,12560,6,1.0,05/09/2017,225799,28600,Lipscomb,4,9,-5,21.0,20,19,2,0,0,4,2,2,0,0.9512195121951219,0.5
2017,12560,6,1.0,05/10/2017,225860,14927,Belmont,7,10,-3,20.0,20,9,1,0,0,2,0,2,0,0.9666666666666667,0.0
2017,12560,6,1.0,05/17/2017,226715,699,Texas Southern,4,7,-3,22.0,23,14,1,0,1,6,4,0,0,0.9736842105263158,0.6666666666666666
2017,12560,6,1.0,05/18/2017,226889,665,Southern U.,2,6,-4,22.0,20,17,1,0,0,2,0,0,0,0.9736842105263158,0.0
2017,12560,7,1.0,02/17/2017,205938,367,Louisville,0,7,-7,21.0,12,19,2,0,0,8,1,0,0,0.9393939393939394,0.125
2017,12560,7,1.0,02/18/2017,206246,47,Ball St.,2,3,-1,26.0,18,25,1,0,0,0,0,0,0,0.9772727272727273,
2017,12560,7,1.0,02/19/2017,206577,392,Maryland,7,9,-2,22.0,26,12,2,0,0,8,4,2,0,0.95,0.5
2017,12560,7,1.0,02/22/2017,206802,9,UAB,7,2,5,21.0,16,17,0,0,0,2,0,0,0,1.0,0.0
2017,12560,7,1.0,02/24/2017,207104,444,Morehead St.,1,8,-7,23.0,34,13,0,0,1,10,2,5,0,1.0,0.2
2017,12560,7,1.0,02/24/2017,207105,312,Iowa,2,9,-7,21.0,8,19,0,0,0,0,0,0,0,1.0,
2017,12560,7,1.0,02/25/2017,207519,312,Iowa,4,3,1,21.0,15,18,0,0,0,4,0,0,0,1.0,0.0
2017,12560,7,1.0,02/25/2017,207520,444,Morehead St.,5,7,-2,19.0,9,15,1,0,0,4,0,0,0,0.96,0.0
2017,12560,7,1.0,02/28/2017,208088,519,Ohio,12,6,6,18.0,12,20,0,0,0,0,0,1,0,1.0,
2017,12560,7,1.0,03/03/2017,208303,6,Alabama A&M,14,2,12,18.0,7,20,1,0,1,2,2,1,0,0.9642857142857143,1.0
2017,12560,7,1.0,03/04/2017,208556,6,Alabama A&M,2,5,-3,20.0,11,16,1,0,0,0,2,0,0,0.9642857142857143,inf
2017,12560,7,1.0,03/05/2017,209064,6,Alabama A&M,5,4,1,22.0,17,11,0,0,0,2,2,1,0,1.0,1.0
2017,12560,7,1.0,03/08/2017,209903,625,Samford,7,10,-3,21.0,8,17,0,0,0,0,0,0,0,1.0,
2017,12560,7,1.0,03/10/2017,210207,314,Jackson St.,5,0,5,23.0,29,16,0,0,0,2,0,2,0,1.0,0.0
2017,12560,7,1.0,03/11/2017,210532,314,Jackson St.,15,7,8,23.0,22,15,0,0,1,6,0,0,0,1.0,0.0
2017,12560,7,1.0,03/12/2017,210952,314,Jackson St.,1,4,-3,22.0,21,22,1,0,0,0,0,2,0,0.9772727272727273,
2017,12560,7,1.0,03/14/2017,211379,725,Army West Point,6,13,-7,19.0,19,13,1,0,0,12,2,1,0,0.9696969696969697,0.16666666666666666
2017,12560,7,1.0,03/15/2017,211539,725,Army West Point,4,5,-1,34.0,28,19,1,0,1,13,2,0,0,0.9791666666666666,0.15384615384615385
2017,12560,7,1.0,03/17/2017,211709,288,Houston,2,10,-8,21.0,22,11,2,0,0,0,0,0,0,0.9428571428571428,
2017,12560,7,1.0,03/18/2017,212024,288,Houston,1,4,-3,22.0,15,17,0,0,0,8,0,0,0,1.0,0.0
2017,12560,7,1.0,03/19/2017,212499,288,Houston,11,19,-8,15.0,15,14,0,0,0,8,2,0,0,1.0,0.25
2017,12560,7,1.0,03/21/2017,212996,646,South Alabama,4,13,-9,24.0,16,14,0,0,0,4,0,0,0,1.0,0.0
2017,12560,7,1.0,03/24/2017,213473,432,Mississippi Val.,14,2,12,18.0,9,15,0,0,1,0,0,0,0,1.0,
2017,12560,7,1.0,03/26/2017,214626,432,Mississippi Val.,7,6,1,27.0,23,30,2,0,0,4,2,0,0,0.9636363636363636,0.5
2017,12560,7,1.0,03/26/2017,214652,432,Mississippi Val.,7,5,2,21.0,19,15,3,0,0,2,0,0,0,0.918918918918919,0.0
2017,12560,7,1.0,03/29/2017,214991,228,Florida A&M,6,5,1,25.0,23,18,0,0,0,0,0,2,0,1.0,
2017,12560,7,1.0,03/31/2017,215288,17,Alcorn,10,0,10,20.0,5,19,0,0,0,0,2,0,0,1.0,inf
2017,12560,7,1.0,04/01/2017,215506,17,Alcorn,9,4,5,24.0,21,15,0,0,0,0,0,0,0,1.0,
2017,12560,7,1.0,04/02/2017,216073,17,Alcorn,6,4,2,26.0,21,14,1,0,0,2,0,4,0,0.9722222222222222,0.0
2017,12560,7,1.0,04/07/2017,217275,6,Alabama A&M,9,2,7,24.0,10,24,0,0,0,0,0,0,0,1.0,
2017,12560,7,1.0,04/08/2017,217364,6,Alabama A&M,5,3,2,25.0,23,15,3,0,0,0,0,0,0,0.926829268292683,
2017,12560,7,1.0,04/09/2017,218091,6,Alabama A&M,11,2,9,22.0,24,26,2,0,0,0,2,2,0,0.9615384615384616,inf
2017,12560,7,1.0,04/11/2017,218622,716,Troy,4,6,-2,20.0,14,6,0,0,1,8,0,0,0,1.0,0.0
2017,12560,7,1.0,04/14/2017,219344,314,Jackson St.,2,4,-2,23.0,9,21,1,0,0,8,0,0,0,0.967741935483871,0.0
2017,12560,7,1.0,04/15/2017,219846,314,Jackson St.,1,16,-15,17.0,23,14,4,0,0,2,0,0,0,0.9024390243902439,0.0
2017,12560,7,1.0,04/16/2017,220404,314,Jackson St.,3,8,-5,27.0,22,18,1,0,0,6,0,0,0,0.975609756097561,0.0
2017,12560,7,1.0,04/18/2017,220573,315,Jacksonville St.,6,5,1,26.0,15,23,2,0,0,0,2,0,0,0.95,inf
2017,12560,7,1.0,04/19/2017,220940,646,South Alabama,4,6,-2,23.0,17,21,1,0,0,0,2,2,0,0.9743589743589743,inf
2017,12560,7,1.0,04/21/2017,221420,261,Grambling,12,4,8,22.0,10,22,0,0,1,4,0,0,0,1.0,0.0
2017,12560,7,1.0,04/22/2017,222019,261,Grambling,4,3,1,22.0,11,25,2,0,0,0,0,0,0,0.9473684210526315,
2017,12560,7,1.0,04/23/2017,222398,261,Grambling,16,4,12,24.0,14,29,1,0,1,0,0,4,0,0.9772727272727273,
2017,12560,7,1.0,04/26/2017,222928,625,Samford,4,14,-10,16.0,17,12,1,0,0,6,0,0,0,0.9666666666666667,0.0
2017,12560,7,1.0,04/28/2017,223104,432,Mississippi Val.,12,3,9,25.0,8,27,2,0,0,2,1,0,0,0.9459459459459459,0.5
2017,12560,7,1.0,04/29/2017,223503,432,Mississippi Val.,10,5,5,23.0,8,27,2,0,0,0,0,0,0,0.9459459459459459,
2017,12560,7,1.0,04/30/2017,224074,432,Mississippi Val.,2,7,-5,27.0,13,35,1,0,2,2,1,0,0,0.9795918367346939,0.5
2017,12560,7,1.0,05/02/2017,224412,315,Jacksonville St.,4,3,1,22.0,17,13,0,0,0,0,4,0,0,1.0,inf
