season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2023,16340,2,1.0,03/26/2023,2398054,home,102,Sacramento St.,20,5,28.0,21,7,0,0,0,0,0,3,0,1.0,
2023,16340,2,1.0,03/28/2023,2398584,away,51,Baylor,5,2,43.0,33,10,0,0,0,0,0,3,0,1.0,
2023,16340,2,1.0,03/31/2023,2398788,home,26172,A&M-Corpus Christi,9,7,35.0,25,8,2,1,0,0,0,2,0,0.9428571428571428,
2023,16340,2,1.0,04/01/2023,2399066,home,463,Nebraska,5,3,35.0,27,7,1,0,0,6,0,0,0,0.9714285714285714,0.0
2023,16340,2,1.0,04/02/2023,2399533,home,26172,A&M-Corpus Christi,10,9,36.0,27,9,0,0,0,0,0,0,0,1.0,
2023,16340,2,1.0,04/08/2023,2400200,away,624,Sam Houston,1,5,35.0,24,11,0,0,0,4,1,3,0,1.0,0.25
2023,16340,2,1.0,04/08/2023,2400772,away,624,Sam Houston,3,4,36.0,26,9,1,0,0,0,0,0,0,0.9722222222222222,
2023,16340,2,1.0,04/09/2023,2400403,away,624,Sam Houston,8,7,38.0,26,11,1,0,0,2,0,3,0,0.9736842105263158,0.0
2023,16340,2,1.0,04/11/2023,2401523,home,698,TCU,5,7,42.0,27,13,2,0,2,8,1,3,0,0.9523809523809523,0.125
2023,16340,2,1.0,04/14/2023,2401922,home,1104,Grand Canyon,16,14,33.0,27,5,1,0,0,4,0,0,0,0.9696969696969697,0.0
2023,16340,2,1.0,04/15/2023,2402318,home,1104,Grand Canyon,2,14,40.0,24,15,1,0,1,4,0,0,0,0.975,0.0
2023,16340,3,2.0,02/24/2023,2391525,neutral,1318,Post,5,6,29.0,24,4,1,0,0,2,0,0,0,0.9655172413793104,0.0
2023,16340,3,2.0,02/25/2023,2391973,neutral,675,Staten Island,0,4,33.0,27,5,1,0,0,2,2,0,0,0.9696969696969697,1.0
2023,16340,3,2.0,02/25/2023,2407924,neutral,675,Staten Island,8,6,24.0,21,3,0,0,0,0,0,0,0,1.0,
2023,16340,3,2.0,02/26/2023,2392180,neutral,74,Bridgeport,2,3,45.0,32,12,1,0,0,4,5,0,0,0.9777777777777777,1.25
2023,16340,3,2.0,03/04/2023,2393165,home,437,Molloy,8,4,31.0,26,4,1,0,0,2,2,0,0,0.967741935483871,1.0
2023,16340,3,2.0,03/05/2023,2392776,home,437,Molloy,5,3,32.0,27,4,1,0,0,8,0,0,0,0.96875,0.0
2023,16340,3,2.0,03/05/2023,2393605,home,437,Molloy,3,7,25.0,20,5,0,0,0,0,3,0,0,1.0,inf
2023,16340,3,2.0,03/08/2023,2394059,home,23157,Felician,3,4,39.0,26,10,3,0,0,4,4,2,0,0.9230769230769231,1.0
2023,16340,3,2.0,03/10/2023,2394332,neutral,1348,St. Thomas Aquinas,8,7,37.0,30,5,2,0,1,2,0,0,0,0.9459459459459459,0.0
2023,16340,3,2.0,03/11/2023,2394893,away,49,Barry,1,17,25.0,17,4,4,0,0,0,0,0,0,0.84,
2023,16340,3,2.0,03/12/2023,2395003,neutral,1318,Post,18,14,34.0,23,9,2,0,1,0,1,0,0,0.9411764705882353,inf
2023,16340,3,2.0,03/13/2023,2395285,away,20794,Lynn,27,25,36.0,27,8,1,0,2,2,0,0,0,0.9722222222222222,0.0
2023,16340,3,2.0,03/14/2023,2395401,neutral,1277,Alliance,15,7,37.0,25,11,1,0,0,4,1,4,0,0.972972972972973,0.25
2023,16340,3,2.0,03/15/2023,2395632,neutral,470,New Haven,4,23,25.0,20,5,0,0,1,2,0,0,0,1.0,0.0
2023,16340,3,2.0,03/15/2023,2395714,neutral,1277,Alliance,18,7,28.0,19,5,4,0,0,2,0,0,0,0.8571428571428571,0.0
2023,16340,3,2.0,03/16/2023,2395771,neutral,1318,Post,4,13,29.0,24,4,1,0,0,0,0,0,0,0.9655172413793104,
2023,16340,3,2.0,03/21/2023,2396945,home,560,Queens (NY),4,5,29.0,26,3,0,0,0,2,0,1,0,1.0,0.0
2023,16340,3,2.0,03/24/2023,2397421,away,470,New Haven,1,4,16.0,11,5,0,0,0,2,2,3,0,1.0,1.0
2023,16340,3,2.0,03/24/2023,2425865,away,470,New Haven,2,9,31.0,23,6,2,0,0,2,0,0,0,0.9354838709677419,0.0
2023,16340,3,2.0,03/26/2023,2397774,away,470,New Haven,5,0,25.0,20,5,0,0,0,3,0,3,0,1.0,0.0
2023,16340,3,2.0,03/26/2023,2410015,away,470,New Haven,7,14,32.0,24,6,2,0,0,8,0,0,0,0.9375,0.0
2023,16340,3,2.0,03/29/2023,2398662,home,8956,Dominican (NY),8,13,34.0,22,11,1,0,0,15,3,0,0,0.9705882352941176,0.2
2023,16340,3,2.0,03/31/2023,2426795,home,1347,Saint Rose,11,3,28.0,25,3,0,0,0,0,0,0,0,1.0,
2023,16340,3,2.0,03/31/2023,2426848,home,1347,Saint Rose,4,7,27.0,21,5,1,0,0,0,1,0,0,0.9629629629629629,inf
2023,16340,3,2.0,04/02/2023,2399652,home,1347,Saint Rose,14,3,24.0,19,4,1,0,0,1,1,0,0,0.9583333333333334,1.0
2023,16340,3,2.0,04/02/2023,2410193,home,1347,Saint Rose,10,17,34.0,26,4,4,0,0,0,1,1,0,0.8823529411764706,inf
2023,16340,3,2.0,04/04/2023,2399972,home,543,Jefferson,3,5,32.0,27,5,0,0,2,2,0,0,0,1.0,0.0
2023,16340,3,2.0,04/07/2023,2400491,home,533,Pace,5,4,34.0,25,8,1,0,0,6,4,0,0,0.9705882352941176,0.6666666666666666
2023,16340,3,2.0,04/07/2023,2409634,home,533,Pace,2,4,45.0,36,8,1,0,0,2,2,3,0,0.9777777777777777,1.0
2023,16340,3,2.0,04/08/2023,2400938,home,533,Pace,3,9,27.0,20,6,1,0,1,1,0,0,0,0.9629629629629629,0.0
2023,16340,3,2.0,04/08/2023,2409643,home,533,Pace,4,15,30.0,23,7,0,0,0,2,0,0,0,1.0,0.0
2023,16340,3,2.0,04/12/2023,2401626,away,765,West Chester,10,7,33.0,24,6,3,0,0,8,2,3,0,0.9090909090909091,0.25
2023,16340,3,2.0,04/13/2023,2401704,away,8956,Dominican (NY),17,7,26.0,22,3,1,0,0,2,0,1,0,0.9615384615384616,0.0
2023,16340,4,3.0,02/25/2023,2391980,neutral,759,Webster,9,4,28.0,19,6,3,0,0,0,0,3,0,0.8928571428571429,
2023,16340,4,3.0,02/26/2023,2392297,neutral,23260,Spalding,2,10,33.0,23,8,2,0,0,4,1,0,0,0.9393939393939394,0.25
2023,16340,4,3.0,02/27/2023,2392307,away,28593,Birmingham-So.,5,6,24.0,20,2,2,0,0,6,0,0,0,0.9166666666666666,0.0
2023,16340,4,3.0,02/28/2023,2392484,away,1162,LaGrange,3,12,25.0,21,4,0,0,1,0,0,0,0,1.0,
2023,16340,4,3.0,03/03/2023,2392811,neutral,329,Kean,28,6,23.0,20,2,1,0,0,0,0,0,0,0.9565217391304348,
2023,16340,4,3.0,03/04/2023,2393064,neutral,571,Rhode Island Col.,10,4,27.0,21,6,0,0,1,2,0,2,0,1.0,0.0
2023,16340,4,3.0,03/04/2023,2393225,home,686,Swarthmore,13,16,24.0,17,7,0,0,2,4,0,0,0,1.0,0.0
2023,16340,4,3.0,03/10/2023,2394352,away,263,Greensboro,13,5,18.0,15,2,1,0,0,0,0,0,0,0.9444444444444444,
2023,16340,4,3.0,03/11/2023,2394891,neutral,396,Maryville (TN),6,4,18.0,16,2,0,0,0,0,0,0,0,1.0,
2023,16340,4,3.0,03/11/2023,2423980,neutral,442,Montclair St.,2,4,23.0,12,11,0,0,0,0,0,0,0,1.0,
2023,16340,4,3.0,03/16/2023,2424926,home,122,CWRU,3,6,21.0,14,7,0,0,1,11,2,0,0,1.0,0.18181818181818182
2023,16340,4,3.0,03/16/2023,2424964,home,122,CWRU,8,17,20.0,13,7,0,0,1,12,0,0,0,1.0,0.0
2023,16340,4,3.0,03/22/2023,2397208,home,278,Heidelberg,12,4,17.0,11,5,1,0,1,5,0,0,0,0.9411764705882353,0.0
2023,16340,4,3.0,03/26/2023,2396237,home,182,Denison,3,11,13.0,7,3,3,0,2,6,0,0,0,0.7692307692307693,0.0
2023,16340,4,3.0,03/26/2023,2398316,home,182,Denison,0,6,11.0,4,4,3,0,0,6,0,0,0,0.7272727272727273,0.0
2023,16340,4,3.0,03/28/2023,2397899,home,520,Ohio Wesleyan,6,3,8.0,4,4,0,0,0,0,2,0,0,1.0,inf
2023,16340,4,3.0,03/28/2023,2410477,home,520,Ohio Wesleyan,4,3,13.0,8,5,0,0,0,0,0,0,0,1.0,
2023,16340,4,3.0,03/29/2023,2398675,away,182,Denison,4,17,17.0,12,4,1,0,0,2,0,0,0,0.9411764705882353,0.0
2023,16340,4,3.0,03/30/2023,2426782,home,114,Calvin,9,3,6.0,4,2,0,0,0,0,0,0,0,1.0,
2023,16340,4,3.0,04/03/2023,2399345,away,114,Calvin,8,6,9.0,5,2,2,0,0,0,0,0,0,0.7777777777777778,
2023,16340,4,3.0,04/03/2023,2409090,away,114,Calvin,6,7,15.0,10,5,0,0,0,0,0,0,0,1.0,
2023,16340,4,3.0,04/04/2023,2400015,away,30037,Trine,5,6,32.0,13,19,0,0,0,2,2,1,0,1.0,1.0
2023,16340,4,3.0,04/07/2023,2400647,away,286,Hope,4,0,22.0,15,7,0,0,0,0,0,0,0,1.0,
2023,16340,4,3.0,04/08/2023,2401099,home,286,Hope,4,12,23.0,16,6,1,0,0,4,1,2,0,0.9565217391304348,0.25
2023,16340,4,3.0,04/08/2023,2410594,home,286,Hope,11,13,28.0,23,4,1,0,0,4,1,0,0,0.9642857142857143,0.25
2023,16340,4,3.0,04/12/2023,2401651,home,30037,Trine,5,1,13.0,8,5,0,0,0,0,0,2,0,1.0,
2023,16340,4,3.0,04/14/2023,2428839,away,15,Albion,9,3,26.0,20,4,2,0,0,2,2,3,0,0.9230769230769231,1.0
2023,16340,4,3.0,04/15/2023,2402122,home,15,Albion,10,9,11.0,6,3,2,0,1,6,0,0,0,0.8181818181818182,0.0
2023,16340,4,3.0,04/15/2023,2409513,home,15,Albion,9,8,23.0,14,9,0,0,0,1,0,2,0,1.0,0.0
2023,16340,4,3.0,04/18/2023,2402958,away,30037,Trine,10,3,20.0,13,6,1,0,0,0,0,0,0,0.95,
2023,16340,5,1.0,02/17/2023,2390417,away,769,Western Caro.,14,12,38.0,27,9,2,0,0,2,0,3,0,0.9473684210526315,0.0
2023,16340,5,1.0,02/18/2023,2390656,away,769,Western Caro.,1,6,24.0,18,5,1,0,0,0,0,2,0,0.9583333333333334,
2023,16340,5,1.0,02/18/2023,2407905,away,769,Western Caro.,6,11,33.0,24,8,1,0,1,4,0,0,0,0.9696969696969697,0.0
2023,16340,5,1.0,02/19/2023,2391007,away,769,Western Caro.,3,2,38.0,27,9,2,0,0,0,1,0,0,0.9473684210526315,inf
2023,16340,5,1.0,02/24/2023,2391317,away,1068,Elon,1,9,31.0,24,7,0,0,1,2,0,3,0,1.0,0.0
2023,16340,5,1.0,02/25/2023,2391605,away,1068,Elon,12,5,34.0,27,6,1,0,0,2,2,0,0,0.9705882352941176,1.0
2023,16340,5,1.0,02/26/2023,2392042,away,1068,Elon,3,8,35.0,24,9,2,0,1,2,2,0,0,0.9428571428571428,1.0
2023,16340,5,1.0,03/03/2023,2392807,neutral,559,Purdue,2,1,36.0,27,8,1,0,0,14,0,2,0,0.9722222222222222,0.0
2023,16340,5,1.0,03/04/2023,2393216,neutral,559,Purdue,9,17,34.0,24,6,4,0,0,6,0,0,0,0.8823529411764706,0.0
2023,16340,5,1.0,03/04/2023,2408666,neutral,559,Purdue,0,13,28.0,18,8,2,0,0,10,0,0,0,0.9285714285714286,0.0
2023,16340,5,1.0,03/05/2023,2393628,neutral,559,Purdue,4,23,24.0,18,4,2,0,1,6,0,0,0,0.9166666666666666,0.0
2023,16340,5,1.0,03/10/2023,2394374,home,204,Eastern Mich.,7,8,41.0,27,12,2,0,0,6,0,2,0,0.9512195121951219,0.0
2023,16340,5,1.0,03/11/2023,2394826,home,204,Eastern Mich.,3,8,36.0,27,7,2,0,0,4,0,0,0,0.9444444444444444,0.0
2023,16340,5,1.0,03/12/2023,2395148,home,204,Eastern Mich.,6,5,45.0,30,14,1,0,0,4,2,0,0,0.9777777777777777,0.5
2023,16340,5,1.0,03/15/2023,2395439,home,175,Dayton,5,11,36.0,27,8,1,0,0,2,3,0,0,0.9722222222222222,1.5
2023,16340,5,1.0,03/17/2023,2425034,home,71,Bowling Green,5,4,37.0,27,8,2,0,0,6,1,0,0,0.9459459459459459,0.16666666666666666
2023,16340,5,1.0,03/17/2023,2425051,home,71,Bowling Green,3,1,33.0,27,5,1,0,0,0,0,0,0,0.9696969696969697,
2023,16340,5,1.0,03/19/2023,2396461,home,71,Bowling Green,4,5,43.0,30,10,3,0,1,4,0,0,0,0.9302325581395349,0.0
2023,16340,5,1.0,03/21/2023,2397005,away,418,Michigan,11,10,39.0,27,9,3,0,0,4,0,0,0,0.9230769230769231,0.0
2023,16340,5,1.0,03/24/2023,2397441,away,709,Toledo,2,1,37.0,27,8,2,0,0,8,1,0,0,0.9459459459459459,0.125
2023,16340,5,1.0,03/25/2023,2397864,away,709,Toledo,8,24,33.0,24,7,2,0,2,0,0,0,0,0.9393939393939394,
2023,16340,5,1.0,03/26/2023,2398279,away,709,Toledo,9,10,30.0,24,6,0,0,0,2,0,0,0,1.0,0.0
2023,16340,5,1.0,03/28/2023,2398465,away,175,Dayton,9,5,31.0,27,4,0,0,0,0,0,2,0,1.0,
2023,16340,5,1.0,03/29/2023,2398651,home,0,Shawnee St.,6,2,41.0,27,13,1,0,0,0,0,0,0,0.975609756097561,
2023,16340,5,1.0,03/31/2023,2398883,home,47,Ball St.,4,0,34.0,27,7,0,0,0,4,0,0,0,1.0,0.0
2023,16340,5,1.0,04/01/2023,2427149,home,47,Ball St.,6,11,34.0,27,7,0,0,0,4,0,0,0,1.0,0.0
2023,16340,5,1.0,04/02/2023,2427280,home,47,Ball St.,1,9,42.0,27,13,2,0,0,4,0,0,0,0.9523809523809523,0.0
2023,16340,5,1.0,04/04/2023,2399944,home,204,Eastern Mich.,2,9,42.0,27,14,1,0,0,0,1,3,0,0.9761904761904762,inf
2023,16340,5,1.0,04/07/2023,2400601,away,774,Western Mich.,5,14,39.0,24,9,6,0,0,4,0,3,0,0.8461538461538461,0.0
2023,16340,5,1.0,04/08/2023,2401159,away,774,Western Mich.,5,4,39.0,27,12,0,0,0,6,2,0,0,1.0,0.3333333333333333
2023,16340,5,1.0,04/09/2023,2401214,away,774,Western Mich.,7,12,32.0,24,4,4,0,0,0,0,3,0,0.875,
2023,16340,5,1.0,04/11/2023,2401502,away,518,Ohio St.,1,15,20.0,18,2,0,0,0,8,0,0,0,1.0,0.0
2023,16340,5,1.0,04/14/2023,2401990,away,331,Kent St.,3,23,30.0,24,4,2,0,0,6,0,0,0,0.9333333333333333,0.0
2023,16340,6,1.0,02/17/2023,2390445,away,17,Alcorn,5,4,36.0,24,10,2,0,0,8,2,3,0,0.9444444444444444,0.25
2023,16340,6,1.0,02/18/2023,2390778,away,17,Alcorn,9,5,24.0,21,3,0,0,0,0,0,0,0,1.0,
2023,16340,6,1.0,02/19/2023,2390978,away,17,Alcorn,13,3,39.0,27,12,0,0,0,2,0,0,0,1.0,0.0
2023,16340,6,1.0,02/21/2023,2391176,away,694,Tennessee,0,10,27.0,21,6,0,0,0,0,0,4,0,1.0,
2023,16340,6,1.0,02/22/2023,2391238,away,694,Tennessee,1,23,25.0,13,8,4,0,0,4,0,0,0,0.84,0.0
2023,16340,6,1.0,02/24/2023,2421274,neutral,553,Prairie View,13,1,30.0,21,8,1,0,0,2,0,3,0,0.9666666666666667,0.0
2023,16340,6,1.0,02/25/2023,2391750,home,261,Grambling,2,3,41.0,27,13,1,0,0,0,2,3,0,0.975609756097561,inf
2023,16340,6,1.0,02/26/2023,2392301,neutral,665,Southern U.,7,9,26.0,16,8,2,0,0,2,0,3,0,0.9230769230769231,0.0
2023,16340,6,1.0,02/28/2023,2392362,home,0,Stillman,10,2,37.0,27,10,0,0,1,0,0,0,0,1.0,
2023,16340,6,1.0,03/04/2023,2393016,home,0,Wiley,6,3,30.0,21,7,2,0,0,1,0,0,0,0.9333333333333333,0.0
2023,16340,6,1.0,03/04/2023,2393407,home,0,Wiley,14,2,30.0,21,6,3,0,0,0,0,3,0,0.9,
2023,16340,6,1.0,03/08/2023,2393994,home,655,Southeastern La.,0,14,32.0,19,10,3,0,0,7,0,0,0,0.90625,0.0
2023,16340,6,1.0,03/10/2023,2394492,away,508,Northwestern St.,0,7,29.0,23,4,2,0,1,1,0,3,0,0.9310344827586207,0.0
2023,16340,6,1.0,03/11/2023,2394819,away,508,Northwestern St.,0,10,20.0,13,6,1,0,0,0,0,0,0,0.95,
2023,16340,6,1.0,03/12/2023,2395133,away,508,Northwestern St.,5,8,25.0,23,2,0,0,0,4,0,0,0,1.0,0.0
2023,16340,6,1.0,03/17/2023,2395847,away,314,Jackson St.,13,9,43.0,27,15,1,0,3,6,0,3,0,0.9767441860465116,0.0
2023,16340,6,1.0,03/18/2023,2396157,away,314,Jackson St.,6,18,31.0,18,6,7,0,1,10,0,0,0,0.7741935483870968,0.0
2023,16340,6,1.0,03/19/2023,2396597,away,314,Jackson St.,12,9,41.0,27,13,1,0,0,10,0,0,0,0.975609756097561,0.0
2023,16340,6,1.0,03/21/2023,2396860,home,695,UT Martin,8,7,33.0,26,7,0,0,1,6,0,3,0,1.0,0.0
2023,16340,6,1.0,03/24/2023,2397487,away,228,Florida A&M,0,16,26.0,18,8,0,0,1,0,1,3,0,1.0,inf
2023,16340,6,1.0,03/25/2023,2397951,away,228,Florida A&M,3,13,21.0,12,6,3,0,0,0,0,0,0,0.8571428571428571,
2023,16340,6,1.0,03/26/2023,2398266,away,228,Florida A&M,8,16,25.0,24,1,0,0,0,1,0,0,0,1.0,0.0
2023,16340,6,1.0,03/31/2023,2399014,home,7,Alabama St.,3,11,45.0,27,12,6,0,2,6,0,0,0,0.8666666666666667,0.0
2023,16340,6,1.0,04/01/2023,2399434,home,7,Alabama St.,9,17,39.0,27,12,0,0,0,6,0,2,0,1.0,0.0
2023,16340,6,1.0,04/02/2023,2399750,home,7,Alabama St.,1,6,36.0,27,9,0,0,3,6,0,3,0,1.0,0.0
2023,16340,6,1.0,04/04/2023,2399861,home,720,Tuskegee,11,8,40.0,27,10,3,0,1,0,0,3,0,0.925,
2023,16340,6,1.0,04/06/2023,2400239,home,61,Bethune-Cookman,10,12,38.0,27,9,2,0,1,3,0,0,0,0.9473684210526315,0.0
2023,16340,6,1.0,04/14/2023,2401926,home,228,Florida A&M,3,6,39.0,27,10,2,0,2,2,0,3,0,0.9487179487179487,0.0
2023,16340,7,1.0,02/17/2023,2390466,home,308,Purdue Fort Wayne,13,0,37.0,27,10,0,0,0,0,0,3,0,1.0,
2023,16340,7,1.0,02/18/2023,2390768,home,308,Purdue Fort Wayne,3,4,33.0,27,6,0,0,0,0,0,0,0,1.0,
2023,16340,7,1.0,02/18/2023,2408287,home,308,Purdue Fort Wayne,18,4,38.0,27,7,4,0,0,4,0,2,0,0.8947368421052632,0.0
2023,16340,7,1.0,02/19/2023,2391061,home,308,Purdue Fort Wayne,13,11,36.0,27,8,1,0,0,4,0,0,0,0.9722222222222222,0.0
2023,16340,7,1.0,02/21/2023,2391194,away,716,Troy,2,10,34.0,24,7,3,0,0,7,0,2,0,0.9117647058823529,0.0
2023,16340,7,1.0,02/24/2023,2391573,neutral,261,Grambling,10,4,35.0,30,5,0,0,1,2,1,0,0,1.0,0.5
2023,16340,7,1.0,02/25/2023,2391990,neutral,665,Southern U.,7,5,33.0,27,6,0,0,0,4,2,0,0,1.0,0.5
2023,16340,7,1.0,02/26/2023,2392294,away,474,New Orleans,7,18,28.0,19,8,1,0,0,4,0,0,0,0.9642857142857143,0.0
2023,16340,7,1.0,02/28/2023,2392448,home,254,Georgia St.,4,6,30.0,27,2,1,0,0,3,0,0,0,0.9666666666666667,0.0
2023,16340,7,1.0,03/01/2023,2392561,away,625,Samford,2,8,35.0,24,10,1,0,0,0,0,0,0,0.9714285714285714,
2023,16340,7,1.0,03/04/2023,2393205,home,813,Yale,10,0,31.0,24,7,0,0,0,0,0,3,0,1.0,
2023,16340,7,1.0,03/04/2023,2408660,home,813,Yale,2,7,44.0,27,12,5,0,0,16,1,0,0,0.8863636363636364,0.0625
2023,16340,7,1.0,03/05/2023,2393516,home,813,Yale,4,7,45.0,27,13,5,0,0,4,0,6,0,0.8888888888888888,0.0
2023,16340,7,1.0,03/07/2023,2393937,away,315,Jacksonville St.,13,3,31.0,27,3,1,0,0,6,0,0,0,0.967741935483871,0.0
2023,16340,7,1.0,03/08/2023,2393971,away,8,Alabama,7,21,22.0,18,4,0,0,1,5,0,0,0,1.0,0.0
2023,16340,7,1.0,03/10/2023,2394476,home,30136,Lindenwood,11,0,24.0,21,3,0,0,0,2,2,2,0,1.0,1.0
2023,16340,7,1.0,03/11/2023,2423995,home,30136,Lindenwood,4,3,36.0,27,8,1,0,0,2,1,3,0,0.9722222222222222,0.5
2023,16340,7,1.0,03/11/2023,2424059,home,30136,Lindenwood,9,2,34.0,27,6,1,0,0,0,0,2,0,0.9705882352941176,
2023,16340,7,1.0,03/17/2023,2425158,away,61,Bethune-Cookman,4,5,30.0,24,6,0,0,0,0,0,0,0,1.0,
2023,16340,7,1.0,03/17/2023,2425159,away,61,Bethune-Cookman,11,3,36.0,27,7,2,0,0,2,0,2,0,0.9444444444444444,0.0
2023,16340,7,1.0,03/18/2023,2396525,away,61,Bethune-Cookman,5,6,42.0,24,15,3,0,1,0,0,0,0,0.9285714285714286,
2023,16340,7,1.0,03/21/2023,2397059,home,315,Jacksonville St.,4,2,36.0,27,8,1,0,0,5,0,2,0,0.9722222222222222,0.0
2023,16340,7,1.0,03/24/2023,2397549,away,314,Jackson St.,9,2,40.0,27,12,1,0,0,2,0,7,0,0.975,0.0
2023,16340,7,1.0,03/25/2023,2398012,away,314,Jackson St.,9,7,40.0,27,12,1,0,0,4,0,0,0,0.975,0.0
2023,16340,7,1.0,03/26/2023,2398292,away,314,Jackson St.,6,3,36.0,27,8,1,0,0,0,1,0,0,0.9722222222222222,inf
2023,16340,7,1.0,03/28/2023,2398567,home,716,Troy,10,13,38.0,27,8,3,0,0,7,0,7,0,0.9210526315789473,0.0
2023,16340,7,1.0,03/31/2023,2399014,away,6,Alabama A&M,11,3,39.0,27,10,2,0,0,4,0,2,0,0.9487179487179487,0.0
2023,16340,7,1.0,04/01/2023,2399434,away,6,Alabama A&M,17,9,39.0,27,10,2,0,2,4,4,3,0,0.9487179487179487,1.0
2023,16340,7,1.0,04/02/2023,2399750,away,6,Alabama A&M,6,1,37.0,27,10,0,0,1,0,1,0,0,1.0,inf
2023,16340,7,1.0,04/04/2023,2400002,away,254,Georgia St.,9,2,35.0,27,8,0,0,0,0,0,3,0,1.0,
2023,16340,7,1.0,04/06/2023,2427836,home,432,Mississippi Val.,8,2,36.0,27,9,0,0,0,2,0,0,0,1.0,0.0
2023,16340,7,1.0,04/07/2023,2400571,home,432,Mississippi Val.,5,1,38.0,27,11,0,0,0,2,3,4,0,1.0,1.5
2023,16340,7,1.0,04/07/2023,2427915,home,432,Mississippi Val.,6,7,38.0,27,10,1,0,0,0,1,0,0,0.9736842105263158,inf
2023,16340,7,1.0,04/14/2023,2402009,home,314,Jackson St.,24,7,29.0,21,8,0,0,0,2,0,2,0,1.0,0.0
2023,16340,8,1.0,02/17/2023,2390261,home,575,Richmond,12,3,33.0,27,5,1,0,0,0,0,0,0,0.9696969696969697,
2023,16340,8,1.0,02/18/2023,2390509,home,575,Richmond,13,1,36.0,27,9,0,0,0,0,0,0,0,1.0,
2023,16340,8,1.0,02/19/2023,2390826,home,575,Richmond,14,1,29.0,21,7,1,0,0,0,1,3,0,0.9655172413793104,inf
2023,16340,8,1.0,02/21/2023,2391089,home,692,Tennessee Tech,7,4,41.0,27,11,3,0,0,0,0,3,0,0.926829268292683,
2023,16340,8,1.0,02/22/2023,2391207,home,695,UT Martin,10,0,27.0,21,6,0,0,0,6,0,2,0,1.0,0.0
2023,16340,8,1.0,02/24/2023,2421149,home,19651,High Point,9,4,31.0,27,3,1,0,0,0,0,2,0,0.967741935483871,
