season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2021,15580,8911,3.0,04/03/2021,2020141,home,296,Benedictine (IL),1,0,1,38.0,27,9,2,0,1,10,0,0,0,0.9473684210526315,0.0
2021,15580,8911,3.0,04/03/2021,2025849,home,296,Benedictine (IL),2,4,-2,40.0,27,13,0,0,1,2,2,7,0,1.0,1.0
2021,15580,8911,3.0,04/07/2021,2020384,home,160,Concordia Chicago,7,6,1,37.0,24,12,1,0,1,6,2,0,0,0.972972972972973,0.3333333333333333
2021,15580,8911,3.0,04/11/2021,2020715,away,20220,MSOE,2,16,-14,27.0,18,9,0,0,0,12,0,0,0,1.0,0.0
2021,15580,8911,3.0,04/11/2021,2026467,away,20220,MSOE,5,8,-3,39.0,24,13,2,0,6,6,0,0,0,0.9487179487179487,0.0
2021,15580,8911,3.0,04/12/2021,2020893,home,20220,MSOE,7,8,-1,40.0,27,12,1,0,2,8,4,3,0,0.975,0.5
2021,15580,8911,3.0,04/12/2021,2054742,home,20220,MSOE,7,18,-11,41.0,27,12,2,1,1,32,0,5,0,0.9512195121951219,0.0
2021,15580,8911,3.0,04/17/2021,2021372,away,1196,Marian (WI),1,3,-2,30.0,24,6,0,0,0,6,0,0,0,1.0,0.0
2021,15580,8911,3.0,04/17/2021,2024338,away,1196,Marian (WI),2,7,-5,36.0,24,10,2,0,0,10,0,0,0,0.9444444444444444,0.0
2021,15580,8911,3.0,04/18/2021,2021662,home,1196,Marian (WI),6,5,1,42.0,27,13,2,0,0,2,0,2,0,0.9523809523809523,0.0
2021,15580,8911,3.0,04/18/2021,2025726,home,1196,Marian (WI),3,4,-1,33.0,27,6,0,0,0,10,0,0,0,1.0,0.0
2021,15580,8911,3.0,04/20/2021,2021764,away,1194,Maranatha Baptist,7,0,7,23.0,21,2,0,0,0,2,0,0,0,1.0,0.0
2021,15580,8911,3.0,04/20/2021,2026071,away,1194,Maranatha Baptist,13,0,13,33.0,21,11,1,0,0,2,0,6,0,0.9696969696969697,0.0
2021,15580,8911,3.0,04/24/2021,2022108,home,1164,Lakeland,8,10,-2,41.0,27,12,2,0,0,2,2,3,0,0.9512195121951219,1.0
2021,15580,8911,3.0,04/24/2021,2024873,home,1164,Lakeland,13,9,4,35.0,27,6,2,0,0,6,1,0,0,0.9428571428571428,0.16666666666666666
2021,15580,8911,3.0,04/25/2021,2022321,away,1164,Lakeland,5,3,2,52.0,33,17,2,0,0,6,0,5,0,0.9615384615384616,0.0
2021,15580,8911,3.0,04/25/2021,2026094,away,1164,Lakeland,15,7,8,41.0,27,9,5,0,0,0,0,0,0,0.8780487804878049,
2021,15580,8911,3.0,05/01/2021,2022806,home,1066,Edgewood,3,15,-12,31.0,21,9,1,0,0,2,2,0,0,0.967741935483871,1.0
2021,15580,8911,3.0,05/01/2021,2026271,home,1066,Edgewood,4,15,-11,28.0,21,7,0,0,0,0,0,0,0,1.0,
2021,15580,8911,3.0,05/02/2021,2022976,away,1066,Edgewood,16,14,2,39.0,27,10,2,0,0,2,0,2,0,0.9487179487179487,0.0
2021,15580,8911,3.0,05/02/2021,2026641,away,1066,Edgewood,11,7,4,42.0,27,13,2,0,0,2,0,0,0,0.9523809523809523,0.0
2021,15580,8911,3.0,05/08/2021,2023289,away,1036,Concordia Wisconsin,2,8,-6,36.0,24,12,0,0,0,0,2,3,0,1.0,inf
2021,15580,8911,3.0,05/08/2021,2025485,away,1036,Concordia Wisconsin,3,13,-10,29.0,20,6,3,0,0,8,0,0,0,0.896551724137931,0.0
2021,15580,8911,3.0,05/09/2021,2023454,home,1036,Concordia Wisconsin,3,2,1,39.0,27,12,0,0,0,6,0,2,0,1.0,0.0
2021,15580,8911,3.0,05/09/2021,2025950,home,1036,Concordia Wisconsin,1,5,-4,37.0,27,8,2,0,0,2,0,0,0,0.9459459459459459,0.0
2021,15580,8956,2.0,03/13/2021,2056567,away,437,Molloy,3,9,-6,38.0,24,13,1,0,1,6,0,2,0,0.9736842105263158,0.0
2021,15580,8956,2.0,03/13/2021,2056569,away,437,Molloy,14,2,12,29.0,21,7,1,0,0,0,0,3,0,0.9655172413793104,
2021,15580,8956,2.0,03/18/2021,2056569,home,0,0.0,14,2,12,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,8956,2.0,03/20/2021,2018661,away,437,Molloy,4,3,1,37.0,27,10,0,0,1,0,0,7,0,1.0,
2021,15580,8956,2.0,03/20/2021,2024478,away,437,Molloy,3,1,2,31.0,21,10,0,0,0,4,0,3,0,1.0,0.0
2021,15580,8956,2.0,03/21/2021,2062060,away,407,Mercy,4,0,4,30.0,21,9,0,0,0,0,0,0,0,1.0,
2021,15580,8956,2.0,03/21/2021,2062061,away,407,Mercy,4,6,-2,24.0,18,5,1,0,1,0,2,0,0,0.9583333333333334,inf
2021,15580,8956,2.0,03/23/2021,2064189,away,995,Caldwell,4,9,-5,38.0,24,14,0,0,1,6,2,0,0,1.0,0.3333333333333333
2021,15580,8956,2.0,03/25/2021,2048859,away,407,Mercy,6,2,4,35.0,27,6,2,0,1,2,2,0,0,0.9428571428571428,1.0
2021,15580,8956,2.0,03/27/2021,2048859,home,0,0.0,6,2,4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,8956,2.0,03/31/2021,2048859,home,0,0.0,6,2,4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,8956,2.0,04/07/2021,2068967,away,675,Staten Island,21,7,14,38.0,25,10,3,0,0,2,0,3,0,0.9210526315789473,0.0
2021,15580,8956,2.0,04/09/2021,2038970,away,543,Jefferson,3,4,-1,23.0,18,5,0,0,0,2,0,0,0,1.0,0.0
2021,15580,8956,2.0,04/09/2021,2038974,away,543,Jefferson,10,6,4,27.0,21,5,1,0,0,4,2,2,0,0.9629629629629629,0.5
2021,15580,8956,2.0,04/12/2021,2038974,home,0,0.0,10,6,4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,8956,2.0,04/14/2021,2044648,home,1318,Post,19,9,10,26.0,21,4,1,0,4,0,0,0,0,0.9615384615384616,
2021,15580,8956,2.0,04/18/2021,2044658,away,1318,Post,17,4,13,27.0,21,6,0,0,0,0,0,0,0,1.0,
2021,15580,8956,2.0,04/18/2021,2044666,away,1318,Post,0,5,-5,23.0,18,4,1,0,0,2,0,0,0,0.9565217391304348,0.0
2021,15580,8956,2.0,04/20/2021,2072330,away,984,Bloomfield,11,10,1,37.0,27,7,3,0,0,0,0,0,0,0.918918918918919,
2021,15580,8956,2.0,04/24/2021,2053926,away,28594,USciences,21,12,9,31.0,21,9,1,0,1,0,2,3,0,0.967741935483871,inf
2021,15580,8956,2.0,04/24/2021,2053927,away,28594,USciences,5,6,-1,24.0,18,6,0,0,1,0,0,1,0,1.0,
2021,15580,8956,2.0,04/25/2021,2069290,home,984,Bloomfield,9,1,8,31.0,21,10,0,0,0,0,2,3,0,1.0,inf
2021,15580,8956,2.0,04/26/2021,2066001,home,21323,Chestnut Hill,4,5,-1,27.0,21,5,1,0,0,8,2,0,0,0.9629629629629629,0.25
2021,15580,8956,2.0,04/26/2021,2066002,home,21323,Chestnut Hill,7,19,-12,32.0,21,5,6,0,0,6,2,0,0,0.8125,0.3333333333333333
2021,15580,8956,2.0,04/27/2021,2069148,home,8366,Goldey-Beacom,2,8,-6,28.0,21,4,3,0,0,4,0,3,0,0.8928571428571429,0.0
2021,15580,8956,2.0,04/27/2021,2069149,home,8366,Goldey-Beacom,3,10,-7,24.0,21,1,2,0,2,2,0,0,0,0.9166666666666666,0.0
2021,15580,8956,2.0,04/30/2021,2075095,home,995,Caldwell,26,1,25,28.0,21,6,1,0,1,0,0,0,0,0.9642857142857143,
2021,15580,8956,2.0,04/30/2021,2075096,home,995,Caldwell,9,24,-15,31.0,21,8,2,0,3,2,0,0,0,0.9354838709677419,0.0
2021,15580,8956,2.0,05/02/2021,2075097,home,23157,Felician,7,8,-1,37.0,27,9,1,0,2,6,2,2,0,0.972972972972973,0.3333333333333333
2021,15580,8956,2.0,05/02/2021,2075098,home,23157,Felician,12,1,11,25.0,21,4,0,0,0,0,2,2,0,1.0,inf
2021,15580,8956,2.0,05/04/2021,2075098,home,0,0.0,12,1,11,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,8956,2.0,05/06/2021,2077303,home,1460,Wilmington (DE),6,8,-2,31.0,21,7,3,0,0,12,0,0,0,0.9032258064516129,0.0
2021,15580,8956,2.0,05/06/2021,2077435,home,1460,Wilmington (DE),8,2,6,30.0,21,8,1,0,0,0,0,0,0,0.9666666666666667,
2021,15580,8956,2.0,05/11/2021,2078138,home,984,Bloomfield,4,2,2,33.0,27,5,1,0,1,6,0,0,0,0.9696969696969697,0.0
2021,15580,8956,2.0,05/13/2021,2078710,away,995,Caldwell,15,13,2,46.0,30,14,2,0,0,2,2,3,0,0.9565217391304348,1.0
2021,15580,8956,2.0,05/15/2021,2079007,away,543,Jefferson,6,5,1,38.0,27,8,3,0,0,2,2,5,0,0.9210526315789473,1.0
2021,15580,8956,2.0,05/27/2021,2080590,neutral,468,Southern N.H.,1,5,-4,33.0,24,8,1,0,1,6,2,3,0,0.9696969696969697,0.3333333333333333
2021,15580,8956,2.0,05/28/2021,2080901,neutral,1348,St. Thomas Aquinas,2,4,-2,43.0,27,13,3,0,0,0,2,3,0,0.9302325581395349,inf
2021,15580,8965,2.0,02/05/2021,2015936,away,1371,Southeastern Okla.,5,6,-1,40.0,25,12,3,0,1,0,0,0,0,0.925,
2021,15580,8965,2.0,02/07/2021,2035903,away,1371,Southeastern Okla.,1,3,-2,25.0,18,7,0,0,0,0,0,0,0,1.0,
2021,15580,8965,2.0,02/07/2021,2035912,away,1371,Southeastern Okla.,4,5,-1,25.0,18,4,3,0,0,4,0,3,0,0.88,0.0
2021,15580,8965,2.0,02/26/2021,2016576,home,947,Arkansas Tech,1,9,-8,37.0,27,7,3,1,0,2,2,0,0,0.918918918918919,1.0
2021,15580,8965,2.0,02/26/2021,2024690,home,947,Arkansas Tech,2,6,-4,30.0,21,8,1,0,1,2,2,0,0,0.9666666666666667,1.0
2021,15580,8965,2.0,02/27/2021,2052182,home,947,Arkansas Tech,3,16,-13,32.0,21,9,2,0,3,4,2,0,0,0.9375,0.5
2021,15580,8965,2.0,03/06/2021,2056067,home,30178,Northwestern Okla.,6,5,1,33.0,27,5,1,0,0,2,0,3,0,0.9696969696969697,0.0
2021,15580,8965,2.0,03/07/2021,2017319,home,30178,Northwestern Okla.,14,9,5,32.0,27,4,1,0,0,2,0,3,0,0.96875,0.0
2021,15580,8965,2.0,03/07/2021,2024420,home,30178,Northwestern Okla.,6,10,-4,34.0,21,9,4,0,1,0,0,8,0,0.8823529411764706,
2021,15580,8965,2.0,03/13/2021,2017956,away,30202,Okla. Baptist,0,11,-11,25.0,18,4,3,0,0,2,0,0,0,0.88,0.0
2021,15580,8965,2.0,03/13/2021,2026424,away,30202,Okla. Baptist,5,18,-13,25.0,18,6,1,0,0,8,0,0,0,0.96,0.0
2021,15580,8965,2.0,03/14/2021,2060171,away,30202,Okla. Baptist,10,12,-2,29.0,24,5,0,0,0,0,2,0,0,1.0,inf
2021,15580,8965,2.0,03/19/2021,2018347,away,1376,Southern Ark.,1,5,-4,30.0,24,5,1,0,0,6,0,0,0,0.9666666666666667,0.0
2021,15580,8965,2.0,03/20/2021,2018558,away,1376,Southern Ark.,6,13,-7,35.0,24,7,4,0,1,4,0,1,0,0.8857142857142857,0.0
2021,15580,8965,2.0,03/20/2021,2026552,away,1376,Southern Ark.,3,16,-13,24.0,18,3,3,0,0,8,0,0,0,0.875,0.0
2021,15580,8965,2.0,03/26/2021,2019042,home,8411,Ark.-Monticello,1,8,-7,24.0,21,3,0,0,0,4,0,0,0,1.0,0.0
2021,15580,8965,2.0,03/26/2021,2065130,home,8411,Ark.-Monticello,10,6,4,42.0,27,13,2,0,1,0,0,3,0,0.9523809523809523,
2021,15580,8965,2.0,03/27/2021,2065428,home,8411,Ark.-Monticello,1,11,-10,30.0,21,5,4,0,1,0,0,0,0,0.8666666666666667,
2021,15580,8965,2.0,03/30/2021,2057936,home,1009,Central Okla.,1,13,-12,35.0,27,7,1,0,1,2,0,2,0,0.9714285714285714,0.0
2021,15580,8965,2.0,04/02/2021,2019955,away,8744,Southwestern Okla.,6,12,-6,30.0,24,3,3,0,0,0,0,3,0,0.9,
2021,15580,8965,2.0,04/03/2021,2020110,away,8744,Southwestern Okla.,7,10,-3,30.0,24,4,2,0,1,4,0,1,0,0.9333333333333333,0.0
2021,15580,8965,2.0,04/03/2021,2025695,away,8744,Southwestern Okla.,10,13,-3,28.0,18,6,4,0,0,2,0,0,0,0.8571428571428571,0.0
2021,15580,8965,2.0,04/09/2021,2069353,home,30152,Southern Nazarene,5,9,-4,41.0,27,13,1,0,1,4,1,3,0,0.975609756097561,0.25
2021,15580,8965,2.0,04/09/2021,2069439,home,30152,Southern Nazarene,5,6,-1,31.0,21,9,1,0,2,4,0,5,0,0.967741935483871,0.0
2021,15580,8965,2.0,04/10/2021,2069768,home,30152,Southern Nazarene,12,6,6,34.0,27,5,2,0,2,2,0,0,0,0.9411764705882353,0.0
2021,15580,8965,2.0,04/13/2021,2021064,neutral,30178,Northwestern Okla.,3,9,-6,34.0,24,8,2,1,0,2,0,3,0,0.9411764705882353,0.0
2021,15580,8965,2.0,04/17/2021,2021403,away,1123,Henderson St.,0,11,-11,28.0,18,8,2,0,0,2,0,4,0,0.9285714285714286,0.0
2021,15580,8965,2.0,04/17/2021,2024601,away,1123,Henderson St.,3,22,-19,22.0,18,2,2,0,1,2,0,0,0,0.9090909090909091,0.0
2021,15580,8965,2.0,04/18/2021,2021170,away,1123,Henderson St.,1,9,-8,34.0,24,8,2,0,0,6,0,5,0,0.9411764705882353,0.0
2021,15580,8965,2.0,04/24/2021,2022059,home,1289,Ouachita Baptist,0,2,-2,38.0,27,9,2,0,2,10,0,3,0,0.9473684210526315,0.0
2021,15580,8965,2.0,04/24/2021,2024378,home,1289,Ouachita Baptist,3,7,-4,32.0,21,7,4,0,0,6,2,0,0,0.875,0.3333333333333333
2021,15580,8965,2.0,04/25/2021,2074335,home,1289,Ouachita Baptist,2,8,-6,38.0,27,10,1,0,0,10,5,3,0,0.9736842105263158,0.5
2021,15580,8965,2.0,04/27/2021,2057938,home,30180,Rogers St.,15,19,-4,44.0,27,11,6,0,2,6,0,9,0,0.8636363636363636,0.0
2021,15580,8965,2.0,05/01/2021,2022703,home,1371,Southeastern Okla.,2,9,-7,39.0,27,8,4,0,0,0,0,0,0,0.8974358974358975,
2021,15580,8965,2.0,05/01/2021,2025760,home,1371,Southeastern Okla.,4,9,-5,32.0,21,8,3,0,0,0,2,0,0,0.90625,inf
2021,15580,8965,2.0,05/02/2021,2076371,home,1371,Southeastern Okla.,3,14,-11,30.0,21,6,3,0,0,0,2,0,0,0.9,inf
2021,15580,8965,2.0,05/07/2021,2077534,away,1116,Harding,2,6,-4,29.0,24,5,0,0,0,6,2,0,0,1.0,0.3333333333333333
2021,15580,8965,2.0,05/07/2021,2077603,away,1116,Harding,0,7,-7,27.0,18,9,0,0,1,0,0,6,0,1.0,
2021,15580,8965,2.0,05/08/2021,2077771,away,1116,Harding,1,14,-13,24.0,18,5,1,0,0,4,0,0,0,0.9583333333333334,0.0
2021,15580,8968,3.0,03/06/2021,2049761,away,21852,Stevenson,0,15,-15,40.0,24,13,3,0,4,6,2,5,0,0.925,0.3333333333333333
2021,15580,8968,3.0,03/06/2021,2049762,away,21852,Stevenson,3,13,-10,34.0,24,10,0,0,2,10,2,2,0,1.0,0.2
2021,15580,8968,3.0,03/14/2021,2051873,away,783,Widener,5,7,-2,40.0,24,12,4,0,0,2,2,0,0,0.9,1.0
2021,15580,8968,3.0,03/14/2021,2051874,away,783,Widener,4,9,-5,36.0,24,10,2,0,0,4,0,3,0,0.9444444444444444,0.0
2021,15580,8968,3.0,03/23/2021,2048297,away,351,Lebanon Valley,0,3,-3,24.0,18,5,1,0,1,0,2,3,0,0.9583333333333334,inf
2021,15580,8968,3.0,03/23/2021,2048299,away,351,Lebanon Valley,13,3,10,25.0,21,4,0,0,0,0,0,0,0,1.0,
2021,15580,8968,3.0,03/27/2021,2051876,home,783,Widener,0,5,-5,27.0,21,5,1,0,0,0,0,2,0,0.9629629629629629,
2021,15580,8968,3.0,03/27/2021,2051879,home,783,Widener,5,6,-1,39.0,27,12,0,0,0,2,0,1,0,1.0,0.0
2021,15580,8968,3.0,04/06/2021,2068311,away,21852,Stevenson,0,15,-15,26.0,18,8,0,0,0,4,0,0,0,1.0,0.0
2021,15580,8968,3.0,04/06/2021,2068356,away,21852,Stevenson,0,9,-9,31.0,24,7,0,0,0,4,2,0,0,1.0,0.5
2021,15580,8968,3.0,04/10/2021,2069760,home,938,Alvernia,3,8,-5,28.0,21,5,2,0,1,2,0,0,0,0.9285714285714286,0.0
2021,15580,8968,3.0,04/10/2021,2069762,home,938,Alvernia,13,5,8,36.0,27,8,1,0,3,0,0,1,0,0.9722222222222222,
2021,15580,8968,3.0,04/16/2021,2068717,away,411,Messiah,1,5,-4,30.0,18,9,3,0,1,8,2,3,0,0.9,0.25
2021,15580,8968,3.0,04/16/2021,2068718,away,411,Messiah,2,1,1,36.0,27,7,2,0,2,4,2,2,0,0.9444444444444444,0.5
2021,15580,8968,3.0,04/17/2021,2068700,home,411,Messiah,6,3,3,27.0,21,6,0,0,2,4,0,2,0,1.0,0.0
2021,15580,8968,3.0,04/17/2021,2068701,home,411,Messiah,0,8,-8,44.0,27,15,2,0,1,6,2,0,0,0.9545454545454546,0.3333333333333333
2021,15580,8968,3.0,04/22/2021,2051881,away,783,Widener,10,8,2,35.0,24,9,2,1,0,4,2,2,0,0.9428571428571428,0.5
2021,15580,8968,3.0,04/22/2021,2051884,away,783,Widener,6,4,2,28.0,21,5,2,0,3,6,0,0,0,0.9285714285714286,0.0
2021,15580,8968,3.0,04/23/2021,2047074,home,815,York (PA),0,14,-14,29.0,21,5,3,0,1,0,0,5,0,0.896551724137931,
2021,15580,8968,3.0,04/23/2021,2047078,home,815,York (PA),16,10,6,40.0,27,13,0,0,0,0,0,3,0,1.0,
2021,15580,8968,3.0,04/24/2021,2047069,away,815,York (PA),0,11,-11,27.0,18,7,2,0,0,8,0,0,0,0.9259259259259259,0.0
2021,15580,8968,3.0,04/24/2021,2047072,away,815,York (PA),12,7,5,34.0,27,6,1,0,0,0,0,5,0,0.9705882352941176,
2021,15580,8968,3.0,05/01/2021,2074485,away,783,Widener,17,11,6,36.0,27,7,2,0,1,0,0,2,0,0.9444444444444444,
2021,15580,8968,3.0,05/01/2021,2074706,away,783,Widener,2,8,-6,31.0,24,5,2,0,1,4,2,0,0,0.9354838709677419,0.5
2021,15580,8968,3.0,05/02/2021,2076166,away,783,Widener,8,7,1,33.0,27,6,0,0,0,2,0,0,0,1.0,0.0
2021,15580,8968,3.0,05/08/2021,2076414,away,815,York (PA),7,9,-2,32.0,24,8,0,0,0,0,2,3,0,1.0,inf
2021,15580,8968,3.0,05/08/2021,2076435,away,815,York (PA),4,12,-8,38.0,24,10,4,0,2,0,0,5,0,0.8947368421052632,
2021,15580,8981,3.0,03/24/2021,2064618,home,605,St. Joseph's (ME),0,1,-1,36.0,27,9,0,0,0,2,0,0,0,1.0,0.0
2021,15580,8981,3.0,03/27/2021,2061179,home,762,Wentworth,8,2,6,37.0,27,10,0,0,0,0,2,0,0,1.0,inf
2021,15580,8981,3.0,03/27/2021,2061180,home,762,Wentworth,4,3,1,24.0,21,3,0,0,1,0,0,0,0,1.0,
2021,15580,8981,3.0,04/02/2021,2067537,home,484,Nichols,11,3,8,26.0,21,3,2,0,0,0,0,0,0,0.9230769230769231,
2021,15580,8981,3.0,04/02/2021,2067541,home,484,Nichols,6,5,1,40.0,27,11,2,0,0,6,0,0,0,0.95,0.0
2021,15580,8981,3.0,04/03/2021,2067799,away,484,Nichols,6,12,-6,37.0,24,8,5,0,0,0,3,2,0,0.8648648648648649,inf
2021,15580,8981,3.0,04/07/2021,2068971,home,684,Suffolk,4,6,-2,33.0,21,9,3,0,0,0,2,2,0,0.9090909090909091,inf
2021,15580,8981,3.0,04/07/2021,2068974,home,684,Suffolk,4,5,-1,39.0,27,9,3,0,0,2,0,0,0,0.9230769230769231,0.0
2021,15580,8981,3.0,04/10/2021,2062711,away,1099,Gordon,2,5,-3,24.0,18,5,1,0,0,0,2,0,0,0.9583333333333334,inf
2021,15580,8981,3.0,04/10/2021,2062776,away,1099,Gordon,24,5,19,30.0,21,7,2,0,0,0,0,0,0,0.9333333333333333,
2021,15580,8981,3.0,04/11/2021,2069950,home,1099,Gordon,7,6,1,32.0,21,9,2,0,0,2,4,0,0,0.9375,2.0
2021,15580,8981,3.0,04/11/2021,2069951,home,1099,Gordon,14,11,3,36.0,27,8,1,0,2,0,0,0,0,0.9722222222222222,
2021,15580,8981,3.0,04/17/2021,2062778,away,684,Suffolk,3,2,1,34.0,21,12,1,0,0,0,0,6,0,0.9705882352941176,
2021,15580,8981,3.0,04/17/2021,2070903,away,684,Suffolk,5,2,3,36.0,27,8,1,0,2,2,0,2,0,0.9722222222222222,0.0
2021,15580,8981,3.0,04/18/2021,2070929,home,684,Suffolk,7,1,6,31.0,21,10,0,0,0,0,0,0,0,1.0,
2021,15580,8981,3.0,04/18/2021,2070931,home,684,Suffolk,9,14,-5,40.0,27,11,2,0,0,0,0,3,0,0.95,
2021,15580,8981,3.0,04/24/2021,2061236,home,762,Wentworth,11,1,10,33.0,21,11,1,0,0,0,0,6,0,0.9696969696969697,
2021,15580,8981,3.0,04/24/2021,2061237,home,762,Wentworth,13,3,10,32.0,21,10,1,0,0,2,0,0,0,0.96875,0.0
2021,15580,8981,3.0,04/28/2021,2061240,home,762,Wentworth,10,3,7,34.0,27,7,0,0,1,0,0,2,0,1.0,
2021,15580,8981,3.0,05/01/2021,2075986,home,684,Suffolk,5,4,1,41.0,27,14,0,0,0,0,2,6,0,1.0,inf
2021,15580,8981,3.0,05/01/2021,2075997,away,684,Suffolk,21,5,16,36.0,27,7,2,0,0,0,0,2,0,0.9444444444444444,
2021,15580,9012,2.0,02/04/2021,2015922,away,30092,Flagler,3,2,1,31.0,27,4,0,0,0,2,0,0,0,1.0,0.0
2021,15580,9012,2.0,02/05/2021,2015924,away,30092,Flagler,13,5,8,31.0,27,4,0,0,0,0,0,2,0,1.0,
2021,15580,9012,2.0,02/06/2021,2015941,away,30092,Flagler,6,4,2,44.0,27,16,1,0,1,0,0,0,0,0.9772727272727273,
2021,15580,9012,2.0,02/21/2021,2016473,home,435,Missouri S&T,7,6,1,46.0,27,15,4,0,0,2,8,2,0,0.9130434782608695,4.0
2021,15580,9012,2.0,02/21/2021,2048097,home,9013,Missouri Western,4,2,2,43.0,30,12,1,0,1,2,1,0,0,0.9767441860465116,0.5
2021,15580,9012,2.0,02/22/2021,2016325,home,435,Missouri S&T,14,1,13,29.0,21,7,1,0,0,0,0,6,0,0.9655172413793104,
2021,15580,9012,2.0,02/27/2021,2048680,home,1071,Emporia St.,3,0,3,31.0,27,4,0,0,0,0,0,2,0,1.0,
2021,15580,9012,2.0,02/27/2021,2048681,home,1071,Emporia St.,4,3,1,37.0,27,9,1,0,1,0,4,0,0,0.972972972972973,inf
2021,15580,9012,2.0,02/28/2021,2048682,home,1071,Emporia St.,7,0,7,33.0,27,5,1,0,0,2,0,0,0,0.9696969696969697,0.0
2021,15580,9012,2.0,03/05/2021,2017205,away,2814,Washburn,3,1,2,38.0,27,10,1,0,0,2,0,0,0,0.9736842105263158,0.0
2021,15580,9012,2.0,03/06/2021,2017398,away,2814,Washburn,3,5,-2,38.0,24,14,0,0,1,2,2,3,0,1.0,1.0
2021,15580,9012,2.0,03/06/2021,2024749,away,2814,Washburn,4,3,1,43.0,33,8,2,0,0,2,0,3,0,0.9534883720930233,0.0
2021,15580,9012,2.0,03/11/2021,2058718,away,9013,Missouri Western,8,6,2,32.0,27,5,0,0,1,0,2,0,0,1.0,inf
2021,15580,9012,2.0,03/11/2021,2058777,away,9013,Missouri Western,13,1,12,28.0,21,6,1,0,1,0,0,3,0,0.9642857142857143,
2021,15580,9012,2.0,03/12/2021,2058939,away,9013,Missouri Western,0,3,-3,35.0,24,10,1,0,0,0,2,5,0,0.9714285714285714,inf
2021,15580,9012,2.0,03/19/2021,2062716,home,1009,Central Okla.,5,2,3,36.0,27,8,1,0,0,0,0,0,0,0.9722222222222222,
2021,15580,9012,2.0,03/20/2021,2062702,home,1009,Central Okla.,12,5,7,37.0,27,10,0,0,1,0,2,2,0,1.0,inf
2021,15580,9012,2.0,03/20/2021,2062703,home,1009,Central Okla.,6,11,-5,41.0,30,9,2,0,2,6,2,0,0,0.9512195121951219,0.3333333333333333
2021,15580,9012,2.0,03/26/2021,2019169,away,9011,Fort Hays St.,12,2,10,27.0,21,6,0,0,1,0,0,0,0,1.0,
2021,15580,9012,2.0,03/27/2021,2019362,away,9011,Fort Hays St.,16,6,10,39.0,27,11,1,0,1,2,0,3,0,0.9743589743589743,0.0
2021,15580,9012,2.0,03/27/2021,2024813,away,9011,Fort Hays St.,18,17,1,36.0,27,7,2,0,3,0,1,0,0,0.9444444444444444,inf
2021,15580,9012,2.0,04/02/2021,2067465,home,130,Central Mo.,2,5,-3,37.0,27,10,0,0,0,0,5,0,0,1.0,inf
2021,15580,9012,2.0,04/03/2021,2020119,home,130,Central Mo.,12,17,-5,37.0,27,9,1,0,0,0,0,0,0,0.972972972972973,
2021,15580,9012,2.0,04/03/2021,2025827,home,130,Central Mo.,10,22,-12,40.0,27,10,3,0,0,2,2,0,0,0.925,1.0
2021,15580,9012,2.0,04/09/2021,2069399,home,30054,Newman,8,1,7,35.0,27,7,1,0,0,0,0,0,0,0.9714285714285714,
2021,15580,9012,2.0,04/10/2021,2064357,home,30054,Newman,5,2,3,36.0,27,8,1,0,0,0,0,0,0,0.9722222222222222,
2021,15580,9012,2.0,04/10/2021,2064358,home,30054,Newman,29,11,18,29.0,21,8,0,0,2,0,0,0,0,1.0,
2021,15580,9012,2.0,04/13/2021,2054299,home,1057,Drury,10,3,7,42.0,27,13,2,0,1,6,0,0,0,0.9523809523809523,0.0
2021,15580,9012,2.0,04/17/2021,2021531,home,12810,Northeastern St.,5,0,5,32.0,27,4,1,1,0,0,0,2,0,0.96875,
2021,15580,9012,2.0,04/17/2021,2025240,home,12810,Northeastern St.,2,3,-1,35.0,27,7,1,0,0,0,0,3,0,0.9714285714285714,
2021,15580,9012,2.0,04/18/2021,2072097,home,12810,Northeastern St.,10,9,1,36.0,27,8,1,0,0,2,2,2,0,0.9722222222222222,1.0
2021,15580,9012,2.0,04/24/2021,2022055,away,1314,Pittsburg St.,2,3,-1,51.0,37,13,1,0,0,2,0,0,0,0.9803921568627451,0.0
2021,15580,9012,2.0,04/24/2021,2024374,away,1314,Pittsburg St.,3,4,-1,32.0,25,6,1,0,0,8,0,0,0,0.96875,0.0
2021,15580,9012,2.0,04/25/2021,2021849,away,1314,Pittsburg St.,7,8,-1,34.0,24,10,0,0,0,0,2,0,0,1.0,inf
2021,15580,9012,2.0,05/01/2021,2022795,away,507,Northwest Mo. St.,6,2,4,34.0,27,6,1,0,0,0,0,3,0,0.9705882352941176,
2021,15580,9012,2.0,05/01/2021,2026136,away,507,Northwest Mo. St.,11,4,7,36.0,27,6,3,0,1,0,2,2,0,0.9166666666666666,inf
2021,15580,9012,2.0,05/02/2021,2022983,away,507,Northwest Mo. St.,6,5,1,43.0,33,10,0,0,1,0,2,0,0,1.0,inf
