season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2020,15204,2,1.0,02/14/2020,1830342,home,30024,Utah Valley,3,2,34.0,27,5,2,0,0,0,0,3,0,0.9411764705882353,
2020,15204,2,1.0,02/15/2020,1830550,home,30024,Utah Valley,10,1,34.0,27,7,0,0,0,0,0,0,0,1.0,
2020,15204,2,1.0,02/15/2020,1848761,home,30024,Utah Valley,10,3,41.0,27,13,1,0,0,0,0,3,0,0.975609756097561,
2020,15204,2,1.0,02/16/2020,1830897,home,30024,Utah Valley,4,3,41.0,33,7,1,0,1,0,0,0,0,0.975609756097561,
2020,15204,2,1.0,02/18/2020,1831035,away,698,TCU,4,14,34.0,24,7,3,0,0,8,0,0,0,0.9117647058823529,0.0
2020,15204,2,1.0,02/21/2020,1831129,away,104,UC Santa Barbara,0,7,38.0,24,9,5,0,0,4,2,4,0,0.868421052631579,0.5
2020,15204,2,1.0,02/22/2020,1831410,away,104,UC Santa Barbara,1,6,36.0,24,10,2,0,0,4,2,3,0,0.9444444444444444,0.5
2020,15204,2,1.0,02/23/2020,1831786,away,104,UC Santa Barbara,5,4,38.0,27,10,1,0,1,0,2,2,0,0.9736842105263158,inf
2020,15204,2,1.0,02/27/2020,1832281,home,817,Youngstown St.,5,2,37.0,27,8,2,0,0,4,0,0,0,0.9459459459459459,0.0
2020,15204,2,1.0,02/28/2020,1832555,home,817,Youngstown St.,2,4,34.0,27,7,0,0,0,2,0,3,0,1.0,0.0
2020,15204,2,1.0,02/29/2020,1832885,home,817,Youngstown St.,0,9,42.0,27,11,4,0,0,4,2,3,0,0.9047619047619048,0.5
2020,15204,2,1.0,03/06/2020,1833958,away,508,Northwestern St.,1,7,37.0,24,11,2,1,1,4,2,0,0,0.9459459459459459,0.5
2020,15204,2,1.0,03/07/2020,1834286,away,508,Northwestern St.,8,2,38.0,27,10,1,0,0,2,0,0,0,0.9736842105263158,0.0
2020,15204,2,1.0,03/08/2020,1834604,away,508,Northwestern St.,3,8,36.0,24,8,4,0,1,0,4,2,0,0.8888888888888888,inf
2020,15204,2,1.0,03/11/2020,1835060,away,703,Texas,1,9,31.0,24,6,1,0,0,6,0,3,0,0.967741935483871,0.0
2020,15204,2,1.0,03/13/2020,1835060,home,0,0.0,1,9,0.0,0,0,0,0,0,0,0,0,0,,
2020,15204,2,1.0,03/14/2020,1835060,home,0,0.0,1,9,0.0,0,0,0,0,0,0,0,0,0,,
2020,15204,3,2.0,02/29/2020,1848791,home,241,Franklin Pierce,17,20,33.0,27,5,1,0,0,0,0,0,0,0.9696969696969697,
2020,15204,3,2.0,03/01/2020,1832701,home,241,Franklin Pierce,10,1,31.0,21,10,0,0,0,0,0,3,0,1.0,
2020,15204,3,2.0,03/01/2020,1833168,home,241,Franklin Pierce,6,4,26.0,21,4,1,0,1,0,2,2,0,0.9615384615384616,inf
2020,15204,3,2.0,03/04/2020,1833405,home,984,Bloomfield,17,4,29.0,21,7,1,0,0,10,0,3,0,0.9655172413793104,0.0
2020,15204,3,2.0,03/07/2020,1971295,home,468,Southern N.H.,1,0,31.0,27,4,0,0,0,4,2,0,0,1.0,0.5
2020,15204,3,2.0,03/08/2020,1971504,home,468,Southern N.H.,4,10,39.0,27,10,2,0,0,16,0,0,0,0.9487179487179487,0.0
2020,15204,3,2.0,03/08/2020,1971549,home,468,Southern N.H.,0,3,34.0,21,13,0,0,0,2,2,0,0,1.0,1.0
2020,15204,3,2.0,03/12/2020,1835302,away,20794,Lynn,2,4,30.0,24,6,0,0,0,2,2,3,0,1.0,1.0
2020,15204,3,2.0,03/12/2020,1972616,neutral,682,Stonehill,2,9,40.0,27,10,3,0,0,2,0,0,0,0.925,0.0
