season,season_id,school_id,stats_player_seq,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2022,15860,2,1997675.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,1997699.0,59,235,72,124,46,18,2,10,51,36,12,3,0,34,0.0,8,1,0,3,4.0,3.0,274,0.30638297872340425,0.43795620437956206,0.6553191489361702,1.0932753533157322,0.31958762886597936,0.32727272727272727,0.0364963503649635,0.12408759124087591,0.13138686131386862,-0.007299270072992706,1.0588235294117647
2022,15860,2,2347955.0,59,54,12,20,7,3,1,1,9,3,0,0,1,16,0.0,1,2,0,0,0.0,0.0,58,0.2222222222222222,0.25862068965517243,0.46296296296296297,0.7215836526181354,0.2972972972972973,0.42857142857142855,0.017241379310344827,0.27586206896551724,0.05172413793103448,0.22413793103448276,0.1875
2022,15860,2,2347956.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347964.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347965.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347968.0,59,99,34,41,17,2,1,1,17,17,2,0,0,18,0.0,1,0,0,0,2.0,2.0,116,0.3434343434343434,0.45689655172413796,0.45454545454545453,0.9114420062695925,0.4125,0.3076923076923077,0.008620689655172414,0.15517241379310345,0.14655172413793102,0.008620689655172431,0.9444444444444444
2022,15860,2,2347972.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347974.0,59,201,61,89,39,17,1,3,32,21,15,2,1,58,0.0,5,2,0,0,3.0,3.0,225,0.3034825870646766,0.4311111111111111,0.5472636815920398,0.9783747927031509,0.4084507042253521,0.3829787234042553,0.013333333333333334,0.2577777777777778,0.09333333333333334,0.16444444444444445,0.3620689655172414
2022,15860,2,2347976.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347979.0,59,189,50,101,41,10,1,13,42,20,15,3,0,73,0.0,3,1,1,0,1.0,1.0,212,0.26455026455026454,0.4009433962264151,0.6613756613756614,1.0623190576020765,0.3490566037735849,0.3888888888888889,0.06132075471698113,0.3443396226415094,0.09433962264150944,0.24999999999999997,0.273972602739726
2022,15860,2,2347980.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347982.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347985.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2347987.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2494394.0,59,135,27,58,36,7,0,8,33,19,9,1,0,54,0.0,4,1,0,1,2.0,2.0,155,0.2,0.3548387096774194,0.5407407407407407,0.8955794504181601,0.25675675675675674,0.5957446808510638,0.05161290322580645,0.34838709677419355,0.12258064516129032,0.22580645161290325,0.35185185185185186
2022,15860,2,2494396.0,59,213,69,108,46,13,1,8,43,24,7,3,0,48,0.0,13,1,0,0,8.0,8.0,240,0.323943661971831,0.4166666666666667,0.6103286384976526,1.0269953051643192,0.38125,0.41304347826086957,0.03333333333333333,0.2,0.1,0.1,0.5
2022,15860,2,2494397.0,59,235,67,133,67,15,0,17,66,47,4,2,1,82,0.0,16,2,3,0,2.0,2.0,285,0.2851063829787234,0.41403508771929826,0.7021276595744681,1.1161627472937663,0.36231884057971014,0.49504950495049505,0.05964912280701754,0.28771929824561404,0.1649122807017544,0.12280701754385964,0.573170731707317
2022,15860,2,2494398.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2494946.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2678253.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2678254.0,59,10,4,6,2,2,0,0,0,0,0,0,0,5,0.0,0,0,0,0,1.0,1.0,10,0.4,0.4,0.8,1.2000000000000002,0.8,0.5,0.0,0.5,0.0,0.5,0.0
2022,15860,2,2678258.0,59,3,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2022,15860,2,2678259.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2678260.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2678261.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2678262.0,59,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0
2022,15860,2,2678263.0,59,6,1,1,1,0,0,0,1,0,0,0,0,4,0.0,0,0,0,0,0.0,0.0,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0
2022,15860,2,2678268.0,59,14,2,2,1,0,0,0,0,0,0,0,0,3,0.0,1,0,0,0,0.0,0.0,14,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.18181818181818182,0.5,0.0,0.21428571428571427,0.0,0.21428571428571427,0.0
2022,15860,2,2678272.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2678273.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,2,2678291.0,59,75,20,25,15,2,0,1,14,5,2,0,1,15,0.0,8,5,0,0,1.0,1.0,81,0.26666666666666666,0.3333333333333333,0.37333333333333335,0.7066666666666667,0.3220338983050847,0.5384615384615384,0.012345679012345678,0.18518518518518517,0.06172839506172839,0.12345679012345678,0.3333333333333333
2022,15860,2,2678295.0,59,197,63,102,32,17,2,6,49,20,4,2,0,54,0.0,2,1,1,0,2.0,2.0,219,0.3197969543147208,0.3972602739726027,0.6446700507614214,1.0419303247340241,0.41007194244604317,0.32098765432098764,0.0273972602739726,0.2465753424657534,0.091324200913242,0.1552511415525114,0.37037037037037035
2022,15860,2,2678298.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,1981115.0,55,180,54,73,17,6,2,3,31,16,4,6,2,34,0.0,2,4,2,0,2.0,1.0,204,0.3,0.3627450980392157,0.4666666666666667,0.8294117647058823,0.3422818791946309,0.19718309859154928,0.014705882352941176,0.16666666666666666,0.0784313725490196,0.08823529411764705,0.47058823529411764
2022,15860,5,2308151.0,55,98,32,34,18,2,0,0,11,8,0,0,1,24,0.0,1,1,0,0,3.0,2.0,107,0.32653061224489793,0.37383177570093457,0.3673469387755102,0.7411787144764448,0.43243243243243246,0.45,0.0,0.22429906542056074,0.07476635514018691,0.14953271028037385,0.3333333333333333
2022,15860,5,2308162.0,55,15,3,4,1,1,0,0,0,2,0,0,0,6,0.0,0,0,0,0,0.0,0.0,17,0.2,0.29411764705882354,0.3333333333333333,0.6274509803921569,0.3333333333333333,0.2,0.0,0.35294117647058826,0.11764705882352941,0.23529411764705885,0.3333333333333333
2022,15860,5,2308165.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2308185.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2308188.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2308195.0,55,105,20,28,13,5,0,1,7,12,2,0,1,32,0.0,1,0,0,0,1.0,0.0,118,0.19047619047619047,0.288135593220339,0.3238095238095238,0.6119451170298629,0.2638888888888889,0.36363636363636365,0.00847457627118644,0.2711864406779661,0.1016949152542373,0.1694915254237288,0.375
2022,15860,5,2308200.0,55,87,26,37,19,6,1,1,10,16,1,2,3,11,0.0,1,1,1,0,1.0,0.0,108,0.2988505747126437,0.39814814814814814,0.5172413793103449,0.915389527458493,0.3246753246753247,0.42857142857142855,0.009259259259259259,0.10185185185185185,0.14814814814814814,-0.046296296296296294,1.4545454545454546
2022,15860,5,2308203.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2308206.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2022,15860,5,2308261.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2308269.0,55,167,37,58,30,10,1,3,20,20,8,1,3,55,0.0,4,2,2,0,2.0,1.0,191,0.2215568862275449,0.3403141361256545,0.4311377245508982,0.7714518606765527,0.3090909090909091,0.43548387096774194,0.015706806282722512,0.2879581151832461,0.10471204188481675,0.18324607329842935,0.36363636363636365
2022,15860,5,2308292.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2308296.0,55,198,56,88,23,11,3,5,33,18,2,4,0,45,0.0,4,2,0,1,5.0,2.0,220,0.2828282828282828,0.34545454545454546,0.5404040404040404,0.8858585858585859,0.3355263157894737,0.2535211267605634,0.022727272727272728,0.20454545454545456,0.08181818181818182,0.12272727272727274,0.4
2022,15860,5,2308299.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2308378.0,55,154,40,47,26,5,1,0,19,22,3,3,6,26,0.0,9,2,1,0,4.0,0.0,185,0.2597402597402597,0.35135135135135137,0.34415584415584416,0.6955071955071955,0.3053435114503817,0.4,0.0,0.14054054054054055,0.11891891891891893,0.021621621621621623,0.8461538461538461
2022,15860,5,2328921.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2496142.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2496157.0,55,38,7,11,4,1,0,1,4,2,2,0,2,12,0.0,0,0,0,0,3.0,1.0,42,0.18421052631578946,0.2619047619047619,0.34210526315789475,0.6040100250626567,0.24,0.3,0.023809523809523808,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.16666666666666666
2022,15860,5,2496161.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2496193.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2496195.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2496201.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2673188.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2673265.0,55,188,49,82,22,8,2,7,29,20,3,0,0,55,0.0,5,1,1,1,2.0,0.0,208,0.26063829787234044,0.34615384615384615,0.526595744680851,0.8727495908346972,0.3333333333333333,0.23076923076923078,0.03365384615384615,0.2644230769230769,0.09615384615384616,0.16826923076923078,0.36363636363636365
2022,15860,5,2673266.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2673268.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2673312.0,55,147,33,53,24,3,1,5,14,26,3,0,7,32,0.0,9,2,0,0,5.0,1.0,180,0.22448979591836735,0.34444444444444444,0.4217687074829932,0.7662131519274377,0.2545454545454545,0.3333333333333333,0.027777777777777776,0.17777777777777778,0.14444444444444443,0.033333333333333354,0.8125
2022,15860,5,2673313.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,5,2673314.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2022,15860,5,2673316.0,55,151,41,68,20,9,0,6,20,9,5,0,3,44,0.0,2,2,0,1,1.0,0.0,163,0.271523178807947,0.3374233128834356,0.5496688741721855,0.887092187055621,0.3465346534653465,0.2857142857142857,0.03680981595092025,0.26993865030674846,0.05521472392638037,0.21472392638036808,0.20454545454545456
2022,15860,5,2673317.0,55,58,9,9,3,0,0,0,6,4,2,1,0,17,0.0,0,0,1,0,0.0,0.0,63,0.15517241379310345,0.23809523809523808,0.15517241379310345,0.39326765188834156,0.21428571428571427,0.2,0.0,0.2698412698412698,0.06349206349206349,0.20634920634920634,0.23529411764705882
2022,15860,6,1998507.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,1998529.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2117995.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2117997.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2118001.0,47,73,16,19,9,1,1,0,14,19,2,0,2,29,0.0,10,3,0,0,0.0,0.0,94,0.2191780821917808,0.39361702127659576,0.2876712328767123,0.6812882541533081,0.36363636363636365,0.24324324324324326,0.0,0.30851063829787234,0.20212765957446807,0.10638297872340427,0.6551724137931034
2022,15860,6,2118006.0,47,172,45,60,28,7,1,2,27,14,3,4,0,49,0.0,7,2,1,0,1.0,0.0,190,0.2616279069767442,0.3263157894736842,0.4069767441860465,0.7332925336597307,0.344,0.43333333333333335,0.010526315789473684,0.2578947368421053,0.07368421052631578,0.1842105263157895,0.2857142857142857
2022,15860,6,2118012.0,47,131,31,43,15,3,0,3,21,14,3,2,2,18,0.0,2,0,1,1,8.0,3.0,149,0.2366412213740458,0.3221476510067114,0.37404580152671757,0.696193452533429,0.25,0.26666666666666666,0.020134228187919462,0.12080536912751678,0.09395973154362416,0.02684563758389262,0.7777777777777778
2022,15860,6,2308870.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2308871.0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2022,15860,6,2308903.0,47,96,36,51,25,4,1,3,16,8,1,1,1,24,0.0,10,2,1,0,2.0,0.0,106,0.375,0.42452830188679247,0.6145833333333334,1.039111635220126,0.4714285714285714,0.5238095238095238,0.02830188679245283,0.22641509433962265,0.07547169811320754,0.15094339622641512,0.3333333333333333
2022,15860,6,2308904.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2308915.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2472298.0,47,66,16,19,5,1,1,0,7,8,0,0,0,23,0.0,2,1,0,0,1.0,0.0,74,0.24242424242424243,0.32432432432432434,0.3181818181818182,0.6425061425061425,0.37209302325581395,0.20833333333333334,0.0,0.3108108108108108,0.10810810810810811,0.2027027027027027,0.34782608695652173
2022,15860,6,2472300.0,47,7,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0.5714285714285714,0.0,0.5714285714285714,0.0
2022,15860,6,2680999.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2681000.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2681001.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2681002.0,47,17,3,3,2,0,0,0,0,2,0,0,0,10,0.0,2,0,0,0,0.0,0.0,19,0.17647058823529413,0.2631578947368421,0.17647058823529413,0.4396284829721362,0.42857142857142855,0.4,0.0,0.5263157894736842,0.10526315789473684,0.42105263157894735,0.2
2022,15860,6,2681003.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2022,15860,6,2681004.0,47,135,33,74,22,7,2,10,31,13,3,1,1,68,0.0,4,4,0,0,1.0,0.0,150,0.24444444444444444,0.32666666666666666,0.6888888888888889,1.0155555555555555,0.39655172413793105,0.3076923076923077,0.06666666666666667,0.4533333333333333,0.08666666666666667,0.36666666666666664,0.19117647058823528
2022,15860,6,2681005.0,47,119,32,39,25,3,2,0,13,19,12,0,6,23,0.0,21,4,1,0,3.0,1.0,144,0.2689075630252101,0.4375,0.3697478991596639,0.8072478991596639,0.3333333333333333,0.3968253968253968,0.0,0.1597222222222222,0.13194444444444445,0.027777777777777762,0.8260869565217391
2022,15860,6,2681036.0,47,105,25,25,18,0,0,0,10,15,5,1,7,19,0.0,13,3,0,0,3.0,0.0,128,0.23809523809523808,0.3515625,0.23809523809523808,0.5896577380952381,0.28735632183908044,0.4,0.0,0.1484375,0.1171875,0.03125,0.7894736842105263
2022,15860,6,2681037.0,47,92,16,26,10,4,3,0,8,11,2,0,2,36,0.0,4,3,2,0,2.0,0.0,105,0.17391304347826086,0.2761904761904762,0.358695652173913,0.6348861283643892,0.2857142857142857,0.3448275862068966,0.0,0.34285714285714286,0.10476190476190476,0.23809523809523808,0.3055555555555556
2022,15860,6,2681610.0,47,39,7,11,7,2,1,0,3,6,1,0,0,16,0.0,1,2,1,0,0.0,0.0,45,0.1794871794871795,0.3111111111111111,0.358974358974359,0.6700854700854701,0.30434782608695654,0.5,0.0,0.35555555555555557,0.13333333333333333,0.22222222222222224,0.375
2022,15860,6,2685069.0,47,17,2,2,5,0,0,0,0,3,0,0,0,8,0.0,4,0,0,0,0.0,0.0,20,0.11764705882352941,0.25,0.11764705882352941,0.36764705882352944,0.2222222222222222,1.0,0.0,0.4,0.15,0.25,0.375
