season,season_id,school_id,stats_player_seq,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2017,12560,3,1890342.0,48,4,1,1,1,0,0,0,1,2,0,0,0,2,0.0,0,0,0,0,0.0,0.0,6,0.25,0.5,0.25,0.75,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
2017,12560,3,1890343.0,48,30,6,13,9,3,2,0,5,5,0,1,0,13,0.0,4,0,0,0,0.0,0.0,36,0.2,0.3055555555555556,0.6,0.9055555555555556,0.3333333333333333,0.8181818181818182,0.0,0.3611111111111111,0.1388888888888889,0.2222222222222222,0.38461538461538464
2017,12560,3,1890347.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,4,1556318.0,47,187,75,112,50,15,8,2,54,25,5,6,0,12,7.0,3,3,0,4,0.0,0.0,218,0.40106951871657753,0.481651376146789,0.732620320855615,1.214271697002404,0.40782122905027934,0.46601941747572817,0.009174311926605505,0.05504587155963303,0.11467889908256881,-0.05963302752293578,2.0833333333333335
2017,12560,4,1557012.0,47,143,44,79,26,6,1,9,42,16,3,0,0,33,2.0,3,0,0,0,0.0,0.0,159,0.3076923076923077,0.39622641509433965,0.6643356643356644,1.060562079430004,0.3465346534653465,0.3148148148148148,0.05660377358490566,0.20754716981132076,0.10062893081761007,0.1069182389937107,0.48484848484848486
2017,12560,4,1559643.0,47,20,5,8,2,0,0,1,5,9,1,1,0,2,1.0,0,0,0,0,0.0,0.0,30,0.25,0.5,0.45,0.95,0.2222222222222222,0.07142857142857142,0.03333333333333333,0.06666666666666667,0.3,-0.23333333333333334,4.5
2017,12560,4,1777568.0,47,7,0,0,3,0,0,0,0,2,1,0,1,1,0.0,0,0,0,0,0.0,0.0,10,0.0,0.3,0.0,0.3,0.0,1.0,0.0,0.1,0.2,-0.1,2.0
2017,12560,4,1777569.0,47,18,4,4,6,0,0,0,1,5,1,1,0,4,0.0,0,1,0,0,0.0,0.0,24,0.2222222222222222,0.4166666666666667,0.2222222222222222,0.6388888888888888,0.26666666666666666,0.6,0.0,0.16666666666666666,0.20833333333333334,-0.041666666666666685,1.25
2017,12560,4,1777570.0,47,2,1,1,1,0,0,0,1,1,0,0,0,0,1.0,0,0,0,0,0.0,0.0,3,0.5,0.6666666666666666,0.5,1.1666666666666665,0.5,0.5,0.0,0.0,0.3333333333333333,-0.3333333333333333,
2017,12560,4,1777571.0,47,133,37,48,33,1,2,2,29,15,7,1,5,19,3.0,5,2,0,0,0.0,0.0,154,0.2781954887218045,0.38311688311688313,0.39849624060150374,0.7816131237183869,0.30973451327433627,0.543859649122807,0.012987012987012988,0.12337662337662338,0.09740259740259741,0.02597402597402597,0.7894736842105263
2017,12560,4,1891430.0,47,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2017,12560,4,1891431.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,4,1891433.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,4,1891434.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,4,1891436.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1440371.0,57,165,51,74,20,12,4,1,22,14,4,3,0,46,0.0,0,2,0,0,4.0,0.0,182,0.3090909090909091,0.3791208791208791,0.5515151515151515,0.9306360306360306,0.4132231404958678,0.27941176470588236,0.005494505494505495,0.25274725274725274,0.07692307692307693,0.1758241758241758,0.30434782608695654
2017,12560,6,1773864.0,57,205,51,68,29,8,0,3,21,18,4,0,6,41,0.0,3,2,0,0,6.0,0.0,229,0.24878048780487805,0.31877729257641924,0.3853658536585366,0.7041431462349559,0.2981366459627329,0.37142857142857144,0.013100436681222707,0.17903930131004367,0.07860262008733625,0.10043668122270742,0.43902439024390244
2017,12560,6,1773865.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1773868.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1773871.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1773874.0,57,114,28,28,18,0,0,0,9,14,0,1,2,36,0.0,2,2,0,0,3.0,0.0,131,0.24561403508771928,0.32061068702290074,0.24561403508771928,0.56622472211062,0.35443037974683544,0.42857142857142855,0.0,0.2748091603053435,0.10687022900763359,0.16793893129770993,0.3888888888888889
2017,12560,6,1773878.0,57,24,8,8,1,0,0,0,6,0,1,0,0,10,0.0,0,0,0,0,0.0,0.0,24,0.3333333333333333,0.375,0.3333333333333333,0.7083333333333333,0.5714285714285714,0.1111111111111111,0.0,0.4166666666666667,0.0,0.4166666666666667,0.0
2017,12560,6,1773879.0,57,163,38,49,9,8,0,1,20,14,3,0,5,39,3.0,3,4,0,0,0.0,0.0,182,0.2331288343558282,0.3021978021978022,0.3558282208588957,0.6580260230566979,0.3008130081300813,0.14814814814814814,0.005494505494505495,0.21428571428571427,0.07692307692307693,0.13736263736263735,0.358974358974359
2017,12560,6,1773880.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1773882.0,57,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,2,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
2017,12560,6,1773883.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1879676.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1879677.0,57,105,20,26,7,4,1,0,3,2,0,0,1,28,0.0,3,0,0,0,1.0,0.0,108,0.19047619047619047,0.2037037037037037,0.29523809523809524,0.4989417989417989,0.2597402597402597,0.3181818181818182,0.0,0.25925925925925924,0.018518518518518517,0.24074074074074073,0.07142857142857142
2017,12560,6,1879678.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1879679.0,57,38,3,3,2,0,0,0,3,4,3,0,0,14,0.0,0,0,0,0,3.0,0.0,42,0.07894736842105263,0.23809523809523808,0.07894736842105263,0.3170426065162907,0.125,0.2,0.0,0.3333333333333333,0.09523809523809523,0.23809523809523808,0.2857142857142857
2017,12560,6,1879680.0,57,49,12,17,5,0,1,1,3,3,1,0,1,11,0.0,2,0,0,0,2.0,0.0,53,0.24489795918367346,0.3018867924528302,0.3877551020408163,0.6896418944936464,0.2972972972972973,0.26666666666666666,0.018867924528301886,0.20754716981132076,0.05660377358490566,0.15094339622641512,0.2727272727272727
2017,12560,6,1879681.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1879682.0,57,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2017,12560,6,1879683.0,57,207,58,74,29,13,0,1,23,22,2,0,1,43,0.0,0,3,0,0,2.0,0.0,230,0.28019323671497587,0.3565217391304348,0.4251207729468599,0.7816425120772947,0.3496932515337423,0.345679012345679,0.004347826086956522,0.18695652173913044,0.09565217391304348,0.09130434782608696,0.5116279069767442
2017,12560,6,1879684.0,57,106,15,17,8,2,0,0,6,13,1,0,9,24,0.0,0,1,0,0,3.0,0.0,128,0.14150943396226415,0.2265625,0.1792452830188679,0.4058077830188679,0.18292682926829268,0.27586206896551724,0.0,0.1875,0.1015625,0.0859375,0.5416666666666666
2017,12560,6,1879685.0,57,12,1,1,0,0,0,0,2,0,0,0,0,5,0.0,0,0,0,0,1.0,0.0,12,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.14285714285714285,0.0,0.0,0.4166666666666667,0.0,0.4166666666666667,0.0
2017,12560,6,1879691.0,57,95,15,21,8,4,1,0,8,6,3,0,3,32,0.0,2,1,0,0,4.0,0.0,104,0.15789473684210525,0.23076923076923078,0.2736842105263158,0.5044534412955466,0.23809523809523808,0.3333333333333333,0.0,0.3076923076923077,0.057692307692307696,0.25,0.1875
2017,12560,6,1879692.0,57,155,41,45,21,4,0,0,10,9,1,1,3,35,0.0,5,4,0,0,0.0,0.0,168,0.2645161290322581,0.30357142857142855,0.3161290322580645,0.619700460829493,0.33884297520661155,0.4117647058823529,0.0,0.20833333333333334,0.05357142857142857,0.15476190476190477,0.2571428571428571
2017,12560,6,1879693.0,57,191,36,45,18,9,0,0,11,6,0,0,0,49,2.0,1,1,0,0,0.0,0.0,197,0.18848167539267016,0.2131979695431472,0.28272251308900526,0.4959204826321525,0.2535211267605634,0.42857142857142855,0.0,0.24873096446700507,0.030456852791878174,0.2182741116751269,0.12244897959183673
2017,12560,6,1879694.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1879695.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1879696.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1879697.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,6,1889146.0,57,50,12,15,5,3,0,0,7,5,0,0,1,16,0.0,0,1,0,0,1.0,0.0,56,0.24,0.30357142857142855,0.36,0.6635714285714285,0.35294117647058826,0.29411764705882354,0.0,0.2857142857142857,0.08928571428571429,0.1964285714285714,0.3125
2017,12560,7,1430239.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1536243.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1536244.0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1661680.0,56,122,30,48,21,9,0,3,23,23,1,2,1,24,3.0,0,0,0,1,0.0,0.0,148,0.2459016393442623,0.36486486486486486,0.4918032786885246,0.8566681435533894,0.27835051546391754,0.35294117647058826,0.02027027027027027,0.16216216216216217,0.1554054054054054,0.006756756756756771,0.9583333333333334
2017,12560,7,1661682.0,56,154,43,57,23,7,2,1,19,18,3,1,4,29,3.0,4,1,0,0,0.0,0.0,177,0.2792207792207792,0.3615819209039548,0.43506493506493504,0.7966468559688898,0.336,0.3492063492063492,0.005649717514124294,0.1638418079096045,0.1016949152542373,0.062146892655367214,0.6206896551724138
2017,12560,7,1661684.0,56,152,42,84,45,9,0,11,33,29,12,4,3,39,0.0,8,1,0,0,0.0,0.0,188,0.27631578947368424,0.44148936170212766,0.6842105263157895,1.1256998880179172,0.29245283018867924,0.4722222222222222,0.05851063829787234,0.2074468085106383,0.15425531914893617,0.05319148936170212,0.7435897435897436
2017,12560,7,1661687.0,56,229,63,98,42,14,0,7,46,21,8,4,0,54,0.0,1,2,0,0,6.0,0.0,254,0.27510917030567683,0.36220472440944884,0.519650655021834,0.8818553794312829,0.32558139534883723,0.4117647058823529,0.027559055118110236,0.2125984251968504,0.08267716535433071,0.12992125984251968,0.3888888888888889
2017,12560,7,1661688.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1661689.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1661690.0,56,202,67,116,44,17,1,10,50,21,6,3,0,32,0.0,0,1,0,1,8.0,0.0,226,0.3316831683168317,0.415929203539823,0.7128712871287128,1.1288004906685358,0.3496932515337423,0.40476190476190477,0.04424778761061947,0.1415929203539823,0.09292035398230089,0.04867256637168141,0.65625
2017,12560,7,1661692.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1761903.0,56,166,55,66,31,6,1,1,29,20,4,2,6,24,3.0,2,1,0,0,0.0,0.0,194,0.3313253012048193,0.4072164948453608,0.4457831325301205,0.8529996273754813,0.3776223776223776,0.38461538461538464,0.005154639175257732,0.12371134020618557,0.10309278350515463,0.020618556701030938,0.8333333333333334
2017,12560,7,1761904.0,56,229,66,95,41,11,0,6,37,17,17,5,0,56,0.0,11,2,0,0,7.0,0.0,251,0.28820960698689957,0.398406374501992,0.4890829694323144,0.8874893439343063,0.3488372093023256,0.3723404255319149,0.02390438247011952,0.22310756972111553,0.06772908366533864,0.1553784860557769,0.30357142857142855
2017,12560,7,1761906.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1761907.0,56,53,10,12,8,2,0,0,6,6,2,1,1,10,0.0,1,0,0,0,1.0,0.0,61,0.18867924528301888,0.29508196721311475,0.2641509433962264,0.5592329106093412,0.22727272727272727,0.4444444444444444,0.0,0.16393442622950818,0.09836065573770492,0.06557377049180327,0.6
2017,12560,7,1761908.0,56,143,40,48,24,5,0,1,15,19,6,1,2,34,0.0,2,2,0,0,4.0,0.0,165,0.27972027972027974,0.3939393939393939,0.3776223776223776,0.7715617715617715,0.3577981651376147,0.359375,0.006060606060606061,0.20606060606060606,0.11515151515151516,0.0909090909090909,0.5588235294117647
2017,12560,7,1761911.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1761912.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1761913.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1761915.0,56,5,2,3,1,1,0,0,0,1,0,0,0,3,0.0,0,0,0,0,0.0,0.0,6,0.4,0.5,0.8,1.3,1.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333
2017,12560,7,1761916.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1761917.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1761919.0,56,96,18,24,12,3,0,1,15,18,4,2,1,15,0.0,0,0,0,0,1.0,0.0,117,0.1875,0.3418803418803419,0.2916666666666667,0.6335470085470085,0.2073170731707317,0.28205128205128205,0.008547008547008548,0.1282051282051282,0.15384615384615385,-0.02564102564102566,1.2
2017,12560,7,1879494.0,56,17,4,4,0,0,0,0,0,0,0,0,0,5,0.0,1,0,0,0,0.0,0.0,17,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.47058823529411764,0.3333333333333333,0.0,0.0,0.29411764705882354,0.0,0.29411764705882354,0.0
2017,12560,7,1879495.0,56,214,75,117,53,17,2,7,45,20,4,4,0,32,0.0,4,0,0,0,4.0,0.0,238,0.35046728971962615,0.41596638655462187,0.6682242990654206,1.0841906856200425,0.37988826815642457,0.5,0.029411764705882353,0.13445378151260504,0.08403361344537816,0.05042016806722688,0.625
2017,12560,7,1879496.0,56,88,23,34,10,5,0,2,15,2,2,2,8,24,0.0,4,0,0,0,1.0,0.0,100,0.26136363636363635,0.27,0.4659090909090909,0.7359090909090908,0.328125,0.32,0.02,0.24,0.02,0.22,0.08333333333333333
2017,12560,7,1879497.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,7,1879498.0,56,13,2,2,1,0,0,0,0,1,0,0,0,3,0.0,0,0,0,0,0.0,0.0,14,0.15384615384615385,0.21428571428571427,0.15384615384615385,0.36813186813186816,0.2,0.3333333333333333,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.3333333333333333
2017,12560,8,1416305.0,53,21,2,2,4,0,0,0,2,3,4,0,0,10,0.0,0,0,0,0,0.0,0.0,24,0.09523809523809523,0.375,0.09523809523809523,0.47023809523809523,0.18181818181818182,0.4444444444444444,0.0,0.4166666666666667,0.125,0.2916666666666667,0.3
2017,12560,8,1527438.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1527448.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1655473.0,53,228,66,91,35,15,2,2,19,11,9,3,3,31,0.0,6,6,0,0,7.0,0.0,245,0.2894736842105263,0.3510204081632653,0.4824561403508772,0.8334765485141424,0.32323232323232326,0.39285714285714285,0.00816326530612245,0.12653061224489795,0.044897959183673466,0.08163265306122448,0.3548387096774194
2017,12560,8,1655476.0,53,11,1,1,3,0,0,0,3,4,1,0,2,5,0.0,0,0,0,0,0.0,0.0,17,0.09090909090909091,0.35294117647058826,0.09090909090909091,0.44385026737967914,0.16666666666666666,0.5,0.0,0.29411764705882354,0.23529411764705882,0.05882352941176472,0.8
2017,12560,8,1655478.0,53,174,51,84,28,9,0,8,31,13,4,4,2,50,0.0,1,4,0,2,5.0,0.0,193,0.29310344827586204,0.35233160621761656,0.5804597701149425,0.932791376332559,0.35833333333333334,0.3333333333333333,0.04145077720207254,0.25906735751295334,0.06735751295336788,0.19170984455958545,0.26
2017,12560,8,1655480.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1655481.0,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,,1.0,,,,0.0,0.0,0.0,1.0,-1.0,
2017,12560,8,1655482.0,53,165,32,54,20,10,0,4,24,15,5,5,6,38,0.0,1,2,0,0,3.0,0.0,191,0.19393939393939394,0.27225130890052357,0.4121212121212121,0.6843725210217357,0.21875,0.3333333333333333,0.020942408376963352,0.19895287958115182,0.07853403141361257,0.12041884816753926,0.39473684210526316
2017,12560,8,1655483.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1772364.0,53,60,20,31,7,5,0,2,9,3,0,0,4,12,0.0,0,0,0,0,2.0,0.0,67,0.3333333333333333,0.34328358208955223,0.6333333333333333,0.9766169154228855,0.391304347826087,0.23809523809523808,0.029850746268656716,0.1791044776119403,0.04477611940298507,0.13432835820895522,0.25
2017,12560,8,1772375.0,53,205,61,74,26,11,1,0,32,23,0,4,5,22,0.0,2,2,0,1,11.0,0.0,237,0.2975609756097561,0.35443037974683544,0.4195121951219512,0.7739425748687867,0.32620320855614976,0.30952380952380953,0.0,0.09282700421940929,0.0970464135021097,-0.004219409282700412,1.0454545454545454
2017,12560,8,1772378.0,53,185,52,109,38,10,1,15,33,32,1,5,0,68,0.0,6,4,0,2,2.0,0.0,222,0.2810810810810811,0.38288288288288286,0.7297297297297297,1.1126126126126126,0.34579439252336447,0.32857142857142857,0.06756756756756757,0.3063063063063063,0.14414414414414414,0.16216216216216214,0.47058823529411764
2017,12560,8,1774383.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1774385.0,53,93,20,34,11,2,0,4,16,28,3,0,0,32,0.0,0,1,0,0,1.0,0.0,121,0.21505376344086022,0.4214876033057851,0.43010752688172044,0.8515951301875055,0.2807017543859649,0.14893617021276595,0.03305785123966942,0.2644628099173554,0.23140495867768596,0.03305785123966942,0.875
2017,12560,8,1774386.0,53,73,16,20,9,4,0,0,11,6,1,0,0,15,0.0,0,0,0,0,4.0,0.0,79,0.2191780821917808,0.2911392405063291,0.3287671232876712,0.6199063637940003,0.27586206896551724,0.391304347826087,0.0,0.189873417721519,0.0759493670886076,0.1139240506329114,0.4
2017,12560,8,1774388.0,53,28,7,8,6,1,0,0,2,3,1,0,0,7,0.0,0,0,0,0,0.0,0.0,31,0.25,0.3548387096774194,0.32142857142857145,0.6762672811059909,0.3333333333333333,0.5454545454545454,0.0,0.22580645161290322,0.0967741935483871,0.12903225806451613,0.42857142857142855
2017,12560,8,1774391.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1774392.0,53,8,2,2,5,0,0,0,0,1,0,0,0,2,0.0,1,1,0,0,3.0,0.0,9,0.25,0.3333333333333333,0.25,0.5833333333333333,0.3333333333333333,1.6666666666666667,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5
2017,12560,8,1871413.0,54,170,48,77,26,7,2,6,33,22,1,3,5,43,3.0,0,3,0,2,0.0,0.0,200,0.2823529411764706,0.355,0.5411764705882353,0.8961764705882352,0.3387096774193548,0.3076923076923077,0.03,0.215,0.11,0.105,0.5116279069767442
2017,12560,8,1871415.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1871416.0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2017,12560,8,1871419.0,53,136,41,49,24,2,0,2,14,11,11,1,5,16,0.0,2,0,0,0,5.0,0.0,153,0.3014705882352941,0.4117647058823529,0.3897058823529412,0.8014705882352942,0.3277310924369748,0.36065573770491804,0.013071895424836602,0.10457516339869281,0.0718954248366013,0.03267973856209151,0.6875
2017,12560,8,1871423.0,53,44,11,13,11,2,0,0,1,6,6,0,3,14,0.0,3,0,0,0,0.0,0.0,53,0.25,0.4339622641509434,0.3409090909090909,0.7748713550600344,0.36666666666666664,0.4782608695652174,0.0,0.2641509433962264,0.11320754716981132,0.1509433962264151,0.42857142857142855
2017,12560,8,1871435.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1871437.0,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2017,12560,8,1871445.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1871446.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1871447.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,8,1871448.0,53,25,4,7,2,0,0,1,4,2,0,0,0,4,0.0,0,0,0,0,1.0,0.0,27,0.16,0.2222222222222222,0.32,0.5422222222222222,0.15,0.2,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.5
2017,12560,9,1313632.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,9,1428407.0,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,9,1428415.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,9,1533385.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2017,12560,9,1643213.0,55,49,8,8,5,0,0,0,5,7,0,0,3,7,0.0,0,0,0,0,1.0,0.0,59,0.16326530612244897,0.2542372881355932,0.16326530612244897,0.41750259425804215,0.19047619047619047,0.3333333333333333,0.0,0.11864406779661017,0.11864406779661017,0.0,1.0
