season,season_id,school_id,stats_player_seq,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,PA,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2023,16340,5,1981115.0,4,13,3,3,1,0,0,0,2,0,4,1,0,4,0.0,0,0,0,0.0,0,0.0,17,0.23076923076923078,0.4117647058823529,0.38461538461538464,0.7963800904977376,89.0,0.25,0.42857142857142855,0.0,0.058823529411764705,0.23529411764705882,-0.1764705882352941,4.0
2023,16340,5,2308200.0,4,18,4,3,1,0,0,1,0,1,1,3,0,4,1.0,0,0,0,0.0,0,1.0,19,0.16666666666666666,0.21052631578947367,0.2777777777777778,0.48830409356725146,55.0,0.2,1.0,0.0,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.3333333333333333
2023,16340,5,2482688.0,4,11,1,3,1,0,0,0,2,0,1,4,0,4,0.0,0,0,0,0.0,0,0.0,12,0.2727272727272727,0.3333333333333333,0.45454545454545453,0.7878787878787878,88.0,0.42857142857142855,0.25,0.0,0.3333333333333333,0.08333333333333333,0.25,0.25
2023,16340,5,2496157.0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0,0.0,4,0.0,0.25,0.0,0.25,28.0,0.0,0.0,0.0,0.25,0.25,0.0,1.0
2023,16340,5,2661328.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0.0,0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2023,16340,5,2673267.0,4,14,1,4,1,0,0,2,0,0,2,6,0,5,1.0,0,0,0,0.0,0,1.0,16,0.2857142857142857,0.375,0.42857142857142855,0.8035714285714286,90.0,0.5,0.16666666666666666,0.0,0.375,0.125,0.25,0.3333333333333333
2023,16340,5,2673269.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
2023,16340,5,2673312.0,4,15,3,6,2,1,1,6,0,0,2,4,0,13,0.0,0,0,0,0.0,0,0.0,17,0.4,0.47058823529411764,1.1333333333333333,1.603921568627451,179.0,0.5,0.2857142857142857,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.5
2023,16340,5,2673314.0,2,8,0,1,0,0,0,2,0,0,0,4,0,1,0.0,0,0,0,0.0,0,0.0,8,0.125,0.125,0.125,0.25,28.0,0.25,0.0,0.0,0.5,0.0,0.5,0.0
2023,16340,5,2673316.0,3,8,1,2,1,0,0,1,0,0,3,2,0,3,0.0,0,0,0,0.0,1,0.0,11,0.25,0.45454545454545453,0.5,0.9545454545454546,107.0,0.3333333333333333,0.2,0.0,0.18181818181818182,0.2727272727272727,-0.09090909090909088,1.5
2023,16340,5,2673317.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2023,16340,5,2828033.0,4,15,2,2,0,0,1,2,0,0,1,7,0,5,1.0,0,0,1,0.0,0,1.0,17,0.13333333333333333,0.17647058823529413,0.4,0.5764705882352942,64.0,0.125,0.5,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.3529411764705882,0.14285714285714285
2023,16340,5,2828062.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0
2023,16340,5,2828066.0,4,15,7,7,1,1,3,5,0,0,1,4,0,19,0.0,1,0,0,0.0,0,0.0,16,0.4666666666666667,0.5625,1.6,2.1625,241.0,0.5,0.6666666666666666,0.1875,0.25,0.0625,0.1875,0.25
2023,16340,8,1975736.0,3,9,2,3,0,0,0,3,1,0,1,2,0,3,0.0,0,0,2,0.0,0,0.0,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,74.0,0.3333333333333333,0.5,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.5
2023,16340,8,2121009.0,5,15,7,10,0,0,3,9,0,0,6,2,0,19,0.0,0,0,0,0.0,0,1.0,21,0.6666666666666666,0.7619047619047619,1.4666666666666666,2.2285714285714286,249.0,0.7,0.3076923076923077,0.14285714285714285,0.09523809523809523,0.2857142857142857,-0.19047619047619047,3.0
2023,16340,8,2130586.0,3,9,2,2,1,0,0,3,0,0,0,2,0,3,0.0,0,1,0,0.0,0,1.0,10,0.2222222222222222,0.2,0.4444444444444444,0.6444444444444444,72.0,0.2857142857142857,1.0,0.0,0.2,0.0,0.2,0.0
2023,16340,8,2303235.0,4,7,3,3,1,1,0,3,0,0,1,1,0,6,0.0,2,0,0,0.0,0,0.0,8,0.42857142857142855,0.75,1.1428571428571428,1.8928571428571428,211.0,0.5,0.5,0.0,0.125,0.125,0.0,1.0
2023,16340,8,2303236.0,5,20,5,4,0,1,0,2,0,0,2,1,0,6,0.0,0,0,0,0.0,0,0.0,22,0.2,0.2727272727272727,0.35,0.6227272727272727,70.0,0.21052631578947367,0.8333333333333334,0.0,0.045454545454545456,0.09090909090909091,-0.045454545454545456,2.0
2023,16340,8,2303242.0,5,16,8,11,2,1,1,3,0,0,3,1,0,18,0.0,1,0,0,0.0,0,0.0,19,0.6875,0.7894736842105263,1.375,2.1644736842105265,242.0,0.7142857142857143,0.5,0.05263157894736842,0.05263157894736842,0.15789473684210525,-0.10526315789473684,3.0
2023,16340,8,2348347.0,4,15,4,5,2,0,0,2,0,0,1,3,0,7,0.0,1,0,0,0.0,0,0.0,16,0.3333333333333333,0.4375,0.6,1.0375,116.0,0.4166666666666667,0.5714285714285714,0.0,0.1875,0.0625,0.125,0.3333333333333333
2023,16340,8,2462059.0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2023,16340,8,2476406.0,3,9,2,2,0,0,0,2,0,0,2,2,0,2,0.0,0,0,0,0.0,0,0.0,11,0.2222222222222222,0.36363636363636365,0.2222222222222222,0.5858585858585859,65.0,0.2857142857142857,0.5,0.0,0.18181818181818182,0.18181818181818182,0.0,1.0
2023,16340,8,2476426.0,3,4,1,2,1,0,0,0,0,0,0,1,0,3,0.0,0,0,0,0.0,0,0.0,4,0.5,0.5,1.0,1.5,167.0,0.6666666666666666,0.5,0.0,0.25,0.0,0.25,0.0
2023,16340,8,2476429.0,5,14,5,5,0,0,1,7,3,0,2,2,0,8,0.0,1,0,0,0.0,0,0.0,16,0.35714285714285715,0.5,0.6428571428571429,1.1428571428571428,128.0,0.36363636363636365,0.5714285714285714,0.0625,0.125,0.125,0.0,1.0
2023,16340,8,2478615.0,3,6,4,5,1,0,2,7,0,0,2,0,0,12,0.0,1,1,0,0.0,0,0.0,9,0.8333333333333334,0.8888888888888888,2.5,3.388888888888889,378.0,0.75,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,-0.2222222222222222,
2023,16340,8,2659963.0,4,5,0,1,0,0,0,2,0,0,0,3,0,1,0.0,0,0,0,0.0,0,0.0,5,0.2,0.2,0.2,0.4,45.0,0.5,0.0,0.0,0.6,0.0,0.6,0.0
2023,16340,8,2660085.0,5,13,3,3,0,0,1,3,0,0,3,2,0,6,0.0,1,0,0,0.0,0,1.0,16,0.23076923076923078,0.4375,0.5384615384615384,0.9759615384615384,109.0,0.2,0.3333333333333333,0.0625,0.125,0.1875,-0.0625,1.5
2023,16340,8,2813210.0,5,12,4,4,0,0,1,3,0,0,3,3,0,7,1.0,2,0,2,0.0,0,1.0,17,0.3333333333333333,0.5294117647058824,0.6666666666666666,1.196078431372549,134.0,0.3,0.375,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.0,1.0
2023,16340,8,2813213.0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,74.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,
2023,16340,8,2813214.0,3,4,1,2,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,4,0.5,0.5,0.5,1.0,112.0,0.5,0.5,0.0,0.0,0.0,0.0,
2023,16340,8,2813224.0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,1.0,2,0.5,0.5,0.5,1.0,112.0,0.5,0.0,0.0,0.0,0.0,0.0,
2023,16340,9,2310106.0,4,14,1,5,0,0,1,6,0,0,4,4,0,8,0.0,0,0,0,0.0,0,0.0,18,0.35714285714285715,0.5,0.6428571428571429,1.1428571428571428,128.0,0.4444444444444444,0.0,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.0,1.0
2023,16340,9,2475665.0,4,16,3,4,0,0,0,2,1,0,2,0,0,4,0.0,0,0,0,0.0,0,0.0,18,0.25,0.3333333333333333,0.25,0.5833333333333333,65.0,0.25,0.5,0.0,0.0,0.1111111111111111,-0.1111111111111111,
2023,16340,9,2475745.0,4,12,3,3,0,0,0,0,0,1,3,1,0,3,0.0,0,1,0,0.0,0,0.0,16,0.25,0.375,0.25,0.625,70.0,0.2727272727272727,0.5,0.0,0.0625,0.1875,-0.125,3.0
2023,16340,9,2475747.0,4,14,3,5,1,0,0,2,1,0,3,4,0,6,0.0,1,0,0,0.0,0,0.0,17,0.35714285714285715,0.5294117647058824,0.5,1.0294117647058822,115.0,0.5,0.3333333333333333,0.0,0.23529411764705882,0.17647058823529413,0.05882352941176469,0.75
2023,16340,9,2649333.0,2,4,0,1,0,0,0,0,0,0,0,2,0,1,0.0,0,0,0,0.0,0,0.0,4,0.25,0.25,0.25,0.5,56.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2023,16340,9,2665695.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2023,16340,9,2665697.0,4,15,1,1,0,0,0,1,1,0,0,4,0,1,0.0,2,0,0,0.0,0,0.0,15,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,30.0,0.09090909090909091,0.3333333333333333,0.0,0.26666666666666666,0.0,0.26666666666666666,0.0
2023,16340,9,2665698.0,4,12,2,3,1,0,0,0,3,1,5,3,0,4,0.0,0,0,0,0.0,0,0.0,17,0.25,0.47058823529411764,0.4166666666666667,0.8872549019607843,99.0,0.3333333333333333,0.25,0.0,0.17647058823529413,0.29411764705882354,-0.11764705882352941,1.6666666666666667
2023,16340,9,2665708.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,1,1.0,1.0,1.0,2.0,223.0,1.0,0.0,0.0,0.0,0.0,0.0,
2023,16340,9,2665715.0,4,12,1,1,0,0,0,0,0,0,0,1,0,1,0.0,1,0,0,0.0,0,0.0,12,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.25,28.0,0.09090909090909091,0.5,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0
2023,16340,9,2665735.0,2,7,0,0,0,0,0,0,0,0,1,2,0,0,0.0,2,0,0,0.0,0,0.0,8,0.0,0.375,0.0,0.375,42.0,0.0,0.0,0.0,0.25,0.125,0.125,0.5
2023,16340,9,2825213.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2023,16340,9,2825223.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2023,16340,9,2825249.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2023,16340,9,2825251.0,4,18,1,2,1,0,0,1,0,0,0,8,0,3,0.0,0,0,0,0.0,0,0.0,18,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,37.0,0.2,0.5,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0
2023,16340,17,2126714.0,2,5,1,1,0,0,0,0,0,0,1,1,0,1,0.0,0,0,0,0.0,0,0.0,6,0.2,0.3333333333333333,0.2,0.5333333333333333,60.0,0.25,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0
2023,16340,17,2307374.0,3,8,2,3,0,1,0,1,0,0,1,3,0,5,0.0,0,0,0,0.0,0,0.0,9,0.375,0.4444444444444444,0.75,1.1944444444444444,133.0,0.6,0.5,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333
2023,16340,17,2510461.0,3,9,0,0,0,0,0,0,0,0,1,5,0,0,0.0,0,0,0,0.0,0,0.0,10,0.0,0.1,0.0,0.1,11.0,0.0,0.0,0.0,0.5,0.1,0.4,0.2
2023,16340,17,2510468.0,2,6,2,5,2,0,0,3,2,0,0,0,0,7,0.0,0,0,0,0.0,0,0.0,6,0.8333333333333334,0.8333333333333334,1.5,2.3333333333333335,260.0,0.8333333333333334,0.4,0.0,0.0,0.0,0.0,
2023,16340,17,2510476.0,2,5,0,0,0,0,0,0,0,1,0,4,0,0,0.0,0,0,0,0.0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.8,0.0,0.8,0.0
2023,16340,17,2515878.0,3,12,2,6,1,0,0,4,1,0,0,2,0,7,0.0,0,0,0,0.0,0,1.0,12,0.5,0.5,0.6666666666666666,1.1666666666666665,130.0,0.6,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
2023,16340,17,2674399.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
2023,16340,17,2674468.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2023,16340,17,2674477.0,1,3,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,3,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,149.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,
2023,16340,17,2674482.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
2023,16340,17,2817597.0,2,4,0,0,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0.0,0,0.0,5,0.0,0.2,0.0,0.2,22.0,0.0,0.0,0.0,0.4,0.2,0.2,0.5
2023,16340,17,2817598.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.5,0.0,0.5,0.0
2023,16340,17,2817645.0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0.0,1,0,0,0.0,0,0.0,2,0.5,1.0,0.5,1.5,167.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0
2023,16340,17,2817647.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2023,16340,17,2817659.0,1,3,0,1,0,0,0,2,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,74.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,
2023,16340,17,2817674.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
2023,16340,17,2817687.0,1,4,2,3,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0.0,4,0.75,0.75,0.75,1.5,167.0,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,
2023,16340,17,2817691.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,1,0.0,3,0.0,0.3333333333333333,0.0,0.3333333333333333,37.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
2023,16340,17,2817696.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2023,16340,17,2817697.0,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,0.0,2,0.5,0.5,0.5,1.0,112.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0
2023,16340,17,2817699.0,2,4,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,0.0,4,0.25,0.25,0.25,0.5,56.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.25,0.0
2023,16340,17,2817702.0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
2023,16340,17,2817703.0,3,5,2,2,1,0,0,0,1,0,0,1,0,3,0.0,0,0,0,0.0,0,0.0,5,0.4,0.4,0.8,1.2000000000000002,134.0,0.5,1.0,0.0,0.2,0.0,0.2,0.0
2023,16340,28,2121295.0,5,19,6,11,4,0,2,5,1,0,1,3,0,21,0.0,0,0,1,0.0,0,0.0,21,0.5789473684210527,0.5714285714285714,1.4210526315789473,1.9924812030075187,222.0,0.6,0.4,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.3333333333333333
2023,16340,28,2128501.0,3,9,0,1,0,0,0,1,0,1,0,3,0,1,0.0,0,0,0,0.0,0,0.0,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,25.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2023,16340,28,2493692.0,5,12,3,3,0,0,1,3,0,0,8,2,2,6,1.0,1,0,0,0.0,0,1.0,20,0.25,0.6,0.5833333333333334,1.1833333333333333,132.0,0.2222222222222222,0.18181818181818182,0.05,0.1,0.4,-0.30000000000000004,4.0
2023,16340,28,2493739.0,5,20,5,5,1,1,2,4,0,0,1,4,0,14,0.0,3,0,0,0.0,1,0.0,21,0.25,0.42857142857142855,0.9,1.3285714285714285,148.0,0.21428571428571427,0.42857142857142855,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.25
2023,16340,28,2680923.0,4,13,0,4,0,1,0,5,0,0,5,2,0,6,0.0,0,0,0,0.0,0,0.0,18,0.3076923076923077,0.5,0.5384615384615384,1.0384615384615383,116.0,0.36363636363636365,0.0,0.0,0.1111111111111111,0.2777777777777778,-0.16666666666666669,2.5
2023,16340,28,2680924.0,5,17,5,5,1,0,1,3,0,0,5,3,1,9,1.0,0,0,1,0.0,1,2.0,23,0.29411764705882354,0.43478260869565216,0.6470588235294118,1.081841432225064,121.0,0.2857142857142857,0.4444444444444444,0.043478260869565216,0.13043478260869565,0.21739130434782608,-0.08695652173913043,1.6666666666666667
2023,16340,28,2680960.0,5,19,2,5,0,0,1,4,1,0,1,6,0,8,1.0,0,0,2,0.0,0,1.0,22,0.2631578947368421,0.2727272727272727,0.47368421052631576,0.7464114832535884,83.0,0.2857142857142857,0.2,0.045454545454545456,0.2727272727272727,0.045454545454545456,0.22727272727272724,0.16666666666666666
2023,16340,28,2828494.0,4,12,4,3,0,0,0,1,1,0,3,2,0,3,0.0,0,0,0,0.0,0,1.0,15,0.25,0.4,0.25,0.65,73.0,0.3,0.6666666666666666,0.0,0.13333333333333333,0.2,-0.06666666666666668,1.5
2023,16340,28,2828496.0,5,15,2,9,3,0,0,3,1,1,3,1,0,12,1.0,0,0,1,0.0,0,1.0,19,0.6,0.631578947368421,1.0,1.631578947368421,182.0,0.6,0.16666666666666666,0.0,0.05263157894736842,0.15789473684210525,-0.10526315789473684,3.0
2023,16340,28,2828499.0,2,4,1,1,0,0,0,0,0,0,0,2,0,1,0.0,1,0,0,0.0,0,0.0,4,0.25,0.5,0.25,0.75,84.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0
2023,16340,28,2828515.0,4,13,3,2,0,0,1,1,0,0,0,7,0,5,0.0,2,1,0,0.0,0,0.0,14,0.15384615384615385,0.2857142857142857,0.46153846153846156,0.7472527472527473,83.0,0.2,0.6666666666666666,0.07142857142857142,0.5,0.0,0.5,0.0
2023,16340,29,2140072.0,3,10,0,3,0,0,0,2,1,0,0,3,0,3,0.0,0,0,0,0.0,0,0.0,10,0.3,0.3,0.3,0.6,67.0,0.42857142857142855,0.0,0.0,0.3,0.0,0.3,0.0
2023,16340,29,2140152.0,3,12,1,4,3,0,1,2,0,0,0,2,0,10,0.0,1,0,0,0.0,0,0.0,12,0.3333333333333333,0.4166666666666667,1.1666666666666667,1.5833333333333335,177.0,0.3333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0
2023,16340,29,2308336.0,4,16,1,3,1,0,1,5,1,0,1,4,0,7,0.0,0,0,1,0.0,0,0.0,18,0.1875,0.2222222222222222,0.5625,0.7847222222222222,88.0,0.16666666666666666,0.0,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.25
2023,16340,29,2472142.0,2,6,0,1,1,0,0,0,0,0,0,3,0,2,0.0,0,0,0,0.0,0,0.0,6,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,74.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.5,0.0
2023,16340,29,2474947.0,4,15,4,4,1,0,2,4,0,0,2,5,1,11,1.0,1,0,0,0.0,0,1.0,17,0.26666666666666666,0.4117647058823529,0.9333333333333333,1.3450980392156864,150.0,0.25,0.4,0.11764705882352941,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.4
2023,16340,29,2474950.0,4,14,5,4,1,0,0,0,0,0,3,3,0,5,0.0,2,0,0,0.0,0,0.0,17,0.2857142857142857,0.5294117647058824,0.42857142857142855,0.9579831932773109,107.0,0.36363636363636365,0.5555555555555556,0.0,0.17647058823529413,0.17647058823529413,0.0,1.0
2023,16340,29,2474958.0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0
2023,16340,29,2474959.0,2,9,1,4,2,0,0,3,0,0,0,1,0,6,0.0,0,0,0,0.0,0,0.0,9,0.4444444444444444,0.4444444444444444,0.8888888888888888,1.3333333333333333,149.0,0.5,0.25,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
2023,16340,29,2654807.0,4,16,1,3,1,0,0,0,0,0,1,5,0,4,0.0,1,0,0,0.0,0,0.0,17,0.1875,0.29411764705882354,0.3125,0.6066176470588236,68.0,0.2727272727272727,0.2,0.0,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.2
2023,16340,29,2654814.0,2,7,0,2,0,0,0,1,0,0,1,0,0,2,0.0,0,0,0,0.0,0,0.0,8,0.2857142857142857,0.375,0.2857142857142857,0.6607142857142857,74.0,0.2857142857142857,0.0,0.0,0.0,0.125,-0.125,
2023,16340,29,2815030.0,4,15,3,3,0,0,0,2,2,0,3,4,0,3,0.0,0,0,0,0.0,0,0.0,18,0.2,0.3333333333333333,0.2,0.5333333333333333,60.0,0.2727272727272727,0.5,0.0,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.75
2023,16340,29,2815034.0,4,12,3,3,0,1,0,0,1,0,5,5,0,5,0.0,1,0,0,0.0,0,0.0,17,0.25,0.5294117647058824,0.5,1.0294117647058822,115.0,0.42857142857142855,0.3333333333333333,0.0,0.29411764705882354,0.29411764705882354,0.0,1.0
2023,16340,29,2815047.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
