season,season_id,school_id,stats_player_seq,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,11620,48,1423289.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,48,1423290.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,48,1423291.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,48,1546669.0,1.0,56,24,156,43,4,0,0,16,3,1,19,19,0,0,0.0,15,6,1,2.0,0,0.0,10.416,50,1.7916666666666667,1.54,2.125,3.665,61.0,0.167,7.166666666666667,31.867999999999995,31.412,32.164,2.0259740259740258,0.0,0.38,0.38,0.0,1.0
2014,11620,48,1546671.0,1.0,56,17,141,31,3,0,0,9,3,1,8,22,0,0,0.0,2,6,1,3.0,0,0.0,3.211764705882353,32,1.8235294117647058,1.28125,2.176470588235294,3.457720588235294,58.0,0.176,-7.75,20.253999999999998,19.912,20.544,3.4390243902439024,0.0,0.6875,0.25,0.4375,0.36363636363636365
2014,11620,48,1546673.0,1.0,56,0,7,2,0,0,0,1,0,0,1,2,0,0,0.0,0,1,0,0.0,0,0.0,0.65,2,,1.5,,,,,-1.0,1.204,1.196,1.192,2.3333333333333335,0.0,1.0,0.5,0.5,0.5
2014,11620,48,1546674.0,1.0,56,25,175,53,7,0,1,26,0,3,30,25,0,0,0.0,2,6,3,2.0,0,0.0,10.407878787878786,64,2.12,1.328125,2.84,4.168125,98.0,0.28,26.0,36.37,35.42399999999999,37.308,2.0714285714285716,0.015625,0.390625,0.46875,-0.078125,1.2
2014,11620,48,1546675.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,48,1546676.0,1.0,56,1,2,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,1.0,1.0,1.0,2.0,-18.0,0.0,,0.492,0.5,0.5,2.0,0.0,1.0,0.0,1.0,0.0
2014,11620,48,1546678.0,1.0,56,4,55,8,2,0,0,6,0,0,2,28,0,0,0.0,0,2,0,1.0,0,0.0,0.78,8,2.0,1.25,3.0,4.25,106.0,0.5,-0.3333333333333333,5.656000000000001,5.832,5.824,5.5,0.0,3.5,0.25,3.25,0.07142857142857142
2014,11620,48,1546679.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,48,1546680.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,48,1546681.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1098756.0,1.0,57,26,169,39,6,0,0,15,6,5,35,19,0,0,0.0,5,1,1,4.0,0,0.0,11.378823529411765,63,1.5,1.253968253968254,1.9615384615384615,3.2155067155067156,45.0,0.231,4.875,26.428,26.223999999999997,29.448000000000004,2.1392405063291138,0.0,0.30158730158730157,0.5555555555555556,-0.253968253968254,1.8421052631578947
2014,11620,51,1217394.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1217398.0,1.0,57,2,32,5,1,0,0,3,0,0,2,7,0,0,0.0,0,3,0,1.0,0,0.0,0.7428571428571429,7,2.5,1.0,3.5,4.5,129.0,0.5,-1.0,3.5539999999999994,3.514,3.508,4.571428571428571,0.0,1.0,0.2857142857142857,0.7142857142857143,0.2857142857142857
2014,11620,51,1217399.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1217400.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1217401.0,1.0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1217402.0,1.0,57,19,158,36,6,0,5,31,2,2,11,38,0,0,0.0,6,0,4,3.0,0,0.0,5.7135,34,1.894736842105263,1.5588235294117647,3.5789473684210527,5.137770897832818,147.0,0.316,-1.55,33.986,32.885999999999996,34.19199999999999,3.1875,0.14705882352941177,1.1176470588235294,0.3235294117647059,0.7941176470588236,0.2894736842105263
2014,11620,51,1217443.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1309796.0,1.0,57,21,174,38,7,1,1,13,8,5,6,34,0,0,0.0,4,4,1,1.0,0,0.0,3.2933333333333334,32,1.8095238095238095,1.5,2.8095238095238093,4.309523809523809,101.0,0.476,-2.8461538461538463,29.508000000000003,29.346,32.552,3.6808510638297873,0.03125,1.0625,0.1875,0.875,0.17647058823529413
2014,11620,51,1309798.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1309800.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1309801.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1309802.0,1.0,57,33,216,64,9,4,3,26,13,5,10,28,1,0,0.0,4,2,1,6.0,0,0.0,5.1011999999999995,46,1.9393939393939394,1.6956521739130435,3.212121212121212,4.907773386034256,129.0,0.636,20.333333333333332,52.666,52.05800000000001,55.236,2.84,0.06521739130434782,0.6086956521739131,0.21739130434782608,0.39130434782608703,0.35714285714285715
2014,11620,51,1309803.0,1.0,57,10,147,37,6,0,0,16,2,1,15,18,0,0,0.0,6,2,2,4.0,0,0.0,8.981142857142856,29,3.7,2.0,4.9,6.9,235.0,0.6,-6.166666666666667,28.005999999999997,27.486,28.131999999999998,2.5344827586206895,0.0,0.6206896551724138,0.5172413793103449,0.10344827586206895,0.8333333333333334
2014,11620,51,1422600.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1422601.0,1.0,57,3,43,12,1,1,0,7,0,1,2,7,0,0,0.0,3,2,0,0.0,0,0.0,2.184,7,4.0,2.4285714285714284,5.666666666666667,8.095238095238095,291.0,1.333,-3.0,9.293999999999999,9.312,9.964,2.5294117647058822,0.0,1.0,0.2857142857142857,0.7142857142857143,0.2857142857142857
2014,11620,51,1422602.0,1.0,57,19,143,37,8,1,1,17,2,0,17,15,0,0,0.0,9,14,2,2.0,0,0.0,7.1350819672131145,52,1.9473684210526316,1.2115384615384615,3.1578947368421053,4.369433198380567,114.0,0.579,7.2,32.96,31.833999999999996,31.887999999999998,2.2903225806451615,0.019230769230769232,0.28846153846153844,0.3269230769230769,-0.03846153846153849,1.1333333333333333
2014,11620,51,1422603.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1422604.0,1.0,57,16,146,32,9,1,0,12,1,3,16,34,0,0,0.0,1,3,2,4.0,0,0.0,5.432631578947368,37,2.0,1.3243243243243243,3.3125,4.636824324324325,126.0,0.75,-2.0,25.107999999999997,24.637999999999998,26.536,2.979591836734694,0.0,0.918918918918919,0.43243243243243246,0.4864864864864865,0.47058823529411764
2014,11620,51,1422605.0,1.0,57,8,66,17,5,0,1,14,0,0,11,13,1,0,0.0,4,0,1,4.0,0,0.0,4.875,20,2.125,1.6,3.875,5.475,166.0,0.625,-3.2,16.566,15.741999999999999,15.764,2.096774193548387,0.05,0.65,0.55,0.09999999999999998,0.8461538461538461
2014,11620,51,1422606.0,1.0,57,1,28,7,1,0,0,3,0,0,3,11,0,0,0.0,1,0,1,1.0,0,0.0,1.9933333333333334,5,7.0,2.2,9.0,11.2,481.0,1.0,-0.7777777777777778,5.382,5.138,5.135999999999999,2.5454545454545454,0.0,2.2,0.6,1.6,0.2727272727272727
2014,11620,51,1422607.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1422608.0,1.0,57,9,99,21,3,1,0,10,9,1,13,24,0,0,0.0,1,2,0,1.0,0,0.0,5.179200000000001,24,2.3333333333333335,1.4583333333333333,3.3333333333333335,4.791666666666667,131.0,0.667,-1.4,16.307999999999996,16.506,17.131999999999998,2.8285714285714287,0.0,1.0,0.5416666666666666,0.45833333333333337,0.5416666666666666
2014,11620,51,1527843.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1527844.0,1.0,57,17,162,36,9,1,3,16,0,0,14,49,0,0,0.0,2,0,1,4.0,0,0.0,6.37764705882353,32,2.1176470588235294,1.625,4.0588235294117645,5.6838235294117645,177.0,0.706,-0.9705882352941176,32.208,32.362,32.344,3.2448979591836733,0.09375,1.53125,0.4375,1.09375,0.2857142857142857
2014,11620,51,1527845.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1527848.0,1.0,57,8,12,2,0,0,0,1,3,1,2,2,0,0,0.0,0,1,0,0.0,0,0.0,0.33090909090909093,11,0.25,0.36363636363636365,0.25,0.6136363636363636,-77.0,0.0,0.3333333333333333,0.704,0.6319999999999999,1.284,3.0,0.0,0.18181818181818182,0.18181818181818182,0.0,1.0
2014,11620,51,1527849.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1527850.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1527851.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1527852.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,51,1527854.0,1.0,57,10,51,11,0,1,0,4,0,0,6,20,0,0,0.0,8,1,0,3.0,0,0.0,3.6608,17,1.1,1.4705882352941178,1.4,2.8705882352941177,17.0,0.3,-1.1,9.23,9.278,9.356,2.04,0.0,1.1764705882352942,0.35294117647058826,0.8235294117647058,0.3
2014,11620,51,1527855.0,1.0,57,23,156,25,4,1,3,13,6,1,13,44,0,0,0.0,6,4,0,1.0,0,0.0,4.730869565217391,40,1.0869565217391304,1.1,2.0869565217391304,3.1869565217391305,49.0,0.304,-0.9166666666666666,23.528,23.676,24.372,3.731707317073171,0.075,1.1,0.325,0.7750000000000001,0.29545454545454547
2014,11620,51,1527856.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1106395.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1218886.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1218887.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1218889.0,1.0,60,40,228,58,3,2,2,15,16,2,23,31,1,0,0.0,9,6,2,5.0,0,0.0,9.022000000000002,71,1.45,1.267605633802817,1.95,3.217605633802817,45.0,0.225,6.222222222222222,44.36200000000001,43.09400000000001,44.42800000000001,2.5681818181818183,0.028169014084507043,0.43661971830985913,0.323943661971831,0.11267605633802813,0.7419354838709677
2014,11620,61,1315147.0,1.0,60,0,21,3,0,0,0,1,0,0,1,6,0,0,0.0,1,0,0,0.0,0,0.0,1.3,1,,5.0,,,,,-0.5,2.062,2.124,2.128,4.2,0.0,6.0,1.0,5.0,0.16666666666666666
2014,11620,61,1315149.0,1.0,60,18,111,24,0,2,1,15,5,2,12,25,0,0,0.0,11,0,0,0.0,0,0.0,6.626829268292684,30,1.3333333333333333,1.5666666666666667,1.8888888888888888,3.4555555555555557,48.0,0.333,-2.875,19.859999999999996,19.997999999999998,21.375999999999998,2.391304347826087,0.03333333333333333,0.8333333333333334,0.4,0.43333333333333335,0.48
2014,11620,61,1315150.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1422643.0,1.0,60,15,169,43,9,1,0,20,1,0,12,19,0,0,0.0,4,5,1,4.0,0,0.0,6.731891891891891,33,2.8666666666666667,1.7878787878787878,4.266666666666667,6.054545454545455,193.0,0.8,-14.333333333333334,33.498,33.264,33.248,2.864406779661017,0.0,0.5757575757575758,0.36363636363636365,0.21212121212121215,0.631578947368421
2014,11620,61,1422644.0,1.0,60,2,23,3,0,0,0,3,2,0,5,4,0,0,0.0,3,1,0,0.0,0,0.0,2.221818181818182,8,1.5,1.375,1.5,2.875,21.0,0.0,-1.5,2.978,2.948,2.976,2.090909090909091,0.0,0.5,0.625,-0.125,1.25
2014,11620,61,1422645.0,1.0,60,30,196,55,13,0,2,24,0,0,21,39,0,0,0.0,5,1,2,2.0,0,0.0,9.307118644067796,54,1.8333333333333333,1.5,2.966666666666667,4.466666666666667,110.0,0.433,-5.888888888888889,44.158,43.84,43.84,2.4556962025316458,0.037037037037037035,0.7222222222222222,0.3888888888888889,0.3333333333333333,0.5384615384615384
2014,11620,61,1422646.0,1.0,60,43,226,70,15,1,1,17,6,5,25,23,2,0,0.0,9,1,5,7.0,0,0.0,9.999036144578314,74,1.627906976744186,1.4054054054054055,2.488372093023256,3.893777498428661,80.0,0.419,2.875,56.135999999999996,53.37599999999999,56.611999999999995,2.1844660194174756,0.013513513513513514,0.3108108108108108,0.33783783783783783,-0.02702702702702703,1.0869565217391304
2014,11620,61,1422648.0,1.0,60,21,184,52,10,3,0,25,8,3,21,32,0,0,0.0,2,4,3,5.0,0,0.0,8.595294117647061,49,2.4761904761904763,1.530612244897959,3.857142857142857,5.387755102040816,163.0,0.905,-6.5,41.28399999999999,40.49799999999999,42.376,2.453333333333333,0.0,0.6530612244897959,0.42857142857142855,0.22448979591836732,0.65625
2014,11620,61,1422649.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1422650.0,1.0,60,3,42,5,1,0,0,3,0,0,5,16,0,0,0.0,2,5,0,0.0,0,0.0,1.6293333333333335,13,1.6666666666666667,0.9230769230769231,2.3333333333333335,3.2564102564102564,59.0,0.333,-0.38461538461538464,4.151999999999999,4.076,4.092,3.5,0.0,1.2307692307692308,0.38461538461538464,0.8461538461538463,0.3125
2014,11620,61,1422651.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1422664.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1422665.0,1.0,60,6,61,10,1,0,0,5,4,0,3,22,0,0,0.0,1,3,0,1.0,0,0.0,1.4,12,1.6666666666666667,1.1666666666666667,2.0,3.166666666666667,45.0,0.167,-0.625,7.083999999999999,7.162,7.164,4.357142857142857,0.0,1.8333333333333333,0.25,1.5833333333333333,0.13636363636363635
2014,11620,61,1537953.0,1.0,60,0,16,3,0,0,0,0,0,0,3,7,0,0,0.0,1,2,0,0.0,0,0.0,1.3866666666666667,5,,1.4,,,,,-0.42857142857142855,2.1340000000000003,2.124,2.128,2.2857142857142856,0.0,1.4,0.6,0.7999999999999999,0.42857142857142855
2014,11620,61,1537954.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1537955.0,1.0,60,6,72,11,5,0,0,9,0,3,14,20,1,0,0.0,2,1,1,1.0,0,0.0,3.943333333333334,22,1.8333333333333333,1.2272727272727273,3.5,4.7272727272727275,135.0,0.833,-0.8461538461538461,10.109999999999998,9.290000000000001,11.219999999999999,2.6666666666666665,0.0,0.9090909090909091,0.6363636363636364,0.2727272727272727,0.7
2014,11620,61,1537956.0,1.0,60,18,131,33,2,3,0,9,0,0,13,35,0,0,0.0,12,4,1,4.0,0,0.0,7.908333333333334,36,1.8333333333333333,1.6111111111111112,2.5555555555555554,4.166666666666666,88.0,0.611,-2.0625,26.740000000000002,26.490000000000002,26.580000000000002,2.2586206896551726,0.0,0.9722222222222222,0.3611111111111111,0.6111111111111112,0.37142857142857144
2014,11620,61,1537957.0,1.0,60,1,7,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0.0,0,0.0,0.3466666666666667,3,0.0,0.6666666666666666,0.0,0.6666666666666666,-84.0,0.0,-0.0,-0.10600000000000001,-0.098,-0.096,3.5,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0
2014,11620,61,1537958.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1537959.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1537961.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1537962.0,1.0,60,16,140,34,4,0,2,24,0,0,14,42,0,0,0.0,3,1,2,3.0,0,0.0,6.305,33,2.125,1.5454545454545454,3.125,4.670454545454545,120.0,0.25,-1.2307692307692308,25.843999999999994,25.513999999999996,25.508,2.816326530612245,0.06060606060606061,1.2727272727272727,0.42424242424242425,0.8484848484848484,0.3333333333333333
2014,11620,61,1537973.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1537974.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1537975.0,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,61,1537977.0,1.0,60,24,193,46,7,3,1,30,4,2,12,32,0,0,0.0,7,3,3,3.0,0,0.0,6.457551020408164,42,1.9166666666666667,1.5476190476190477,3.0416666666666665,4.589285714285714,115.0,0.667,-7.5,38.013999999999996,37.146,38.452000000000005,3.0,0.023809523809523808,0.7619047619047619,0.2857142857142857,0.47619047619047616,0.375
2014,11620,61,1537978.0,1.0,60,13,142,43,5,1,0,13,4,0,10,26,1,0,0.0,3,8,0,6.0,0,0.0,5.3223529411764705,31,3.3076923076923075,1.8064516129032258,4.3076923076923075,6.1141439205955335,196.0,0.615,-3.3076923076923075,31.281999999999996,30.79,30.759999999999998,2.5357142857142856,0.0,0.8387096774193549,0.3225806451612903,0.5161290322580645,0.38461538461538464
2014,11620,62,1215965.0,1.0,52,21,143,38,9,0,4,30,2,0,20,30,0,0,0.0,3,0,4,5.0,0,0.0,7.664583333333334,45,1.8095238095238095,1.3555555555555556,3.4285714285714284,4.784126984126984,134.0,0.429,-3.7777777777777777,35.39,34.256,34.252,2.43859649122807,0.08888888888888889,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.6666666666666666
2014,11620,62,1215966.0,1.0,52,22,150,34,1,1,0,13,3,0,27,27,0,0,0.0,3,9,2,3.0,0,0.0,8.03936507936508,60,1.5454545454545454,1.0666666666666667,1.7727272727272727,2.8393939393939394,29.0,0.182,-11.333333333333334,22.283999999999995,21.465999999999994,21.471999999999998,2.34375,0.0,0.45,0.45,0.0,1.0
2014,11620,62,1215968.0,1.0,52,43,210,77,12,5,0,25,23,3,20,28,0,0,0.0,4,4,2,5.0,0,0.0,8.583561643835617,69,1.7906976744186047,1.463768115942029,2.697674418604651,4.16144253454668,93.0,0.628,4.529411764705882,60.616,60.172000000000004,62.06400000000001,2.0792079207920793,0.0,0.4057971014492754,0.2898550724637681,0.11594202898550726,0.7142857142857143
2014,11620,62,1215969.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1215971.0,1.0,52,33,188,56,13,3,5,35,4,3,34,27,0,13,0.0,3,0,1,5.0,0,0.0,28.70985915492958,68,1.696969696969697,1.3676470588235294,3.3636363636363638,4.731283422459893,130.0,0.667,25.5,55.103999999999985,54.97399999999999,57.00799999999999,2.0795454545454546,0.07352941176470588,0.39705882352941174,0.5,-0.10294117647058826,1.2592592592592593
2014,11620,62,1215975.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1319243.0,1.0,52,3,25,4,1,0,0,3,0,0,10,8,0,0,0.0,2,0,0,1.0,0,0.0,3.3280000000000003,13,1.3333333333333333,1.2307692307692308,2.0,3.230769230769231,47.0,0.333,-0.8,3.426,3.4779999999999998,3.496,1.5625,0.0,0.6153846153846154,0.7692307692307693,-0.15384615384615385,1.25
2014,11620,62,1319246.0,1.0,52,7,70,17,4,0,0,5,3,0,10,14,0,0,0.0,1,0,1,2.0,0,0.0,4.32421052631579,18,2.4285714285714284,1.5555555555555556,3.5714285714285716,5.126984126984127,147.0,0.571,-2.8333333333333335,13.417999999999997,13.23,13.219999999999999,2.5,0.0,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.7142857142857143
2014,11620,62,1319247.0,1.0,52,2,5,2,1,0,0,2,1,0,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.43333333333333335,3,1.0,1.0,2.0,3.0,41.0,0.5,2.0,1.892,1.9,1.9,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
2014,11620,62,1319249.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1319250.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1319251.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1319252.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1319259.0,1.0,52,33,210,58,7,3,1,22,7,0,15,25,0,0,0.0,3,3,1,4.0,0,0.0,6.57090909090909,52,1.7575757575757576,1.4615384615384615,2.5757575757575757,4.037296037296037,86.0,0.485,7.125,43.41999999999999,43.3,43.279999999999994,2.7866666666666666,0.019230769230769232,0.4807692307692308,0.28846153846153844,0.19230769230769235,0.6
2014,11620,62,1319260.0,1.0,52,30,185,50,7,2,6,35,11,2,29,39,0,0,0.0,7,0,1,4.0,0,0.0,11.828059701492538,60,1.6666666666666667,1.4333333333333333,3.1333333333333333,4.566666666666666,118.0,0.433,-3.142857142857143,46.337999999999994,46.37,47.68,2.2375,0.1,0.65,0.48333333333333334,0.16666666666666669,0.7435897435897436
2014,11620,62,1436239.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1436240.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1436241.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1436243.0,1.0,52,25,173,49,8,0,1,26,5,2,9,38,0,0,0.0,13,3,1,5.0,0,0.0,7.830588235294119,38,1.96,1.868421052631579,2.76,4.6284210526315785,106.0,0.32,-3.6923076923076925,38.725999999999985,38.602000000000004,39.964,2.4571428571428573,0.02631578947368421,1.0,0.23684210526315788,0.7631578947368421,0.23684210526315788
2014,11620,62,1436244.0,1.0,52,8,96,25,4,0,0,14,5,1,9,10,0,0,0.0,2,6,2,5.0,0,0.0,3.9577777777777783,25,3.125,1.44,4.125,5.5649999999999995,177.0,0.5,,19.069999999999993,18.285999999999998,18.912,2.6666666666666665,0.0,0.4,0.36,0.040000000000000036,0.9
2014,11620,62,1436245.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,62,1541914.0,1.0,52,5,27,3,2,0,0,2,0,1,6,12,0,0,0.0,1,1,0,0.0,0,0.0,1.2999999999999998,12,0.6,0.8333333333333334,1.4,2.2333333333333334,2.0,0.4,-0.42857142857142855,2.7239999999999998,2.754,3.4079999999999995,2.7,0.0,1.0,0.5,0.5,0.5
2014,11620,62,1541915.0,1.0,52,10,84,17,5,0,1,10,0,0,3,24,0,0,0.0,1,0,4,0.0,0,0.0,1.328888888888889,17,1.7,1.2352941176470589,3.1,4.335294117647059,112.0,0.5,-1.4545454545454546,15.797999999999998,14.556,14.552,4.15,0.058823529411764705,1.411764705882353,0.17647058823529413,1.2352941176470589,0.125
