season,season_id,school_id,stats_player_seq,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,BB/K
2021,15580,2,2347968.0,164,55,69,36,11,0,1,29,34,5,5,1,19,0.0,0,2,1,2,4.0,0.0,204,0.3353658536585366,0.46078431372549017,0.49390243902439024,0.9546867527498804,0.3624161073825503,0.3763440860215054,0.004901960784313725,0.09313725490196079,0.16666666666666666,1.7894736842105263
2021,15580,2,2347972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2347974.0,174,56,86,29,6,0,8,35,14,4,1,0,43,0.0,1,1,1,0,5.0,0.0,189,0.3218390804597701,0.3915343915343915,0.5747126436781609,0.9662470352125524,0.3870967741935484,0.3181818181818182,0.042328042328042326,0.2275132275132275,0.07407407407407407,0.32558139534883723
2021,15580,2,2347976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2347979.0,155,41,74,36,12,0,7,31,20,14,0,0,44,0.0,2,0,0,0,4.0,0.0,175,0.2645161290322581,0.42857142857142855,0.6,1.0285714285714285,0.3269230769230769,0.4264705882352941,0.04,0.25142857142857145,0.11428571428571428,0.45454545454545453
2021,15580,2,2347980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2347982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2347985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2347986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2347987.0,20,3,3,3,0,0,0,4,3,3,0,1,4,0.0,1,0,0,0,2.0,0.0,24,0.15,0.375,0.15,0.525,0.1875,0.3333333333333333,0.0,0.16666666666666666,0.125,0.75
2021,15580,2,2494394.0,156,42,87,33,12,3,9,41,16,7,1,1,55,0.0,2,0,0,0,5.0,0.0,174,0.2692307692307692,0.3735632183908046,0.7115384615384616,1.085101679929266,0.3548387096774194,0.42857142857142855,0.05172413793103448,0.3160919540229885,0.09195402298850575,0.2909090909090909
2021,15580,2,2494396.0,187,57,78,44,13,1,2,39,26,4,2,2,47,0.0,3,1,0,0,5.0,0.0,217,0.3048128342245989,0.4009216589861751,0.5026737967914439,0.9035954557776189,0.39285714285714285,0.49411764705882355,0.009216589861751152,0.21658986175115208,0.11981566820276497,0.5531914893617021
2021,15580,2,2494397.0,209,68,117,50,15,2,10,39,28,8,2,0,60,0.0,4,3,0,0,6.0,0.0,239,0.3253588516746411,0.4351464435146444,0.6889952153110048,1.1241416588256492,0.41134751773049644,0.425531914893617,0.04184100418410042,0.2510460251046025,0.11715481171548117,0.4666666666666667
2021,15580,2,2494398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2494946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2500832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,2,2531536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308151.0,155,36,47,14,3,1,2,18,14,2,0,6,27,0.0,7,2,0,0,9.0,0.0,175,0.23225806451612904,0.29714285714285715,0.3419354838709677,0.6390783410138249,0.2698412698412698,0.24,0.011428571428571429,0.15428571428571428,0.08,0.5185185185185185
2021,15580,5,2308162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308175.0,27,4,4,1,0,0,0,1,3,3,0,0,10,0.0,0,1,0,0,1.0,0.0,30,0.14814814814814814,0.3333333333333333,0.14814814814814814,0.48148148148148145,0.23529411764705882,0.1,0.0,0.3333333333333333,0.1,0.3
2021,15580,5,2308185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308191.0,61,17,19,6,2,0,0,8,3,1,2,3,18,0.0,3,0,0,0,1.0,0.0,69,0.2786885245901639,0.30434782608695654,0.3442622950819672,0.6486101211689237,0.37777777777777777,0.2857142857142857,0.0,0.2608695652173913,0.043478260869565216,0.16666666666666666
2021,15580,5,2308195.0,137,27,38,14,8,0,1,11,16,0,1,0,35,0.0,3,2,2,0,6.0,0.0,154,0.19708029197080293,0.2792207792207792,0.34306569343065696,0.6222864726514361,0.2549019607843137,0.30952380952380953,0.006493506493506494,0.22727272727272727,0.1038961038961039,0.45714285714285713
2021,15580,5,2308200.0,41,12,12,4,0,0,0,3,8,2,1,1,6,0.0,2,1,0,0,0.0,0.0,51,0.2926829268292683,0.43137254901960786,0.2926829268292683,0.7240554758488762,0.3333333333333333,0.18181818181818182,0.0,0.11764705882352941,0.1568627450980392,1.3333333333333333
2021,15580,5,2308203.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308206.0,6,0,0,1,0,0,0,0,0,1,0,0,4,0.0,0,0,0,0,0.0,0.0,6,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,1.0,0.0,0.6666666666666666,0.0,0.0
2021,15580,5,2308258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308259.0,6,3,4,1,1,0,0,1,1,0,1,0,2,0.0,1,0,0,0,0.0,0.0,8,0.5,0.5,0.8333333333333334,1.3333333333333335,0.6,0.25,0.0,0.25,0.125,0.5
2021,15580,5,2308261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308268.0,153,34,50,18,7,0,3,20,8,2,0,4,41,0.0,2,0,0,0,3.0,0.0,165,0.2222222222222222,0.26666666666666666,0.39215686274509803,0.6588235294117647,0.28440366972477066,0.36585365853658536,0.01818181818181818,0.24848484848484848,0.048484848484848485,0.1951219512195122
2021,15580,5,2308269.0,154,36,50,21,8,0,2,19,16,2,3,2,45,0.0,3,4,1,0,3.0,0.0,175,0.23376623376623376,0.30857142857142855,0.38961038961038963,0.6981818181818182,0.3090909090909091,0.36538461538461536,0.011428571428571429,0.2571428571428571,0.09142857142857143,0.35555555555555557
2021,15580,5,2308275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308296.0,147,39,47,17,5,0,1,13,10,2,2,0,31,0.0,2,1,0,0,4.0,0.0,159,0.2653061224489796,0.32075471698113206,0.36054421768707484,0.6812989346682069,0.3247863247863248,0.32,0.006289308176100629,0.1949685534591195,0.06289308176100629,0.3225806451612903
2021,15580,5,2308299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2308300.0,58,16,25,9,4,1,1,9,9,5,0,2,17,0.0,2,1,1,0,1.0,0.0,69,0.27586206896551724,0.43478260869565216,0.5344827586206896,0.9692653673163418,0.375,0.27586206896551724,0.014492753623188406,0.2463768115942029,0.13043478260869565,0.5294117647058824
2021,15580,5,2308374.0,148,43,63,26,8,0,4,20,16,4,1,3,29,0.0,2,5,0,1,4.0,0.0,168,0.2905405405405405,0.375,0.5067567567567568,0.8817567567567568,0.33620689655172414,0.3728813559322034,0.023809523809523808,0.17261904761904762,0.09523809523809523,0.5517241379310345
2021,15580,5,2308377.0,45,13,16,3,3,0,0,7,11,1,1,1,6,0.0,1,1,1,0,0.0,0.0,58,0.28888888888888886,0.43103448275862066,0.4222222222222222,0.8532567049808428,0.325,0.12,0.0,0.10344827586206896,0.1896551724137931,1.8333333333333333
2021,15580,5,2308378.0,76,17,19,10,2,0,0,5,8,6,0,2,20,0.0,1,3,1,0,0.0,0.0,86,0.2236842105263158,0.36046511627906974,0.27631578947368424,0.636780905752754,0.30357142857142855,0.3225806451612903,0.0,0.23255813953488372,0.09302325581395349,0.4
2021,15580,5,2496142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2496150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2496157.0,8,3,3,0,0,0,0,0,1,0,0,0,3,0.0,0,0,0,0,0.0,0.0,9,0.375,0.4444444444444444,0.375,0.8194444444444444,0.6,0.0,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333
2021,15580,5,2496161.0,20,3,3,1,0,0,0,0,1,0,0,0,3,0.0,0,0,0,0,0.0,0.0,21,0.15,0.19047619047619047,0.15,0.3404761904761905,0.17647058823529413,0.25,0.0,0.14285714285714285,0.047619047619047616,0.3333333333333333
2021,15580,5,2496171.0,68,13,13,13,0,0,0,5,7,5,0,2,14,0.0,0,1,0,0,3.0,0.0,77,0.19117647058823528,0.3246753246753247,0.19117647058823528,0.51585179526356,0.24074074074074073,0.52,0.0,0.18181818181818182,0.09090909090909091,0.5
2021,15580,5,2496193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2496195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2496197.0,8,2,2,0,0,0,0,2,1,1,0,0,2,0.0,0,0,0,0,1.0,0.0,9,0.25,0.4444444444444444,0.25,0.6944444444444444,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,0.5
2021,15580,5,2496201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,5,2496206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,1879676.0,24,4,5,1,1,0,0,2,0,2,0,1,15,0.0,1,0,0,0,0.0,0.0,25,0.16666666666666666,0.24,0.25,0.49,0.4444444444444444,0.16666666666666666,0.0,0.6,0.0,0.0
2021,15580,6,1998507.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,1998525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,1998529.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2117995.0,50,13,16,6,3,0,0,7,6,1,0,0,9,0.0,0,1,0,0,2.0,0.0,56,0.26,0.35714285714285715,0.38,0.7371428571428571,0.3170731707317073,0.3,0.0,0.16071428571428573,0.10714285714285714,0.6666666666666666
2021,15580,6,2117997.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2118001.0,84,17,18,13,1,0,0,11,14,2,1,4,22,0.0,5,2,0,0,1.0,0.0,103,0.20238095238095238,0.32038834951456313,0.2261904761904762,0.5465788257050394,0.2698412698412698,0.3939393939393939,0.0,0.21359223300970873,0.13592233009708737,0.6363636363636364
2021,15580,6,2118006.0,98,20,34,16,5,3,1,16,16,3,2,1,29,0.0,8,0,0,0,1.0,0.0,117,0.20408163265306123,0.3333333333333333,0.4387755102040816,0.7721088435374149,0.2714285714285714,0.39473684210526316,0.008547008547008548,0.24786324786324787,0.13675213675213677,0.5517241379310345
2021,15580,6,2118012.0,96,17,22,13,5,0,0,11,8,7,4,0,15,0.0,2,0,0,0,2.0,0.0,108,0.17708333333333334,0.2962962962962963,0.28125,0.5775462962962963,0.2,0.40625,0.0,0.1388888888888889,0.07407407407407407,0.5333333333333333
2021,15580,6,2118017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2118018.0,3,0,0,1,0,0,0,0,1,0,0,0,3,0.0,0,0,0,0,0.0,0.0,4,0.0,0.25,0.0,0.25,,1.0,0.0,0.75,0.25,0.3333333333333333
2021,15580,6,2118020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2142605.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2021,15580,6,2308870.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2308871.0,66,13,15,10,2,0,0,9,13,4,0,1,24,0.0,1,1,1,1,2.0,0.0,80,0.19696969696969696,0.375,0.25757575757575757,0.6325757575757576,0.30952380952380953,0.3333333333333333,0.0,0.3,0.1625,0.5416666666666666
2021,15580,6,2308899.0,32,5,10,5,0,1,1,4,2,0,0,0,13,0.0,2,0,0,0,0.0,0.0,34,0.15625,0.20588235294117646,0.375,0.5808823529411764,0.2222222222222222,0.6666666666666666,0.029411764705882353,0.38235294117647056,0.058823529411764705,0.15384615384615385
2021,15580,6,2308901.0,38,7,12,5,2,0,1,4,2,4,1,0,22,0.0,1,0,0,0,0.0,0.0,41,0.18421052631578946,0.3170731707317073,0.39473684210526316,0.7118100128369704,0.375,0.3333333333333333,0.024390243902439025,0.5365853658536586,0.04878048780487805,0.09090909090909091
2021,15580,6,2308903.0,94,25,42,20,5,3,2,17,14,0,1,0,21,0.0,5,0,1,1,1.0,0.0,109,0.26595744680851063,0.3577981651376147,0.5531914893617021,0.9109896544993168,0.3194444444444444,0.4864864864864865,0.01834862385321101,0.1926605504587156,0.12844036697247707,0.6666666666666666
2021,15580,6,2308904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2308915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2349679.0,77,15,24,9,2,2,1,9,10,2,1,1,28,0.0,5,2,0,0,0.0,0.0,89,0.19480519480519481,0.30337078651685395,0.37662337662337664,0.6799941631402306,0.2857142857142857,0.3076923076923077,0.011235955056179775,0.3146067415730337,0.11235955056179775,0.35714285714285715
2021,15580,6,2472296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2472298.0,104,32,45,17,7,0,2,14,16,2,1,0,18,0.0,14,5,1,0,1.0,0.0,121,0.3076923076923077,0.4132231404958678,0.5192307692307693,0.9324539097266371,0.35294117647058826,0.3125,0.01652892561983471,0.1487603305785124,0.1322314049586777,0.8888888888888888
2021,15580,6,2472299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,6,2472300.0,10,3,4,1,1,0,0,1,2,1,0,0,5,0.0,0,0,0,0,0.0,0.0,12,0.3,0.5,0.5,1.0,0.6,0.16666666666666666,0.0,0.4166666666666667,0.16666666666666666,0.4
2021,15580,7,1996843.0,139,45,94,38,14,1,11,43,29,4,5,1,25,0.0,4,1,0,1,4.0,0.0,174,0.3237410071942446,0.4482758620689655,0.8633093525179856,1.311585214586951,0.3148148148148148,0.40298507462686567,0.06321839080459771,0.14367816091954022,0.16666666666666666,1.16
2021,15580,7,1996866.0,135,39,56,22,7,2,2,31,10,6,5,2,21,0.0,7,2,0,0,2.0,0.0,152,0.28888888888888886,0.3618421052631579,0.4962962962962963,0.8581384015594542,0.3162393162393162,0.37735849056603776,0.013157894736842105,0.13815789473684212,0.06578947368421052,0.47619047619047616
2021,15580,7,1996868.0,119,37,60,28,6,1,5,27,11,1,1,0,32,0.0,0,2,0,0,1.0,0.0,131,0.31092436974789917,0.37404580152671757,0.6050420168067226,0.9790878183334402,0.3855421686746988,0.5227272727272727,0.03816793893129771,0.24427480916030533,0.08396946564885496,0.34375
2021,15580,7,1996885.0,158,58,80,44,8,4,2,31,21,4,1,1,25,0.0,8,3,0,0,2.0,0.0,181,0.3670886075949367,0.4585635359116022,0.5949367088607594,1.0535002447723616,0.42424242424242425,0.5185185185185185,0.011049723756906077,0.13812154696132597,0.11602209944751381,0.84
2021,15580,7,1996886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,1996887.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,1996890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2129572.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2129573.0,75,22,37,13,6,0,3,16,4,0,3,0,24,0.0,1,0,0,0,1.0,0.0,82,0.29333333333333333,0.3170731707317073,0.6133333333333333,0.9304065040650407,0.37254901960784315,0.43478260869565216,0.036585365853658534,0.2926829268292683,0.04878048780487805,0.16666666666666666
2021,15580,7,2129575.0,4,0,0,1,0,0,0,0,2,0,0,1,1,0.0,0,0,0,0,0.0,0.0,7,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.5,0.0,0.14285714285714285,0.2857142857142857,2.0
2021,15580,7,2129576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2129593.0,95,33,51,31,9,0,3,25,30,5,1,1,32,0.0,6,2,0,0,0.0,0.0,127,0.3473684210526316,0.5354330708661418,0.6631578947368421,1.1985909656029838,0.4918032786885246,0.4307692307692308,0.023622047244094488,0.25196850393700787,0.23622047244094488,0.9375
2021,15580,7,2129596.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2129597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2129598.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2021,15580,7,2129601.0,45,8,9,9,1,0,0,5,4,1,0,0,16,0.0,0,1,0,0,1.0,0.0,49,0.17777777777777778,0.2653061224489796,0.2222222222222222,0.4875283446712018,0.27586206896551724,0.6923076923076923,0.0,0.32653061224489793,0.08163265306122448,0.25
2021,15580,7,2333474.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,
2021,15580,7,2333476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2333483.0,149,47,68,47,7,1,4,29,34,3,1,1,29,0.0,10,4,0,1,2.0,0.0,185,0.31543624161073824,0.4540540540540541,0.5369127516778524,0.9909668057319064,0.36752136752136755,0.5375,0.021621621621621623,0.15675675675675677,0.1837837837837838,1.1724137931034482
2021,15580,7,2333485.0,97,30,43,24,6,2,1,23,10,1,1,3,21,0.0,6,2,0,0,1.0,0.0,111,0.30927835051546393,0.36936936936936937,0.5360824742268041,0.9054518435961735,0.3815789473684211,0.575,0.009009009009009009,0.1891891891891892,0.09009009009009009,0.47619047619047616
2021,15580,7,2333486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2333489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2333491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2333493.0,164,64,104,44,12,2,8,43,16,6,1,0,27,0.0,4,0,1,0,4.0,0.0,181,0.3902439024390244,0.47513812154696133,0.7682926829268293,1.2434308044737907,0.4307692307692308,0.46153846153846156,0.04419889502762431,0.14917127071823205,0.08839779005524862,0.5925925925925926
2021,15580,7,2333494.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0.0,0.0,2,0.0,0.5,0.0,0.5,,0.0,0.0,0.5,0.5,1.0
2021,15580,7,2333495.0,10,1,1,1,0,0,0,1,1,0,0,0,7,0.0,0,0,0,0,1.0,0.0,11,0.1,0.18181818181818182,0.1,0.28181818181818186,0.3333333333333333,0.5,0.0,0.6363636363636364,0.09090909090909091,0.14285714285714285
2021,15580,7,2333496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2333497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2333499.0,19,1,1,2,0,0,0,0,0,0,0,0,10,0.0,1,0,0,0,1.0,0.0,19,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.1111111111111111,2.0,0.0,0.5263157894736842,0.0,0.0
2021,15580,7,2333500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2333501.0,85,24,29,14,1,2,0,12,12,1,1,1,24,0.0,3,0,0,0,1.0,0.0,99,0.2823529411764706,0.37373737373737376,0.3764705882352941,0.7502079619726678,0.3870967741935484,0.3783783783783784,0.0,0.24242424242424243,0.12121212121212122,0.5
2021,15580,7,2494370.0,77,21,33,15,5,2,1,13,9,2,1,0,21,0.0,2,1,0,0,0.0,0.0,87,0.2727272727272727,0.367816091954023,0.5324675324675324,0.9002836244215554,0.35714285714285715,0.45161290322580644,0.011494252873563218,0.2413793103448276,0.10344827586206896,0.42857142857142855
2021,15580,7,2494755.0,37,10,13,8,1,1,0,4,4,0,0,0,4,0.0,2,0,0,0,2.0,0.0,41,0.2702702702702703,0.34146341463414637,0.40540540540540543,0.7468688200395518,0.30303030303030304,0.5714285714285714,0.0,0.0975609756097561,0.0975609756097561,1.0
2021,15580,7,2494756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2494757.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,7,2495385.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2021,15580,7,2508285.0,26,5,8,5,1,1,0,3,7,0,0,0,7,0.0,0,0,0,0,0.0,0.0,33,0.19230769230769232,0.36363636363636365,0.38461538461538464,0.7482517482517483,0.2631578947368421,0.4166666666666667,0.0,0.21212121212121213,0.21212121212121213,1.0
2021,15580,7,2512871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,8,1982452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,8,1982462.0,213,59,113,35,12,0,14,48,29,8,6,0,38,0.0,2,1,0,1,8.0,0.0,248,0.27699530516431925,0.3870967741935484,0.6525821596244131,1.0396789338179615,0.2694610778443114,0.25609756097560976,0.056451612903225805,0.1532258064516129,0.11693548387096774,0.7631578947368421
2021,15580,8,2120875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,8,2120879.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,8,2120928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2021,15580,8,2120934.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
