season,season_id,school_id,stats_player_seq,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2013,11320,5,1218830.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1218831.0,1.0,52,33,3,7,0,0,0,2,1,0,1,9,0,0,0.0,0,0,0,2.0,0,0.0,0.07647058823529412,34,0.212,-0.152,0.235,0.212,0.447,4.0,0.0,0.292,1.268,1.132,1.184,0.0,0.375,0.0,0.265,0.029,0.236,0.111
2013,11320,5,1321037.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1321050.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1321051.0,1.0,52,9,0,2,0,0,0,0,0,0,0,3,0,0,0.0,2,0,0,0.0,0,0.0,0.1890909090909091,9,0.222,-0.222,0.444,0.222,0.666,34.0,0.0,0.333,1.026,0.974,1.008,,0.0,0.0,0.333,0.0,0.333,0.0
2013,11320,5,1321052.0,1.0,52,208,22,51,7,0,0,17,4,1,15,41,0,0,0.0,3,14,1,4.0,0,0.0,1.3614937759336099,238,0.245,-0.159,0.29,0.312,0.602,46.0,0.034,0.304,18.432,16.544,17.528,0.0,0.319,0.0,0.172,0.063,0.109,0.366
2013,11320,5,1321055.0,1.0,52,78,3,15,2,0,0,5,1,0,3,14,0,0,0.0,1,2,1,7.0,0,0.0,0.2569411764705883,84,0.192,-0.141,0.226,0.244,0.47,14.0,0.026,0.231,4.128,3.276,3.412,0.0,0.158,0.0,0.167,0.036,0.131,0.214
2013,11320,5,1321056.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1321058.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1436914.0,1.0,52,22,4,6,2,0,0,2,1,0,4,8,0,0,0.0,0,1,0,1.0,0,0.0,0.42370370370370375,27,0.273,-0.045,0.37,0.455,0.825,107.0,0.091,0.429,3.156,3.052,3.084,0.0,0.4,0.0,0.296,0.148,0.148,0.5
2013,11320,5,1436915.0,1.0,52,64,13,12,2,0,0,3,3,1,20,20,0,0,0.0,1,1,0,2.0,0,0.0,2.0558139534883724,85,0.188,0.156,0.388,0.25,0.638,37.0,0.031,0.273,3.2,2.894,3.648,0.0,0.394,0.0,0.235,0.235,0.0,1.0
2013,11320,5,1436916.0,1.0,52,41,8,11,2,1,0,3,0,0,4,10,0,0,0.0,0,1,0,1.0,0,0.0,0.35043478260869565,46,0.268,-0.171,0.326,0.439,0.765,96.0,0.122,0.355,5.24,5.04,5.1,,0.533,0.0,0.217,0.087,0.13,0.4
2013,11320,5,1436917.0,1.0,52,14,0,1,0,0,0,1,0,0,0,4,0,0,0.0,0,0,0,2.0,0,0.0,0.0,14,0.071,-0.071,0.071,0.071,0.142,-66.0,0.0,0.1,-0.702,-0.774,-0.748,,0.0,0.0,0.286,0.0,0.286,0.0
2013,11320,5,1436918.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1436919.0,1.0,52,46,3,10,2,0,0,3,1,0,1,10,0,0,0.0,1,2,0,3.0,0,0.0,0.15600000000000003,49,0.217,-0.174,0.245,0.304,0.549,38.0,0.043,0.278,3.72,3.422,3.504,0.0,0.25,0.0,0.204,0.02,0.184,0.1
2013,11320,5,1436920.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1436921.0,1.0,52,97,10,23,6,0,2,13,0,1,7,26,0,0,0.0,1,0,3,0.0,0,0.0,0.5922222222222223,107,0.237,-0.175,0.29,0.443,0.733,93.0,0.062,0.292,12.962,11.458,12.256,0.0,0.276,0.019,0.243,0.065,0.178,0.269
2013,11320,5,1436922.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1436923.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1436924.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1436925.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,5,1436926.0,1.0,52,186,19,50,12,1,2,27,5,1,16,49,0,0,0.0,3,0,3,4.0,0,0.0,1.6350000000000002,205,0.269,-0.161,0.337,0.457,0.794,103.0,0.081,0.348,27.638,25.802,26.744,2.9,0.254,0.01,0.239,0.078,0.161,0.327
2013,11320,5,1441460.0,1.0,52,49,3,9,0,0,2,5,0,0,0,21,0,0,0.0,4,0,0,1.0,0,0.0,0.2550943396226415,49,0.184,-0.184,0.265,0.347,0.612,56.0,0.0,0.269,4.972,4.78,4.9,0.0,0.091,0.041,0.429,0.0,0.429,0.0
2013,11320,6,1106888.0,1.0,49,33,4,6,1,0,0,2,2,0,3,8,1,0,0.0,0,0,1,0.0,0,0.0,0.16864864864864865,37,0.182,-0.03,0.243,0.242,0.485,16.0,0.03,0.231,2.546,1.434,1.488,0.0,0.444,0.0,0.216,0.081,0.135,0.375
2013,11320,6,1106896.0,1.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,6,1106897.0,1.0,49,136,21,35,2,3,1,10,9,1,15,44,0,0,0.0,1,0,0,2.0,0,0.0,1.3992105263157895,151,0.257,-0.088,0.338,0.382,0.72,77.0,0.081,0.374,15.698,15.232,16.084,1.8,0.4,0.007,0.291,0.099,0.192,0.341
2013,11320,6,1106900.0,1.0,49,7,2,1,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,1.0,0,0.0,0.065,8,0.143,-0.143,0.125,0.143,0.268,-34.0,0.0,0.167,-0.008,-0.088,-0.076,,2.0,0.0,0.125,0.0,0.125,0.0
2013,11320,6,1322591.0,1.0,49,49,4,2,0,0,0,1,0,0,8,18,0,0,0.0,1,1,0,3.0,0,0.0,0.44508474576271184,58,0.041,0.122,0.19,0.041,0.231,-62.0,0.0,0.065,-2.994,-3.276,-3.172,,0.364,0.0,0.31,0.138,0.172,0.444
2013,11320,6,1322592.0,1.0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0.26,1,,,1.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,-1.0,
2013,11320,6,1322593.0,1.0,49,175,27,49,12,1,4,26,9,3,16,37,1,0,0.0,10,4,1,3.0,0,0.0,2.307184466019417,196,0.28,-0.154,0.383,0.526,0.909,134.0,0.086,0.333,33.484,31.552,33.824,5.5,0.324,0.02,0.189,0.082,0.107,0.432
2013,11320,6,1322599.0,1.0,49,159,31,33,1,3,0,13,11,4,37,55,0,0,0.0,2,3,0,1.0,0,0.0,3.4666666666666663,199,0.208,0.069,0.362,0.277,0.639,43.0,0.063,0.317,10.06,9.352,12.184,0.0,0.431,0.0,0.276,0.186,0.09,0.673
2013,11320,6,1322600.0,1.0,49,27,2,4,1,0,0,2,0,1,5,11,0,0,0.0,0,0,0,0.0,0,0.0,0.325,32,0.148,0.0,0.281,0.222,0.503,14.0,0.037,0.25,0.242,0.146,0.832,,0.222,0.0,0.344,0.156,0.188,0.455
2013,11320,6,1322601.0,1.0,49,148,10,32,9,0,3,21,2,2,13,49,0,0,0.0,1,2,2,0.0,0,0.0,0.9836144578313253,165,0.216,-0.128,0.279,0.419,0.698,83.0,0.061,0.296,16.848,15.482,17.004,2.4,0.163,0.018,0.297,0.079,0.218,0.265
2013,11320,6,1322602.0,1.0,49,72,11,13,1,1,0,6,2,1,7,12,0,0,0.0,2,0,0,2.0,0,0.0,0.6195061728395062,79,0.181,-0.069,0.278,0.25,0.528,23.0,0.056,0.217,3.574,3.178,3.956,0.0,0.5,0.0,0.152,0.089,0.063,0.583
2013,11320,6,1322603.0,1.0,49,86,15,24,2,1,0,7,3,2,11,18,0,0,0.0,3,2,0,0.0,0,0.0,1.3101960784313724,99,0.279,-0.14,0.384,0.36,0.744,75.0,0.058,0.353,9.756,9.294,10.728,0.0,0.395,0.0,0.182,0.111,0.071,0.611
2013,11320,6,1322607.0,1.0,49,111,18,33,4,0,2,21,7,4,18,23,0,0,0.0,3,0,4,2.0,0,0.0,2.0494117647058827,133,0.297,-0.108,0.406,0.441,0.847,106.0,0.036,0.344,17.536,15.586,18.332,3.1,0.308,0.015,0.173,0.135,0.038,0.783
2013,11320,6,1440361.0,1.0,49,77,3,12,5,0,0,12,0,0,6,15,0,0,0.0,0,2,1,3.0,0,0.0,0.3446511627906977,86,0.156,-0.078,0.209,0.286,0.495,27.0,0.065,0.19,4.08,3.23,3.36,,0.167,0.0,0.174,0.07,0.104,0.4
2013,11320,6,1440362.0,1.0,49,14,1,3,1,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0.0,0,0.0,0.1625,16,0.214,-0.071,0.312,0.357,0.669,65.0,0.071,0.273,1.206,1.142,1.164,,0.2,0.0,0.188,0.125,0.063,0.667
2013,11320,6,1440363.0,1.0,49,191,35,63,9,1,0,30,11,1,25,27,0,0,0.0,5,2,1,5.0,0,0.0,3.2360714285714285,219,0.33,-0.147,0.425,0.44,0.865,108.0,0.063,0.382,31.094,29.786,30.732,0.0,0.376,0.0,0.123,0.114,0.009,0.926
2013,11320,6,1440366.0,1.0,49,29,1,3,0,0,0,0,0,1,2,7,0,0,0.0,0,1,0,0.0,0,0.0,0.08125,32,0.103,-0.069,0.156,0.103,0.259,-44.0,0.0,0.136,-1.176,-1.368,-0.676,,0.2,0.0,0.219,0.062,0.157,0.286
2013,11320,6,1440368.0,1.0,49,4,0,2,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.13,4,0.5,-0.25,0.5,0.5,1.0,139.0,0.0,0.667,0.992,0.984,0.988,0.0,0.0,0.0,0.25,0.0,0.25,0.0
2013,11320,6,1440369.0,1.0,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,,-0.098,-0.098,-0.096,,,0.0,1.0,0.0,1.0,0.0
2013,11320,6,1440371.0,1.0,49,111,16,33,12,1,3,17,0,2,4,38,0,0,0.0,2,3,0,0.0,0,0.0,0.494,118,0.297,-0.279,0.331,0.649,0.98,170.0,0.135,0.429,23.336,22.876,24.332,0.0,0.361,0.025,0.322,0.034,0.288,0.105
2013,11320,6,1772806.0,1.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1105885.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1216735.0,1.0,57,21,0,4,0,0,0,2,0,0,0,12,0,0,0.0,2,0,0,0.0,0,0.0,0.1356521739130435,21,0.19,-0.19,0.286,0.19,0.476,3.0,0.0,0.444,1.054,0.994,1.048,,0.0,0.0,0.571,0.0,0.571,0.0
2013,11320,7,1316331.0,1.0,57,200,56,54,9,1,2,37,34,7,32,33,0,0,0.0,16,8,4,3.0,0,0.0,4.652000000000001,244,0.27,0.025,0.418,0.415,0.833,99.0,0.06,0.308,35.116,32.252,37.184,3.8,0.54,0.008,0.135,0.131,0.004,0.97
2013,11320,7,1316332.0,1.0,57,172,45,54,11,5,1,30,14,2,14,24,0,0,0.0,9,11,2,4.0,0,0.0,2.2237500000000003,199,0.314,-0.163,0.387,0.552,0.939,143.0,0.151,0.356,36.868,34.846,36.452,1.9,0.579,0.005,0.121,0.07,0.051,0.583
2013,11320,7,1316333.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1316334.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1316335.0,1.0,57,114,29,30,8,1,1,14,14,3,11,19,0,0,0.0,4,6,2,1.0,0,0.0,1.2791240875912409,133,0.263,-0.07,0.338,0.465,0.803,106.0,0.096,0.302,19.428,17.888,20.016,1.9,0.636,0.008,0.143,0.083,0.06,0.579
2013,11320,7,1316336.0,1.0,57,106,24,31,4,0,0,14,1,0,19,7,0,0,0.0,9,4,0,2.0,0,0.0,3.1313043478260876,129,0.292,-0.104,0.457,0.368,0.825,87.0,0.038,0.313,14.974,14.18,14.42,0.0,0.407,0.0,0.054,0.147,-0.093,2.714
2013,11320,7,1316337.0,1.0,57,181,29,63,10,3,1,35,11,3,22,18,0,0,0.0,24,5,4,4.0,0,0.0,5.415932203389831,212,0.348,-0.182,0.514,0.53,1.044,151.0,0.105,0.373,43.356,40.636,43.032,1.8,0.259,0.005,0.085,0.104,-0.019,1.222
2013,11320,7,1316339.0,1.0,57,204,28,68,6,0,7,51,5,1,21,28,0,0,0.0,11,3,4,8.0,0,0.0,3.415308641975309,232,0.333,-0.211,0.431,0.529,0.96,141.0,0.029,0.353,41.856,39.282,40.304,5.8,0.226,0.03,0.121,0.091,0.03,0.75
2013,11320,7,1316340.0,1.0,57,163,33,46,8,0,1,17,11,1,16,24,0,0,0.0,15,7,0,2.0,0,0.0,3.094129353233831,186,0.282,-0.123,0.414,0.405,0.819,95.0,0.049,0.326,26.518,25.344,26.368,1.8,0.421,0.005,0.129,0.086,0.043,0.667
2013,11320,7,1316341.0,1.0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1316343.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1316345.0,1.0,57,20,3,2,0,0,0,0,0,0,5,4,0,0,0.0,1,0,0,0.0,0,0.0,0.48000000000000004,25,0.1,0.15,0.32,0.1,0.42,-25.0,0.0,0.125,-0.312,-0.434,-0.388,,0.375,0.0,0.16,0.2,-0.04,1.25
2013,11320,7,1316347.0,1.0,57,6,0,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,6,0.333,-0.333,0.333,0.333,0.666,59.0,0.0,0.4,0.632,0.608,0.616,,0.0,0.0,0.167,0.0,0.167,0.0
2013,11320,7,1316348.0,1.0,57,53,11,15,2,1,0,13,0,0,5,13,0,0,0.0,1,0,2,2.0,0,0.0,0.5540983606557377,60,0.283,-0.189,0.35,0.415,0.765,90.0,0.094,0.357,7.536,6.586,6.672,,0.524,0.0,0.217,0.083,0.134,0.385
2013,11320,7,1316349.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1316350.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1316353.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430237.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430238.0,1.0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430239.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430240.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430241.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430242.0,1.0,57,0,2,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.18,0.18,0.18,0.0,,,,,,
2013,11320,7,1430243.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430244.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430245.0,1.0,57,32,4,4,2,0,0,6,1,0,3,7,0,0,0.0,1,1,1,2.0,0,0.0,0.26,37,0.125,0.0,0.216,0.25,0.466,15.0,0.062,0.154,1.794,1.206,1.272,0.0,0.5,0.0,0.189,0.081,0.108,0.429
2013,11320,7,1430246.0,1.0,57,195,35,46,11,1,8,27,9,5,24,72,0,0,0.0,8,4,2,4.0,0,0.0,2.6401716738197423,225,0.236,-0.092,0.347,0.528,0.875,130.0,0.072,0.325,33.134,31.538,35.116,8.5,0.386,0.036,0.32,0.107,0.213,0.333
2013,11320,7,1430273.0,1.0,57,176,20,44,5,1,2,24,3,4,7,26,0,0,0.0,3,4,2,7.0,0,0.0,0.7014583333333334,189,0.25,-0.216,0.286,0.369,0.655,66.0,0.045,0.28,18.612,16.834,19.688,2.4,0.346,0.011,0.138,0.037,0.101,0.269
2013,11320,7,1430274.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430275.0,1.0,57,10,1,0,0,0,0,0,0,1,1,5,0,0,0.0,0,0,0,0.0,0,0.0,0.0,11,0.0,0.0,0.091,0.0,0.091,-89.0,0.0,0.0,-1.26,-1.3,-0.64,,1.0,0.0,0.455,0.091,0.364,0.2
2013,11320,7,1430276.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,7,1430277.0,1.0,57,13,3,3,0,1,0,1,0,0,0,6,0,0,0.0,0,0,0,0.0,0,0.0,0.0,13,0.231,-0.231,0.231,0.462,0.693,92.0,0.231,0.429,1.592,1.56,1.58,,1.0,0.0,0.462,0.0,0.462,0.0
2013,11320,7,1430278.0,1.0,57,196,34,59,12,1,3,26,5,4,14,37,0,0,0.0,6,1,1,3.0,0,0.0,1.8056880733944953,212,0.301,-0.224,0.373,0.5,0.873,123.0,0.077,0.357,32.944,31.674,34.568,3.8,0.408,0.014,0.175,0.066,0.109,0.378
2013,11320,8,1102738.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1102764.0,1.0,63,231,46,67,10,0,6,38,5,1,27,37,2,0,0.0,8,1,4,11.0,0,0.0,3.21690036900369,263,0.29,-0.156,0.388,0.481,0.869,118.0,0.043,0.318,40.284,36.488,37.536,5.5,0.417,0.023,0.141,0.103,0.038,0.73
2013,11320,8,1102767.0,1.0,63,157,24,36,4,0,0,16,2,2,18,35,2,0,0.0,8,9,2,4.0,0,0.0,1.9647422680412372,186,0.229,-0.115,0.333,0.28,0.613,41.0,0.025,0.29,14.43,11.382,12.984,0.0,0.387,0.0,0.188,0.097,0.091,0.514
2013,11320,8,1102776.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1102783.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1195655.0,1.0,63,31,5,5,2,0,0,4,1,0,4,10,0,0,0.0,2,0,1,1.0,0,0.0,0.4789473684210526,36,0.161,0.0,0.306,0.29,0.596,41.0,0.065,0.227,2.75,2.232,2.304,0.0,0.455,0.0,0.278,0.111,0.167,0.4
2013,11320,8,1195658.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1195659.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1195666.0,1.0,63,3,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,1,0,0.0,0,0.0,0.13,4,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,,-0.254,-0.294,-0.288,,,0.0,0.75,0.0,0.75,0.0
2013,11320,8,1195669.0,1.0,63,219,36,61,15,1,7,40,3,1,23,50,0,0,0.0,2,4,0,6.0,0,0.0,2.2425,246,0.279,-0.164,0.35,0.557,0.907,140.0,0.082,0.333,38.86,37.816,38.792,4.2,0.367,0.028,0.203,0.093,0.11,0.46
2013,11320,8,1314561.0,1.0,63,50,8,8,1,0,0,4,0,0,8,13,0,0,0.0,1,1,0,2.0,0,0.0,0.6716666666666667,59,0.16,0.0,0.288,0.2,0.488,7.0,0.02,0.216,1.216,0.934,1.028,,0.471,0.0,0.22,0.136,0.084,0.615
2013,11320,8,1314562.0,1.0,63,2,2,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0.0,0,0.0,0.08666666666666667,2,0.0,0.0,0.5,0.0,0.5,-37.0,0.0,0.0,0.152,0.134,0.148,,2.0,0.0,0.5,0.0,0.5,0.0
2013,11320,8,1314567.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1314568.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1314570.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1314579.0,1.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2013,11320,8,1314580.0,1.0,63,243,40,68,13,4,4,41,16,3,25,29,0,0,0.0,4,1,4,8.0,0,0.0,2.5981227436823104,273,0.28,-0.123,0.355,0.502,0.857,122.0,0.103,0.299,42.098,39.37,41.68,6.4,0.387,0.015,0.106,0.092,0.014,0.862
2013,11320,8,1314582.0,1.0,63,241,48,61,13,1,5,29,7,4,32,48,2,0,0.0,10,5,3,9.0,0,0.0,3.5649484536082476,281,0.253,-0.108,0.367,0.456,0.823,107.0,0.066,0.293,37.386,33.74,36.76,5.8,0.439,0.018,0.171,0.114,0.057,0.667
