season,season_id,school_id,stats_player_seq,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2018,12973,2,1659965.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2018,12973,2,1767864.0,54,211,61,86,33,16,0,3,33,15,9,2,0,32,2.0,15,2,0,0,0.0,0.0,228,0.2890995260663507,0.37280701754385964,0.4976303317535545,0.8704373492974141,0.3258426966292135,0.36585365853658536,0.013157894736842105,0.14035087719298245,0.06578947368421052,0.07456140350877193,0.46875
2018,12973,2,1767887.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2018,12973,2,1767888.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2018,12973,2,1884436.0,54,203,60,102,35,22,1,6,35,20,2,2,1,33,5.0,2,3,0,0,0.0,0.0,226,0.2955665024630542,0.36283185840707965,0.645320197044335,1.0081520554514145,0.3253012048192771,0.3815789473684211,0.02654867256637168,0.14601769911504425,0.08849557522123894,0.057522123893805316,0.6060606060606061
2018,12973,2,1884439.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2018,12973,2,1884443.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2018,12973,2,1884456.0,54,84,24,29,9,2,0,1,15,16,2,1,4,19,2.0,1,0,0,0,0.0,0.0,105,0.2857142857142857,0.4,0.38095238095238093,0.780952380952381,0.35384615384615387,0.1951219512195122,0.009523809523809525,0.18095238095238095,0.1523809523809524,0.028571428571428553,0.8421052631578947
2018,12973,2,1884460.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
2018,12973,2,1884461.0,54,82,16,19,5,3,0,0,6,6,2,0,4,28,1.0,4,0,0,0,0.0,0.0,92,0.1951219512195122,0.2608695652173913,0.2682926829268293,0.5291622481442206,0.2962962962962963,0.20833333333333334,0.0,0.30434782608695654,0.06521739130434782,0.2391304347826087,0.21428571428571427
2018,12973,2,1997672.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,,
