date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,444,Morehead St.,9,True,0,11,-11,loss,0 - 11,657914,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1440368,2013
02/16/2013,home,11320,305,Indiana St.,9,True,5,12,-7,loss,5 - 12,658152,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/17/2013,home,11320,308,Purdue Fort Wayne,10,True,7,6,1,win,7 - 6,658468,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/17/2013,home,11320,308,Purdue Fort Wayne,9,True,6,7,-1,loss,6 - 7,1681132,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/19/2013,away,11320,625,Samford,9,True,1,12,-11,loss,1 - 12,658692,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/21/2013,away,11320,254,Georgia St.,9,True,0,20,-20,loss,0 - 20,658855,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/22/2013,away,11320,632,Savannah St.,9,True,0,7,-7,loss,0 - 7,658903,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/23/2013,away,11320,632,Savannah St.,10,True,7,8,-1,loss,7 - 8,659268,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/24/2013,away,11320,632,Savannah St.,9,True,5,10,-5,loss,5 - 10,659467,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
02/26/2013,away,11320,28600,Lipscomb,9,True,6,4,2,win,6 - 4,659921,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/02/2013,home,11320,314,Jackson St.,9,True,0,10,-10,loss,0 - 10,660615,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/02/2013,home,11320,314,Jackson St.,10,True,7,10,-3,loss,7 - 10,660699,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/03/2013,home,11320,314,Jackson St.,9,True,5,8,-3,loss,5 - 8,660920,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/06/2013,home,11320,625,Samford,9,True,6,7,-1,loss,6 - 7,661621,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/09/2013,away,11320,7,Alabama St.,9,True,4,10,-6,loss,4 - 10,662139,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/09/2013,away,11320,7,Alabama St.,9,True,2,12,-10,loss,2 - 12,1877552,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/10/2013,away,11320,7,Alabama St.,9,True,6,9,-3,loss,6 - 9,662695,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/12/2013,away,11320,31,Arkansas,9,True,2,20,-18,loss,2 - 20,663162,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/13/2013,away,11320,31,Arkansas,9,True,0,13,-13,loss,0 - 13,663388,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/15/2013,away,11320,472,New Mexico St.,9,True,6,20,-14,loss,6 - 20,663741,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/16/2013,away,11320,472,New Mexico St.,9,True,4,24,-20,loss,4 - 24,664332,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/16/2013,away,11320,472,New Mexico St.,9,True,3,5,-2,loss,3 - 5,664469,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/17/2013,away,11320,472,New Mexico St.,9,True,3,30,-27,loss,3 - 30,664708,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/19/2013,home,11320,692,Tennessee Tech,9,True,6,8,-2,loss,6 - 8,665166,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/27/2013,home,11320,487,North Ala.,9,True,1,6,-5,loss,1 - 6,667071,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/29/2013,home,11320,17,Alcorn,9,True,5,11,-6,loss,5 - 11,667779,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/29/2013,home,11320,17,Alcorn,9,True,10,6,4,win,10 - 6,667903,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
03/30/2013,home,11320,17,Alcorn,9,True,0,8,-8,loss,0 - 8,667951,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
04/06/2013,away,11320,314,Jackson St.,9,True,8,9,-1,loss,8 - 9,669818,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
04/06/2013,away,11320,314,Jackson St.,10,True,4,5,-1,loss,4 - 5,670096,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
04/07/2013,away,11320,314,Jackson St.,9,True,0,7,-7,loss,0 - 7,670380,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440368,2013
