date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,away,12360,692,Tennessee Tech,9,True,12,13,-1,loss,12 - 13,292560,771,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1767540,2016
02/20/2016,away,12360,692,Tennessee Tech,9,True,3,6,-3,loss,3 - 6,293060,771,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1767540,2016
02/20/2016,away,12360,692,Tennessee Tech,9,True,5,6,-1,loss,5 - 6,293079,771,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1767540,2016
02/26/2016,away,12360,659,Southern Ill.,9,True,1,4,-3,loss,1 - 4,293665,771,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1767540,2016
02/27/2016,away,12360,659,Southern Ill.,9,True,0,9,-9,loss,0 - 9,293884,771,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1767540,2016
02/28/2016,away,12360,659,Southern Ill.,9,True,0,9,-9,loss,0 - 9,294446,771,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1767540,2016
03/05/2016,home,12360,505,Northern Ky.,9,True,16,11,5,win,16 - 11,295742,771,2,6,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1767540,2016
03/05/2016,home,12360,505,Northern Ky.,9,True,4,5,-1,loss,4 - 5,295746,771,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1767540,2016
03/06/2016,home,12360,505,Northern Ky.,9,True,4,7,-3,loss,4 - 7,296132,771,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1767540,2016
03/06/2016,home,12360,505,Northern Ky.,9,True,8,6,2,win,8 - 6,296141,771,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1767540,2016
03/11/2016,away,12360,31,Arkansas,10,True,2,3,-1,loss,2 - 3,296954,771,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1767540,2016
03/12/2016,away,12360,31,Arkansas,9,True,3,9,-6,loss,3 - 9,297276,771,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767540,2016
03/13/2016,away,12360,31,Arkansas,9,True,0,3,-3,loss,0 - 3,297849,771,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1767540,2016
03/15/2016,away,12360,669,Missouri St.,9,True,4,13,-9,loss,4 - 13,298146,771,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767540,2016
03/16/2016,away,12360,669,Missouri St.,9,True,3,15,-12,loss,3 - 15,298379,771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767540,2016
03/18/2016,home,12360,493,North Dakota St.,9,True,1,3,-2,loss,1 - 3,298725,771,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1767540,2016
03/19/2016,home,12360,493,North Dakota St.,9,True,7,6,1,win,7 - 6,299064,771,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1767540,2016
03/20/2016,home,12360,493,North Dakota St.,9,True,9,4,5,win,9 - 4,299630,771,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1767540,2016
03/25/2016,home,12360,649,South Dakota St.,9,True,3,2,1,win,3 - 2,300678,771,0,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1767540,2016
03/26/2016,home,12360,649,South Dakota St.,9,True,3,11,-8,loss,3 - 11,301526,771,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1767540,2016
03/26/2016,home,12360,649,South Dakota St.,9,True,2,0,2,win,2 - 0,301566,771,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767540,2016
03/29/2016,home,12360,30050,Ill. Springfield,9,True,5,13,-8,loss,5 - 13,301798,771,0,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1767540,2016
