AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,neutral,11320,749,Wake Forest,9,True,0,3,-3,loss,658080,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,away,11320,498,ULM,9,True,0,12,-12,loss,658105,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,neutral,11320,749,Wake Forest,9,True,2,17,-15,loss,658399,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,away,11320,498,ULM,9,True,3,7,-4,loss,658428,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2013,away,11320,521,Oklahoma St.,9,True,3,11,-8,loss,658762,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2013,away,11320,521,Oklahoma St.,9,True,1,8,-7,loss,658769,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2013,neutral,11320,669,Missouri St.,9,True,1,8,-7,loss,659057,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,neutral,11320,201,Eastern Ill.,9,True,0,2,-2,loss,659425,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,away,11320,664,Southern Miss.,9,True,2,7,-5,loss,659469,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,home,11320,7,Alabama St.,9,True,7,6,1,win,660598,17,1216757,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,home,11320,7,Alabama St.,9,True,7,4,3,win,660682,17,1216757,2013
