date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,8,Alabama,9,True,0,6,-6,loss,0 - 6,404773,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
02/14/2015,away,12080,8,Alabama,9,True,0,11,-11,loss,0 - 11,405005,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
02/15/2015,away,12080,8,Alabama,9,True,0,19,-19,loss,0 - 19,405422,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
02/21/2015,home,12080,726,Navy,10,True,3,0,3,win,3 - 0,406157,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
02/21/2015,home,12080,726,Navy,9,True,0,5,-5,loss,0 - 5,406174,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
02/22/2015,home,12080,726,Navy,9,True,5,11,-6,loss,5 - 11,406310,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
02/27/2015,home,12080,244,Furman,9,True,1,5,-4,loss,1 - 5,406645,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
02/28/2015,away,12080,115,Campbell,9,True,0,8,-8,loss,0 - 8,407030,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/03/2015,away,12080,249,George Washington,9,True,8,3,5,win,8 - 3,407333,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/06/2015,away,12080,792,Winthrop,9,True,2,10,-8,loss,2 - 10,407641,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/07/2015,away,12080,792,Winthrop,9,True,0,1,-1,loss,0 - 1,407838,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/08/2015,away,12080,792,Winthrop,9,True,3,4,-1,loss,3 - 4,408315,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/15/2015,home,12080,165,Coppin St.,9,True,6,3,3,win,6 - 3,410326,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/15/2015,home,12080,165,Coppin St.,9,True,8,0,8,win,8 - 0,410409,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/16/2015,home,12080,165,Coppin St.,11,True,4,3,1,win,4 - 3,410571,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/17/2015,away,12080,458,Charlotte,9,True,5,17,-12,loss,5 - 17,410784,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/18/2015,away,12080,489,N.C. Central,9,True,3,4,-1,loss,3 - 4,411120,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/18/2015,away,12080,489,N.C. Central,9,True,1,7,-6,loss,1 - 7,411136,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/21/2015,home,12080,485,Norfolk St.,9,True,4,10,-6,loss,4 - 10,411751,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/21/2015,home,12080,485,Norfolk St.,9,True,3,0,3,win,3 - 0,411923,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/22/2015,home,12080,485,Norfolk St.,9,True,1,3,-2,loss,1 - 3,412227,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/25/2015,home,12080,251,Georgetown,9,True,2,8,-6,loss,2 - 8,412870,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/29/2015,away,12080,178,Delaware St.,9,True,4,2,2,win,4 - 2,413932,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/30/2015,away,12080,178,Delaware St.,9,True,11,3,8,win,11 - 3,414369,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/30/2015,away,12080,178,Delaware St.,9,True,8,6,2,win,8 - 6,414427,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
03/31/2015,away,12080,711,Towson,9,True,2,6,-4,loss,2 - 6,414529,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/02/2015,away,12080,165,Coppin St.,9,True,11,0,11,win,11 - 0,415083,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/04/2015,away,12080,165,Coppin St.,9,True,1,6,-5,loss,1 - 6,415815,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/04/2015,away,12080,165,Coppin St.,9,True,4,1,3,win,4 - 1,416026,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/08/2015,home,12080,726,Navy,10,True,2,3,-1,loss,2 - 3,416779,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/11/2015,away,12080,485,Norfolk St.,9,True,0,1,-1,loss,0 - 1,417460,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/11/2015,away,12080,485,Norfolk St.,9,True,3,7,-4,loss,3 - 7,417719,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/12/2015,away,12080,485,Norfolk St.,9,True,3,5,-2,loss,3 - 5,418048,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/15/2015,home,12080,249,George Washington,9,True,1,10,-9,loss,1 - 10,418874,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
04/18/2015,home,12080,178,Delaware St.,9,True,11,3,8,win,11 - 3,419637,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659119,2015
