date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,home,15860,310,Iona,9,True,4,2,2,win,4 - 2,5207574,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
02/19/2022,home,15860,310,Iona,9,True,24,0,24,win,24 - 0,5212428,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
02/20/2022,home,15860,310,Iona,9,True,19,1,18,win,19 - 1,5211136,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
02/25/2022,home,15860,62,Binghamton,9,True,1,4,-3,loss,1 - 4,5215277,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
02/26/2022,home,15860,62,Binghamton,9,True,5,2,3,win,5 - 2,5219910,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
02/27/2022,home,15860,62,Binghamton,9,True,8,7,1,win,8 - 7,5218247,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/01/2022,away,15860,740,VCU,9,True,3,1,2,win,3 - 1,5220204,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/04/2022,home,15860,81,Bryant,9,True,1,0,1,win,1 - 0,5222993,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/05/2022,home,15860,81,Bryant,9,True,7,6,1,win,7 - 6,5242460,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/06/2022,home,15860,81,Bryant,9,True,23,7,16,win,23 - 7,5226537,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/08/2022,home,15860,554,Princeton,9,True,15,5,10,win,15 - 5,5228541,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/11/2022,home,15860,683,Stony Brook,9,True,9,3,6,win,9 - 3,5231315,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/11/2022,home,15860,683,Stony Brook,9,True,8,3,5,win,8 - 3,5231494,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/13/2022,home,15860,683,Stony Brook,9,True,18,6,12,win,18 - 6,5233333,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/15/2022,home,15860,196,East Carolina,10,True,9,8,1,win,9 - 8,5235589,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/18/2022,away,15860,419,Middle Tenn.,9,True,23,7,16,win,23 - 7,5238376,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/19/2022,away,15860,419,Middle Tenn.,9,True,6,3,3,win,6 - 3,5239964,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/20/2022,away,15860,419,Middle Tenn.,9,True,5,13,-8,loss,5 - 13,5241181,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/22/2022,home,15860,741,VMI,9,True,6,2,4,win,6 - 2,5242864,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
03/25/2022,home,15860,458,Charlotte,9,True,4,11,-7,loss,4 - 11,5245566,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997102,2022
