date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,away,11320,465,UNLV,9,True,9,10,-1,loss,9 - 10,657951,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
02/16/2013,away,11320,465,UNLV,9,True,8,3,5,win,8 - 3,658307,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
02/16/2013,away,11320,465,UNLV,9,True,4,5,-1,loss,4 - 5,658345,694,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1311879,2013
02/17/2013,away,11320,465,UNLV,14,True,2,3,-1,loss,2 - 3,658516,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
02/22/2013,home,11320,28,Arizona St.,9,True,0,4,-4,loss,0 - 4,658909,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
02/23/2013,home,11320,28,Arizona St.,9,True,11,2,9,win,11 - 2,659090,694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
02/24/2013,home,11320,28,Arizona St.,9,True,1,5,-4,loss,1 - 5,659470,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
02/26/2013,home,11320,198,ETSU,9,True,9,7,2,win,9 - 7,659928,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/01/2013,home,11320,513,Notre Dame,12,True,2,3,-1,loss,2 - 3,660385,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/02/2013,home,11320,400,Massachusetts,9,True,6,4,2,win,6 - 4,660773,694,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1311879,2013
03/03/2013,home,11320,742,Virginia Tech,9,True,3,7,-4,loss,3 - 7,661132,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/08/2013,home,11320,17,Alcorn,9,True,16,0,16,win,16 - 0,661847,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/09/2013,home,11320,17,Alcorn,9,True,13,6,7,win,13 - 6,662144,694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/10/2013,home,11320,17,Alcorn,9,True,12,4,8,win,12 - 4,662698,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/12/2013,home,11320,772,Western Ky.,9,True,4,0,4,win,4 - 0,663250,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/13/2013,home,11320,772,Western Ky.,10,True,5,4,1,win,5 - 4,663467,694,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1311879,2013
03/15/2013,away,11320,8,Alabama,9,True,1,12,-11,loss,1 - 12,663857,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/16/2013,away,11320,8,Alabama,9,True,7,6,1,win,7 - 6,664229,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/17/2013,away,11320,8,Alabama,9,True,1,15,-14,loss,1 - 15,664818,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/20/2013,home,11320,769,Western Caro.,9,True,10,5,5,win,10 - 5,665370,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/22/2013,home,11320,434,Missouri,9,True,4,0,4,win,4 - 0,665604,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/23/2013,home,11320,434,Missouri,9,True,6,14,-8,loss,6 - 14,665934,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/23/2013,home,11320,434,Missouri,9,True,7,6,1,win,7 - 6,666226,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/29/2013,away,11320,736,Vanderbilt,12,True,3,4,-1,loss,3 - 4,667551,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/30/2013,away,11320,736,Vanderbilt,9,True,3,8,-5,loss,3 - 8,668048,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
03/31/2013,away,11320,736,Vanderbilt,9,True,8,12,-4,loss,8 - 12,668600,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/02/2013,home,11320,363,Longwood,9,True,5,7,-2,loss,5 - 7,668791,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/05/2013,home,11320,648,South Carolina,9,True,4,5,-1,loss,4 - 5,669447,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/06/2013,home,11320,648,South Carolina,9,True,8,12,-4,loss,8 - 12,669688,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/07/2013,home,11320,648,South Carolina,9,True,2,19,-17,loss,2 - 19,670511,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/09/2013,away,11320,198,ETSU,9,True,4,3,1,win,4 - 3,670992,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/12/2013,away,11320,334,Kentucky,9,True,4,5,-1,loss,4 - 5,671550,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/13/2013,away,11320,334,Kentucky,9,True,10,9,1,win,10 - 9,671751,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/14/2013,away,11320,334,Kentucky,9,True,5,0,5,win,5 - 0,672502,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/16/2013,home,11320,742,Virginia Tech,9,True,5,4,1,win,5 - 4,673205,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/19/2013,home,11320,433,Ole Miss,9,True,0,5,-5,loss,0 - 5,673590,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/20/2013,home,11320,433,Ole Miss,9,True,4,6,-2,loss,4 - 6,673790,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/21/2013,home,11320,433,Ole Miss,9,True,3,4,-1,loss,3 - 4,674520,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/23/2013,away,11320,419,Middle Tenn.,9,True,5,11,-6,loss,5 - 11,675068,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/26/2013,away,11320,235,Florida,9,True,2,7,-5,loss,2 - 7,675674,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/27/2013,away,11320,235,Florida,10,True,2,3,-1,loss,2 - 3,675959,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/28/2013,away,11320,235,Florida,9,True,4,2,2,win,4 - 2,676686,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
04/30/2013,home,11320,419,Middle Tenn.,9,True,6,7,-1,loss,6 - 7,677045,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/03/2013,home,11320,257,Georgia,9,True,7,8,-1,loss,7 - 8,677476,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/08/2013,home,11320,30,Arkansas St.,9,True,12,3,9,win,12 - 3,678601,694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1311879,2013
05/10/2013,away,11320,31,Arkansas,9,True,8,3,5,win,8 - 3,678873,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/11/2013,away,11320,31,Arkansas,9,True,1,11,-10,loss,1 - 11,679078,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/12/2013,away,11320,31,Arkansas,9,True,2,10,-8,loss,2 - 10,679326,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/14/2013,home,11320,444,Morehead St.,9,True,6,4,2,win,6 - 4,679425,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/16/2013,home,11320,697,Texas A&M,9,True,1,5,-4,loss,1 - 5,679593,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/17/2013,home,11320,697,Texas A&M,9,True,4,8,-4,loss,4 - 8,679781,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
05/18/2013,home,11320,697,Texas A&M,9,True,7,5,2,win,7 - 5,679985,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311879,2013
