R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,neutral,15204,533,Pace,9,True,4,2,2,win,1831154,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,neutral,15204,533,Pace,9,True,13,12,1,win,1847896,74,2137326,2020
0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,neutral,15204,349,Le Moyne,9,True,1,15,-14,loss,1831480,74,2137326,2020
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/23/2020,neutral,15204,468,Southern N.H.,9,True,5,8,-3,loss,1831816,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,home,15204,658,Southern Conn. St.,9,True,10,12,-2,loss,1969962,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2020,away,15204,658,Southern Conn. St.,9,True,6,6,0,tie,1833097,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,neutral,15204,56,Bentley,9,True,10,4,6,win,1834109,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,neutral,15204,56,Bentley,9,True,6,5,1,win,1834495,74,2137326,2020
0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2020,neutral,15204,56,Bentley,9,True,8,15,-7,loss,1834779,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2020,away,15204,689,Tampa,9,True,4,5,-1,loss,1834816,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,neutral,15204,56,Bentley,9,True,6,3,3,win,1834881,74,2137326,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2020,neutral,15204,36,Assumption,9,True,0,4,-4,loss,1835284,74,2137326,2020
