R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,3,1,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,02/16/2024,away,16580,573,Rhodes,9,True,3,13,-10,loss,4525466,1111,2819268,2024,3
0,4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,02/17/2024,away,16580,573,Rhodes,9,True,4,14,-10,loss,4525707,1111,2819268,2024,3
0,5,4,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,02/17/2024,neutral,16580,40,Augustana (IL),9,True,2,8,-6,loss,5246791,1111,2819268,2024,3
4,3,2,2,0,4,0,3,2,0,1,0,0,0,0,0,0,0,0,02/23/2024,home,16580,800,Wis.-Platteville,9,True,17,9,8,win,4526528,1111,2819268,2024,3
2,4,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,02/24/2024,home,16580,126,Central (IA),9,True,8,7,1,win,4526966,1111,2819268,2024,3
1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,02/24/2024,home,16580,126,Central (IA),9,True,9,15,-6,loss,4543807,1111,2819268,2024,3
0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,03/01/2024,home,16580,364,Loras,9,True,5,6,-1,loss,4527799,1111,2819268,2024,3
2,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,03/02/2024,home,16580,364,Loras,10,True,6,5,1,win,4528121,1111,2819268,2024,3
1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,03/02/2024,home,16580,364,Loras,9,True,8,16,-8,loss,4542999,1111,2819268,2024,3
0,4,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,03/06/2024,away,16580,424,Millikin,9,True,6,7,-1,loss,4529125,1111,2819268,2024,3
0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/11/2024,neutral,16580,286,Hope,9,True,6,4,2,win,4530247,1111,2819268,2024,3
