date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,563,Radford,11,True,2,1,1,win,2 - 1,657933,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
02/16/2013,home,11320,563,Radford,9,True,4,7,-3,loss,4 - 7,658184,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
02/17/2013,home,11320,563,Radford,9,True,5,11,-6,loss,5 - 11,658498,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
02/20/2013,away,11320,234,Florida St.,9,True,7,9,-2,loss,7 - 9,658838,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
02/22/2013,home,11320,575,Richmond,9,True,3,8,-5,loss,3 - 8,658978,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
02/23/2013,home,11320,575,Richmond,9,True,5,4,1,win,5 - 4,659162,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
02/24/2013,home,11320,575,Richmond,9,True,9,8,1,win,9 - 8,659556,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
02/27/2013,home,11320,1014,Col. of Charleston,9,True,5,12,-7,loss,5 - 12,660057,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/01/2013,home,11320,698,TCU,9,True,5,3,2,win,5 - 3,660254,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/02/2013,home,11320,698,TCU,9,True,0,10,-10,loss,0 - 10,660512,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/03/2013,home,11320,698,TCU,9,True,0,13,-13,loss,0 - 13,660986,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/05/2013,home,11320,235,Florida,9,True,5,8,-3,loss,5 - 8,661406,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/06/2013,away,11320,235,Florida,9,True,6,7,-1,loss,6 - 7,661602,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/08/2013,away,11320,128,UCF,9,True,4,0,4,win,4 - 0,661891,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/09/2013,away,11320,128,UCF,9,True,2,5,-3,loss,2 - 5,662192,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/10/2013,home,11320,128,UCF,9,True,4,6,-2,loss,4 - 6,662723,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/13/2013,away,11320,61,Bethune-Cookman,9,True,2,3,-1,loss,2 - 3,663419,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/15/2013,home,11320,196,East Carolina,9,True,3,2,1,win,3 - 2,663774,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/16/2013,home,11320,196,East Carolina,9,True,9,16,-7,loss,9 - 16,664170,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/17/2013,home,11320,196,East Carolina,9,True,4,6,-2,loss,4 - 6,664742,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/20/2013,home,11320,128,UCF,9,True,7,5,2,win,7 - 5,665310,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/22/2013,home,11320,10411,USC Upstate,9,True,3,0,3,win,3 - 0,665688,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/24/2013,home,11320,10411,USC Upstate,9,True,7,19,-12,loss,7 - 19,666654,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/24/2013,home,11320,10411,USC Upstate,9,True,6,4,2,win,6 - 4,666702,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/26/2013,away,11320,253,Ga. Southern,9,True,4,11,-7,loss,4 - 11,666876,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/28/2013,away,11320,406,Mercer,9,True,5,13,-8,loss,5 - 13,667242,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/29/2013,away,11320,406,Mercer,9,True,1,6,-5,loss,1 - 6,667488,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
03/30/2013,away,11320,406,Mercer,9,True,5,2,3,win,5 - 2,667992,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/02/2013,home,11320,253,Ga. Southern,9,True,4,8,-4,loss,4 - 8,668770,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/05/2013,home,11320,678,Stetson,9,True,9,7,2,win,9 - 7,669453,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/06/2013,home,11320,678,Stetson,11,True,8,9,-1,loss,8 - 9,669694,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/07/2013,home,11320,678,Stetson,9,True,1,8,-7,loss,1 - 8,670517,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/09/2013,home,11320,61,Bethune-Cookman,9,True,3,5,-2,loss,3 - 5,671070,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/12/2013,away,11320,1157,Kennesaw St.,9,True,4,14,-10,loss,4 - 14,671485,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/13/2013,away,11320,1157,Kennesaw St.,9,True,4,0,4,win,4 - 0,671702,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/14/2013,away,11320,1157,Kennesaw St.,9,True,12,10,2,win,12 - 10,672430,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/19/2013,away,11320,505,Northern Ky.,9,True,4,1,3,win,4 - 1,673575,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/20/2013,away,11320,505,Northern Ky.,9,True,3,4,-1,loss,3 - 4,673776,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/21/2013,away,11320,505,Northern Ky.,9,True,2,5,-3,loss,2 - 5,674500,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/23/2013,home,11320,234,Florida St.,10,True,0,9,-9,loss,0 - 9,675012,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/26/2013,home,11320,2711,North Florida,9,True,2,10,-8,loss,2 - 10,675712,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/27/2013,home,11320,2711,North Florida,9,True,4,10,-6,loss,4 - 10,675978,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
04/28/2013,home,11320,2711,North Florida,10,True,1,12,-11,loss,1 - 12,676715,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
05/03/2013,away,11320,28755,FGCU,9,True,1,11,-10,loss,1 - 11,677484,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
05/04/2013,away,11320,28755,FGCU,9,True,2,4,-2,loss,2 - 4,677742,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303752,2013
