AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,home,11320,380,Maine,9,True,3,2,1,win,657903,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,home,11320,380,Maine,9,True,12,3,9,win,658269,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,home,11320,380,Maine,9,True,4,3,1,win,658368,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,home,11320,380,Maine,9,True,8,4,4,win,658477,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,1014,Col. of Charleston,9,True,5,1,4,win,659198,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,419,Middle Tenn.,9,True,1,2,-1,loss,659250,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,home,11320,305,Indiana St.,9,True,6,5,1,win,659509,37,1420100,2013
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2013,home,11320,1157,Kennesaw St.,9,True,2,9,-7,loss,659970,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2013,home,11320,201,Eastern Ill.,9,True,10,11,-1,loss,660185,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,home,11320,201,Eastern Ill.,9,True,14,7,7,win,660429,37,1420100,2013
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,home,11320,201,Eastern Ill.,9,True,8,2,6,win,660902,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/05/2013,neutral,11320,8,Alabama,9,True,6,3,3,win,661530,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2013,home,11320,80,Brown,9,True,9,4,5,win,661854,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,home,11320,80,Brown,9,True,6,0,6,win,662149,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2013,home,11320,80,Brown,9,True,6,3,3,win,662709,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2013,away,11320,1157,Kennesaw St.,9,True,8,3,5,win,663166,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2013,home,11320,736,Vanderbilt,9,True,2,5,-3,loss,663865,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2013,home,11320,736,Vanderbilt,9,True,1,8,-7,loss,664234,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2013,home,11320,736,Vanderbilt,9,True,6,8,-2,loss,664825,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/2013,home,11320,7,Alabama St.,9,True,10,2,8,win,665097,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/20/2013,neutral,11320,664,Southern Miss.,11,True,4,3,1,win,665462,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2013,away,11320,365,LSU,9,True,4,9,-5,loss,665566,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2013,away,11320,365,LSU,9,True,1,5,-4,loss,665896,37,1420100,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2013,away,11320,365,LSU,9,True,2,8,-6,loss,666526,37,1420100,2013
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/26/2013,away,11320,716,Troy,9,True,2,11,-9,loss,666847,37,1420100,2013
