AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,away,11320,459,UNC Greensboro,9,True,4,7,-3,loss,657957,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,away,11320,459,UNC Greensboro,9,True,5,8,-3,loss,658521,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,neutral,11320,202,Eastern Ky.,9,True,6,8,-2,loss,659452,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,neutral,11320,178,Delaware St.,10,True,5,6,-1,loss,659836,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2013,away,11320,355,Liberty,9,True,4,6,-2,loss,660260,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,neutral,11320,639,Siena,9,True,2,10,-8,loss,660805,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,away,11320,355,Liberty,11,True,3,4,-1,loss,660992,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,neutral,11320,813,Yale,9,True,14,4,10,win,662652,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,neutral,11320,813,Yale,9,True,8,4,4,win,662687,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2013,neutral,11320,813,Yale,9,True,4,1,3,win,662952,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2013,neutral,11320,306,Indiana,9,True,2,4,-2,loss,663363,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/14/2013,neutral,11320,414,Miami (OH),9,True,13,7,6,win,663681,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2013,neutral,11320,493,North Dakota St.,9,True,7,8,-1,loss,664655,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2013,neutral,11320,172,Dartmouth,9,True,2,5,-3,loss,664660,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2013,home,11320,477,New York Tech,9,True,12,1,11,win,665938,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2013,home,11320,158,Columbia,9,True,1,5,-4,loss,665909,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2013,home,11320,477,New York Tech,9,True,9,1,8,win,666563,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2013,home,11320,639,Siena,9,True,7,6,1,win,666902,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2013,home,11320,726,Navy,9,True,1,7,-6,loss,668620,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2013,home,11320,726,Navy,9,True,2,4,-2,loss,668633,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2013,home,11320,726,Navy,9,True,4,15,-11,loss,668701,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2013,home,11320,726,Navy,9,True,14,7,7,win,668719,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/03/2013,away,11320,222,Fairleigh Dickinson,9,True,6,4,2,win,669094,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2013,away,11320,352,Lehigh,9,True,1,0,1,win,669953,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2013,away,11320,352,Lehigh,10,True,3,4,-1,loss,670228,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/2013,away,11320,352,Lehigh,9,True,3,1,2,win,670667,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/2013,away,11320,352,Lehigh,9,True,10,19,-9,loss,670759,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2013,home,11320,236,Fordham,9,True,8,2,6,win,671220,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2013,away,11320,342,Lafayette,9,True,2,1,1,win,671957,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2013,away,11320,342,Lafayette,9,True,2,1,1,win,672208,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/14/2013,away,11320,342,Lafayette,9,True,8,4,4,win,672651,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/14/2013,away,11320,342,Lafayette,9,True,9,4,5,win,672758,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/17/2013,home,11320,381,Manhattan,9,True,3,4,-1,loss,673245,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2013,away,11320,83,Bucknell,9,True,7,0,7,win,674034,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2013,away,11320,83,Bucknell,10,True,5,2,3,win,674289,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2013,away,11320,83,Bucknell,9,True,3,2,1,win,674717,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2013,away,11320,83,Bucknell,9,True,0,5,-5,loss,674833,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/24/2013,neutral,11320,386,Marist,9,True,10,3,7,win,675423,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2013,home,11320,285,Holy Cross,9,True,10,6,4,win,676134,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2013,home,11320,285,Holy Cross,9,True,7,10,-3,loss,676370,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/28/2013,home,11320,285,Holy Cross,9,True,0,2,-2,loss,676785,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/28/2013,home,11320,285,Holy Cross,9,True,9,11,-2,loss,676864,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/01/2013,home,11320,477,New York Tech,9,True,7,2,5,win,677243,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/02/2013,home,11320,272,Hartford,9,True,4,3,1,win,677373,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,home,11320,1277,Nyack,9,True,13,0,13,win,677804,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/2013,home,11320,21323,Chestnut Hill,9,True,4,1,3,win,678265,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2013,away,11320,726,Navy,9,True,4,2,2,win,679236,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2013,home,11320,726,Navy,9,True,7,3,4,win,679238,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/19/2013,away,11320,285,Holy Cross,9,True,9,4,5,win,680108,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/19/2013,home,11320,285,Holy Cross,9,True,5,4,1,win,680109,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/31/2013,away,11320,746,Virginia,9,True,1,2,-1,loss,680491,725,1197018,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/01/2013,neutral,11320,460,UNCW,9,True,5,9,-4,loss,680530,725,1197018,2013
