AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,away,11320,490,NC State,9,True,6,3,3,win,657849,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2013,home,11320,116,Canisius,9,True,13,6,7,win,658652,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,87,Butler,9,True,6,2,4,win,659270,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,87,Butler,9,True,7,12,-5,loss,659338,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,home,11320,87,Butler,9,True,8,5,3,win,659484,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/27/2013,home,11320,19651,High Point,9,True,6,4,2,win,660067,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2013,away,11320,173,Davidson,9,True,4,1,3,win,660160,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,away,11320,173,Davidson,9,True,3,4,-1,loss,660396,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,away,11320,173,Davidson,9,True,10,4,6,win,660881,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2013,away,11320,244,Furman,9,True,1,3,-2,loss,661848,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,away,11320,244,Furman,9,True,5,6,-1,loss,662145,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2013,away,11320,244,Furman,11,True,10,9,1,win,662699,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2013,away,11320,257,Georgia,9,True,4,9,-5,loss,663165,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/13/2013,away,11320,257,Georgia,9,True,8,5,3,win,663392,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2013,home,11320,167,Cornell,9,True,9,4,5,win,664348,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2013,home,11320,167,Cornell,9,True,5,15,-10,loss,664486,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2013,home,11320,167,Cornell,9,True,4,8,-4,loss,664738,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/2013,away,11320,488,N.C. A&T,9,True,10,2,8,win,665100,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2013,away,11320,1014,Col. of Charleston,9,True,5,2,3,win,665561,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2013,away,11320,1014,Col. of Charleston,9,True,2,4,-2,loss,665891,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/29/2013,home,11320,2915,Wofford,9,True,1,9,-8,loss,667586,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2013,home,11320,2915,Wofford,9,True,4,0,4,win,668080,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2013,home,11320,2915,Wofford,9,True,7,6,1,win,668605,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2013,away,11320,202,Eastern Ky.,9,True,9,6,3,win,668737,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/05/2013,home,11320,253,Ga. Southern,9,True,9,5,4,win,669371,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2013,home,11320,253,Ga. Southern,9,True,2,0,2,win,669635,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/2013,home,11320,253,Ga. Southern,9,True,7,8,-1,loss,670424,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2013,away,11320,456,UNC Asheville,9,True,6,3,3,win,670885,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2013,away,11320,459,UNC Greensboro,9,True,9,1,8,win,671446,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2013,away,11320,459,UNC Greensboro,11,True,5,6,-1,loss,671676,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/14/2013,away,11320,459,UNC Greensboro,9,True,9,5,4,win,672382,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2013,away,11320,19651,High Point,9,True,8,5,3,win,672949,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/17/2013,neutral,11320,115,Campbell,9,True,6,11,-5,loss,673449,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2013,away,11320,141,The Citadel,9,True,3,6,-3,loss,673530,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2013,away,11320,141,The Citadel,9,True,3,5,-2,loss,673740,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2013,away,11320,141,The Citadel,9,True,7,8,-1,loss,674439,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2013,home,11320,488,N.C. A&T,9,True,7,3,4,win,675046,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/24/2013,away,11320,198,ETSU,9,True,3,1,2,win,675225,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/26/2013,home,11320,625,Samford,9,True,10,5,5,win,675659,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2013,home,11320,625,Samford,9,True,2,19,-17,loss,675947,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/30/2013,home,11320,198,ETSU,10,True,6,7,-1,loss,677019,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/03/2013,home,11320,1068,Elon,9,True,9,1,8,win,677553,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,home,11320,1068,Elon,9,True,8,10,-2,loss,677803,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2013,away,11320,260,Gonzaga,9,True,0,4,-4,loss,679134,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2013,away,11320,260,Gonzaga,9,True,6,2,4,win,679164,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/2013,away,11320,260,Gonzaga,9,True,13,3,10,win,679243,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/14/2013,away,11320,457,North Carolina,9,True,0,2,-2,loss,679398,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/16/2013,home,11320,769,Western Caro.,9,True,5,23,-18,loss,679603,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/17/2013,home,11320,769,Western Caro.,9,True,1,9,-8,loss,679792,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/18/2013,home,11320,769,Western Caro.,9,True,9,8,1,win,679995,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/22/2013,neutral,11320,141,The Citadel,9,True,5,6,-1,loss,680157,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/23/2013,neutral,11320,625,Samford,9,True,2,1,1,win,680225,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/24/2013,neutral,11320,769,Western Caro.,9,True,15,4,11,win,680310,27,1322378,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/25/2013,neutral,11320,141,The Citadel,9,True,6,8,-2,loss,680399,27,1322378,2013
