R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2019,away,14781,1124,Hendrix,9,True,6,8,-2,loss,1647909,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2019,away,14781,1124,Hendrix,9,True,0,9,-9,loss,1668723,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2019,away,14781,1124,Hendrix,10,True,4,5,-1,loss,1648271,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2019,away,14781,377,MacMurray,9,True,7,3,4,win,1709516,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2019,away,14781,1400,Texas Lutheran,9,True,0,7,-7,loss,1651539,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2019,away,14781,1400,Texas Lutheran,9,True,7,14,-7,loss,1651818,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2019,away,14781,1400,Texas Lutheran,9,True,4,5,-1,loss,1652213,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2019,away,14781,715,Trinity (TX),9,True,9,11,-2,loss,1652584,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/20/2019,home,14781,297,Illinois Col.,9,True,9,4,5,win,1654290,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2019,away,14781,337,Knox,9,True,13,1,12,win,1650270,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2019,away,14781,337,Knox,9,True,3,1,2,win,1666249,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/2019,home,14781,803,Wis.-Stout,9,True,12,2,10,win,1719928,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/27/2019,away,14781,40,Augustana (IL),9,True,10,11,-1,loss,1655920,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2019,home,14781,778,Wheaton (IL),9,True,3,9,-6,loss,1722140,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2019,home,14781,778,Wheaton (IL),9,True,4,0,4,win,1666339,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2019,home,14781,778,Wheaton (IL),9,True,3,0,3,win,1656181,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2019,away,14781,212,Elmhurst,9,True,11,3,8,win,1657178,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2019,away,14781,212,Elmhurst,9,True,24,0,24,win,1665470,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2019,away,14781,121,Carthage,9,True,1,4,-3,loss,1658162,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2019,away,14781,121,Carthage,9,True,9,1,8,win,1668884,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/2019,away,14781,121,Carthage,9,True,6,7,-1,loss,1658424,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2019,home,14781,492,North Central (IL),9,True,6,12,-6,loss,1659014,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2019,home,14781,120,Carroll (WI),9,True,0,1,-1,loss,1659814,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2019,home,14781,120,Carroll (WI),9,True,7,0,7,win,1660008,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2019,home,14781,120,Carroll (WI),9,True,12,1,11,win,1667975,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2019,home,14781,40,Augustana (IL),9,True,2,4,-2,loss,1660318,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2019,home,14781,40,Augustana (IL),9,True,1,2,-1,loss,1668935,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2019,away,14781,300,Ill. Wesleyan,9,True,4,3,1,win,1660962,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2019,away,14781,300,Ill. Wesleyan,9,True,3,2,1,win,1667601,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2019,home,14781,300,Ill. Wesleyan,9,True,9,4,5,win,1661257,424,1772848,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2019,away,14781,1111,Greenville,9,True,17,4,13,win,1722914,424,1772848,2019
