date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,328,Kansas,9,True,4,11,-7,loss,4 - 11,658074,466,3,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1316084,2013
02/16/2013,home,11320,328,Kansas,9,True,2,1,1,win,2 - 1,658394,466,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1316084,2013
02/17/2013,home,11320,328,Kansas,9,True,3,6,-3,loss,3 - 6,658621,466,4,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1316084,2013
02/18/2013,home,11320,328,Kansas,9,True,9,8,1,win,9 - 8,658681,466,4,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1316084,2013
02/22/2013,home,11320,503,NIU,9,True,7,3,4,win,7 - 3,658962,466,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1316084,2013
02/23/2013,home,11320,503,NIU,9,True,13,0,13,win,13 - 0,659292,466,3,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1316084,2013
02/23/2013,home,11320,503,NIU,9,True,4,12,-8,loss,4 - 12,659358,466,5,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1316084,2013
02/24/2013,home,11320,503,NIU,9,True,3,1,2,win,3 - 1,659540,466,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1316084,2013
02/26/2013,away,11320,102,Sacramento St.,9,True,1,4,-3,loss,1 - 4,659943,466,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1316084,2013
03/02/2013,home,11320,285,Holy Cross,9,True,8,1,7,win,8 - 1,660613,466,3,3,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1316084,2013
03/02/2013,home,11320,285,Holy Cross,9,True,12,10,2,win,12 - 10,660697,466,5,4,0,3,1,0,3,9,0,0,0,0,0,0,0,0,0,0,1316084,2013
03/03/2013,home,11320,285,Holy Cross,9,True,7,6,1,win,7 - 6,660915,466,3,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1316084,2013
03/05/2013,away,11320,534,Pacific,9,True,11,9,2,win,11 - 9,661430,466,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1316084,2013
03/07/2013,away,11320,30024,Utah Valley,9,True,6,17,-11,loss,6 - 17,661739,466,3,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1316084,2013
03/08/2013,away,11320,30024,Utah Valley,9,True,5,6,-1,loss,5 - 6,661905,466,4,4,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1316084,2013
03/09/2013,away,11320,30024,Utah Valley,9,True,10,3,7,win,10 - 3,662217,466,4,2,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1316084,2013
03/12/2013,away,11320,108,UC Davis,9,True,11,10,1,win,11 - 10,663210,466,3,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1316084,2013
03/15/2013,home,11320,721,Air Force,9,True,3,2,1,win,3 - 2,663864,466,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316084,2013
03/16/2013,home,11320,721,Air Force,9,True,6,1,5,win,6 - 1,664233,466,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1316084,2013
03/17/2013,home,11320,721,Air Force,9,True,3,7,-4,loss,3 - 7,664824,466,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1316084,2013
03/19/2013,away,11320,629,San Francisco,9,True,1,7,-6,loss,1 - 7,665138,466,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1316084,2013
03/22/2013,away,11320,473,New Mexico,9,True,8,9,-1,loss,8 - 9,665611,466,5,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1316084,2013
03/24/2013,away,11320,473,New Mexico,9,True,3,2,1,win,3 - 2,666670,466,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1316084,2013
03/24/2013,away,11320,473,New Mexico,9,True,5,7,-2,loss,5 - 7,666744,466,4,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1316084,2013
03/26/2013,away,11320,610,Saint Mary's (CA),9,True,10,6,4,win,10 - 6,666883,466,4,1,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1316084,2013
03/28/2013,home,11320,96,Fresno St.,9,True,5,3,2,win,5 - 3,667216,466,3,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1316084,2013
03/29/2013,home,11320,96,Fresno St.,9,True,0,4,-4,loss,0 - 4,667456,466,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1316084,2013
03/30/2013,home,11320,96,Fresno St.,9,True,7,6,1,win,7 - 6,667959,466,4,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1316084,2013
04/05/2013,away,11320,626,San Diego St.,9,True,0,2,-2,loss,0 - 2,669410,466,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1316084,2013
04/06/2013,away,11320,626,San Diego St.,9,True,4,5,-1,loss,4 - 5,669664,466,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1316084,2013
04/07/2013,away,11320,626,San Diego St.,9,True,1,8,-7,loss,1 - 8,670473,466,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316084,2013
04/09/2013,home,11320,629,San Francisco,9,True,1,4,-3,loss,1 - 4,670980,466,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1316084,2013
04/12/2013,away,11320,465,UNLV,9,True,7,6,1,win,7 - 6,671508,466,5,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1316084,2013
04/13/2013,away,11320,465,UNLV,9,True,2,15,-13,loss,2 - 15,671715,466,3,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1316084,2013
04/14/2013,away,11320,465,UNLV,9,True,5,4,1,win,5 - 4,672454,466,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1316084,2013
04/16/2013,home,11320,108,UC Davis,9,True,7,10,-3,loss,7 - 10,672966,466,5,3,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1316084,2013
