AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2013,away,11320,676,SFA,9,True,10,4,6,win,666846,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/29/2013,home,11320,498,ULM,9,True,3,2,1,win,667518,32,1322710,2013
4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,03/30/2013,home,11320,498,ULM,9,True,11,3,8,win,668017,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2013,home,11320,498,ULM,9,True,13,3,10,win,668592,32,1322710,2013
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/05/2013,away,11320,419,Middle Tenn.,9,True,11,1,10,win,669324,32,1322710,2013
4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,04/06/2013,away,11320,419,Middle Tenn.,9,True,6,14,-8,loss,669608,32,1322710,2013
4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,04/07/2013,away,11320,419,Middle Tenn.,9,True,6,8,-2,loss,670383,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2013,home,11320,671,Louisiana,9,True,2,9,-7,loss,671546,32,1322710,2013
4,2,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,04/13/2013,home,11320,671,Louisiana,9,True,7,2,5,win,671747,32,1322710,2013
3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,04/14/2013,home,11320,671,Louisiana,9,True,10,15,-5,loss,672498,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2013,away,11320,522,Oklahoma,9,True,5,2,3,win,673166,32,1322710,2013
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2013,away,11320,522,Oklahoma,9,True,4,3,1,win,673199,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2013,away,11320,716,Troy,9,True,1,2,-1,loss,673533,32,1322710,2013
4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,04/20/2013,away,11320,716,Troy,9,True,6,14,-8,loss,673743,32,1322710,2013
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/21/2013,away,11320,716,Troy,9,True,5,10,-5,loss,674442,32,1322710,2013
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/24/2013,away,11320,702,UT Arlington,9,True,4,5,-1,loss,675226,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/26/2013,home,11320,772,Western Ky.,9,True,5,0,5,win,675692,32,1322710,2013
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04/28/2013,home,11320,772,Western Ky.,9,True,10,6,4,win,676835,32,1322710,2013
5,2,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,04/28/2013,home,11320,772,Western Ky.,9,True,16,6,10,win,676912,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/30/2013,home,11320,676,SFA,10,True,6,5,1,win,677083,32,1322710,2013
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,05/04/2013,away,11320,229,Fla. Atlantic,10,True,6,5,1,win,677083,32,1322710,2013
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,away,11320,229,Fla. Atlantic,9,True,4,9,-5,loss,677708,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/2013,away,11320,229,Fla. Atlantic,9,True,10,5,5,win,678143,32,1322710,2013
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05/07/2013,home,11320,1004,Central Ark.,12,True,5,3,2,win,678548,32,1322710,2013
3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,05/10/2013,home,11320,231,FIU,9,True,3,12,-9,loss,678821,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2013,home,11320,231,FIU,9,True,1,0,1,win,679027,32,1322710,2013
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,05/12/2013,home,11320,231,FIU,9,True,1,7,-6,loss,679267,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/16/2013,away,11320,30,Arkansas St.,9,True,2,3,-1,loss,679525,32,1322710,2013
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,05/17/2013,away,11320,30,Arkansas St.,10,True,5,4,1,win,679700,32,1322710,2013
5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05/18/2013,away,11320,30,Arkansas St.,9,True,8,1,7,win,679901,32,1322710,2013
4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05/22/2013,neutral,11320,646,South Alabama,9,True,2,10,-8,loss,680174,32,1322710,2013
3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,05/23/2013,neutral,11320,231,FIU,9,True,3,4,-1,loss,680243,32,1322710,2013
