AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,home,11320,219,Evansville,9,True,1,2,-1,loss,657885,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,home,11320,219,Evansville,9,True,8,7,1,win,658137,32,1322710,2013
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,02/17/2013,home,11320,219,Evansville,9,True,6,5,1,win,658459,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2013,home,11320,366,Louisiana Tech,9,True,3,6,-3,loss,658708,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,660,SIUE,9,True,2,1,1,win,659300,32,1322710,2013
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/23/2013,home,11320,660,SIUE,9,True,2,0,2,win,659363,32,1322710,2013
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,home,11320,660,SIUE,9,True,13,1,12,win,659570,32,1322710,2013
3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,02/28/2013,home,11320,782,Wichita St.,9,True,5,9,-4,loss,660125,32,1322710,2013
3,3,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,03/01/2013,home,11320,312,Iowa,9,True,5,2,3,win,660263,32,1322710,2013
4,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,03/02/2013,home,11320,312,Iowa,9,True,9,3,6,win,660522,32,1322710,2013
3,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,03/03/2013,home,11320,771,Western Ill.,9,True,11,3,8,win,660995,32,1322710,2013
3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,03/05/2013,home,11320,654,Southeast Mo. St.,9,True,3,2,1,win,661453,32,1322710,2013
4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,03/06/2013,home,11320,654,Southeast Mo. St.,9,True,3,4,-1,loss,661624,32,1322710,2013
4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,03/08/2013,neutral,11320,169,Creighton,9,True,2,4,-2,loss,662046,32,1322710,2013
5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,03/09/2013,neutral,11320,797,Milwaukee,9,True,7,10,-3,loss,662557,32,1322710,2013
4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,03/10/2013,away,11320,43,Austin Peay,9,True,4,8,-4,loss,662700,32,1322710,2013
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2013,home,11320,702,UT Arlington,9,True,12,2,10,win,663241,32,1322710,2013
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2013,home,11320,30,Arkansas St.,9,True,3,6,-3,loss,663742,32,1322710,2013
4,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,03/16/2013,home,11320,30,Arkansas St.,9,True,7,9,-2,loss,664149,32,1322710,2013
3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/17/2013,home,11320,30,Arkansas St.,9,True,5,7,-2,loss,664711,32,1322710,2013
3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/19/2013,away,11320,366,Louisiana Tech,9,True,3,4,-1,loss,665102,32,1322710,2013
3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,03/22/2013,away,11320,646,South Alabama,9,True,3,4,-1,loss,665565,32,1322710,2013
5,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,03/23/2013,away,11320,646,South Alabama,11,True,5,6,-1,loss,665895,32,1322710,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2013,away,11320,646,South Alabama,9,True,1,11,-10,loss,666525,32,1322710,2013
