AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,away,11320,28,Arizona St.,11,True,4,5,-1,loss,657852,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,away,11320,28,Arizona St.,9,True,7,15,-8,loss,658109,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,away,11320,28,Arizona St.,9,True,7,6,1,win,658432,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2013,home,11320,2711,North Florida,11,True,2,4,-2,loss,658736,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/20/2013,home,11320,231,FIU,9,True,1,0,1,win,658800,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,away,11320,406,Mercer,9,True,4,9,-5,loss,659094,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,away,11320,406,Mercer,9,True,4,19,-15,loss,659679,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,away,11320,406,Mercer,9,True,0,5,-5,loss,659765,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/27/2013,home,11320,128,UCF,9,True,6,0,6,win,660017,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,home,11320,228,Florida A&M,9,True,8,6,2,win,660609,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,home,11320,228,Florida A&M,9,True,7,0,7,win,660693,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,home,11320,228,Florida A&M,9,True,3,2,1,win,660906,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/05/2013,home,11320,129,Central Mich.,9,True,10,5,5,win,661400,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2013,home,11320,129,Central Mich.,9,True,1,11,-10,loss,661589,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,away,11320,489,N.C. Central,9,True,2,3,-1,loss,662422,61,1315147,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,away,11320,489,N.C. Central,9,True,7,0,7,win,662442,61,1315147,2013
