R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,02/25/2023,away,16340,715,Trinity (TX),9,True,1,6,-5,loss,2391552,45,2521008,2023,3
0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,02/25/2023,away,16340,715,Trinity (TX),9,True,2,3,-1,loss,2391929,45,2521008,2023,3
0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/26/2023,away,16340,715,Trinity (TX),9,True,11,6,5,win,2392124,45,2521008,2023,3
0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,03/10/2023,neutral,16340,46,Baldwin Wallace,9,True,3,4,-1,loss,2394306,45,2521008,2023,3
1,4,2,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,03/11/2023,neutral,16340,492,North Central (IL),10,True,3,10,-7,loss,2394664,45,2521008,2023,3
0,4,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,03/11/2023,neutral,16340,182,Denison,9,True,7,4,3,win,2394741,45,2521008,2023,3
1,5,2,1,0,6,1,2,1,0,0,0,0,1,0,0,0,0,1,03/12/2023,neutral,16340,807,Wooster,9,True,13,15,-2,loss,2395220,45,2521008,2023,3
0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,03/14/2023,neutral,16340,492,North Central (IL),9,True,1,7,-6,loss,2395420,45,2521008,2023,3
1,4,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,03/15/2023,neutral,16340,679,Stevens,10,True,2,3,-1,loss,2395636,45,2521008,2023,3
2,6,2,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,03/16/2023,neutral,16340,807,Wooster,9,True,16,0,16,win,2395764,45,2521008,2023,3
