R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2019,neutral,14781,21,Alma,9,True,1,0,1,win,1649532,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2019,neutral,14781,612,Saint Mary's (MN),9,True,18,14,4,win,1649592,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/27/2019,neutral,14781,117,Capital,9,True,6,5,1,win,1649698,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2019,neutral,14781,88,Cabrini,9,True,1,6,-5,loss,1649755,585,2135217,2019
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2019,neutral,14781,30114,Penn St.-Abington,12,True,1,4,-3,loss,1649866,585,2135217,2019
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/10/2019,home,14781,30172,IIT,9,True,6,7,-1,loss,1717643,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2019,home,14781,30172,IIT,9,True,7,6,1,win,1652114,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2019,home,14781,114,Calvin,9,True,3,2,1,win,1653117,585,2135217,2019
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2019,home,14781,114,Calvin,9,True,7,11,-4,loss,1653347,585,2135217,2019
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03/16/2019,home,14781,177,DePauw,11,True,9,8,1,win,1653574,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2019,away,14781,177,DePauw,9,True,4,10,-6,loss,1653857,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/2019,home,14781,11538,Fontbonne,9,True,11,10,1,win,1654154,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2019,home,14781,20220,MSOE,9,True,8,2,6,win,1654883,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2019,home,14781,120,Carroll (WI),9,True,18,8,10,win,1655166,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2019,home,14781,120,Carroll (WI),9,True,1,3,-2,loss,1720790,585,2135217,2019
1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,03/24/2019,home,14781,120,Carroll (WI),9,True,18,7,11,win,1655473,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2019,home,14781,1192,Manchester,9,True,9,6,3,win,1657970,585,2135217,2019
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2019,home,14781,1192,Manchester,9,True,7,3,4,win,1668178,585,2135217,2019
1,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,04/07/2019,away,14781,747,Wabash,9,True,10,12,-2,loss,1722912,585,2135217,2019
0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,04/07/2019,away,14781,747,Wabash,9,True,3,11,-8,loss,1658427,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2019,away,14781,195,Earlham,9,True,3,0,3,win,1658802,585,2135217,2019
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04/09/2019,away,14781,195,Earlham,9,True,6,1,5,win,1667563,585,2135217,2019
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/11/2019,away,14781,1332,Dominican (IL),9,True,5,2,3,win,1659049,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2019,away,14781,28749,Transylvania,9,True,4,0,4,win,1659586,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2019,away,14781,28749,Transylvania,9,True,7,4,3,win,1666688,585,2135217,2019
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04/16/2019,home,14781,2694,Franklin,9,True,8,19,-11,loss,1660367,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2019,home,14781,2694,Franklin,9,True,6,4,2,win,1669223,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2019,away,14781,1050,Defiance,9,True,6,2,4,win,1661319,585,2135217,2019
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2019,away,14781,1050,Defiance,9,True,10,1,9,win,1668964,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2019,home,14781,987,Bluffton,9,True,2,0,2,win,1662646,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2019,home,14781,987,Bluffton,9,True,11,5,6,win,1665798,585,2135217,2019
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,05/01/2019,home,14781,1115,Hanover,9,True,16,11,5,win,1663300,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/01/2019,home,14781,1115,Hanover,9,True,3,2,1,win,1665351,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/2019,away,14781,939,Anderson (IN),9,True,7,8,-1,loss,1663779,585,2135217,2019
0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,05/05/2019,away,14781,939,Anderson (IN),9,True,13,6,7,win,1665153,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/10/2019,away,14781,2694,Franklin,9,True,2,7,-5,loss,1731854,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/10/2019,home,14781,1050,Defiance,9,True,6,4,2,win,1730863,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2019,away,14781,1050,Defiance,9,True,6,3,3,win,1732006,585,2135217,2019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/2019,away,14781,2694,Franklin,9,True,8,9,-1,loss,1732024,585,2135217,2019
