date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,340,La Salle,9,True,9,5,4,win,9 - 5,658052,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
02/15/2013,home,11320,690,Temple,9,True,8,3,5,win,8 - 3,658053,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
02/18/2013,home,11320,175,Dayton,9,True,5,1,4,win,5 - 1,658663,810,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1417514,2013
02/23/2013,away,11320,147,Clemson,9,True,3,5,-2,loss,3 - 5,659304,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
02/23/2013,away,11320,147,Clemson,9,True,0,6,-6,loss,0 - 6,659388,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
02/24/2013,away,11320,147,Clemson,9,True,0,7,-7,loss,0 - 7,659589,810,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1417514,2013
03/01/2013,away,11320,110,UCLA,9,True,3,6,-3,loss,3 - 6,660266,810,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1417514,2013
03/02/2013,away,11320,110,UCLA,9,True,2,4,-2,loss,2 - 4,660531,810,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1417514,2013
03/03/2013,away,11320,110,UCLA,9,True,2,10,-8,loss,2 - 10,661003,810,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1417514,2013
03/08/2013,home,11320,81,Bryant,9,True,0,7,-7,loss,0 - 7,661855,810,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
03/09/2013,home,11320,72,Bradley,9,True,7,6,1,win,7 - 6,662326,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
03/09/2013,home,11320,72,Bradley,9,True,3,12,-9,loss,3 - 12,662444,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
03/10/2013,home,11320,81,Bryant,9,True,0,12,-12,loss,0 - 12,662845,810,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1417514,2013
03/12/2013,home,11320,1461,Wilmington (OH),9,True,25,0,25,win,25 - 0,663289,810,3,3,0,4,1,0,2,3,2,0,0,0,0,0,1,0,0,0,1417514,2013
03/15/2013,home,11320,797,Milwaukee,9,True,1,4,-3,loss,1 - 4,663983,810,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1417514,2013
03/15/2013,home,11320,797,Milwaukee,9,True,9,3,6,win,9 - 3,664013,810,4,2,0,2,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1417514,2013
03/16/2013,home,11320,797,Milwaukee,9,True,2,15,-13,loss,2 - 15,664245,810,4,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1417514,2013
03/22/2013,home,11320,735,Valparaiso,9,True,7,2,5,win,7 - 2,665717,810,4,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1417514,2013
03/23/2013,home,11320,735,Valparaiso,9,True,6,5,1,win,6 - 5,666214,810,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1417514,2013
03/23/2013,home,11320,735,Valparaiso,10,True,3,5,-2,loss,3 - 5,666427,810,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1417514,2013
03/28/2013,home,11320,817,Youngstown St.,9,True,1,10,-9,loss,1 - 10,667295,810,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1417514,2013
03/29/2013,home,11320,817,Youngstown St.,9,True,5,3,2,win,5 - 3,667571,810,5,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1417514,2013
03/30/2013,home,11320,817,Youngstown St.,9,True,4,7,-3,loss,4 - 7,668066,810,4,2,0,1,0,0,1,2,0,0,1,0,1,0,0,1,0,0,1417514,2013
04/01/2013,home,11320,531,Otterbein,9,True,17,6,11,win,17 - 6,668678,810,5,2,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1417514,2013
