date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/16/2018,away,12973,101,CSUN,9,True,5,3,2,win,5 - 3,85243,77,1,3,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1751323,2018
02/17/2018,away,12973,101,CSUN,9,True,9,10,-1,loss,9 - 10,85547,77,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1751323,2018
02/17/2018,away,12973,101,CSUN,9,True,6,5,1,win,6 - 5,85598,77,1,5,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1751323,2018
02/19/2018,away,12973,101,CSUN,9,True,10,8,2,win,10 - 8,86037,77,1,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1751323,2018
02/22/2018,away,12973,277,Hawaii,9,True,2,3,-1,loss,2 - 3,86220,77,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1751323,2018
02/23/2018,away,12973,277,Hawaii,10,True,4,3,1,win,4 - 3,86303,77,0,4,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
02/24/2018,away,12973,277,Hawaii,9,True,4,3,1,win,4 - 3,86653,77,0,4,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1751323,2018
02/24/2018,away,12973,277,Hawaii,9,True,3,8,-5,loss,3 - 8,86695,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
03/02/2018,away,12973,37,Auburn,9,True,3,4,-1,loss,3 - 4,87651,77,1,4,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1751323,2018
03/03/2018,away,12973,37,Auburn,9,True,4,21,-17,loss,4 - 21,87959,77,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1751323,2018
03/03/2018,away,12973,37,Auburn,9,True,5,9,-4,loss,5 - 9,88052,77,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1751323,2018
03/08/2018,home,12973,464,Omaha,9,True,8,1,7,win,8 - 1,89242,77,0,3,1,1,0,2,0,1,1,0,1,0,1,0,0,0,0,0,1751323,2018
03/09/2018,home,12973,464,Omaha,9,True,13,3,10,win,13 - 3,89405,77,2,4,2,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1751323,2018
03/10/2018,home,12973,464,Omaha,9,True,6,4,2,win,6 - 4,89773,77,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1751323,2018
03/13/2018,home,12973,30024,Utah Valley,9,True,9,3,6,win,9 - 3,90710,77,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
03/15/2018,home,12973,370,LMU (CA),9,True,4,7,-3,loss,4 - 7,91043,77,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
03/16/2018,home,12973,370,LMU (CA),12,True,8,9,-1,loss,8 - 9,91231,77,2,4,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1751323,2018
03/17/2018,home,12973,370,LMU (CA),9,True,4,9,-5,loss,4 - 9,91558,77,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1751323,2018
03/20/2018,home,12973,732,Utah,10,True,7,6,1,win,7 - 6,92540,77,1,3,2,1,0,3,0,2,0,0,2,0,0,0,0,0,0,0,1751323,2018
03/22/2018,home,12973,260,Gonzaga,9,True,6,4,2,win,6 - 4,92747,77,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
03/23/2018,home,12973,260,Gonzaga,9,True,6,2,4,win,6 - 2,92873,77,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1751323,2018
03/24/2018,home,12973,260,Gonzaga,9,True,3,4,-1,loss,3 - 4,93184,77,0,4,3,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
03/27/2018,away,12973,30024,Utah Valley,9,True,14,2,12,win,14 - 2,94057,77,1,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1751323,2018
03/29/2018,away,12973,541,Pepperdine,9,True,0,2,-2,loss,0 - 2,94451,77,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
03/30/2018,away,12973,541,Pepperdine,9,True,13,6,7,win,13 - 6,94655,77,2,5,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1751323,2018
03/31/2018,away,12973,541,Pepperdine,9,True,2,5,-3,loss,2 - 5,95126,77,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1751323,2018
04/03/2018,away,12973,732,Utah,9,True,3,4,-1,loss,3 - 4,95844,77,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
04/05/2018,home,12973,631,Santa Clara,9,True,2,1,1,win,2 - 1,96054,77,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1751323,2018
04/06/2018,home,12973,631,Santa Clara,10,True,6,4,2,win,6 - 4,96402,77,0,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1751323,2018
04/06/2018,home,12973,631,Santa Clara,9,True,6,5,1,win,6 - 5,96461,77,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
04/12/2018,away,12973,551,Portland,9,True,3,4,-1,loss,3 - 4,98050,77,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1751323,2018
04/13/2018,away,12973,551,Portland,9,True,6,2,4,win,6 - 2,98191,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
04/14/2018,away,12973,551,Portland,9,True,6,8,-2,loss,6 - 8,98595,77,2,4,3,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1751323,2018
04/17/2018,away,12973,29,Arizona,9,True,1,6,-5,loss,1 - 6,99522,77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
04/24/2018,home,12973,732,Utah,9,True,4,8,-4,loss,4 - 8,101541,77,0,4,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1751323,2018
04/26/2018,home,12973,627,San Diego,9,True,9,1,8,win,9 - 1,101886,77,2,4,1,0,0,4,1,2,0,0,0,1,0,0,0,0,1,0,1751323,2018
04/27/2018,home,12973,627,San Diego,9,True,6,11,-5,loss,6 - 11,102071,77,0,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1751323,2018
04/28/2018,home,12973,627,San Diego,9,True,5,9,-4,loss,5 - 9,102349,77,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1751323,2018
05/01/2018,away,12973,107,California,9,True,0,1,-1,loss,0 - 1,103478,77,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
05/03/2018,away,12973,610,Saint Mary's (CA),9,True,1,2,-1,loss,1 - 2,103752,77,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
05/04/2018,away,12973,610,Saint Mary's (CA),9,True,3,10,-7,loss,3 - 10,103878,77,0,4,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
05/05/2018,away,12973,610,Saint Mary's (CA),9,True,1,7,-6,loss,1 - 7,104187,77,0,3,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
05/08/2018,away,12973,732,Utah,9,True,3,6,-3,loss,3 - 6,104981,77,0,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1751323,2018
05/10/2018,away,12973,629,San Francisco,9,True,9,2,7,win,9 - 2,105198,77,2,5,2,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1751323,2018
05/11/2018,away,12973,629,San Francisco,9,True,9,7,2,win,9 - 7,105305,77,1,3,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1751323,2018
05/12/2018,away,12973,629,San Francisco,9,True,2,6,-4,loss,2 - 6,105571,77,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1751323,2018
05/15/2018,away,12973,674,Stanford,9,True,1,5,-4,loss,1 - 5,105902,77,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1751323,2018
05/17/2018,home,12973,534,Pacific,9,True,3,1,2,win,3 - 1,105971,77,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1751323,2018
05/18/2018,home,12973,534,Pacific,9,True,3,9,-6,loss,3 - 9,106144,77,1,5,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1751323,2018
05/19/2018,home,12973,534,Pacific,9,True,5,6,-1,loss,5 - 6,106329,77,1,3,2,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1751323,2018
