R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2016,away,12360,363,Longwood,9,True,0,6,-6,loss,293654,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/27/2016,away,12360,363,Longwood,9,True,3,6,-3,loss,293877,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2016,away,12360,363,Longwood,9,True,6,4,2,win,294433,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2016,away,12360,485,Norfolk St.,9,True,8,1,7,win,295948,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2016,away,12360,485,Norfolk St.,9,True,6,1,5,win,295965,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2016,away,12360,746,Virginia,9,True,2,6,-4,loss,296364,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2016,away,12360,746,Virginia,9,True,7,20,-13,loss,296576,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2016,away,12360,740,VCU,9,True,2,3,-1,loss,296949,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2016,away,12360,740,VCU,9,True,5,9,-4,loss,297273,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/13/2016,away,12360,740,VCU,9,True,3,4,-1,loss,297846,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/18/2016,away,12360,236,Fordham,9,True,2,0,2,win,298914,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/2016,home,12360,236,Fordham,9,True,5,6,-1,loss,299149,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/2016,home,12360,236,Fordham,11,True,3,4,-1,loss,299270,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2016,away,12360,450,Mount St. Mary's,9,True,20,4,16,win,300583,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,450,Mount St. Mary's,9,True,17,4,13,win,301014,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,450,Mount St. Mary's,9,True,14,6,8,win,301020,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,450,Mount St. Mary's,9,True,2,0,2,win,301600,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2016,away,12360,603,St. John's (NY),9,True,5,9,-4,loss,302008,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2016,home,12360,127,Central Conn. St.,9,True,16,2,14,win,302515,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2016,home,12360,127,Central Conn. St.,9,True,0,2,-2,loss,302528,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2016,home,12360,127,Central Conn. St.,9,True,4,5,-1,loss,302695,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2016,home,12360,127,Central Conn. St.,9,True,2,8,-6,loss,302870,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2016,away,12360,635,Seton Hall,9,True,2,9,-7,loss,303772,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2016,away,12360,361,LIU,9,True,1,9,-8,loss,304217,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2016,away,12360,361,LIU,9,True,3,5,-2,loss,304245,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,361,LIU,9,True,2,5,-3,loss,305076,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,361,LIU,9,True,1,4,-3,loss,305161,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2016,home,12360,617,Saint Peter's,9,True,13,6,7,win,305603,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/15/2016,away,12360,81,Bryant,9,True,0,7,-7,loss,306044,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,81,Bryant,9,True,4,10,-6,loss,306495,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,81,Bryant,9,True,2,3,-1,loss,306743,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/17/2016,away,12360,81,Bryant,9,True,1,5,-4,loss,307086,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2016,home,12360,587,Rutgers,9,True,0,8,-8,loss,307785,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/22/2016,home,12360,450,Mount St. Mary's,9,True,5,6,-1,loss,308099,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2016,home,12360,450,Mount St. Mary's,9,True,0,3,-3,loss,308505,748,1749697,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2016,home,12360,450,Mount St. Mary's,12,True,1,2,-1,loss,308757,748,1749697,2016
