R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2020,home,15204,30104,Urbana,9,True,9,3,6,win,1829652,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2020,home,15204,30104,Urbana,9,True,7,5,2,win,1848536,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/02/2020,home,15204,30104,Urbana,9,True,15,7,8,win,1829723,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/04/2020,away,15204,30154,Young Harris,9,True,0,1,-1,loss,1829748,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,home,15204,608,Saint Leo,9,True,2,1,1,win,1849455,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,home,15204,608,Saint Leo,9,True,5,1,4,win,1830055,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,766,West Ga.,9,True,6,2,4,win,1830519,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,766,West Ga.,9,True,3,6,-3,loss,1848554,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,766,West Ga.,9,True,5,6,-1,loss,1830834,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2020,away,15204,1000,Carson-Newman,9,True,1,5,-4,loss,1830964,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,354,Lewis,9,True,10,0,10,win,1831610,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,354,Lewis,9,True,3,9,-6,loss,1847681,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,354,Lewis,9,True,13,4,9,win,1831964,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2020,away,15204,1176,Lincoln Memorial,9,True,8,9,-1,loss,1832100,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,1015,Christian Brothers,9,True,5,6,-1,loss,1832798,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,1015,Christian Brothers,9,True,10,1,9,win,1849194,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,away,15204,1015,Christian Brothers,9,True,7,6,1,win,1833223,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,away,15204,52,Bellarmine,9,True,2,7,-5,loss,1970528,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,away,15204,52,Bellarmine,9,True,6,9,-3,loss,1970620,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2020,away,15204,734,Valdosta St.,9,True,8,0,8,win,1833882,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,734,Valdosta St.,9,True,8,5,3,win,1834220,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,734,Valdosta St.,9,True,4,1,3,win,1847710,30013,1977381,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,home,15204,30154,Young Harris,9,True,10,5,5,win,1834969,30013,1977381,2020
