R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/16/2024,away,16580,516,Occidental,9,True,18,2,16,win,4525535,1454,2962762,2024,3
0,3,1,1,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,02/23/2024,away,16580,1355,Schreiner,9,True,14,6,8,win,4526571,1454,2962762,2024,3
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,02/24/2024,away,16580,1355,Schreiner,9,True,8,2,6,win,4543618,1454,2962762,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2024,home,16580,1297,Pacific Lutheran,9,True,14,1,13,win,4528129,1454,2962762,2024,3
1,3,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,04/06/2024,home,16580,142,Claremont-M-S,9,True,4,15,-11,loss,4535659,1454,2962762,2024,3
1,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,04/13/2024,home,16580,780,Whitman,9,True,5,14,-9,loss,4545675,1454,2962762,2024,3
2,5,2,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,04/14/2024,home,16580,780,Whitman,9,True,16,5,11,win,4546360,1454,2962762,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/20/2024,away,16580,22235,Lewis & Clark,9,True,3,10,-7,loss,4545412,1454,2962762,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2024,home,16580,1179,Linfield,10,True,12,11,1,win,4545584,1454,2962762,2024,3
0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2024,away,16580,1094,George Fox,9,True,0,1,-1,loss,4541216,1454,2962762,2024,3
0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,05/05/2024,away,16580,1094,George Fox,9,True,13,8,5,win,4546330,1454,2962762,2024,3
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,05/05/2024,away,16580,1094,George Fox,9,True,5,2,3,win,4541440,1454,2962762,2024,3
0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,05/10/2024,away,16580,785,Willamette,9,True,1,5,-4,loss,5315521,1454,2962762,2024,3
0,6,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,05/11/2024,neutral,16580,2751,Pacific (OR),10,True,11,10,1,win,5315523,1454,2962762,2024,3
0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,05/11/2024,away,16580,780,Whitman,9,True,9,6,3,win,5334782,1454,2962762,2024,3
2,4,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,05/12/2024,away,16580,785,Willamette,9,True,4,8,-4,loss,5334900,1454,2962762,2024,3
