R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,03/05/2016,neutral,12360,8968,Eastern,9,True,8,7,1,win,295604,8398,1773749,2016
1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,03/06/2016,neutral,12360,438,Monmouth (IL),9,True,3,6,-3,loss,295995,8398,1773749,2016
3,5,2,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,03/07/2016,neutral,12360,179,Delaware Valley,9,True,10,8,2,win,296203,8398,1773749,2016
1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03/08/2016,neutral,12360,190,Drew,9,True,4,14,-10,loss,296437,8398,1773749,2016
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2016,neutral,12360,351,Lebanon Valley,9,True,1,2,-1,loss,296628,8398,1773749,2016
1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/10/2016,neutral,12360,784,Wilkes,9,True,4,10,-6,loss,296752,8398,1773749,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2016,neutral,12360,30084,Geneva,9,True,4,2,2,win,297022,8398,1773749,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2016,neutral,12360,784,Wilkes,11,True,5,11,-6,loss,297509,8398,1773749,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2016,neutral,12360,1315,Pitt.-Bradford,9,True,2,3,-1,loss,302186,8398,1773749,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2016,neutral,12360,1315,Pitt.-Bradford,9,True,11,10,1,win,302187,8398,1773749,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2016,home,12360,213,Elmira,9,True,9,10,-1,loss,302238,8398,1773749,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2016,home,12360,213,Elmira,9,True,8,5,3,win,302241,8398,1773749,2016
