R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,02/17/2024,neutral,16580,574762,Chapman,9,True,0,4,-4,loss,4525837,23260,2655037,2024,3
0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2024,away,16580,574678,Piedmont,9,True,9,4,5,win,4526073,23260,2655037,2024,3
1,4,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,02/23/2024,neutral,16580,574598,Wooster,9,True,11,8,3,win,4526464,23260,2655037,2024,3
0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,02/24/2024,home,16580,574598,Wooster,9,True,8,9,-1,loss,4526773,23260,2655037,2024,3
0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,02/24/2024,home,16580,574507,Otterbein,9,True,4,7,-3,loss,4526774,23260,2655037,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/02/2024,home,16580,574593,Wis.-Stevens Point,9,True,9,0,9,win,4528022,23260,2655037,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2024,home,16580,574768,Coe,9,True,8,9,-1,loss,4530076,23260,2655037,2024,3
1,3,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,03/10/2024,neutral,16580,574768,Coe,9,True,7,3,4,win,4544970,23260,2655037,2024,3
1,3,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,03/11/2024,neutral,16580,574582,Wheaton (MA),9,True,15,5,10,win,4530283,23260,2655037,2024,3
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/13/2024,neutral,16580,574702,Mitchell,9,True,2,10,-8,loss,4530629,23260,2655037,2024,3
