date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,away,12360,699,Texas Southern,9,True,5,8,-3,loss,5 - 8,292514,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
02/20/2016,away,12360,699,Texas Southern,9,True,22,5,17,win,22 - 5,292833,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
02/20/2016,away,12360,699,Texas Southern,9,True,22,8,14,win,22 - 8,292942,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
02/21/2016,away,12360,699,Texas Southern,9,True,17,3,14,win,17 - 3,293212,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
02/26/2016,away,12360,736,Vanderbilt,9,True,0,9,-9,loss,0 - 9,293568,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
02/27/2016,away,12360,736,Vanderbilt,14,True,5,6,-1,loss,5 - 6,293811,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
02/28/2016,away,12360,736,Vanderbilt,9,True,8,20,-12,loss,8 - 20,294340,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/04/2016,away,12360,434,Missouri,9,True,4,7,-3,loss,4 - 7,295070,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/05/2016,away,12360,434,Missouri,9,True,4,2,2,win,4 - 2,295412,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/05/2016,away,12360,434,Missouri,9,True,5,10,-5,loss,5 - 10,295526,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/06/2016,away,12360,434,Missouri,9,True,5,13,-8,loss,5 - 13,295863,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/08/2016,home,12360,509,Northwestern,9,True,11,2,9,win,11 - 2,296332,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/11/2016,home,12360,136,Chicago St.,9,True,5,0,5,win,5 - 0,296872,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/12/2016,away,12360,136,Chicago St.,9,True,3,6,-3,loss,3 - 6,297335,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/12/2016,away,12360,136,Chicago St.,9,True,1,3,-2,loss,1 - 3,297433,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/18/2016,home,12360,514,Oakland,9,True,4,5,-1,loss,4 - 5,298709,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/19/2016,home,12360,514,Oakland,9,True,6,0,6,win,6 - 0,299049,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/20/2016,home,12360,514,Oakland,9,True,3,0,3,win,3 - 0,299613,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
03/22/2016,away,12360,513,Notre Dame,9,True,5,9,-4,loss,5 - 9,299996,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752948,2016
