R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2020,away,15204,1072,Erskine,9,True,6,7,-1,loss,1829684,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2020,away,15204,1072,Erskine,9,True,17,6,11,win,1848544,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/03/2020,home,15204,1072,Erskine,9,True,6,3,3,win,1829593,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/04/2020,away,15204,9223,North Greenville,9,True,4,6,-2,loss,1829756,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/2020,home,15204,30124,Cedarville,9,True,7,5,2,win,1829801,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,home,15204,30193,Emmanuel (GA),9,True,9,2,7,win,1963910,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,home,15204,30193,Emmanuel (GA),9,True,8,7,1,win,1830052,1167,2123614,2020
1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,02/11/2020,home,15204,1257,Newberry,9,True,9,18,-9,loss,1830107,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/14/2020,away,15204,30058,Claflin,9,True,10,6,4,win,1830277,1167,2123614,2020
0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,02/15/2020,away,15204,30058,Claflin,9,True,6,4,2,win,1830598,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,home,15204,39,Augusta,9,True,4,3,1,win,1831318,1167,2123614,2020
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/22/2020,home,15204,39,Augusta,9,True,7,8,-1,loss,1831671,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,39,Augusta,9,True,20,1,19,win,1832000,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2020,away,15204,1257,Newberry,9,True,5,4,1,win,1832173,1167,2123614,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2020,away,15204,159,Columbus St.,9,True,2,3,-1,loss,1832498,1167,2123614,2020
0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,159,Columbus St.,9,True,1,4,-3,loss,1832841,1167,2123614,2020
1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,03/01/2020,away,15204,159,Columbus St.,9,True,3,8,-5,loss,1833166,1167,2123614,2020
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,03/06/2020,home,15204,30092,Flagler,9,True,3,2,1,win,1833932,1167,2123614,2020
0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,03/07/2020,home,15204,30092,Flagler,9,True,6,2,4,win,1834309,1167,2123614,2020
1,4,1,0,0,4,1,4,0,0,0,0,1,0,0,0,0,0,03/08/2020,home,15204,30092,Flagler,9,True,9,0,9,win,1834539,1167,2123614,2020
1,3,2,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,03/10/2020,home,15204,2683,Belmont Abbey,9,True,4,13,-9,loss,1834988,1167,2123614,2020
