date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,home,15860,392,Maryland,9,True,0,4,-4,loss,0 - 4,5219416,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
02/19/2022,home,15860,392,Maryland,9,True,5,9,-4,loss,5 - 9,5213200,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
02/20/2022,home,15860,392,Maryland,9,True,4,8,-4,loss,4 - 8,5213205,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
02/22/2022,home,15860,287,Houston Baptist,9,True,6,2,4,win,6 - 2,5219417,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
02/25/2022,home,15860,193,Duke,9,True,4,2,2,win,4 - 2,5215271,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
02/27/2022,home,15860,193,Duke,9,True,12,3,9,win,12 - 3,5218657,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
02/27/2022,home,15860,193,Duke,9,True,2,4,-2,loss,2 - 4,5218658,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/02/2022,away,15860,574,Rice,9,True,9,0,9,win,9 - 0,5234439,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/04/2022,home,15860,110,UCLA,9,True,2,1,1,win,2 - 1,5223844,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/05/2022,home,15860,694,Tennessee,9,True,5,10,-5,loss,5 - 10,5226413,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/06/2022,home,15860,365,LSU,9,True,9,6,3,win,9 - 6,5226955,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/09/2022,away,15860,2,Abilene Christian,9,True,6,4,2,win,6 - 4,5229731,51,1,1,1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/12/2022,home,15860,158,Columbia,9,True,3,0,3,win,3 - 0,5232730,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/12/2022,home,15860,158,Columbia,9,True,4,11,-7,loss,4 - 11,5232731,51,1,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2680395,2022
03/13/2022,home,15860,158,Columbia,10,True,4,3,1,win,4 - 3,5233648,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/15/2022,away,15860,624,Sam Houston,9,True,10,11,-1,loss,10 - 11,5235902,51,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/18/2022,home,15860,698,TCU,9,True,0,3,-3,loss,0 - 3,5238580,51,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2680395,2022
03/19/2022,home,15860,698,TCU,11,True,9,11,-2,loss,9 - 11,5244151,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/20/2022,home,15860,698,TCU,9,True,7,3,4,win,7 - 3,5241212,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/22/2022,home,15860,706,UTSA,9,True,3,2,1,win,3 - 2,5244155,51,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/25/2022,away,15860,522,Oklahoma,9,True,3,5,-2,loss,3 - 5,5245642,51,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/26/2022,away,15860,522,Oklahoma,9,True,5,9,-4,loss,5 - 9,5247104,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/27/2022,away,15860,522,Oklahoma,9,True,16,8,8,win,16 - 8,5248283,51,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2680395,2022
03/29/2022,home,15860,702,UT Arlington,9,True,15,9,6,win,15 - 9,5249806,51,1,3,1,0,0,4,1,2,1,0,0,0,1,0,0,0,0,0,0,2680395,2022
04/01/2022,home,15860,198,ETSU,9,True,15,1,14,win,15 - 1,5251963,51,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2680395,2022
04/02/2022,home,15860,198,ETSU,9,True,8,7,1,win,8 - 7,5253665,51,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2680395,2022
