date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,away,15860,112,UC San Diego,9,True,7,8,-1,loss,7 - 8,5210106,1356,1,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2300567,2022
02/19/2022,away,15860,112,UC San Diego,9,True,10,22,-12,loss,10 - 22,5214087,1356,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2300567,2022
02/19/2022,away,15860,112,UC San Diego,9,True,8,3,5,win,8 - 3,5214088,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300567,2022
02/20/2022,away,15860,112,UC San Diego,9,True,3,9,-6,loss,3 - 9,5214089,1356,1,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2300567,2022
02/25/2022,away,15860,706,UTSA,9,True,3,7,-4,loss,3 - 7,5214963,1356,0,3,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2300567,2022
02/25/2022,away,15860,706,UTSA,9,True,2,3,-1,loss,2 - 3,5215316,1356,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2300567,2022
02/26/2022,away,15860,706,UTSA,9,True,0,11,-11,loss,0 - 11,5216356,1356,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2300567,2022
02/27/2022,away,15860,706,UTSA,9,True,0,13,-13,loss,0 - 13,5218343,1356,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2300567,2022
03/08/2022,away,15860,756,Washington,12,True,5,6,-1,loss,5 - 6,5229345,1356,1,4,2,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2300567,2022
03/11/2022,away,15860,472,New Mexico St.,13,True,13,12,1,win,13 - 12,5231647,1356,1,7,2,0,0,5,1,2,0,0,0,0,2,0,0,0,0,0,0,2300567,2022
03/12/2022,away,15860,472,New Mexico St.,9,True,4,3,1,win,4 - 3,5232361,1356,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2300567,2022
03/13/2022,away,15860,472,New Mexico St.,9,True,0,9,-9,loss,0 - 9,5233388,1356,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2300567,2022
03/18/2022,home,15860,102,Sacramento St.,9,True,0,2,-2,loss,0 - 2,5238572,1356,0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2300567,2022
03/18/2022,home,15860,102,Sacramento St.,9,True,9,5,4,win,9 - 5,5238573,1356,1,4,1,0,0,4,1,2,0,0,0,0,2,0,0,0,0,0,0,2300567,2022
03/19/2022,home,15860,102,Sacramento St.,9,True,16,13,3,win,16 - 13,5240038,1356,2,5,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2300567,2022
03/22/2022,away,15860,551,Portland,9,True,2,8,-6,loss,2 - 8,5243159,1356,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2300567,2022
03/23/2022,away,15860,528,Oregon St.,9,True,3,8,-5,loss,3 - 8,5244010,1356,1,4,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2300567,2022
03/25/2022,home,15860,30095,Dixie St.,9,True,13,6,7,win,13 - 6,5245609,1356,1,4,2,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,2300567,2022
03/26/2022,home,15860,30095,Dixie St.,9,True,1,9,-8,loss,1 - 9,5247028,1356,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2300567,2022
