date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/16/2014,home,11620,559,Purdue,9,True,3,0,3,win,3 - 0,587420,694,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1425005,2014
02/16/2014,home,11620,559,Purdue,9,True,20,2,18,win,20 - 2,587440,694,2,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1425005,2014
02/17/2014,home,11620,559,Purdue,9,True,8,2,6,win,8 - 2,587518,694,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1425005,2014
02/19/2014,home,11620,27,App State,9,True,5,3,2,win,5 - 3,587657,694,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1425005,2014
02/21/2014,home,11620,465,UNLV,9,True,8,7,1,win,8 - 7,587815,694,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1425005,2014
02/22/2014,home,11620,465,UNLV,9,True,5,4,1,win,5 - 4,588047,694,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1425005,2014
02/23/2014,home,11620,465,UNLV,9,True,4,2,2,win,4 - 2,588516,694,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
02/28/2014,home,11620,562,Quinnipiac,9,True,13,2,11,win,13 - 2,589015,694,4,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1425005,2014
03/01/2014,home,11620,562,Quinnipiac,10,True,4,3,1,win,4 - 3,589220,694,3,0,2,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,1425005,2014
03/02/2014,home,11620,562,Quinnipiac,9,True,9,4,5,win,9 - 4,589728,694,3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1425005,2014
03/04/2014,home,11620,340,La Salle,9,True,14,0,14,win,14 - 0,589994,694,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1425005,2014
03/05/2014,home,11620,340,La Salle,9,True,10,2,8,win,10 - 2,590108,694,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1425005,2014
03/07/2014,away,11620,28,Arizona St.,9,True,1,3,-2,loss,1 - 3,590345,694,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
03/08/2014,away,11620,28,Arizona St.,9,True,6,5,1,win,6 - 5,590607,694,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1425005,2014
03/09/2014,away,11620,28,Arizona St.,9,True,6,4,2,win,6 - 4,591133,694,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1425005,2014
03/11/2014,away,11620,419,Middle Tenn.,9,True,2,0,2,win,2 - 0,591704,694,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1425005,2014
03/14/2014,away,11620,434,Missouri,9,True,2,5,-3,loss,2 - 5,592280,694,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
03/15/2014,away,11620,434,Missouri,9,True,5,1,4,win,5 - 1,592821,694,4,0,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1425005,2014
03/15/2014,away,11620,434,Missouri,9,True,4,1,3,win,4 - 1,592891,694,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1425005,2014
03/18/2014,home,11620,43,Austin Peay,12,True,8,7,1,win,8 - 7,593492,694,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1425005,2014
03/21/2014,home,11620,37,Auburn,9,True,2,3,-1,loss,2 - 3,594023,694,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1425005,2014
03/22/2014,home,11620,37,Auburn,9,True,2,4,-2,loss,2 - 4,594376,694,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
03/23/2014,home,11620,37,Auburn,9,True,8,6,2,win,8 - 6,595016,694,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1425005,2014
03/28/2014,away,11620,648,South Carolina,14,True,2,3,-1,loss,2 - 3,595912,694,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1425005,2014
03/29/2014,away,11620,648,South Carolina,9,True,6,9,-3,loss,6 - 9,596131,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
03/30/2014,away,11620,648,South Carolina,9,True,0,8,-8,loss,0 - 8,596553,694,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/01/2014,home,11620,198,ETSU,9,True,1,2,-1,loss,1 - 2,596987,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/04/2014,home,11620,736,Vanderbilt,9,True,4,6,-2,loss,4 - 6,597699,694,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/05/2014,home,11620,736,Vanderbilt,9,True,10,9,1,win,10 - 9,597912,694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/06/2014,home,11620,736,Vanderbilt,9,True,7,0,7,win,7 - 0,598686,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/08/2014,away,11620,692,Tennessee Tech,9,True,10,1,9,win,10 - 1,599195,694,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/10/2014,away,11620,257,Georgia,9,True,5,3,2,win,5 - 3,599688,694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/11/2014,away,11620,257,Georgia,9,True,1,4,-3,loss,1 - 4,599894,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/12/2014,away,11620,257,Georgia,9,True,4,7,-3,loss,4 - 7,600184,694,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/16/2014,home,11620,769,Western Caro.,9,True,6,2,4,win,6 - 2,601568,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/18/2014,home,11620,8,Alabama,9,True,5,8,-3,loss,5 - 8,601893,694,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1425005,2014
04/19/2014,home,11620,8,Alabama,9,True,6,7,-1,loss,6 - 7,602435,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/20/2014,home,11620,8,Alabama,9,True,10,9,1,win,10 - 9,603057,694,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/22/2014,away,11620,198,ETSU,9,True,7,9,-2,loss,7 - 9,603399,694,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/25/2014,away,11620,365,LSU,9,True,7,8,-1,loss,7 - 8,604045,694,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/26/2014,away,11620,365,LSU,9,True,6,3,3,win,6 - 3,604345,694,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1425005,2014
04/27/2014,away,11620,365,LSU,9,True,4,9,-5,loss,4 - 9,605031,694,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1425005,2014
05/01/2014,home,11620,334,Kentucky,9,True,1,15,-14,loss,1 - 15,605629,694,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1425005,2014
05/02/2014,home,11620,334,Kentucky,9,True,8,2,6,win,8 - 2,605740,694,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1425005,2014
05/03/2014,home,11620,334,Kentucky,9,True,5,1,4,win,5 - 1,606032,694,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1425005,2014
05/06/2014,home,11620,456,UNC Asheville,9,True,5,7,-2,loss,5 - 7,606906,694,3,1,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1425005,2014
05/09/2014,away,11620,430,Mississippi St.,9,True,4,2,2,win,4 - 2,607212,694,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1425005,2014
05/10/2014,away,11620,430,Mississippi St.,10,True,0,1,-1,loss,0 - 1,607423,694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425005,2014
05/11/2014,away,11620,430,Mississippi St.,12,True,3,4,-1,loss,3 - 4,607688,694,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1425005,2014
05/13/2014,home,11620,444,Morehead St.,12,True,14,13,1,win,14 - 13,607792,694,4,1,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1425005,2014
05/15/2014,home,11620,235,Florida,11,True,5,6,-1,loss,5 - 6,607896,694,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1425005,2014
05/16/2014,home,11620,235,Florida,9,True,2,4,-2,loss,2 - 4,608048,694,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1425005,2014
05/17/2014,home,11620,235,Florida,9,True,7,5,2,win,7 - 5,608234,694,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1425005,2014
05/20/2014,home,11620,736,Vanderbilt,9,True,2,3,-1,loss,2 - 3,608476,694,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1425005,2014
