date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,541,Pepperdine,9,True,9,3,6,win,9 - 3,404825,718,1,4,1,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1529068,2015
02/14/2015,away,12080,541,Pepperdine,9,True,9,5,4,win,9 - 5,405045,718,2,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1529068,2015
02/15/2015,away,12080,541,Pepperdine,9,True,1,2,-1,loss,1 - 2,405464,718,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1529068,2015
02/18/2015,away,12080,655,Southeastern La.,9,True,5,4,1,win,5 - 4,405607,718,0,4,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1529068,2015
02/20/2015,home,12080,629,San Francisco,9,True,1,0,1,win,1 - 0,405707,718,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
02/21/2015,home,12080,629,San Francisco,11,True,3,2,1,win,3 - 2,405897,718,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1529068,2015
02/22/2015,home,12080,629,San Francisco,9,True,5,3,2,win,5 - 3,406246,718,1,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1529068,2015
02/24/2015,away,12080,474,New Orleans,9,True,9,0,9,win,9 - 0,406399,718,2,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1529068,2015
02/25/2015,home,12080,474,New Orleans,9,True,4,0,4,win,4 - 0,406436,718,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1529068,2015
02/27/2015,home,12080,169,Creighton,9,True,8,2,6,win,8 - 2,406514,718,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1529068,2015
02/28/2015,home,12080,169,Creighton,9,True,2,7,-5,loss,2 - 7,406710,718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/01/2015,home,12080,169,Creighton,9,True,3,2,1,win,3 - 2,407045,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/03/2015,away,12080,483,Nicholls,9,True,5,0,5,win,5 - 0,407355,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/06/2015,home,12080,260,Gonzaga,9,True,0,2,-2,loss,0 - 2,407631,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/07/2015,home,12080,260,Gonzaga,9,True,2,7,-5,loss,2 - 7,407829,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/08/2015,home,12080,260,Gonzaga,9,True,3,0,3,win,3 - 0,408300,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/11/2015,away,12080,664,Southern Miss.,9,True,4,8,-4,loss,4 - 8,409109,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/13/2015,home,12080,812,Xavier,10,True,3,2,1,win,3 - 2,409510,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/14/2015,home,12080,812,Xavier,9,True,1,0,1,win,1 - 0,409780,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/15/2015,home,12080,812,Xavier,9,True,10,3,7,win,10 - 3,410226,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/17/2015,home,12080,655,Southeastern La.,9,True,15,2,13,win,15 - 2,410812,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/20/2015,away,12080,111,UC Riverside,13,True,1,2,-1,loss,1 - 2,411405,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/21/2015,away,12080,111,UC Riverside,9,True,6,5,1,win,6 - 5,411682,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/22/2015,away,12080,111,UC Riverside,9,True,2,6,-4,loss,2 - 6,412255,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/24/2015,home,12080,365,LSU,9,True,7,13,-6,loss,7 - 13,412641,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/27/2015,home,12080,164,UConn,9,True,0,6,-6,loss,0 - 6,413144,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/28/2015,home,12080,164,UConn,9,True,5,1,4,win,5 - 1,413380,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/29/2015,home,12080,164,UConn,9,True,3,5,-2,loss,3 - 5,413902,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
03/31/2015,away,12080,460,UNCW,9,True,8,4,4,win,8 - 4,414575,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/02/2015,away,12080,196,East Carolina,9,True,0,3,-3,loss,0 - 3,415034,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/03/2015,away,12080,196,East Carolina,9,True,4,11,-7,loss,4 - 11,415320,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/04/2015,away,12080,196,East Carolina,9,True,8,6,2,win,8 - 6,415710,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/07/2015,home,12080,483,Nicholls,9,True,7,1,6,win,7 - 1,416563,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/10/2015,away,12080,288,Houston,9,True,3,4,-1,loss,3 - 4,417086,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/11/2015,away,12080,288,Houston,9,True,1,6,-5,loss,1 - 6,417329,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/12/2015,away,12080,288,Houston,9,True,3,1,2,win,3 - 1,418114,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/17/2015,home,12080,128,UCF,9,True,3,0,3,win,3 - 0,419249,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/18/2015,home,12080,128,UCF,9,True,0,8,-8,loss,0 - 8,419556,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/19/2015,home,12080,128,UCF,9,True,10,0,10,win,10 - 0,420313,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/21/2015,away,12080,365,LSU,9,True,0,6,-6,loss,0 - 6,420792,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/24/2015,away,12080,140,Cincinnati,9,True,4,0,4,win,4 - 0,421444,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/25/2015,away,12080,140,Cincinnati,9,True,8,6,2,win,8 - 6,421718,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/26/2015,away,12080,140,Cincinnati,9,True,9,5,4,win,9 - 5,422337,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
04/28/2015,home,12080,655,Southeastern La.,10,True,5,4,1,win,5 - 4,422900,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/01/2015,home,12080,288,Houston,9,True,3,1,2,win,3 - 1,423332,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/02/2015,home,12080,288,Houston,9,True,0,3,-3,loss,0 - 3,423614,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/03/2015,home,12080,288,Houston,9,True,1,7,-6,loss,1 - 7,424158,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/08/2015,home,12080,651,South Fla.,9,True,0,12,-12,loss,0 - 12,424748,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/09/2015,home,12080,651,South Fla.,9,True,5,3,2,win,5 - 3,424978,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/10/2015,home,12080,651,South Fla.,9,True,4,3,1,win,4 - 3,425223,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/12/2015,home,12080,664,Southern Miss.,9,True,4,8,-4,loss,4 - 8,425331,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/14/2015,away,12080,404,Memphis,9,True,3,7,-4,loss,3 - 7,425466,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/16/2015,away,12080,404,Memphis,9,True,5,2,3,win,5 - 2,425862,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/16/2015,away,12080,404,Memphis,9,True,9,1,8,win,9 - 1,425877,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/20/2015,home,12080,164,UConn,9,True,3,1,2,win,3 - 1,425993,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/21/2015,home,12080,196,East Carolina,9,True,1,3,-2,loss,1 - 3,426069,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/22/2015,home,12080,164,UConn,9,True,6,7,-1,loss,6 - 7,426161,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/29/2015,away,12080,460,UNCW,9,True,1,10,-9,loss,1 - 10,426334,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/30/2015,home,12080,352,Lehigh,9,True,15,3,12,win,15 - 3,426365,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
05/31/2015,home,12080,460,UNCW,9,True,2,8,-6,loss,2 - 8,426399,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529068,2015
