R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,0,Penn St.-Brandywine,9,True,3,5,-2,loss,1831539,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,0,Penn St.-Brandywine,9,True,2,1,1,win,1849698,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,away,15204,0,Penn St.-Brandywine,9,True,5,2,3,win,1831909,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,away,15204,0,Penn St.-Brandywine,9,True,10,4,6,win,1848587,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,neutral,15204,486,MCLA,9,True,9,7,2,win,1832748,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,neutral,15204,486,MCLA,9,True,11,0,11,win,1848995,30083,2352596,2020
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,03/01/2020,neutral,15204,486,MCLA,9,True,6,13,-7,loss,1833115,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,neutral,15204,486,MCLA,8,True,10,9,1,win,1847830,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/04/2020,away,15204,526,SUNY Oneonta,9,True,0,9,-9,loss,1970888,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,neutral,15204,12884,Centenary (NJ),9,True,13,11,2,win,1834137,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,neutral,15204,12884,Centenary (NJ),9,True,6,11,-5,loss,1849753,30083,2352596,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,neutral,15204,12884,Centenary (NJ),9,True,4,2,2,win,1833769,30083,2352596,2020
0,2,1,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,03/08/2020,neutral,15204,12884,Centenary (NJ),9,True,5,20,-15,loss,1848815,30083,2352596,2020
