date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,away,11320,94,CSU Bakersfield,9,True,4,9,-5,loss,4 - 9,657916,463,4,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1301773,2013
02/16/2013,away,11320,97,Cal St. Fullerton,9,True,5,10,-5,loss,5 - 10,658270,463,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1301773,2013
02/16/2013,away,11320,97,Cal St. Fullerton,9,True,0,9,-9,loss,0 - 9,658334,463,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1301773,2013
02/17/2013,away,11320,657,Southern California,9,True,3,4,-1,loss,3 - 4,658486,463,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1301773,2013
02/22/2013,away,11320,703,Texas,9,True,2,8,-6,loss,2 - 8,658955,463,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1301773,2013
02/23/2013,away,11320,703,Texas,9,True,3,4,-1,loss,3 - 4,659145,463,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301773,2013
02/24/2013,away,11320,703,Texas,9,True,0,2,-2,loss,0 - 2,659534,463,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1301773,2013
03/02/2013,home,11320,473,New Mexico,9,True,8,5,3,win,8 - 5,660459,463,5,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1301773,2013
03/03/2013,home,11320,473,New Mexico,9,True,3,0,3,win,3 - 0,660938,463,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1301773,2013
03/06/2013,home,11320,502,Northern Colo.,9,True,10,5,5,win,10 - 5,661662,463,5,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1301773,2013
03/06/2013,home,11320,502,Northern Colo.,9,True,5,1,4,win,5 - 1,661669,463,4,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1301773,2013
03/08/2013,away,11320,366,Louisiana Tech,9,True,0,5,-5,loss,0 - 5,661903,463,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1301773,2013
03/09/2013,away,11320,366,Louisiana Tech,9,True,1,2,-1,loss,1 - 2,662359,463,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301773,2013
03/09/2013,away,11320,366,Louisiana Tech,9,True,3,2,1,win,3 - 2,662532,463,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1301773,2013
03/15/2013,away,11320,109,UC Irvine,9,True,1,2,-1,loss,1 - 2,663820,463,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1301773,2013
03/16/2013,away,11320,109,UC Irvine,9,True,4,1,3,win,4 - 1,664205,463,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1301773,2013
03/17/2013,away,11320,109,UC Irvine,9,True,0,2,-2,loss,0 - 2,664782,463,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1301773,2013
03/19/2013,away,11320,97,Cal St. Fullerton,11,True,7,8,-1,loss,7 - 8,665136,463,5,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1301773,2013
03/20/2013,away,11320,97,Cal St. Fullerton,9,True,4,10,-6,loss,4 - 10,665341,463,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1301773,2013
03/22/2013,away,11320,301,Illinois,9,True,9,5,4,win,9 - 5,665609,463,5,1,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1301773,2013
03/23/2013,away,11320,301,Illinois,9,True,7,8,-1,loss,7 - 8,666091,463,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1301773,2013
03/23/2013,away,11320,301,Illinois,9,True,6,4,2,win,6 - 4,666299,463,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1301773,2013
