R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/14/2020,home,15204,741,VMI,9,True,5,4,1,win,1830338,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,741,VMI,9,True,6,2,4,win,1830618,2711,2113638,2020
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,02/16/2020,home,15204,741,VMI,9,True,1,5,-4,loss,1830891,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,home,15204,587,Rutgers,9,True,3,14,-11,loss,1831369,2711,2113638,2020
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,587,Rutgers,9,True,4,16,-12,loss,1831695,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,587,Rutgers,9,True,6,7,-1,loss,1832030,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2020,away,15204,648,South Carolina,9,True,5,6,-1,loss,1832139,2711,2113638,2020
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/28/2020,home,15204,272,Hartford,9,True,2,6,-4,loss,1832522,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,272,Hartford,9,True,2,13,-11,loss,1832883,2711,2113638,2020
0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,03/01/2020,home,15204,272,Hartford,9,True,7,2,5,win,1833246,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2020,home,15204,129,Central Mich.,9,True,6,12,-6,loss,1833952,2711,2113638,2020
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/07/2020,home,15204,129,Central Mich.,9,True,2,5,-3,loss,1834266,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,129,Central Mich.,9,True,4,6,-2,loss,1847920,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,129,Central Mich.,9,True,5,15,-10,loss,1834702,2711,2113638,2020
1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03/10/2020,home,15204,518,Ohio St.,9,True,2,10,-8,loss,1835031,2711,2113638,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,home,15204,518,Ohio St.,9,True,9,5,4,win,1835173,2711,2113638,2020
