date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,792,Winthrop,9,True,1,9,-8,loss,1 - 9,404765,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
02/14/2015,away,12080,792,Winthrop,9,True,1,2,-1,loss,1 - 2,405104,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
02/14/2015,away,12080,792,Winthrop,9,True,9,5,4,win,9 - 5,405223,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
02/20/2015,away,12080,51,Baylor,9,True,11,3,8,win,11 - 3,405684,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
02/21/2015,away,12080,51,Baylor,9,True,1,6,-5,loss,1 - 6,406006,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
02/21/2015,away,12080,51,Baylor,10,True,3,4,-1,loss,3 - 4,406080,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
02/27/2015,home,12080,768,West Virginia,9,True,5,2,3,win,5 - 2,406646,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
02/28/2015,away,12080,149,Coastal Carolina,9,True,9,1,8,win,9 - 1,406723,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/01/2015,home,12080,301,Illinois,9,True,4,3,1,win,4 - 3,407164,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/07/2015,away,12080,355,Liberty,9,True,7,4,3,win,7 - 4,407924,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/07/2015,away,12080,355,Liberty,12,True,3,4,-1,loss,3 - 4,408024,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/08/2015,away,12080,355,Liberty,9,True,3,8,-5,loss,3 - 8,408306,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/13/2015,home,12080,576,Rider,9,True,13,5,8,win,13 - 5,409482,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/14/2015,home,12080,576,Rider,12,True,1,3,-2,loss,1 - 3,409756,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/15/2015,home,12080,576,Rider,9,True,8,5,3,win,8 - 5,410200,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/20/2015,away,12080,709,Toledo,9,True,1,4,-3,loss,1 - 4,411343,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/21/2015,away,12080,709,Toledo,9,True,3,4,-1,loss,3 - 4,411639,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/22/2015,away,12080,709,Toledo,9,True,1,0,1,win,1 - 0,412204,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/24/2015,away,12080,559,Purdue,9,True,4,3,1,win,4 - 3,412637,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/25/2015,away,12080,301,Illinois,9,True,4,9,-5,loss,4 - 9,412878,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/28/2015,home,12080,204,Eastern Mich.,9,True,3,4,-1,loss,3 - 4,413383,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/29/2015,home,12080,204,Eastern Mich.,9,True,8,6,2,win,8 - 6,414149,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/29/2015,home,12080,204,Eastern Mich.,9,True,12,4,8,win,12 - 4,414169,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
03/31/2015,home,12080,817,Youngstown St.,9,True,12,6,6,win,12 - 6,414589,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/01/2015,away,12080,539,Penn St.,9,True,9,7,2,win,9 - 7,414791,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/03/2015,away,12080,503,NIU,9,True,16,4,12,win,16 - 4,415262,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/04/2015,away,12080,503,NIU,9,True,7,4,3,win,7 - 4,415655,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/05/2015,away,12080,503,NIU,9,True,10,3,7,win,10 - 3,416267,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/10/2015,home,12080,47,Ball St.,9,True,3,0,3,win,3 - 0,416973,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/11/2015,home,12080,47,Ball St.,9,True,2,4,-2,loss,2 - 4,417238,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/12/2015,home,12080,47,Ball St.,9,True,11,7,4,win,11 - 7,417990,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
04/14/2015,away,12080,545,Pittsburgh,9,True,1,0,1,win,1 - 0,418596,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306184,2015
