R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,02/24/2018,away,12973,145,Clark (MA),9,True,2,9,-7,loss,86525,532,1668517,2018
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2018,neutral,12973,297,Illinois Col.,9,True,3,4,-1,loss,88153,532,1668517,2018
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/03/2018,neutral,12973,297,Illinois Col.,9,True,1,5,-4,loss,88170,532,1668517,2018
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,03/04/2018,neutral,12973,938,Alvernia,9,True,2,10,-8,loss,88596,532,1668517,2018
1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,03/04/2018,neutral,12973,938,Alvernia,9,True,2,7,-5,loss,88617,532,1668517,2018
0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,03/05/2018,neutral,12973,724,Merchant Marine,9,True,5,11,-6,loss,88768,532,1668517,2018
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/07/2018,neutral,12973,707,Thiel,9,True,6,5,1,win,89161,532,1668517,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2018,neutral,12973,531,Otterbein,9,True,1,4,-3,loss,89302,532,1668517,2018
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,03/08/2018,neutral,12973,531,Otterbein,9,True,1,5,-4,loss,89335,532,1668517,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2018,away,12973,26,Anna Maria,9,True,2,3,-1,loss,92973,532,1668517,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2018,away,12973,26,Anna Maria,9,True,5,3,2,win,92992,532,1668517,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/2018,home,12973,2798,Albertus Magnus,9,True,3,1,2,win,93750,532,1668517,2018
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/25/2018,home,12973,2798,Albertus Magnus,9,True,2,7,-5,loss,93797,532,1668517,2018
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/28/2018,away,12973,777,Westfield St.,9,True,2,4,-2,loss,94292,532,1668517,2018
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2018,home,12973,24317,Lesley,9,True,2,4,-2,loss,94721,532,1668517,2018
0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2018,neutral,12973,24317,Lesley,9,True,0,2,-2,loss,95611,532,1668517,2018
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/31/2018,neutral,12973,24317,Lesley,9,True,0,3,-3,loss,95619,532,1668517,2018
1,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,04/07/2018,home,12973,26107,Becker,9,True,7,0,7,win,96660,532,1668517,2018
1,3,2,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,04/07/2018,home,12973,26107,Becker,9,True,8,10,-2,loss,96835,532,1668517,2018
0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,04/08/2018,neutral,12973,26107,Becker,9,True,4,7,-3,loss,97381,532,1668517,2018
0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,04/10/2018,home,12973,727,Union (NY),9,True,4,7,-3,loss,97618,532,1668517,2018
0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,24,Amherst,9,True,9,8,1,win,97870,532,1668517,2018
0,4,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,04/13/2018,home,12973,30219,Dean,9,True,5,2,3,win,98399,532,1668517,2018
1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,04/14/2018,away,12973,30219,Dean,9,True,5,3,2,win,98747,532,1668517,2018
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/14/2018,away,12973,30219,Dean,9,True,3,4,-1,loss,98932,532,1668517,2018
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04/17/2018,home,12973,1379,Southern Vt.,9,True,2,1,1,win,99587,532,1668517,2018
1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,04/17/2018,home,12973,1379,Southern Vt.,9,True,6,0,6,win,99611,532,1668517,2018
1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,04/20/2018,away,12973,1379,Southern Vt.,9,True,3,5,-2,loss,100138,532,1668517,2018
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2018,home,12973,21772,Newbury,9,True,3,2,1,win,100551,532,1668517,2018
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,04/21/2018,home,12973,21772,Newbury,9,True,3,5,-2,loss,100754,532,1668517,2018
1,5,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,04/22/2018,away,12973,21772,Newbury,9,True,9,4,5,win,101185,532,1668517,2018
1,2,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,04/24/2018,away,12973,673,Springfield,9,True,1,8,-7,loss,101622,532,1668517,2018
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/26/2018,away,12973,200,Eastern Conn. St.,9,True,2,22,-20,loss,101911,532,1668517,2018
0,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,04/28/2018,home,12973,30042,Mitchell,10,True,1,4,-3,loss,102880,532,1668517,2018
1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,04/28/2018,home,12973,30042,Mitchell,10,True,5,4,1,win,102892,532,1668517,2018
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,04/29/2018,away,12973,30042,Mitchell,9,True,3,13,-10,loss,103351,532,1668517,2018
0,4,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,05/04/2018,neutral,12973,24317,Lesley,9,True,5,6,-1,loss,104056,532,1668517,2018
0,5,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,05/05/2018,neutral,12973,26107,Becker,9,True,6,7,-1,loss,104581,532,1668517,2018
