date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2021,home,15580,725,Army West Point,9,True,9,4,5,win,9 - 4,5002896,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
02/20/2021,home,15580,725,Army West Point,9,True,8,1,7,win,8 - 1,5010619,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
02/21/2021,home,15580,725,Army West Point,9,True,5,4,1,win,5 - 4,5010622,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
02/23/2021,away,15580,363,Longwood,9,True,14,22,-8,loss,14 - 22,5006613,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
02/27/2021,home,15580,485,Norfolk St.,9,True,5,8,-3,loss,5 - 8,5009593,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
02/27/2021,home,15580,485,Norfolk St.,9,True,7,0,7,win,7 - 0,5010615,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
02/28/2021,away,15580,485,Norfolk St.,9,True,5,10,-5,loss,5 - 10,5011237,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/06/2021,away,15580,485,Norfolk St.,9,True,10,8,2,win,10 - 8,5016124,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/06/2021,away,15580,485,Norfolk St.,9,True,10,0,10,win,10 - 0,5016687,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/07/2021,home,15580,485,Norfolk St.,9,True,7,6,1,win,7 - 6,5017921,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/12/2021,home,15580,198,ETSU,9,True,3,14,-11,loss,3 - 14,5023190,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/13/2021,home,15580,198,ETSU,9,True,1,5,-4,loss,1 - 5,5024221,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/13/2021,home,15580,198,ETSU,9,True,3,2,1,win,3 - 2,5024620,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/16/2021,away,15580,193,Duke,9,True,4,7,-3,loss,4 - 7,5054770,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/20/2021,away,15580,488,N.C. A&T,9,True,6,2,4,win,6 - 2,5031992,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/20/2021,away,15580,488,N.C. A&T,9,True,6,4,2,win,6 - 4,5033600,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/21/2021,away,15580,488,N.C. A&T,9,True,2,8,-6,loss,2 - 8,5032930,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
03/21/2021,away,15580,488,N.C. A&T,9,True,2,3,-1,loss,2 - 3,5033508,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/06/2021,away,15580,193,Duke,9,True,7,12,-5,loss,7 - 12,5048944,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/09/2021,home,15580,488,N.C. A&T,9,True,4,1,3,win,4 - 1,5051379,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/10/2021,home,15580,488,N.C. A&T,9,True,6,13,-7,loss,6 - 13,5051610,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/11/2021,home,15580,488,N.C. A&T,9,True,12,6,6,win,12 - 6,5053413,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/11/2021,home,15580,488,N.C. A&T,9,True,7,12,-5,loss,7 - 12,5053968,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/16/2021,away,15580,178,Delaware St.,9,True,3,8,-5,loss,3 - 8,5057891,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/17/2021,away,15580,178,Delaware St.,9,True,9,3,6,win,9 - 3,5061047,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/17/2021,away,15580,178,Delaware St.,9,True,2,3,-1,loss,2 - 3,5061048,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/18/2021,away,15580,178,Delaware St.,9,True,6,0,6,win,6 - 0,5061049,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/23/2021,away,15580,228,Florida A&M,9,True,3,8,-5,loss,3 - 8,5064269,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/23/2021,away,15580,228,Florida A&M,9,True,3,0,3,win,3 - 0,5064230,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/25/2021,away,15580,228,Florida A&M,9,True,5,4,1,win,5 - 4,5066301,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/25/2021,away,15580,228,Florida A&M,9,True,2,4,-2,loss,2 - 4,5067063,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
04/30/2021,away,15580,488,N.C. A&T,9,True,1,12,-11,loss,1 - 12,5069747,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/01/2021,away,15580,488,N.C. A&T,9,True,5,2,3,win,5 - 2,5070617,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/01/2021,away,15580,488,N.C. A&T,9,True,11,2,9,win,11 - 2,5071303,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/02/2021,away,15580,488,N.C. A&T,9,True,4,9,-5,loss,4 - 9,5072823,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/07/2021,home,15580,178,Delaware St.,9,True,10,0,10,win,10 - 0,5074998,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/08/2021,home,15580,178,Delaware St.,9,True,15,6,9,win,15 - 6,5075692,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/08/2021,home,15580,178,Delaware St.,9,True,2,3,-1,loss,2 - 3,5075972,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/09/2021,home,15580,178,Delaware St.,9,True,11,1,10,win,11 - 1,5076573,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/13/2021,home,15580,228,Florida A&M,9,True,10,4,6,win,10 - 4,5077797,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/14/2021,home,15580,228,Florida A&M,9,True,4,1,3,win,4 - 1,5078006,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/14/2021,home,15580,228,Florida A&M,9,True,5,0,5,win,5 - 0,5078424,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/15/2021,home,15580,228,Florida A&M,9,True,6,1,5,win,6 - 1,5078645,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/20/2021,home,15580,178,Delaware St.,9,True,9,4,5,win,9 - 4,5079890,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/21/2021,away,15580,485,Norfolk St.,9,True,0,1,-1,loss,0 - 1,5080343,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/21/2021,home,15580,228,Florida A&M,9,True,5,3,2,win,5 - 3,5080742,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
05/22/2021,away,15580,485,Norfolk St.,11,True,6,7,-1,loss,6 - 7,5081023,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492561,2021
