date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,home,12080,19651,High Point,9,True,12,8,4,win,12 - 8,404862,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
02/14/2015,away,12080,19651,High Point,9,True,2,12,-10,loss,2 - 12,405013,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
02/21/2015,home,12080,355,Liberty,9,True,6,5,1,win,6 - 5,406116,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
02/21/2015,away,12080,196,East Carolina,9,True,3,8,-5,loss,3 - 8,405915,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
02/22/2015,home,12080,603,St. John's (NY),9,True,0,4,-4,loss,0 - 4,406308,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
02/25/2015,away,12080,1068,Elon,9,True,3,7,-4,loss,3 - 7,406435,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
02/28/2015,home,12080,490,NC State,9,True,2,4,-2,loss,2 - 4,406983,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
02/28/2015,home,12080,458,Charlotte,9,True,1,2,-1,loss,1 - 2,406982,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/04/2015,away,12080,749,Wake Forest,9,True,7,11,-4,loss,7 - 11,407493,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/07/2015,home,12080,554,Princeton,9,True,12,3,9,win,12 - 3,407933,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/07/2015,home,12080,554,Princeton,9,True,9,14,-5,loss,9 - 14,408102,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/08/2015,home,12080,554,Princeton,9,True,6,5,1,win,6 - 5,408442,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/08/2015,home,12080,554,Princeton,9,True,16,7,9,win,16 - 7,408487,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/11/2015,away,12080,196,East Carolina,9,True,1,8,-7,loss,1 - 8,409082,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/13/2015,away,12080,460,UNCW,9,True,10,4,6,win,10 - 4,409463,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/15/2015,home,12080,158,Columbia,9,True,7,8,-1,loss,7 - 8,410481,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/17/2015,home,12080,490,NC State,9,True,7,3,4,win,7 - 3,410791,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/18/2015,away,12080,490,NC State,9,True,3,8,-5,loss,3 - 8,411051,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
03/20/2015,home,12080,769,Western Caro.,9,True,17,2,15,win,17 - 2,411413,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436262,2015
