date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,1356,Seattle U,9,True,1,11,-10,loss,1 - 11,404809,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/14/2015,away,12080,1356,Seattle U,9,True,7,2,5,win,7 - 2,405125,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/14/2015,away,12080,1356,Seattle U,9,True,7,4,3,win,7 - 4,405247,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/15/2015,away,12080,1356,Seattle U,9,True,11,6,5,win,11 - 6,405447,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/20/2015,home,12080,204,Eastern Mich.,9,True,1,2,-1,loss,1 - 2,405676,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/21/2015,home,12080,204,Eastern Mich.,9,True,2,1,1,win,2 - 1,405954,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/21/2015,home,12080,204,Eastern Mich.,9,True,6,1,5,win,6 - 1,406034,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/22/2015,home,12080,204,Eastern Mich.,9,True,1,5,-4,loss,1 - 5,406218,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/27/2015,home,12080,101,CSUN,9,True,6,5,1,win,6 - 5,406506,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/28/2015,home,12080,101,CSUN,9,True,0,6,-6,loss,0 - 6,406778,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
02/28/2015,home,12080,101,CSUN,9,True,2,1,1,win,2 - 1,406865,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
03/01/2015,home,12080,101,CSUN,9,True,4,7,-3,loss,4 - 7,407036,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
03/06/2015,away,12080,30024,Utah Valley,9,True,11,1,10,win,11 - 1,407661,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
03/07/2015,away,12080,30024,Utah Valley,9,True,14,9,5,win,14 - 9,407935,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
03/07/2015,away,12080,30024,Utah Valley,9,True,7,10,-3,loss,7 - 10,408034,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
03/08/2015,away,12080,30024,Utah Valley,9,True,18,9,9,win,18 - 9,408347,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
03/13/2015,home,12080,534,Pacific,9,True,6,5,1,win,6 - 5,409475,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
03/14/2015,home,12080,534,Pacific,9,True,6,5,1,win,6 - 5,409752,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643366,2015
