date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,654,Southeast Mo. St.,9,True,7,6,1,win,7 - 6,404904,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
02/13/2015,away,12080,654,Southeast Mo. St.,9,True,5,6,-1,loss,5 - 6,404909,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
02/14/2015,away,12080,654,Southeast Mo. St.,9,True,1,5,-4,loss,1 - 5,405074,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
02/27/2015,home,12080,202,Eastern Ky.,9,True,13,10,3,win,13 - 10,406679,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
02/27/2015,home,12080,202,Eastern Ky.,9,True,4,5,-1,loss,4 - 5,406690,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
02/28/2015,home,12080,202,Eastern Ky.,9,True,15,5,10,win,15 - 5,406943,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/06/2015,away,12080,115,Campbell,9,True,2,4,-2,loss,2 - 4,407803,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/07/2015,away,12080,115,Campbell,9,True,4,9,-5,loss,4 - 9,408271,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/08/2015,away,12080,115,Campbell,9,True,2,4,-2,loss,2 - 4,408659,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/10/2015,home,12080,87,Butler,9,True,16,14,2,win,16 - 14,409019,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/10/2015,home,12080,83,Bucknell,9,True,9,3,6,win,9 - 3,409013,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/11/2015,home,12080,299,Illinois St.,9,True,7,8,-1,loss,7 - 8,409225,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/13/2015,home,12080,380,Maine,9,True,4,6,-2,loss,4 - 6,409640,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/14/2015,home,12080,167,Cornell,9,True,6,8,-2,loss,6 - 8,409983,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/18/2015,home,12080,817,Youngstown St.,9,True,2,6,-4,loss,2 - 6,411079,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
03/20/2015,home,12080,47,Ball St.,9,True,0,7,-7,loss,0 - 7,411313,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303269,2015
